alpha,Dmax_pct,DC50_low_nM,DC50_high_nM,optimal_degradation_dose_nM,time_h
0.01,14.457380550671662,35.54068464633051,423.91917381493124,129.82873203461517,24.0
1.0,99.86792372951861,5.638096321949269,3328.343338759893,111.45540465626357,24.0
10.0,99.99998656318662,2.453485584774096,32695.555301289398,110.72274134871849,24.0
100.0,99.99999901483679,2.1360907796751176,326417.8771066183,113.1871519028095,24.0
