alpha,P_total_nM,time_h,target_fraction,degradation_pct
0.01,0.0223872113856834,0.0,1.0,0.0
0.01,0.0223872113856834,0.25,0.9999994449829973,5.550170026902279e-05
0.01,0.0223872113856834,0.5,0.9999988899662746,0.0001110033725382209
0.01,0.0223872113856834,0.75,0.9999983349498319,0.00016650501680759433
0.01,0.0223872113856834,1.0,0.9999977799336692,0.00022200663307714308
0.01,0.0223872113856834,1.25,0.9999972249177866,0.0002775082213357649
0.01,0.0223872113856834,1.5,0.999996669902184,0.00033300978159456207
0.01,0.0223872113856834,1.75,0.9999961148868616,0.0003885113138424323
0.01,0.0223872113856834,2.0,0.9999955598718191,0.0004440128180904779
0.01,0.0223872113856834,2.25,0.9999950048570566,0.0004995142943386988
0.01,0.0223872113856834,2.5,0.9999944498425741,0.000555015742587095
0.01,0.0223872113856834,2.75,0.9999938948283718,0.0006105171628245643
0.01,0.0223872113856834,3.0,0.9999933398144494,0.0006660185550622089
0.01,0.0223872113856834,3.25,0.999992784800807,0.0007215199193000288
0.01,0.0223872113856834,3.5,0.9999922297874446,0.000777021255538024
0.01,0.0223872113856834,3.75,0.9999916747743623,0.0008325225637650924
0.01,0.0223872113856834,4.0,0.9999911197615601,0.000888023843992336
0.01,0.0223872113856834,4.25,0.9999905647490379,0.0009435250962086528
0.01,0.0223872113856834,4.5,0.9999900097367957,0.0009990263204251448
0.01,0.0223872113856834,4.75,0.9999894547248336,0.0010545275166418122
0.01,0.0223872113856834,5.0,0.9999888997131514,0.001110028684858655
0.01,0.0223872113856834,5.25,0.9999883447017494,0.0011655298250645707
0.01,0.0223872113856834,5.5,0.9999877896906272,0.001221030937281764
0.01,0.0223872113856834,5.75,0.9999872346797852,0.0012765320214769282
0.01,0.0223872113856834,6.0,0.9999866796692232,0.00133203307768337
0.01,0.0223872113856834,6.25,0.9999861246589412,0.0013875341058788848
0.01,0.0223872113856834,6.5,0.9999855696489393,0.001443035106074575
0.01,0.0223872113856834,6.75,0.9999850146392173,0.0014985360782704404
0.01,0.0223872113856834,7.0,0.9999844596297754,0.001554037022455379
0.01,0.0223872113856834,7.25,0.9999839046206136,0.0016095379386404929
0.01,0.0223872113856834,7.5,0.9999833496117317,0.001665038826825782
0.01,0.0223872113856834,7.75,0.9999827946031299,0.0017205396870112466
0.01,0.0223872113856834,8.0,0.9999822395948081,0.0017760405191857842
0.01,0.0223872113856834,8.25,0.9999816845867664,0.0018315413233604971
0.01,0.0223872113856834,8.5,0.9999811295790048,0.0018870420995242831
0.01,0.0223872113856834,8.75,0.999980574571523,0.0019425428476993467
0.01,0.0223872113856834,9.0,0.9999800195643214,0.0019980435678634834
0.01,0.0223872113856834,9.25,0.9999794645573997,0.0020535442600277953
0.01,0.0223872113856834,9.5,0.9999789095507581,0.0021090449241922826
0.01,0.0223872113856834,9.75,0.9999783545443965,0.002164545560345843
0.01,0.0223872113856834,10.0,0.999977799538315,0.0022200461684995787
0.01,0.0223872113856834,10.25,0.9999772445325135,0.0022755467486534897
0.01,0.0223872113856834,10.5,0.999976689526992,0.002331047300796474
0.01,0.0223872113856834,10.75,0.9999761345217506,0.0023865478249396332
0.01,0.0223872113856834,11.0,0.9999755795167892,0.002442048321082968
0.01,0.0223872113856834,11.25,0.9999750245121077,0.002497548789226478
0.01,0.0223872113856834,11.5,0.9999744695077063,0.0025530492293701634
0.01,0.0223872113856834,11.75,0.999973914503585,0.002608549641502922
0.01,0.0223872113856834,12.0,0.9999733594997436,0.0026640500256358557
0.01,0.0223872113856834,12.25,0.9999728044961824,0.0027195503817578626
0.01,0.0223872113856834,12.5,0.9999722494929011,0.002775050709891147
0.01,0.0223872113856834,12.75,0.9999716944898999,0.0028305510100135045
0.01,0.0223872113856834,13.0,0.9999711394871786,0.0028860512821360373
0.01,0.0223872113856834,13.25,0.9999705844847375,0.0029415515262476433
0.01,0.0223872113856834,13.5,0.9999700294825763,0.0029970517423705267
0.01,0.0223872113856834,13.75,0.9999694744806952,0.0030525519304824833
0.01,0.0223872113856834,14.0,0.999968919479094,0.003108052090594615
0.01,0.0223872113856834,14.25,0.999968364477773,0.00316355222269582
0.01,0.0223872113856834,14.5,0.9999678094767319,0.0032190523268083027
0.01,0.0223872113856834,14.75,0.9999672544759709,0.0032745524029098583
0.01,0.0223872113856834,15.0,0.9999666994754899,0.003330052451011589
0.01,0.0223872113856834,15.25,0.999966144475289,0.003385552471102393
0.01,0.0223872113856834,15.5,0.999965589475368,0.0034410524632044748
0.01,0.0223872113856834,15.75,0.999965034475727,0.0034965524272956294
0.01,0.0223872113856834,16.0,0.9999644794763661,0.0035520523633869594
0.01,0.0223872113856834,16.25,0.9999639244772853,0.0036075522714673625
0.01,0.0223872113856834,16.5,0.9999633694784844,0.003663052151559043
0.01,0.0223872113856834,16.75,0.9999628144799636,0.0037185520036397968
0.01,0.0223872113856834,17.0,0.9999622594817228,0.0037740518277207258
0.01,0.0223872113856834,17.25,0.9999617044837621,0.003829551623790728
0.01,0.0223872113856834,17.5,0.9999611494860813,0.0038850513918720075
0.01,0.0223872113856834,17.75,0.9999605944886806,0.00394055113194236
0.01,0.0223872113856834,18.0,0.9999600394915599,0.003996050844012888
0.01,0.0223872113856834,18.25,0.9999594844947193,0.0040515505280724895
0.01,0.0223872113856834,18.5,0.9999589294981586,0.004107050184143368
0.01,0.0223872113856834,18.75,0.999958374501878,0.00416254981220332
0.01,0.0223872113856834,19.0,0.9999578195058774,0.004218049412263447
0.01,0.0223872113856834,19.25,0.9999572645101568,0.0042735489843237495
0.01,0.0223872113856834,19.5,0.9999567095147163,0.004329048528373125
0.01,0.0223872113856834,19.75,0.9999561545195557,0.004384548044433778
0.01,0.0223872113856834,20.0,0.9999555995246752,0.004440047532483504
0.01,0.0223872113856834,20.25,0.9999550445300748,0.0044955469925223035
0.01,0.0223872113856834,20.5,0.9999544895357543,0.00455104642457238
0.01,0.0223872113856834,20.75,0.9999539345417139,0.00460654582861153
0.01,0.0223872113856834,21.0,0.9999533795479534,0.004662045204661958
0.01,0.0223872113856834,21.25,0.9999528245544731,0.004717544552690356
0.01,0.0223872113856834,21.5,0.9999522695612727,0.004773043872730032
0.01,0.0223872113856834,21.75,0.9999517145683523,0.004828543164769883
0.01,0.0223872113856834,22.0,0.999951159575712,0.004884042428798807
0.01,0.0223872113856834,22.25,0.9999506045833517,0.004939541664827907
0.01,0.0223872113856834,22.5,0.9999500495912714,0.004995040872857182
0.01,0.0223872113856834,22.75,0.9999494945994712,0.0050505400528755295
0.01,0.0223872113856834,23.0,0.999948939607951,0.005106039204905155
0.01,0.0223872113856834,23.25,0.9999483846167108,0.005161538328923854
0.01,0.0223872113856834,23.5,0.9999478296257506,0.005217037424942728
0.01,0.0223872113856834,23.75,0.9999472746350705,0.005272536492950675
0.01,0.0223872113856834,24.0,0.9999467196446703,0.005328035532969899
0.01,0.025118864315095808,0.0,1.0,0.0
0.01,0.025118864315095808,0.25,0.9999993772658593,6.227341406983555e-05
0.01,0.025118864315095808,0.5,0.9999987545320711,0.00012454679289009007
0.01,0.025118864315095808,0.75,0.9999981317986354,0.00018682013646076356
0.01,0.025118864315095808,1.0,0.9999975090655522,0.000249093444781856
0.01,0.025118864315095808,1.25,0.9999968863328216,0.0003113667178422652
0.01,0.025118864315095808,1.5,0.9999962636004436,0.00037363995564199115
0.01,0.025118864315095808,1.75,0.999995640868418,0.0004359131582032383
0.01,0.025118864315095808,2.0,0.999995018136745,0.0004981863255038022
0.01,0.025118864315095808,2.25,0.9999943954054245,0.000560459457554785
0.01,0.025118864315095808,2.5,0.9999937726744565,0.0006227325543450846
0.01,0.025118864315095808,2.75,0.9999931499438411,0.0006850056158858031
0.01,0.025118864315095808,3.0,0.9999925272135782,0.0007472786421769406
0.01,0.025118864315095808,3.25,0.9999919044836679,0.0008095516332073949
0.01,0.025118864315095808,3.5,0.99999128175411,0.0008718245889993703
0.01,0.025118864315095808,3.75,0.9999906590249048,0.0009340975095195603
0.01,0.025118864315095808,4.0,0.999990036296052,0.0009963703948012714
0.01,0.025118864315095808,4.25,0.9999894135675518,0.0010586432448222993
0.01,0.025118864315095808,4.5,0.9999887908394041,0.0011209160595937462
0.01,0.025118864315095808,4.75,0.999988168111609,0.0011831888391045098
0.01,0.025118864315095808,5.0,0.9999875453841662,0.0012454615833767946
0.01,0.025118864315095808,5.25,0.9999869226570761,0.0013077342923883961
0.01,0.025118864315095808,5.5,0.9999862999303386,0.0013700069661393144
0.01,0.025118864315095808,5.75,0.9999856772039535,0.0014322796046517539
0.01,0.025118864315095808,6.0,0.999985054477921,0.00149455220790351
0.01,0.025118864315095808,6.25,0.999984431752241,0.001556824775894583
0.01,0.025118864315095808,6.5,0.9999838090269135,0.0016190973086471772
0.01,0.025118864315095808,6.75,0.9999831863019386,0.001681369806139088
0.01,0.025118864315095808,7.0,0.9999825635773162,0.001743642268381418
0.01,0.025118864315095808,7.25,0.9999819408530464,0.0018059146953630645
0.01,0.025118864315095808,7.5,0.999981318129129,0.00186818708709513
0.01,0.025118864315095808,7.75,0.9999806954055642,0.0019304594435776146
0.01,0.025118864315095808,8.0,0.9999800726823519,0.001992731764810518
0.01,0.025118864315095808,8.25,0.9999794499594922,0.0020550040507827383
0.01,0.025118864315095808,8.5,0.999978827236985,0.0021172763015053775
0.01,0.025118864315095808,8.75,0.9999782045148302,0.0021795485169784357
0.01,0.025118864315095808,9.0,0.9999775817930281,0.0022418206971908106
0.01,0.025118864315095808,9.25,0.9999769590715784,0.0023040928421647067
0.01,0.025118864315095808,9.5,0.9999763363504812,0.0023663649518779195
0.01,0.025118864315095808,9.75,0.9999757136297367,0.002428637026330449
0.01,0.025118864315095808,10.0,0.9999750909093447,0.0024909090655333976
0.01,0.025118864315095808,10.25,0.9999744681893051,0.002553181069486765
0.01,0.025118864315095808,10.5,0.9999738454696181,0.0026154530381905516
0.01,0.025118864315095808,10.75,0.9999732227502836,0.002677724971644757
0.01,0.025118864315095808,11.0,0.9999726000313016,0.0027399968698382793
0.01,0.025118864315095808,11.25,0.9999719773126722,0.0028022687327822204
0.01,0.025118864315095808,11.5,0.9999713545943952,0.0028645405604765806
0.01,0.025118864315095808,11.75,0.9999707318764709,0.0029268123529102574
0.01,0.025118864315095808,12.0,0.9999701091588991,0.0029890841100943533
0.01,0.025118864315095808,12.25,0.9999694864416797,0.003051355832028868
0.01,0.025118864315095808,12.5,0.999968863724813,0.0031136275187026996
0.01,0.025118864315095808,12.75,0.9999682410082986,0.0031758991701380523
0.01,0.025118864315095808,13.0,0.9999676182921369,0.003238170786312722
0.01,0.025118864315095808,13.25,0.9999669955763276,0.0033004423672378103
0.01,0.025118864315095808,13.5,0.999966372860871,0.0033627139129022154
0.01,0.025118864315095808,13.75,0.9999657501457668,0.0034249854233170396
0.01,0.025118864315095808,14.0,0.9999651274310152,0.0034872568984822827
0.01,0.025118864315095808,14.25,0.999964504716616,0.003549528338397945
0.01,0.025118864315095808,14.5,0.9999638820025694,0.003611799743064026
0.01,0.025118864315095808,14.75,0.9999632592888753,0.0036740711124694236
0.01,0.025118864315095808,15.0,0.9999626365755337,0.0037363424466252404
0.01,0.025118864315095808,15.25,0.9999620138625447,0.003798613745531476
0.01,0.025118864315095808,15.5,0.9999613911499082,0.0038608850091770286
0.01,0.025118864315095808,15.75,0.9999607684376243,0.003923156237573
0.01,0.025118864315095808,16.0,0.9999601457256928,0.00398542743071939
0.01,0.025118864315095808,16.25,0.9999595230141138,0.0040476985886162
0.01,0.025118864315095808,16.5,0.9999589003028875,0.004109969711252326
0.01,0.025118864315095808,16.75,0.9999582775920135,0.004172240798649973
0.01,0.025118864315095808,17.0,0.9999576548814921,0.004234511850786937
0.01,0.025118864315095808,17.25,0.9999570321713234,0.004296782867663218
0.01,0.025118864315095808,17.5,0.999956409461507,0.00435905384930102
0.01,0.025118864315095808,17.75,0.9999557867520432,0.004421324795678139
0.01,0.025118864315095808,18.0,0.9999551640429319,0.004483595706805676
0.01,0.025118864315095808,18.25,0.9999545413341732,0.004545866582683633
0.01,0.025118864315095808,18.5,0.9999539186257669,0.004608137423312009
0.01,0.025118864315095808,18.75,0.9999532959177132,0.004670408228679701
0.01,0.025118864315095808,19.0,0.999952673210012,0.004732678998797812
0.01,0.025118864315095808,19.25,0.9999520505026633,0.004794949733666343
0.01,0.025118864315095808,19.5,0.9999514277956671,0.004857220433285292
0.01,0.025118864315095808,19.75,0.9999508050890236,0.004919491097643558
0.01,0.025118864315095808,20.0,0.9999501823827325,0.004981761726752243
0.01,0.025118864315095808,20.25,0.9999495596767939,0.005044032320611347
0.01,0.025118864315095808,20.5,0.9999489369712078,0.00510630287922087
0.01,0.025118864315095808,20.75,0.9999483142659743,0.005168573402569709
0.01,0.025118864315095808,21.0,0.9999476915610932,0.00523084389068007
0.01,0.025118864315095808,21.25,0.9999470688565647,0.005293114343529748
0.01,0.025118864315095808,21.5,0.9999464461523887,0.005355384761129844
0.01,0.025118864315095808,21.75,0.9999458234485653,0.005417655143469258
0.01,0.025118864315095808,22.0,0.9999452007450943,0.005479925490570192
0.01,0.025118864315095808,22.25,0.9999445780419759,0.005542195802410443
0.01,0.025118864315095808,22.5,0.99994395533921,0.005604466079001114
0.01,0.025118864315095808,22.75,0.9999433326367966,0.005666736320342203
0.01,0.025118864315095808,23.0,0.9999427099347357,0.005729006526433711
0.01,0.025118864315095808,23.25,0.9999420872330274,0.005791276697264536
0.01,0.025118864315095808,23.5,0.9999414645316715,0.00585354683284578
0.01,0.025118864315095808,23.75,0.9999408418306682,0.005915816933177442
0.01,0.025118864315095808,24.0,0.9999402191300174,0.005978086998259524
0.01,0.02818382931264455,0.0,1.0,0.0
0.01,0.02818382931264455,0.25,0.9999993012873217,6.987126782709296e-05
0.01,0.02818382931264455,0.5,0.9999986025750872,0.00013974249127857163
0.01,0.02818382931264455,0.75,0.9999979038632966,0.00020961367034333378
0.01,0.02818382931264455,1.0,0.9999972051519498,0.0002794848050213794
0.01,0.02818382931264455,1.25,0.9999965064410467,0.00034935589533491296
0.01,0.02818382931264455,1.5,0.9999958077305874,0.00041922694126173
0.01,0.02818382931264455,1.75,0.999995109020572,0.0004890979428018305
0.01,0.02818382931264455,2.0,0.9999944103110003,0.0005589688999663167
0.01,0.02818382931264455,2.25,0.9999937116018724,0.0006288398127551886
0.01,0.02818382931264455,2.5,0.9999930128931884,0.000698710681157344
0.01,0.02818382931264455,2.75,0.9999923141849482,0.0007685815051838851
0.01,0.02818382931264455,3.0,0.9999916154771518,0.0008384522848237097
0.01,0.02818382931264455,3.25,0.9999909167697991,0.00090832302008792
0.01,0.02818382931264455,3.5,0.9999902180628902,0.000978193710976516
0.01,0.02818382931264455,3.75,0.9999895193564252,0.0010480643574783954
0.01,0.02818382931264455,4.0,0.999988820650404,0.0011179349596046606
0.01,0.02818382931264455,4.25,0.9999881219448266,0.0011878055173442092
0.01,0.02818382931264455,4.5,0.9999874232396929,0.0012576760307081436
0.01,0.02818382931264455,4.75,0.999986724535003,0.0013275464996964637
0.01,0.02818382931264455,5.0,0.999986025830757,0.0013974169242980672
0.01,0.02818382931264455,5.25,0.9999853271269548,0.0014672873045240564
0.01,0.02818382931264455,5.5,0.9999846284235963,0.0015371576403744314
0.01,0.02818382931264455,5.75,0.9999839297206816,0.0016070279318380898
0.01,0.02818382931264455,6.0,0.9999832310182107,0.001676898178926134
0.01,0.02818382931264455,6.25,0.9999825323161837,0.0017467683816274615
0.01,0.02818382931264455,6.5,0.9999818336146005,0.0018166385399531748
0.01,0.02818382931264455,6.75,0.999981134913461,0.0018865086539032738
0.01,0.02818382931264455,7.0,0.9999804362127653,0.0019563787234666563
0.01,0.02818382931264455,7.25,0.9999797375125135,0.0020262487486544245
0.01,0.02818382931264455,7.5,0.9999790388127054,0.002096118729455476
0.01,0.02818382931264455,7.75,0.9999783401133412,0.0021659886658809135
0.01,0.02818382931264455,8.0,0.9999776414144207,0.0022358585579307366
0.01,0.02818382931264455,8.25,0.999976942715944,0.0023057284056049454
0.01,0.02818382931264455,8.5,0.9999762440179111,0.0023755982088924377
0.01,0.02818382931264455,8.75,0.9999755453203221,0.0024454679677932134
0.01,0.02818382931264455,9.0,0.9999748466231767,0.002515337682329477
0.01,0.02818382931264455,9.25,0.9999741479264752,0.0025852073524790242
0.01,0.02818382931264455,9.5,0.9999734492302176,0.002655076978241855
0.01,0.02818382931264455,9.75,0.9999727505344036,0.0027249465596401734
0.01,0.02818382931264455,10.0,0.9999720518390335,0.0027948160966517754
0.01,0.02818382931264455,10.25,0.9999713531441072,0.002864685589276661
0.01,0.02818382931264455,10.5,0.9999706544496246,0.0029345550375370344
0.01,0.02818382931264455,10.75,0.9999699557555859,0.0030044244414106913
0.01,0.02818382931264455,11.0,0.999969257061991,0.0030742938008976317
0.01,0.02818382931264455,11.25,0.9999685583688399,0.003144163116008958
0.01,0.02818382931264455,11.5,0.9999678596761326,0.0032140323867446696
0.01,0.02818382931264455,11.75,0.999967160983869,0.003283901613104767
0.01,0.02818382931264455,12.0,0.9999664622920492,0.003353770795078148
0.01,0.02818382931264455,12.25,0.9999657636006732,0.003423639932675915
0.01,0.02818382931264455,12.5,0.999965064909741,0.0034935090258980672
0.01,0.02818382931264455,12.75,0.9999643662192527,0.003563378074733503
0.01,0.02818382931264455,13.0,0.9999636675292081,0.0036332470791933247
0.01,0.02818382931264455,13.25,0.9999629688396072,0.003703116039277532
0.01,0.02818382931264455,13.5,0.9999622701504502,0.0037729849549750227
0.01,0.02818382931264455,13.75,0.999961571461737,0.003842853826296899
0.01,0.02818382931264455,14.0,0.9999608727734676,0.003912722653243161
0.01,0.02818382931264455,14.25,0.999960174085642,0.003982591435802707
0.01,0.02818382931264455,14.5,0.9999594753982601,0.004052460173986638
0.01,0.02818382931264455,14.75,0.999958776711322,0.0041223288677949554
0.01,0.02818382931264455,15.0,0.9999580780248278,0.004192197517216556
0.01,0.02818382931264455,15.25,0.9999573793387774,0.004262066122262542
0.01,0.02818382931264455,15.5,0.9999566806531707,0.004331934682932914
0.01,0.02818382931264455,15.75,0.9999559819680077,0.004401803199227672
0.01,0.02818382931264455,16.0,0.9999552832832886,0.004471671671135713
0.01,0.02818382931264455,16.25,0.9999545845990133,0.00454154009866814
0.01,0.02818382931264455,16.5,0.9999538859151818,0.004611408481824952
0.01,0.02818382931264455,16.75,0.999953187231794,0.004681276820595048
0.01,0.02818382931264455,17.0,0.9999524885488501,0.00475114511498953
0.01,0.02818382931264455,17.25,0.9999517898663499,0.0048210133650083975
0.01,0.02818382931264455,17.5,0.9999510911842936,0.004890881570640548
0.01,0.02818382931264455,17.75,0.999950392502681,0.004960749731897085
0.01,0.02818382931264455,18.0,0.9999496938215122,0.005030617848778007
0.01,0.02818382931264455,18.25,0.9999489951407872,0.005100485921283315
0.01,0.02818382931264455,18.5,0.999948296460506,0.005170353949401907
0.01,0.02818382931264455,18.75,0.9999475977806684,0.005240221933155986
0.01,0.02818382931264455,19.0,0.9999468991012749,0.005310089872512247
0.01,0.02818382931264455,19.25,0.999946200422325,0.005379957767503996
0.01,0.02818382931264455,19.5,0.9999455017438189,0.005449825618109028
0.01,0.02818382931264455,19.75,0.9999448030657566,0.0055196934243384455
0.01,0.02818382931264455,20.0,0.9999441043881381,0.005589561186192249
0.01,0.02818382931264455,20.25,0.9999434057109634,0.005659428903659336
0.01,0.02818382931264455,20.5,0.9999427070342324,0.005729296576761911
0.01,0.02818382931264455,20.75,0.9999420083579452,0.005799164205477769
0.01,0.02818382931264455,21.0,0.9999413096821019,0.005869031789806911
0.01,0.02818382931264455,21.25,0.9999406110067023,0.005938899329771541
0.01,0.02818382931264455,21.5,0.9999399123317465,0.006008766825349454
0.01,0.02818382931264455,21.75,0.9999392136572345,0.006078634276551753
0.01,0.02818382931264455,22.0,0.9999385149831662,0.006148501683378438
0.01,0.02818382931264455,22.25,0.9999378163095418,0.006218369045818406
0.01,0.02818382931264455,22.5,0.9999371176363612,0.00628823636388276
0.01,0.02818382931264455,22.75,0.9999364189636243,0.006358103637571499
0.01,0.02818382931264455,23.0,0.9999357202913312,0.006427970866884625
0.01,0.02818382931264455,23.25,0.9999350216194818,0.006497838051822136
0.01,0.02818382931264455,23.5,0.9999343229480763,0.00656770519237293
0.01,0.02818382931264455,23.75,0.9999336242771145,0.00663757228854811
0.01,0.02818382931264455,24.0,0.9999329256065965,0.006707439340347676
0.01,0.03162277660168379,0.0,1.0,0.0
0.01,0.03162277660168379,0.25,0.9999992160396888,7.839603112236304e-05
0.01,0.03162277660168379,0.5,0.9999984320799362,0.00015679200637830348
0.01,0.03162277660168379,0.75,0.9999976481207423,0.00023518792576782133
0.01,0.03162277660168379,1.0,0.9999968641621072,0.00031358378927981434
0.01,0.03162277660168379,1.25,0.9999960802040307,0.00039197959692538475
0.01,0.03162277660168379,1.5,0.999995296246513,0.00047037534870453257
0.01,0.03162277660168379,1.75,0.9999945122895539,0.0005487710446061556
0.01,0.03162277660168379,2.0,0.9999937283331536,0.0006271666846413559
0.01,0.03162277660168379,2.25,0.9999929443773119,0.0007055622688101337
0.01,0.03162277660168379,2.5,0.9999921604220289,0.0007839577971124889
0.01,0.03162277660168379,2.75,0.9999913764673046,0.0008623532695373193
0.01,0.03162277660168379,3.0,0.999990592513139,0.000940748686095727
0.01,0.03162277660168379,3.25,0.9999898085595322,0.00101914404677661
0.01,0.03162277660168379,3.5,0.9999890246064841,0.0010975393515910703
0.01,0.03162277660168379,3.75,0.9999882406539946,0.001175934600539108
0.01,0.03162277660168379,4.0,0.9999874567020638,0.0012543297936207232
0.01,0.03162277660168379,4.25,0.9999866727506918,0.0013327249308248135
0.01,0.03162277660168379,4.5,0.9999858887998784,0.0014111200121624812
0.01,0.03162277660168379,4.75,0.9999851048496237,0.0014895150376337263
0.01,0.03162277660168379,5.0,0.9999843208999277,0.0015679100072274466
0.01,0.03162277660168379,5.25,0.9999835369507903,0.0016463049209658465
0.01,0.03162277660168379,5.5,0.9999827530022117,0.0017246997788267215
0.01,0.03162277660168379,5.75,0.9999819690541919,0.0018030945808100718
0.01,0.03162277660168379,6.0,0.9999811851067306,0.0018814893269381017
0.01,0.03162277660168379,6.25,0.9999804011598281,0.0019598840171886067
0.01,0.03162277660168379,6.5,0.9999796172134843,0.002038278651572689
0.01,0.03162277660168379,6.75,0.9999788332676992,0.002116673230079247
0.01,0.03162277660168379,7.0,0.9999780493224727,0.002195067752730484
0.01,0.03162277660168379,7.25,0.999977265377805,0.0022734622195041965
0.01,0.03162277660168379,7.5,0.999976481433696,0.002351856630400384
0.01,0.03162277660168379,7.75,0.9999756974901456,0.0024302509854412513
0.01,0.03162277660168379,8.0,0.999974913547154,0.0025086452846045937
0.01,0.03162277660168379,8.25,0.999974129604721,0.0025870395279015135
0.01,0.03162277660168379,8.5,0.9999733456628467,0.0026654337153320107
0.01,0.03162277660168379,8.75,0.999972561721531,0.0027438278468960853
0.01,0.03162277660168379,9.0,0.9999717777807742,0.002822221922582635
0.01,0.03162277660168379,9.25,0.999970993840576,0.002900615942402762
0.01,0.03162277660168379,9.5,0.9999702099009364,0.002979009906356467
0.01,0.03162277660168379,9.75,0.9999694259618556,0.0030574038144437488
0.01,0.03162277660168379,10.0,0.9999686420233335,0.003135797666653506
0.01,0.03162277660168379,10.25,0.9999678580853699,0.0032141914630079427
0.01,0.03162277660168379,10.5,0.9999670741479652,0.0032925852034848546
0.01,0.03162277660168379,10.75,0.999966290211119,0.003370978888095344
0.01,0.03162277660168379,11.0,0.9999655062748317,0.0034493725168283085
0.01,0.03162277660168379,11.25,0.9999647223391029,0.0035277660897059526
0.01,0.03162277660168379,11.5,0.9999639384039329,0.003606159606706072
0.01,0.03162277660168379,11.75,0.9999631544693216,0.0036845530678397687
0.01,0.03162277660168379,12.0,0.999962370535269,0.0037629464730959405
0.01,0.03162277660168379,12.25,0.999961586601775,0.003841339822496792
0.01,0.03162277660168379,12.5,0.9999608026688398,0.003919733116020119
0.01,0.03162277660168379,12.75,0.9999600187364631,0.003998126353688125
0.01,0.03162277660168379,13.0,0.9999592348046452,0.004076519535478607
0.01,0.03162277660168379,13.25,0.9999584508733861,0.004154912661391563
0.01,0.03162277660168379,13.5,0.9999576669426855,0.0042333057314491995
0.01,0.03162277660168379,13.75,0.9999568830125437,0.004311698745629311
0.01,0.03162277660168379,14.0,0.9999560990829605,0.004390091703954102
0.01,0.03162277660168379,14.25,0.999955315153936,0.004468484606401368
0.01,0.03162277660168379,14.5,0.9999545312254702,0.004546877452982212
0.01,0.03162277660168379,14.75,0.9999537472975631,0.004625270243685531
0.01,0.03162277660168379,15.0,0.9999529633702147,0.004703662978533529
0.01,0.03162277660168379,15.25,0.999952179443425,0.004782055657504003
0.01,0.03162277660168379,15.5,0.9999513955171938,0.004860448280619156
0.01,0.03162277660168379,15.75,0.9999506115915214,0.004938840847856785
0.01,0.03162277660168379,16.0,0.9999498276664077,0.0050172333592279905
0.01,0.03162277660168379,16.25,0.9999490437418528,0.0050956258147216715
0.01,0.03162277660168379,16.5,0.9999482598178564,0.005174018214360032
0.01,0.03162277660168379,16.75,0.9999474758944187,0.00525241055813197
0.01,0.03162277660168379,17.0,0.9999466919715397,0.0053308028460263834
0.01,0.03162277660168379,17.25,0.9999459080492195,0.005409195078054374
0.01,0.03162277660168379,17.5,0.9999451241274578,0.005487587254215942
0.01,0.03162277660168379,17.75,0.9999443402062549,0.0055659793745110875
0.01,0.03162277660168379,18.0,0.9999435562856106,0.00564437143893981
0.01,0.03162277660168379,18.25,0.999942772365525,0.0057227634475021105
0.01,0.03162277660168379,18.5,0.9999419884459981,0.005801155400186886
0.01,0.03162277660168379,18.75,0.9999412045270298,0.005879547297016341
0.01,0.03162277660168379,19.0,0.9999404206086203,0.005957939137968271
0.01,0.03162277660168379,19.25,0.9999396366907695,0.006036330923053779
0.01,0.03162277660168379,19.5,0.9999388527734773,0.006114722652272864
0.01,0.03162277660168379,19.75,0.9999380688567437,0.006193114325625526
0.01,0.03162277660168379,20.0,0.9999372849405689,0.006271505943111766
0.01,0.03162277660168379,20.25,0.9999365010249527,0.006349897504731583
0.01,0.03162277660168379,20.5,0.9999357171098953,0.0064282890104738755
0.01,0.03162277660168379,20.75,0.9999349331953964,0.0065066804603608475
0.01,0.03162277660168379,21.0,0.9999341492814563,0.006585071854370295
0.01,0.03162277660168379,21.25,0.9999333653680748,0.006663463192524421
0.01,0.03162277660168379,21.5,0.999932581455252,0.006741854474801023
0.01,0.03162277660168379,21.75,0.9999317975429879,0.006820245701211203
0.01,0.03162277660168379,22.0,0.9999310136312825,0.0068986368717549595
0.01,0.03162277660168379,22.25,0.9999302297201357,0.006977027986432294
0.01,0.03162277660168379,22.5,0.9999294458095476,0.007055419045243205
0.01,0.03162277660168379,22.75,0.9999286618995181,0.007133810048187694
0.01,0.03162277660168379,23.0,0.9999278779900473,0.007212200995265761
0.01,0.03162277660168379,23.25,0.9999270940811353,0.007290591886466302
0.01,0.03162277660168379,23.5,0.9999263101727819,0.007368982721811523
0.01,0.03162277660168379,23.75,0.9999255262649872,0.00744737350127922
0.01,0.03162277660168379,24.0,0.9999247423577511,0.007525764224891596
0.01,0.03548133892335755,0.0,1.0,0.0
0.01,0.03548133892335755,0.25,0.9999991203923968,8.796076031991618e-05
0.01,0.03548133892335755,0.5,0.9999982407854968,0.00017592145031830597
0.01,0.03548133892335755,0.75,0.9999973611793003,0.00026388206997296493
0.01,0.03548133892335755,1.0,0.999996481573807,0.0003518426192949953
0.01,0.03548133892335755,1.25,0.9999956019690173,0.0004398030982732948
0.01,0.03548133892335755,1.5,0.9999947223649307,0.0005277635069300679
0.01,0.03548133892335755,1.75,0.9999938427615475,0.0006157238452542124
