alpha,P_total_nM,time_h,target_fraction,degradation_pct
10.0,0.3548133892335757,8.75,0.967820156211348,3.217984378865202
10.0,0.3548133892335757,9.0,0.9669022504620287,3.309774953797129
10.0,0.3548133892335757,9.25,0.9659844307522554,3.4015569247744626
10.0,0.3548133892335757,9.5,0.9650666972217822,3.4933302778217823
10.0,0.3548133892335757,9.75,0.9641490500106896,3.5850949989310377
10.0,0.3548133892335757,10.0,0.9632314892593856,3.676851074061438
10.0,0.3548133892335757,10.25,0.9623140151086063,3.7685984891393742
10.0,0.3548133892335757,10.5,0.961396627699417,3.860337230058297
10.0,0.3548133892335757,10.75,0.9604793271732138,3.9520672826786174
10.0,0.3548133892335757,11.0,0.9595621136717234,4.043788632827661
10.0,0.3548133892335757,11.25,0.9586449873370051,4.1355012662994906
10.0,0.3548133892335757,11.5,0.9577279483114515,4.227205168854853
10.0,0.3548133892335757,11.75,0.9568109967377892,4.318900326221076
10.0,0.3548133892335757,12.0,0.9558941327590806,4.410586724091936
10.0,0.3548133892335757,12.25,0.954977356518724,4.502264348127605
10.0,0.3548133892335757,12.5,0.9540606681604549,4.593933183954513
10.0,0.3548133892335757,12.75,0.9531440678283473,4.685593217165273
10.0,0.3548133892335757,13.0,0.9522275556668145,4.77724443331855
10.0,0.3548133892335757,13.25,0.9513111318206103,4.868886817938966
10.0,0.3548133892335757,13.5,0.9503947964348297,4.960520356517028
10.0,0.3548133892335757,13.75,0.9494785496549102,5.052145034508982
10.0,0.3548133892335757,14.0,0.9485623916266328,5.143760837336719
10.0,0.3548133892335757,14.25,0.947646322496123,5.235367750387699
10.0,0.3548133892335757,14.5,0.9467303424098518,5.326965759014824
10.0,0.3548133892335757,14.75,0.9458144515146368,5.418554848536317
10.0,0.3548133892335757,15.0,0.9448986499576434,5.510135004235661
10.0,0.3548133892335757,15.25,0.9439829378863854,5.601706211361456
10.0,0.3548133892335757,15.5,0.9430673154487267,5.693268455127331
10.0,0.3548133892335757,15.75,0.9421517827928818,5.784821720711819
10.0,0.3548133892335757,16.0,0.9412363400674172,5.876365993258281
10.0,0.3548133892335757,16.25,0.9403209874212524,5.967901257874764
10.0,0.3548133892335757,16.5,0.9394057250036607,6.059427499633929
10.0,0.3548133892335757,16.75,0.938490552964271,6.150944703572902
10.0,0.3548133892335757,17.0,0.9375754714530679,6.242452854693214
10.0,0.3548133892335757,17.25,0.9366604806203935,6.333951937960647
10.0,0.3548133892335757,17.5,0.9357455806169485,6.425441938305154
10.0,0.3548133892335757,17.75,0.9348307715937926,6.516922840620742
10.0,0.3548133892335757,18.0,0.9339160537023466,6.6083946297653355
10.0,0.3548133892335757,18.25,0.9330014270943926,6.69985729056074
10.0,0.3548133892335757,18.5,0.9320868919220756,6.7913108077924385
10.0,0.3548133892335757,18.75,0.9311724483379047,6.882755166209531
10.0,0.3548133892335757,19.0,0.9302580964947537,6.974190350524633
10.0,0.3548133892335757,19.25,0.9293438365458627,7.065616345413728
10.0,0.3548133892335757,19.5,0.928429668644839,7.1570331355161
10.0,0.3548133892335757,19.75,0.9275155929456584,7.248440705434156
10.0,0.3548133892335757,20.0,0.9266016096026661,7.339839039733387
10.0,0.3548133892335757,20.25,0.9256877187705781,7.431228122942191
10.0,0.3548133892335757,20.5,0.9247739206044819,7.522607939551806
10.0,0.3548133892335757,20.75,0.9238602152598383,7.61397847401617
10.0,0.3548133892335757,21.0,0.9229466028924819,7.705339710751813
10.0,0.3548133892335757,21.25,0.9220330836586228,7.79669163413772
10.0,0.3548133892335757,21.5,0.9211196577148474,7.888034228515261
10.0,0.3548133892335757,21.75,0.9202063252181194,7.97936747818806
10.0,0.3548133892335757,22.0,0.9192930863257817,8.070691367421833
10.0,0.3548133892335757,22.25,0.9183799411955567,8.162005880444333
10.0,0.3548133892335757,22.5,0.917466889985548,8.253311001445196
10.0,0.3548133892335757,22.75,0.9165539328542416,8.344606714575843
10.0,0.3548133892335757,23.0,0.9156410699605069,8.435893003949314
10.0,0.3548133892335757,23.25,0.9147283014635975,8.527169853640249
10.0,0.3548133892335757,23.5,0.9138156275231535,8.618437247684652
10.0,0.3548133892335757,23.75,0.9129030482992014,8.709695170079856
10.0,0.3548133892335757,24.0,0.9119905639521563,8.800943604784372
10.0,0.3981071705534973,0.0,1.0,0.0
10.0,0.3981071705534973,0.25,0.9989707164776774,0.1029283522322566
10.0,0.3981071705534973,0.5,0.9979415343070139,0.20584656929860667
10.0,0.3981071705534973,0.75,0.9969124536677519,0.3087546332248059
10.0,0.3981071705534973,1.0,0.9958834747400932,0.41165252599068003
10.0,0.3981071705534973,1.25,0.9948545977046999,0.5145402295300139
10.0,0.3981071705534973,1.5,0.9938258227426964,0.6174177257303626
10.0,0.3981071705534973,1.75,0.9927971500356708,0.7202849964329183
10.0,0.3981071705534973,2.0,0.9917685797656762,0.8231420234323772
10.0,0.3981071705534973,2.25,0.9907401121152326,0.9259887884767393
10.0,0.3981071705534973,2.5,0.9897117472673279,1.0288252732672087
10.0,0.3981071705534973,2.75,0.9886834854054202,1.131651459457983
10.0,0.3981071705534973,3.0,0.9876553267134386,1.2344673286561414
10.0,0.3981071705534973,3.25,0.9866272713757852,1.3372728624214791
10.0,0.3981071705534973,3.5,0.9855993195773366,1.4400680422663403
10.0,0.3981071705534973,3.75,0.9845714715034454,1.5428528496554628
10.0,0.3981071705534973,4.0,0.9835437273399418,1.6456272660058224
10.0,0.3981071705534973,4.25,0.982516087273135,1.7483912726865003
10.0,0.3981071705534973,4.5,0.9814885514898152,1.8511448510184825
10.0,0.3981071705534973,4.75,0.980461120177255,1.9538879822745048
10.0,0.3981071705534973,5.0,0.9794337935232107,2.0566206476789306
10.0,0.3981071705534973,5.25,0.9784065717159243,2.1593428284075733
10.0,0.3981071705534973,5.5,0.977379454944125,2.2620545055874963
10.0,0.3981071705534973,5.75,0.976352443397031,2.364755660296902
10.0,0.3981071705534973,6.0,0.9753255372643506,2.467446273564944
10.0,0.3981071705534973,6.25,0.9742987367362841,2.570126326371591
10.0,0.3981071705534973,6.5,0.973272042003526,2.6727957996473983
10.0,0.3981071705534973,6.75,0.9722454532572656,2.7754546742734365
10.0,0.3981071705534973,7.0,0.9712189706891897,2.878102931081028
10.0,0.3981071705534973,7.25,0.9701925944914834,2.980740550851657
10.0,0.3981071705534973,7.5,0.9691663248568323,3.0833675143167705
10.0,0.3981071705534973,7.75,0.9681401619784238,3.1859838021576214
10.0,0.3981071705534973,8.0,0.9671141060499493,3.2885893950050704
10.0,0.3981071705534973,8.25,0.9660881572656054,3.3911842734394626
10.0,0.3981071705534973,8.5,0.9650623158200957,3.4937684179904283
10.0,0.3981071705534973,8.75,0.9640365819086327,3.596341809136727
10.0,0.3981071705534973,9.0,0.9630109557269394,3.69890442730606
10.0,0.3981071705534973,9.25,0.9619854374712506,3.801456252874935
10.0,0.3981071705534973,9.5,0.9609600273383156,3.9039972661684352
10.0,0.3981071705534973,9.75,0.959934725525399,4.006527447460096
10.0,0.3981071705534973,10.0,0.9589095322302827,4.109046776971725
10.0,0.3981071705534973,10.25,0.957884447651268,4.211555234873199
10.0,0.3981071705534973,10.5,0.9568594719871767,4.314052801282331
