formulation,absorption_enabled,time_h,undissolved_mg,dissolved_mg,precipitated_mg,absorbed_mg,growth_site_activation,free_concentration_mg_ml
amorphous,True,1.6166666666666667,-2.5482332839259327e-10,12.69912841729643,71.9071863992066,15.393685183751781,4.148452187701401,0.014110142685884923
amorphous,True,1.625,-2.5482332839259327e-10,12.567038999710736,72.00769393765688,15.425267062887201,4.148452187701404,0.013963376666345262
amorphous,True,1.6333333333333333,-2.5482332839259327e-10,12.43887479282582,72.10460155776896,15.45652364966004,4.1484521877014044,0.013820971992028688
amorphous,True,1.6416666666666666,-2.5482332839259327e-10,12.314519156459832,72.19801623323114,15.487464610563833,4.1484521877014044,0.013682799062733147
amorphous,True,1.65,-2.5482332839259327e-10,12.193858916304757,72.28804175910427,15.51809932484578,4.1484521877014044,0.013548732129227508
amorphous,True,1.6583333333333332,-2.5482332839259327e-10,12.076784260950703,72.37477884626205,15.548436893042062,4.1484521877014044,0.013418649178834114
amorphous,True,1.6666666666666667,-2.5482332839259327e-10,11.963188641969051,72.45832521302619,15.578486145259573,4.1484521877014044,0.013292431824410056
amorphous,True,1.675,-2.5482332839259327e-10,11.852968676963783,72.53877567407946,15.608255649211564,4.1484521877014044,0.013169965196626426
amorphous,True,1.6833333333333333,-2.5482332839259327e-10,11.746024055502724,72.61622222673752,15.637753718014558,4.1484521877014044,0.013051137839447472
amorphous,True,1.6916666666666667,-2.5482332839259327e-10,11.642257447843258,72.69075413465795,15.666988417753585,4.1484521877014044,0.012935841608714731
amorphous,True,1.7,-2.5482332839259327e-10,11.541574416369548,72.7624580090626,15.695967574822655,4.1484521877014044,0.012823971573743941
amorphous,True,1.7083333333333333,-2.5482332839259327e-10,11.443883329660617,72.83141788754708,15.72469878304711,4.1484521877014044,0.01271542592184513
amorphous,True,1.7166666666666666,-2.5482332839259327e-10,11.349095279111358,72.89771531054906,15.753189410594377,4.1484521877014044,0.012610105865679287
amorphous,True,1.7249999999999999,-2.5482332839259327e-10,11.257123998030465,72.96142939554497,15.781446606679358,4.1484521877014044,0.012507915553367183
amorphous,True,1.7333333333333334,-2.5482332839259327e-10,11.16788578314184,73.02263690904235,15.809477308070607,4.1484521877014044,0.012408761981268711
amorphous,True,1.7416666666666667,-2.5482332839259327e-10,11.081299418418094,73.08141233643353,15.837288245403174,4.1484521877014044,0.012312554909353438
amorphous,True,1.75,-2.5482332839259327e-10,10.997286101176773,73.13782794977413,15.864885949303893,4.1484521877014044,0.012219206779085303
amorphous,True,1.7583333333333333,-2.5482332839259327e-10,10.91576937037228,73.19195387354787,15.892276756334649,4.1484521877014044,0.012128632633746977
amorphous,True,1.7666666666666666,-2.5482332839259327e-10,10.836675037018098,73.24385814847763,15.919466814759065,4.1484521877014044,0.012040750041131221
amorphous,True,1.775,-2.5482332839259327e-10,10.759931116676196,73.29360679344076,15.946462090137839,4.1484521877014044,0.011955479018529107
amorphous,True,1.7833333333333332,-2.5482332839259327e-10,10.685467763952108,73.34126386554487,15.973268370757815,4.1484521877014044,0.011872741959946786
amorphous,True,1.7916666666666667,-2.5482332839259327e-10,10.613217208936167,73.38689151841888,15.999891272899756,4.1484521877014044,0.01179246356548463
amorphous,True,1.8,-2.5482332839259327e-10,10.54311369553311,73.43055005877211,16.02633624594957,4.1484521877014044,0.011714570772814566
amorphous,True,1.8083333333333333,-2.5482332839259327e-10,10.475093421623855,73.47229800127326,16.052608577357674,4.1484521877014044,0.011638992690693172
amorphous,True,1.8166666666666667,-2.5482332839259327e-10,10.4090944810052,73.51219212179859,16.078713397451004,4.1484521877014044,0.011565660534450222
amorphous,True,1.825,-2.5482332839259327e-10,10.345056807054457,73.55028750909833,16.104655684102013,4.1484521877014044,0.011494507563393841
