id,concentration_M,kobs_ODE_fit_s,kobs_exact_s,kobs_rapid_equilibrium_s,kobs_QSSA_s,relative_fit_eigen_error,model
W02,5.108969774506935e-07,0.0016714889300862043,0.0016714889980396284,0.001672612555991665,0.0016657955491531935,4.0654425048636256e-08,forward-only clamped free inhibitor
W02,8.25404185268019e-07,0.0017833562708356036,0.0017833563493346622,0.0017838782197185815,0.0017790720170738458,4.401759556849072e-08,forward-only clamped free inhibitor
W02,1.333521432163324e-06,0.0018602566629755393,0.0018602567471845575,0.0018604834252821875,0.0018572444704455604,4.5267417148053823e-08,forward-only clamped free inhibitor
W02,2.1544346900318865e-06,0.0019111917788729668,0.0019111918554844934,0.0019112859641113973,0.0019091688382010278,4.008573306624186e-08,forward-only clamped free inhibitor
W02,3.480700588428413e-06,0.0019441069990357763,0.0019441070756002273,0.0019441450087599253,0.0019427885782721662,3.938283643645235e-08,forward-only clamped free inhibitor
W02,5.623413251903491e-06,0.0019650407284630585,0.0019650408136755843,0.001965055817010333,0.0019641978508962124,4.336425241113773e-08,forward-only clamped free inhibitor
W02,9.085175756516881e-06,0.0019782198422062126,0.001978219920605033,0.0019782257841002007,0.001977687501667156,3.963099326487196e-08,forward-only clamped free inhibitor
W02,1.4677992676220705e-05,0.001986464007203235,0.0019864640878408256,0.001986466362219693,0.0019861303676074475,4.0593530648003195e-08,forward-only clamped free inhibitor
W02,2.3713737056616554e-05,0.0019916005297892165,0.001991600608093682,0.0019916014861705873,0.001991392426960117,3.931735359508082e-08,forward-only clamped free inhibitor
W02,3.831186849557293e-05,0.001994792843662143,0.0019947929379226536,0.001994793275937018,0.0019946634551593987,4.725328062171741e-08,forward-only clamped free inhibitor
W02,6.18965818891261e-05,0.0019967737908063777,0.0019967738858146507,0.0019967740156972254,0.001996693499423643,4.758088711920294e-08,forward-only clamped free inhibitor
W02,0.0001,0.0019980018580548,0.0019980019481504563,0.001998001998001998,0.0019979520990984242,4.509287709897336e-08,forward-only clamped free inhibitor
W03,1e-09,5.4320893079875625e-05,5.43208956236905e-05,5.970149253731344e-05,5.4298642533936655e-05,4.682939869216085e-08,forward-only clamped free inhibitor
W03,1.6155980984398763e-09,8.753873023571867e-05,8.75387340256283e-05,9.615911350178683e-05,8.748110398198093e-05,4.329408775927135e-08,forward-only clamped free inhibitor
W03,2.6101572156825333e-09,0.00014085139219849026,0.00014085139768139996,0.00015459188729046605,0.00014070286360672775,3.892691013973604e-08,forward-only clamped free inhibitor
W03,4.216965034285823e-09,0.00022607012615592626,0.00022607013664114928,0.0002477932252246236,0.0002256902389330437,4.638039841076136e-08,forward-only clamped free inhibitor
W03,6.812920690579622e-09,0.0003614112530321726,0.0003614112673903232,0.0003953091906151849,0.0003604514594584604,3.972801054796804e-08,forward-only clamped free inhibitor
W03,1.1006941712522103e-08,0.0005741503219079933,0.0005741503433983156,0.0006259666126539894,0.0005717719977204713,3.742978227361249e-08,forward-only clamped free inhibitor
W03,1.7782794100389228e-08,0.0009031476813570151,0.0009031477222628027,0.0009798456764509359,0.0008974304890814697,4.529246622198002e-08,forward-only clamped free inhibitor
W03,2.8729848333536684e-08,0.0013991929877150036,0.0013991930781558498,0.0015072723674424404,0.0013860748209846266,6.46378599533648e-08,forward-only clamped free inhibitor
W03,4.641588833612782e-08,0.002118764658643688,0.0021187647773632397,0.002260368289538868,0.002090681090801904,5.6032435913344614e-08,forward-only clamped free inhibitor
W03,7.498942093324559e-08,0.003104997295839476,0.003104997450111558,0.003272391527444955,0.003050526518381767,4.9685091263462766e-08,forward-only clamped free inhibitor
W03,1.21152765862859e-07,0.004354151538923421,0.004354151771303586,0.004526920969988266,0.004261531301606797,5.336978969872064e-08,forward-only clamped free inhibitor
W03,1.9573417814876615e-07,0.005783902276914213,0.005783902665645599,0.005935322919978417,0.005649788401435439,6.720918521718744e-08,forward-only clamped free inhibitor
W03,3.162277660168379e-07,0.007239622272074976,0.007239622790556366,0.007350889359326484,0.0070767189479757344,7.161718307280296e-08,forward-only clamped free inhibitor
W03,5.108969774506935e-07,0.008554885846193985,0.008554886285260398,0.008623983395447114,0.008387999839309645,5.132346581060432e-08,forward-only clamped free inhibitor
W03,8.25404185268019e-07,0.009622271856974925,0.009622272328980308,0.009659459523882585,0.009474660961565635,4.9053421768974204e-08,forward-only clamped free inhibitor
W03,1.333521432163324e-06,0.010417052680701479,0.010417053271587581,0.010434974595291868,0.010300634966893426,5.6722960550814605e-08,forward-only clamped free inhibitor
W03,2.1544346900318865e-06,0.010972666876142954,0.010972667348710491,0.010980647027432518,0.010888156405782402,4.306769918471787e-08,forward-only clamped free inhibitor
W03,3.480700588428413e-06,0.01134458269157518,0.011344583368554388,0.011347950222426335,0.011286621563426417,5.967422400665612e-08,forward-only clamped free inhibitor
W03,5.623413251903491e-06,0.011586498846866342,0.011586499371222688,0.011587870567280193,0.01154820925952139,4.5255804215216244e-08,forward-only clamped free inhibitor
