compound,time_h,plasma_unbound_uM,liver_unbound_uM,gut_proxy_uM,hep_CYP3A4,hep_CYP2D6,hep_CYP2C9,gut_CYP3A4,gut_CYP2D6,gut_CYP2C9
Clarithromycin,51.5,0.574083160956397,0.5045873311935641,1.5834317736097074,0.21177300880032984,1.0,1.0,0.13427114066424098,1.0,1.0
Clarithromycin,51.75,0.5480077005301618,0.4772204121848622,1.3340895950683658,0.21083611283856887,1.0,1.0,0.13440799626852568,1.0,1.0
Clarithromycin,52.0,0.5223695707881053,0.45145674543872233,1.1345710910234432,0.21012622340420142,1.0,1.0,0.13512729215078348,1.0,1.0
Clarithromycin,52.25,0.49735361523994254,0.4271767749948572,0.9741368868978919,0.2096284633396315,1.0,1.0,0.1363517741082755,1.0,1.0
Clarithromycin,52.5,0.47308891529004965,0.40427497273469615,0.8444083009282776,0.20932927135206383,1.0,1.0,0.1380113783394661,1.0,1.0
Clarithromycin,52.75,0.44966191194053706,0.38265739118755393,0.7388458906472593,0.20921624410277906,1.0,1.0,0.14004357485920652,1.0,1.0
Clarithromycin,53.0,0.42712658054467223,0.36223972331251275,0.6523434122817253,0.20927800156185883,1.0,1.0,0.14239337785481224,1.0,1.0
Clarithromycin,53.25,0.4055123184302574,0.34294575844148556,0.5809114542613779,0.20950407161661233,1.0,1.0,0.1450130693798764,1.0,1.0
Clarithromycin,53.5,0.3848300480148183,0.32470614891218536,0.5214311070574391,0.20988479076302083,1.0,1.0,0.1478617094283107,1.0,1.0
Clarithromycin,53.75,0.36507693681736897,0.3074574197962663,0.4714620034307524,0.2104112182214626,1.0,1.0,0.15090451170835356,1.0,1.0
Clarithromycin,54.0,0.34624003819424354,0.29114117007634643,0.42909285690248516,0.2110750613825906,1.0,1.0,0.15411215438398415,1.0,1.0
Clarithromycin,54.25,0.32829909661280476,0.27570342383348156,0.3928249698698459,0.21186861079581934,1.0,1.0,0.15746008047213517,1.0,1.0
Clarithromycin,54.5,0.31122870117680496,0.26109410016873186,0.36148152953186236,0.21278468329429356,1.0,1.0,0.16092782586810017,1.0,1.0
Clarithromycin,54.75,0.294999935448078,0.2472665764790822,0.3341368976202792,0.21381657203361312,1.0,1.0,0.16449839868378843,1.0,1.0
Clarithromycin,55.0,0.2795816345897342,0.2341773260526272,0.31006154828372695,0.21495800248271513,1.0,1.0,0.1681577224836166,1.0,1.0
Clarithromycin,55.25,0.26494133965708544,0.22178561443277284,0.28867913249983046,0.2162030935149002,1.0,1.0,0.1718941475214797,1.0,1.0
Clarithromycin,55.5,0.2510460161191985,0.21005324291721805,0.2695330381031029,0.21754632292833356,1.0,1.0,0.17569802920001332,1.0,1.0
Clarithromycin,55.75,0.23786259104896265,0.19894432962987946,0.2522603056408302,0.21898249679072285,1.0,1.0,0.17956136916560556,1.0,1.0
Clarithromycin,56.0,0.22535834948129344,0.18842512102852405,0.23657130721418998,0.22050672213142597,1.0,1.0,0.18347751330873235,1.0,1.0
Clarithromycin,56.25,0.2135012228974044,0.17846382792960774,0.22223388765524882,0.2221143825422626,1.0,1.0,0.18744089969427302,1.0,1.0
Clarithromycin,56.5,0.2022599942398278,0.16903048165133375,0.20906100429048213,0.22380111634219377,1.0,1.0,0.19144684997105688,1.0,1.0
Clarithromycin,56.75,0.19160443938653798,0.16009680657726896,0.1969010740979794,0.2255627969816545,1.0,1.0,0.1954913976770302,1.0,1.0
Clarithromycin,57.0,0.18150541975522888,0.15163610640885153,0.18563044541293888,0.2273955154329488,1.0,1.0,0.19957114790208044,1.0,1.0
Clarithromycin,57.25,0.17193493804910465,0.14362316177075216,0.17514751302744277,0.22929556432337445,1.0,1.0,0.20368316301601908,1.0,1.0
Clarithromycin,57.5,0.1628661659578708,0.1360341374469976,0.16536812330527123,0.23125942362060578,1.0,1.0,0.20782487020071674,1.0,1.0
Clarithromycin,57.75,0.15427345098342796,0.12884649776249382,0.15622197848440905,0.23328374768738852,1.0,1.0,0.21199398688327703,1.0,1.0
Clarithromycin,58.0,0.14613230771499303,0.12203892898573401,0.14764982333231214,0.2353653535570354,1.0,1.0,0.21618846093656097,1.0,1.0
Clarithromycin,58.25,0.13841939775607626,0.1155912678113242,0.13960124086369685,0.2375012102941127,1.0,1.0,0.22040642293987361,1.0,1.0
Clarithromycin,58.5,0.13111250152618595,0.10948443515529044,0.1320329224243843,0.23968842932079615,1.0,1.0,0.2246461482472511,1.0,1.0
Clarithromycin,58.75,0.1241904843729854,0.10370037465913497,0.12490730937220217,0.24192425560809233,1.0,1.0,0.22890602704571916,1.0,1.0
Clarithromycin,59.0,0.11763325890893112,0.09822199536766969,0.11819152319162352,0.24420605963624162,1.0,1.0,0.23318454083553655,1.0,1.0
Clarithromycin,59.25,0.11142174498583104,0.09303311816850063,0.11185652194835426,0.24653133004586847,1.0,1.0,0.23748024410804672,1.0,1.0
Clarithromycin,59.5,0.10553782840046659,0.08811842563092682,0.10587643332576442,0.2488976669073719,1.0,1.0,0.24179175018702126,1.0,1.0
Clarithromycin,59.75,0.09996431914959433,0.08346341492746227,0.1002280251749165,0.25130277554249997,1.0,1.0,0.24611772038262064,1.0,1.0
Clarithromycin,60.0,0.09468490983371106,0.07905435359309218,33.51958444849808,0.25374446084425145,1.0,1.0,0.2504568558006859,1.0,1.0
Clarithromycin,60.25,0.5593259643567402,1.1182616782439747,26.59066389977895,0.2478651934272897,1.0,1.0,0.2308018134515774,1.0,1.0
Clarithromycin,60.5,0.6424552129864618,1.0446110457721454,20.91568158201494,0.241786061851696,1.0,1.0,0.21361394237749334,1.0,1.0
Clarithromycin,60.75,0.6939096623526193,0.9751544358061438,16.48271424535077,0.23638179660722491,1.0,1.0,0.19865346608619466,1.0,1.0
Clarithromycin,61.0,0.7237348875815524,0.9124966722993596,13.020068399261302,0.23158599982911704,1.0,1.0,0.18570742533266113,1.0,1.0
Clarithromycin,61.25,0.7372789867866845,0.8556139853562885,10.313673614667747,0.2273375842236719,1.0,1.0,0.17458929036647441,1.0,1.0
Clarithromycin,61.5,0.7386550985825963,0.8036563019034729,8.196759981403224,0.2235838804053675,1.0,1.0,0.1651349445241685,1.0,1.0
Clarithromycin,61.75,0.7310392733349679,0.7559386854364344,6.539418607240131,0.2202792764922591,1.0,1.0,0.1571987059838092,1.0,1.0
Clarithromycin,62.0,0.7168794163052664,0.7119063664869859,5.240451918254542,0.2173840624764368,1.0,1.0,0.1506495020259529,1.0,1.0
Clarithromycin,62.25,0.698057780361203,0.6711070645681194,4.221021103403408,0.21486348064757738,1.0,1.0,0.1453673472047598,1.0,1.0
Clarithromycin,62.5,0.6760172285921017,0.6331693493257146,3.4197053703700835,0.2126869466662932,1.0,1.0,0.14124033001114353,1.0,1.0
Clarithromycin,62.75,0.6518597576781782,0.5977858076094728,2.788647372366623,0.2108274085121334,1.0,1.0,0.13816231568637102,1.0,1.0
Clarithromycin,63.0,0.626422984060598,0.5646998246397593,2.2905557597358914,0.20926081869891086,1.0,1.0,0.13603151099936872,1.0,1.0
Clarithromycin,63.25,0.6003397375525985,0.5336952589509019,1.8963683174542103,0.20796569778984528,1.0,1.0,0.13474990647359647,1.0,1.0
Clarithromycin,63.5,0.574084384657802,0.5045883528270508,1.5834329975852874,0.20692277245961366,1.0,1.0,0.1342234725726354,1.0,1.0
Clarithromycin,63.75,0.5480088595932255,0.47722137985105023,1.334090754288629,0.20611467397584798,1.0,1.0,0.13436286858818072,1.0,1.0
Clarithromycin,64.0,0.5223706686243875,0.45145766198897125,1.1345721890250697,0.20552568603432927,1.0,1.0,0.13508437646035323,1.0,1.0
Clarithromycin,64.25,0.4973546550855861,0.42717764312894474,0.9741379268390774,0.2051415327941021,1.0,1.0,0.13631079457190484,1.0,1.0
Clarithromycin,64.5,0.4730899002066519,0.4042757950104705,0.8444092859432129,0.20494919992993194,1.0,1.0,0.1379721037823213,1.0,1.0
Clarithromycin,64.75,0.4496628448307255,0.38265817002725033,0.7388468235959593,0.20493678278124092,1.0,1.0,0.14000581161695705,1.0,1.0
Clarithromycin,65.0,0.427127464155759,0.3622404610107579,0.6523442959510017,0.2050933569182502,1.0,1.0,0.14235696347772558,1.0,1.0
Clarithromycin,65.25,0.40551315536591626,0.3429464571714441,0.5809122912327789,0.20540886725911062,1.0,1.0,0.14497786721003061,1.0,1.0
Clarithromycin,65.5,0.38483084074013796,0.3247068107324042,0.5214318998171495,0.20587403268215573,1.0,1.0,0.14782760401214995,1.0,1.0
Clarithromycin,65.75,0.36507768766800064,0.3074580466564177,0.4714627543031187,0.20648026356996058,1.0,1.0,0.1508714049745412,1.0,1.0
Clarithromycin,66.0,0.34624074938191585,0.2911417638232089,0.4290935681104665,0.20721959026619374,1.0,1.0,0.15407996249578756,1.0,1.0
Clarithromycin,66.25,0.3282997702328171,0.27570398621620673,0.3928256435030716,0.20808460072145146,1.0,1.0,0.15742873125898535,1.0,1.0
Clarithromycin,66.5,0.3112293392134971,0.2610946328441254,0.3614821675805562,0.20906838597210822,1.0,1.0,0.16089725674331362,1.0,1.0
Clarithromycin,66.75,0.29500053978117374,0.2472670810163924,0.3341375019614106,0.21016449227296832,1.0,1.0,0.16446855496379978,1.0,1.0
Clarithromycin,67.0,0.27958220699952485,0.23417780393823429,0.31006212070062233,0.2113668789563863,1.0,1.0,0.16812855603466295,1.0,1.0
Clarithromycin,67.25,0.26494188182992146,0.2217860670745211,0.2886796746775544,0.21266988119624586,1.0,1.0,0.17186561567067865,1.0,1.0
Clarithromycin,67.5,0.25104652965228363,0.21005367164859706,0.2695335516403888,0.21406817703010642,1.0,1.0,0.17567009385860577,1.0,1.0
Clarithromycin,67.75,0.23786307745517743,0.1989447357139281,0.252260792050021,0.21555675805597715,1.0,1.0,0.17953399612147503,1.0,1.0
Clarithromycin,68.0,0.2253588101935734,0.18842550566156974,0.23657176792894988,0.21713090334414067,1.0,1.0,0.1834506716537004,1.0,1.0
Clarithromycin,68.25,0.21350165927301115,0.17846419224477758,0.222234324032677,0.21878615614125094,1.0,1.0,0.18741456135843412,1.0,1.0
Clarithromycin,68.5,0.2022604075643169,0.16903082672190184,0.2090614176164285,0.220518303034419,1.0,1.0,0.19142098934216015,1.0,1.0
Clarithromycin,68.75,0.19160483087756208,0.1600971334198127,0.19690146559012636,0.2223233552630351,1.0,1.0,0.19546599128746192,1.0,1.0
Clarithromycin,69.0,0.1815057905661188,0.15163641598624916,0.18563081622468078,0.22419753193408642,1.0,1.0,0.19954617416967693,1.0,1.0
Clarithromycin,69.25,0.1719352892722594,0.14362345499502205,0.17514786425163975,0.2261372449067739,1.0,1.0,0.2036586020278942,1.0,1.0
Clarithromycin,69.5,0.16286649862800834,0.13603441518197204,0.1653684559759124,0.22813908516308828,1.0,1.0,0.20780070353150365,1.0,1.0
Clarithromycin,69.75,0.15427376608058252,0.12884676082638477,0.15622229358211148,0.23019981048840074,1.0,1.0,0.21197019744119155,1.0,1.0
Clarithromycin,70.0,0.14613260616744572,0.12203917815352446,0.14765012178507342,0.23231633431921872,1.0,1.0,0.21616503283182648,1.0,1.0
Clarithromycin,70.25,0.1384196804430638,0.11559150381706425,0.13960152355095887,0.23448571562778506,1.0,1.0,0.22038334137148188,1.0,1.0
Clarithromycin,70.5,0.13111276928050491,0.1094846586942522,0.1320331901788944,0.23670514972866727,1.0,1.0,0.2246233994046511,1.0,1.0
Clarithromycin,70.75,0.12419073798343912,0.10370058638986429,0.12490756298279625,0.23897195991052336,1.0,1.0,0.22888359802287073,1.0,1.0
Clarithromycin,71.0,0.11763349912265515,0.0982221959139264,0.11819176340550738,0.24128358980120082,1.0,1.0,0.2331624195552162,1.0,1.0
Clarithromycin,71.25,0.11142197251049536,0.09303330812109196,0.1118567494731078,0.24363759639090085,1.0,1.0,0.23745841925473965,1.0,1.0
Clarithromycin,71.5,0.10553804390635806,0.08811860554945349,0.10587664883171156,0.2460316436438728,1.0,1.0,0.2417702111470736,1.0,1.0
Clarithromycin,71.75,0.09996452327159344,0.08346358534196542,0.100228229296983,0.2484634966353325,1.0,1.0,0.24609645719055134,1.0,1.0
Clarithromycin,72.0,0.0946851031731592,0.07905451500560774,33.519584641837476,0.25093101616199825,1.0,1.0,0.25043585909078514,1.0,1.0
Clarithromycin,72.25,0.5593261474829614,1.1182618311295918,26.5906640829051,0.2451684413423241,1.0,1.0,0.23078305910850336,1.0,1.0
Clarithromycin,72.5,0.6424553864393397,1.0446111905819901,20.915681755467634,0.2392060099494687,1.0,1.0,0.21359716152701316,1.0,1.0
Clarithromycin,72.75,0.6939098266428066,0.9751545729662942,16.482714409640916,0.23390904377301783,1.0,1.0,0.1986384187676782,1.0,1.0
Clarithromycin,73.0,0.7237350431930831,0.9124968022139334,13.020068554872948,0.22921210982167647,1.0,1.0,0.18569389763839017,1.0,1.0
Clarithromycin,73.25,0.7372791341785311,0.8556141084085774,10.313673762056828,0.2250549960617318,1.0,1.0,0.1745770917042262,1.0,1.0
Clarithromycin,73.5,0.7386552381884345,0.8036564184563486,8.19676012103273,0.22138579051848048,1.0,1.0,0.16512390527018753,1.0,1.0
Clarithromycin,73.75,0.7310394055653489,0.7559387958321687,6.53941873951514,0.2181595399925048,1.0,1.0,0.15718867548260498,1.0,1.0
Clarithromycin,74.0,0.7168795415455627,0.7119064710518508,5.240452043737567,0.21533711043930595,1.0,1.0,0.15064034688295685,1.0,1.0
Clarithromycin,74.25,0.6980578989861781,0.6711071636098604,4.221021222256844,0.21288425047570322,1.0,1.0,0.1453589498105582,1.0,1.0
Clarithromycin,74.5,0.6760173409484619,0.6331694431357603,3.4197054830286446,0.2107708231376266,1.0,1.0,0.141232587232243,1.0,1.0
Clarithromycin,74.75,0.6518598641010879,0.5977858964640277,2.7886474790152507,0.20897017359481446,1.0,1.0,0.1381551376580932,1.0,1.0
Clarithromycin,75.0,0.6264230848612147,0.5646999088006547,2.2905558607715357,0.20745860856999734,1.0,1.0,0.13602481996908822,1.0,1.0
Clarithromycin,75.25,0.6003398330301906,0.5336953386657883,1.8963684130872684,0.20621496580875293,1.0,1.0,0.1347436356569955,1.0,1.0
Clarithromycin,75.5,0.5740844750918429,0.5045884283310927,1.5834330881684844,0.20522025708392622,1.0,1.0,0.13421756501070212,1.0,1.0
Clarithromycin,75.75,0.5480089452512533,0.47722145136645877,1.3340908400441132,0.2044573708038761,1.0,1.0,0.13435727600927694,1.0,1.0
Clarithromycin,76.0,0.5223707497576726,0.45145772972664977,1.134572270248614,0.20391082331219143,1.0,1.0,0.13507905816862265,1.0,1.0
Clarithromycin,76.25,0.4973547319337317,0.42717770728833077,0.974138003746599,0.20356654984994949,1.0,1.0,0.13630571638781191,1.0,1.0
Clarithromycin,76.5,0.4730899729954199,0.4042758557806922,0.8444093587862217,0.20341172809561972,1.0,1.0,0.13796723706024386,1.0,1.0
Clarithromycin,76.75,0.44966291377487255,0.38265822758728046,0.738846892576426,0.20343462844113086,1.0,1.0,0.1400011323590066,1.0,1.0
Clarithromycin,77.0,0.4271275294580452,0.36224051553022607,0.6523443612857855,0.20362448638738181,1.0,1.0,0.14235245155334506,1.0,1.0
Clarithromycin,77.25,0.40551321721888683,0.34294650881093736,0.5809123531079162,0.20397139324407565,1.0,1.0,0.14497350568406192,1.0,1.0
Clarithromycin,77.5,0.3848308993258236,0.3247068596440839,0.52143195842227,0.20446620211830308,1.0,1.0,0.1478233785763227,1.0,1.0
Clarithromycin,77.75,0.3650777431590764,0.3074580929843637,0.4714628098076629,0.20510044666206248,1.0,1.0,0.15086730347392502,1.0,1.0
Clarithromycin,78.0,0.34624080194175794,0.291141807703921,0.4290936206819167,0.2058662705860651,1.0,1.0,0.15407597453880276,1.0,1.0
Clarithromycin,78.25,0.32829982001630553,0.27570402777895,0.3928256932947388,0.20675636623838986,1.0,1.0,0.15742484789920616,1.0,1.0
Clarithromycin,78.5,0.31122938636724135,0.2610946722113536,0.3614822147412358,0.20776392090962756,1.0,1.0,0.16089347022152453,1.0,1.0
Clarithromycin,78.75,0.29500058444410604,0.24726711830407708,0.33413754662931067,0.20888256970057462,1.0,1.0,0.16446485849978232,1.0,1.0
Clarithromycin,79.0,0.27958224930319464,0.2341778392562306,0.31006216300844097,0.21010635403717,1.0,1.0,0.1681249436595774,1.0,1.0
Clarithromycin,79.25,0.2649419218989629,0.22178610052687409,0.2886797147496136,0.21142968502174023,1.0,1.0,0.17186208209217585,1.0,1.0
Clarithromycin,79.5,0.2510465676047258,0.2100537033338599,0.26953358959531143,0.21284731098227627,1.0,1.0,0.17566663435224494,1.0,1.0
Clarithromycin,79.75,0.23786311340283123,0.1989447657254453,0.2522608279995091,0.2143542886438416,1.0,1.0,0.17953060644309024,1.0,1.0
Clarithromycin,80.0,0.225358844242333,0.18842553408775603,0.23657180197919153,0.21594595746855894,1.0,1.0,0.18344734796847711,1.0,1.0
Clarithromycin,80.25,0.21350169152318474,0.1784642191693767,0.22223435628396862,0.21761791674700104,1.0,1.0,0.1874113001832309,1.0,1.0
Clarithromycin,80.5,0.20226043811091035,0.16903085222423386,0.20906144816390534,0.21936600511310295,1.0,1.0,0.19141778749837288,1.0,1.0
Clarithromycin,80.75,0.19160485981056474,0.1600971575750078,0.19690149452381311,0.22118628217454492,1.0,1.0,0.19546284586225415,1.0,1.0
Clarithromycin,81.0,0.18150581797076631,0.1516364388654688,0.18563084362985355,0.22307501201764696,1.0,1.0,0.19954308248388028,1.0,1.0
Clarithromycin,81.25,0.17193531522928218,0.1436234766656693,0.17514789020919697,0.22502864835578507,1.0,1.0,0.2036555616092358,1.0,1.0
Clarithromycin,81.5,0.16286652321388054,0.13603443570788676,0.16536848056209882,0.2270438211404943,1.0,1.0,0.20779771209208836,1.0,1.0
Clarithromycin,81.75,0.15427378936772992,0.12884678026803797,0.15622231686955515,0.22911732446176952,1.0,1.0,0.21196725285844484,1.0,1.0
Clarithromycin,82.0,0.14613262822447365,0.12203919656819034,0.14765014384229297,0.23124610559670483,1.0,1.0,0.21616213313218866,1.0,1.0
Clarithromycin,82.25,0.13841970133495107,0.11559152125899304,0.13960154444300668,0.2334272550780029,1.0,1.0,0.2203804847163869,1.0,1.0
Clarithromycin,82.5,0.13111278906879892,0.10948467521482748,0.13203320996730597,0.23565799766914272,1.0,1.0,0.22462058407834565,1.0,1.0
Clarithromycin,82.75,0.12419075672643608,0.103700602037756,0.12490758172588194,0.23793568415079067,1.0,1.0,0.22888082242176844,1.0,1.0
Clarithromycin,83.0,0.11763351687557147,0.09822221073523339,0.11819178115850952,0.24025778382796137,1.0,1.0,0.23315968217852096,1.0,1.0
Clarithromycin,83.25,0.11142198932563116,0.09303332215947721,0.11185676628829877,0.24262187768377047,1.0,1.0,0.23745571869613066,1.0,1.0
Clarithromycin,83.5,0.10553805983325074,0.08811861884627435,0.10587666475864263,0.2450256521112891,1.0,1.0,0.2417675460872921,1.0,1.0
Clarithromycin,83.75,0.09996453835716337,0.08346359793639459,0.10022824438259077,0.24746689316115753,1.0,1.0,0.2460938263907486,1.0,1.0
Clarithromycin,84.0,0.0946851174618479,0.07905452693474688,33.519584656126156,0.2499434812541433,1.0,1.0,0.2504332613865243,1.0,1.0
Clarithromycin,84.25,0.5593261610167022,1.118261842428307,26.590664096438854,0.2442218664620619,1.0,1.0,0.23078073882941152,1.0,1.0
Clarithromycin,84.5,0.6424553992582508,1.044611201284037,20.915681768286724,0.23830039771285874,1.0,1.0,0.21359508540820496,1.0,1.0
Clarithromycin,84.75,0.6939098387844275,0.9751545831028345,16.482714421782582,0.23304109432026462,1.0,1.0,0.19863655712149486,1.0,1.0
Clarithromycin,85.0,0.7237350546932042,0.912496811814864,13.020068566373261,0.2283788619702473,1.0,1.0,0.18569222400048924,1.0,1.0
Clarithromycin,85.25,0.7372791450714243,0.8556141175025893,10.313673772947805,0.2242537958513332,1.0,1.0,0.17457558249491983,1.0,1.0
Clarithromycin,85.5,0.7386552485058102,0.8036564270704345,8.196760131365178,0.22061424984527966,1.0,1.0,0.16512253950408112,1.0,1.0
Clarithromycin,85.75,0.7310394153371431,0.7559388039909881,6.539418749314775,0.21741550195488205,1.0,1.0,0.1571874345211417,1.0,1.0
Clarithromycin,86.0,0.7168795507978734,0.7119064787801285,5.240452053144938,0.2146186203029257,1.0,1.0,0.15063921422319784,1.0,1.0
Clarithromycin,86.25,0.6980579077499977,0.6711071709301644,4.221021231166173,0.21218953123071135,1.0,1.0,0.145357910902528,1.0,1.0
Clarithromycin,86.5,0.676017349247815,0.633169450069435,3.4197054915212695,0.21009825480618952,1.0,1.0,0.1412316293171047,1.0,1.0
Clarithromycin,86.75,0.651859871963106,0.5977859030313956,2.7886474870214175,0.20831827561577967,1.0,1.0,0.13815424961856496,1.0,1.0
Clarithromycin,87.0,0.6264230923075349,0.5646999150211071,2.290555868368277,0.20682602471218553,1.0,1.0,0.13602399218657144,1.0,1.0
Clarithromycin,87.25,0.6003398400842387,0.5336953445574649,1.8963684202407123,0.2056004511743583,1.0,1.0,0.1347428598697861,1.0,1.0
Clarithromycin,87.5,0.5740844817732381,0.5045884339115584,1.5834330949453852,0.20462266684674826,1.0,1.0,0.13421683417276759,1.0,1.0
Clarithromycin,87.75,0.5480089515804026,0.4772214566520109,1.3340908464355963,0.20387565039604197,1.0,1.0,0.13435658414927837,1.0,1.0
Clarithromycin,88.0,0.5223707557525281,0.45145773473299977,1.134572276301275,0.2033439998269689,1.0,1.0,0.1350784002524223,1.0,1.0
Clarithromycin,88.25,0.4973547376123319,0.42717771203015215,0.9741380094631851,0.20301372447199129,1.0,1.0,0.1363050881873962,1.0,1.0
Clarithromycin,88.5,0.4730899783740857,0.40427586027202783,0.8444093641996266,0.20287206940433142,1.0,1.0,0.13796663503209602,1.0,1.0
Clarithromycin,88.75,0.4496629188696574,0.3826582318413252,0.7388468976944502,0.20290736646066704,1.0,1.0,0.140000553534562,1.0,1.0
Clarithromycin,89.0,0.4271275342837331,0.3622405195595501,0.6523443661322853,0.20310890727877184,1.0,1.0,0.1423518934423519,1.0,1.0
Clarithromycin,89.25,0.40551322178980065,0.3429465126273932,0.5809123576930135,0.20346683455288359,1.0,1.0,0.14497296619153038,1.0,1.0
Clarithromycin,89.5,0.38483090365530837,0.3247068632589351,0.5214319627641997,0.2039720485053949,1.0,1.0,0.14782285593214922,1.0,1.0
Clarithromycin,89.75,0.36507774725993897,0.30745809640825006,0.47146281391714323,0.20461612605679366,1.0,1.0,0.15086679617434454,1.0,1.0
Clarithromycin,90.0,0.34624080582601513,0.29114181094694147,0.4290936245736064,0.20539125071046957,1.0,1.0,0.15407548129813886,1.0,1.0
Clarithromycin,90.25,0.32829982369542554,0.27570403085065315,0.3928256969790921,0.20629015145879434,1.0,1.0,0.15742436761051518,1.0,1.0
Clarithromycin,90.5,0.31122938985202836,0.2610946751207946,0.36148221823046267,0.20730604937830316,1.0,1.0,0.16089300192469916,1.0,1.0
Clarithromycin,90.75,0.29500058774483806,0.24726712105982543,0.33413754993322115,0.2084326107553925,1.0,1.0,0.16446440135579052,1.0,1.0
Clarithromycin,91.0,0.27958225242957746,0.23417784186640786,0.3100621661374794,0.2096639058314552,1.0,1.0,0.1681244969297434,1.0,1.0
Clarithromycin,91.25,0.2649419248602116,0.22178610299916815,0.288679717712793,0.21099437236025953,1.0,1.0,0.17186164512148852,1.0,1.0
Clarithromycin,91.5,0.2510465704095556,0.21005370567555645,0.26953359240172875,0.21241878334225386,1.0,1.0,0.17566620655593793,1.0,1.0
Clarithromycin,91.75,0.23786311605950658,0.19894476794344243,0.25226083065735794,0.21393221836257437,1.0,1.0,0.17953018729579803,1.0,1.0
Clarithromycin,92.0,0.2253588467586763,0.1884255361885891,0.2365718044964833,0.21553003808132115,1.0,1.0,0.18344693699546974,1.0,1.0
Clarithromycin,92.25,0.213501693906609,0.17846422115923427,0.22223435866810823,0.21720786146089124,1.0,1.0,0.1874108969532772,1.0,1.0
Clarithromycin,92.5,0.2022604403684352,0.16903085410897853,0.20906145042199545,0.2189615454040345,1.0,1.0,0.19141739161791432,1.0,1.0
Clarithromycin,92.75,0.1916048619488403,0.1600971593601923,0.1969014966625264,0.22078716649605307,1.0,1.0,0.1954624569706087,1.0,1.0
Clarithromycin,93.0,0.18150581999609158,0.15163644055635223,0.18563084565551488,0.22268100461134036,1.0,1.0,0.19954270024927373,1.0,1.0
Clarithromycin,93.25,0.1719353171476213,0.14362347826723387,0.17514789212787865,0.22463952815439284,1.0,1.0,0.2036551857254919,1.0,1.0
Clarithromycin,93.5,0.16286652503088786,0.13603443722484937,0.16536848237930718,0.22665938075533948,1.0,1.0,0.20779734227583938,1.0,1.0
Clarithromycin,93.75,0.15427379108875572,0.12884678170486857,0.1562223185907707,0.22873736924736324,1.0,1.0,0.2119668888467824,1.0,1.0
Clarithromycin,94.0,0.1461326298545891,0.12203919792912124,0.14765014547253102,0.23087045278585144,1.0,1.0,0.21616177468064032,1.0,1.0
Clarithromycin,94.25,0.13841970287895775,0.11559152254803412,0.1396015459871161,0.23305573298145962,1.0,1.0,0.2203801315971866,1.0,1.0
Clarithromycin,94.5,0.13111279053124528,0.10948467643577603,0.13203321142982755,0.23529044493445112,1.0,1.0,0.22462023607892467,1.0,1.0
Clarithromycin,94.75,0.12419075811163038,0.10370060319420897,0.124907583111133,0.2375719490753901,1.0,1.0,0.22888047934344,1.0,1.0
Clarithromycin,95.0,0.11763351818759432,0.09822221183059801,0.11819178247058734,0.239897723722167,1.0,1.0,0.23315934383532017,1.0,1.0
Clarithromycin,95.25,0.11142199056834796,0.09303332319697998,0.11185676753105088,0.24226535827958903,1.0,1.0,0.23745538491378534,1.0,1.0
Clarithromycin,95.5,0.10553806101032231,0.08811861982897194,0.10587666593573875,0.2446725470134115,1.0,1.0,0.24176721670230716,1.0,1.0
Clarithromycin,95.75,0.09996453947205747,0.08346359886718231,0.1002282454975091,0.2471170833368065,1.0,1.0,0.2460935012495825,1.0,1.0
Clarithromycin,96.0,0.09468511851784854,0.07905452781636568,33.51958465718215,0.24959685455873137,1.0,1.0,0.25043294034484653,1.0,1.0
Clarithromycin,96.25,0.5593261620168931,1.1182618432633027,26.590664097438886,0.24388961683657015,1.0,1.0,0.23078045207382747,1.0,1.0
Clarithromycin,96.5,0.6424554002056205,1.0446112020749547,20.915681769233952,0.2379825260721452,1.0,1.0,0.21359482882762665,1.0,1.0
Clarithromycin,96.75,0.693909839681728,0.9751545838519421,16.48271442267978,0.23273644240591243,1.0,1.0,0.19863632704693554,1.0,1.0
Clarithromycin,97.0,0.7237350555430797,0.9124968125243703,13.020068567223085,0.22808639040031553,1.0,1.0,0.18569201716132536,1.0,1.0
Clarithromycin,97.25,0.7372791458763647,0.8556141181745862,10.313673773753267,0.22397257307956817,1.0,1.0,0.17457539597703808,1.0,1.0
Clarithromycin,97.5,0.738655249268162,0.8036564277071728,8.196760132137252,0.22034343764164177,1.0,1.0,0.16512237071399366,1.0,1.0
Clarithromycin,97.75,0.7310394160588061,0.7559388045940502,6.539418750059208,0.21715434324183175,1.0,1.0,0.15718728115540492,1.0,1.0
Clarithromycin,98.0,0.7168795514793386,0.711906479351581,5.240452053928133,0.214366428964104,1.0,1.0,0.1506390742423074,1.0,1.0
Clarithromycin,98.25,0.6980579083955271,0.671107171471609,4.221021231910971,0.21194568353145501,1.0,1.0,0.14535778250830986,1.0,1.0
Clarithromycin,98.5,0.6760173498583042,0.6331694505823139,3.419705492259914,0.20986218213044322,1.0,1.0,0.14123151093280512,1.0,1.0
Clarithromycin,98.75,0.651859872541981,0.5977859035171614,2.788647487698777,0.20808945828306402,1.0,1.0,0.13815413987023764,1.0,1.0
Clarithromycin,99.0,0.626423092855617,0.5646999154812071,2.290555869017023,0.2066039866821373,1.0,1.0,0.13602388988557332,1.0,1.0
