compound,probe,probe_time_h,time_after_probe_h,plasma_mg_l
Ketoconazole,Metoprolol,0.0,19.375,7.98984010046277e-06
Ketoconazole,Metoprolol,0.0,19.5,7.450844879366936e-06
Ketoconazole,Metoprolol,0.0,19.625,6.948188703098247e-06
Ketoconazole,Metoprolol,0.0,19.75,6.47942332940367e-06
Ketoconazole,Metoprolol,0.0,19.875,6.042265599007899e-06
Ketoconazole,Metoprolol,0.0,20.0,5.6345850625886045e-06
Ketoconazole,Metoprolol,0.0,20.125,5.254395493410701e-06
Ketoconazole,Metoprolol,0.0,20.25,4.899844773644498e-06
Ketoconazole,Metoprolol,0.0,20.375,4.569204254343177e-06
Ketoconazole,Metoprolol,0.0,20.5,4.260862741924753e-06
Ketoconazole,Metoprolol,0.0,20.625,3.973317390223966e-06
Ketoconazole,Metoprolol,0.0,20.75,3.705165946799519e-06
Ketoconazole,Metoprolol,0.0,20.875,3.4551015852122863e-06
Ketoconazole,Metoprolol,0.0,21.0,3.2219048169241177e-06
Ketoconazole,Metoprolol,0.0,21.125,3.004438501538879e-06
Ketoconazole,Metoprolol,0.0,21.25,2.8016424946661742e-06
Ketoconazole,Metoprolol,0.0,21.375,2.612527431734861e-06
Ketoconazole,Metoprolol,0.0,21.5,2.4361710621443157e-06
Ketoconazole,Metoprolol,0.0,21.625,2.2717132417417953e-06
Ketoconazole,Metoprolol,0.0,21.75,2.118351234227738e-06
Ketoconazole,Metoprolol,0.0,21.875,1.975337295042008e-06
Ketoconazole,Metoprolol,0.0,22.0,1.841973106901029e-06
Ketoconazole,Metoprolol,0.0,22.125,1.7176082276628653e-06
Ketoconazole,Metoprolol,0.0,22.25,1.601635664716779e-06
Ketoconazole,Metoprolol,0.0,22.375,1.4934893142215175e-06
Ketoconazole,Metoprolol,0.0,22.5,1.3926416317552827e-06
Ketoconazole,Metoprolol,0.0,22.625,1.2986000266916514e-06
Ketoconazole,Metoprolol,0.0,22.75,1.2109057687231445e-06
Ketoconazole,Metoprolol,0.0,22.875,1.1291303580422694e-06
Ketoconazole,Metoprolol,0.0,23.0,1.0528747402038105e-06
Ketoconazole,Metoprolol,0.0,23.125,9.817663360816046e-07
Ketoconazole,Metoprolol,0.0,23.25,9.154579371816561e-07
Ketoconazole,Metoprolol,0.0,23.375,8.536257517125716e-07
Ketoconazole,Metoprolol,0.0,23.5,7.959676105077077e-07
Ketoconazole,Metoprolol,0.0,23.625,7.422021860973619e-07
Ketoconazole,Metoprolol,0.0,23.75,6.92066494898028e-07
Ketoconazole,Metoprolol,0.0,23.875,6.453159352712199e-07
Ketoconazole,Metoprolol,0.0,24.0,6.017216535496776e-07
Ketoconazole,Metoprolol,0.0,24.125,5.622734829350843e-07
Ketoconazole,Metoprolol,0.0,24.25,5.247530990438453e-07
Ketoconazole,Metoprolol,0.0,24.375,4.895944212532511e-07
Ketoconazole,Metoprolol,0.0,24.5,4.567673013867327e-07
Ketoconazole,Metoprolol,0.0,24.625,4.261365873878369e-07
Ketoconazole,Metoprolol,0.0,24.75,3.975566774722177e-07
Ketoconazole,Metoprolol,0.0,24.875,3.708914106989505e-07
Ketoconazole,Metoprolol,0.0,25.0,3.4601223828491116e-07
Ketoconazole,Metoprolol,0.0,25.125,3.2279975521522373e-07
Ketoconazole,Metoprolol,0.0,25.25,3.011416528958781e-07
Ketoconazole,Metoprolol,0.0,25.375,2.809345393260071e-07
Ketoconazole,Metoprolol,0.0,25.5,2.620808565875473e-07
Ketoconazole,Metoprolol,0.0,25.625,2.4449177247779917e-07
Ketoconazole,Metoprolol,0.0,25.75,2.280811873282166e-07
Ketoconazole,Metoprolol,0.0,25.875,2.1277189935175658e-07
Ketoconazole,Metoprolol,0.0,26.0,1.9848867694867763e-07
Ketoconazole,Metoprolol,0.0,26.125,1.851639281746615e-07
Ketoconazole,Metoprolol,0.0,26.25,1.727325781119413e-07
Ketoconazole,Metoprolol,0.0,26.375,1.6113495386399066e-07
Ketoconazole,Metoprolol,0.0,26.5,1.50315426373315e-07
Ketoconazole,Metoprolol,0.0,26.625,1.4022187413569602e-07
Ketoconazole,Metoprolol,0.0,26.75,1.3080559140863814e-07
Ketoconazole,Metoprolol,0.0,26.875,1.2202107949750496e-07
Ketoconazole,Metoprolol,0.0,27.0,1.1382608696640237e-07
Ketoconazole,Metoprolol,0.0,27.125,1.0618097132228533e-07
Ketoconazole,Metoprolol,0.0,27.25,9.904885741675575e-08
Ketoconazole,Metoprolol,0.0,27.375,9.239539500765668e-08
Ketoconazole,Metoprolol,0.0,27.5,8.618842824211201e-08
Ketoconazole,Metoprolol,0.0,27.625,8.039808792906107e-08
Ketoconazole,Metoprolol,0.0,27.75,7.499638793226353e-08
Ketoconazole,Metoprolol,0.0,27.875,6.995733470609561e-08
Ketoconazole,Metoprolol,0.0,28.0,6.525655403461733e-08
Ketoconazole,Metoprolol,0.0,28.125,6.087157008220741e-08
Ketoconazole,Metoprolol,0.0,28.25,5.6781052976039533e-08
Ketoconazole,Metoprolol,0.0,28.375,5.29650752172906e-08
Ketoconazole,Metoprolol,0.0,28.5,4.9405658692686117e-08
Ketoconazole,Metoprolol,0.0,28.625,4.6085295205829784e-08
Ketoconazole,Metoprolol,0.0,28.75,4.2987710338728324e-08
Ketoconazole,Metoprolol,0.0,28.875,4.0098385208612826e-08
Ketoconazole,Metoprolol,0.0,29.0,3.740312431769795e-08
Ketoconazole,Metoprolol,0.0,29.125,3.4888710632407467e-08
Ketoconazole,Metoprolol,0.0,29.25,3.254326041963169e-08
Ketoconazole,Metoprolol,0.0,29.375,3.035538170706968e-08
Ketoconazole,Metoprolol,0.0,29.5,2.8314367379504998e-08
Ketoconazole,Metoprolol,0.0,29.625,2.64104861097534e-08
Ketoconazole,Metoprolol,0.0,29.75,2.4634559302152697e-08
Ketoconazole,Metoprolol,0.0,29.875,2.297790231478837e-08
Ketoconazole,Metoprolol,0.0,30.0,2.1432578474540996e-08
Ketoconazole,Metoprolol,0.0,30.125,1.999116200649824e-08
Ketoconazole,Metoprolol,0.0,30.25,1.864657703273075e-08
Ketoconazole,Metoprolol,0.0,30.375,1.7392402126391153e-08
Ketoconazole,Metoprolol,0.0,30.5,1.6222661736708504e-08
Ketoconazole,Metoprolol,0.0,30.625,1.5131543676061877e-08
Ketoconazole,Metoprolol,0.0,30.75,1.4113636426102816e-08
Ketoconazole,Metoprolol,0.0,30.875,1.3164352973745343e-08
Ketoconazole,Metoprolol,0.0,31.0,1.2278915370241269e-08
Ketoconazole,Metoprolol,0.0,31.125,1.1452930237402536e-08
Ketoconazole,Metoprolol,0.0,31.25,1.0682376580218161e-08
Ketoconazole,Metoprolol,0.0,31.375,9.963764048410907e-09
Ketoconazole,Metoprolol,0.0,31.5,9.293436806259517e-09
Ketoconazole,Metoprolol,0.0,31.625,8.668085482158405e-09
Ketoconazole,Metoprolol,0.0,31.75,8.084785975841104e-09
Ketoconazole,Metoprolol,0.0,31.875,7.540746332006291e-09
Ketoconazole,Metoprolol,0.0,32.0,7.033261985846582e-09
Ketoconazole,Metoprolol,0.0,32.125,6.559844426080112e-09
Ketoconazole,Metoprolol,0.0,32.25,6.118333420417861e-09
Ketoconazole,Metoprolol,0.0,32.375,5.70651854367549e-09
Ketoconazole,Metoprolol,0.0,32.5,5.32237916002349e-09
Ketoconazole,Metoprolol,0.0,32.625,4.964070390068866e-09
Ketoconazole,Metoprolol,0.0,32.75,4.6299196906770806e-09
Ketoconazole,Metoprolol,0.0,32.875,4.318245279825541e-09
Ketoconazole,Metoprolol,0.0,33.0,4.027498577608243e-09
Ketoconazole,Metoprolol,0.0,33.125,3.756408285597683e-09
Ketoconazole,Metoprolol,0.0,33.25,3.5036154847843023e-09
Ketoconazole,Metoprolol,0.0,33.375,3.2678385466090088e-09
Ketoconazole,Metoprolol,0.0,33.5,3.0478818638516652e-09
Ketoconazole,Metoprolol,0.0,33.625,2.842694260369856e-09
Ketoconazole,Metoprolol,0.0,33.75,2.651445833309048e-09
Ketoconazole,Metoprolol,0.0,33.875,2.4730712521200358e-09
Ketoconazole,Metoprolol,0.0,34.0,2.3066653830387348e-09
Ketoconazole,Metoprolol,0.0,34.125,2.1513624605101398e-09
Ketoconazole,Metoprolol,0.0,34.25,2.0065828128848336e-09
Ketoconazole,Metoprolol,0.0,34.375,1.8715691659499664e-09
Ketoconazole,Metoprolol,0.0,34.5,1.7456200556838783e-09
Ketoconazole,Metoprolol,0.0,34.625,1.6280983898325818e-09
Ketoconazole,Metoprolol,0.0,34.75,1.518447288256881e-09
Ketoconazole,Metoprolol,0.0,34.875,1.416223630563026e-09
Ketoconazole,Metoprolol,0.0,35.0,1.320870593896786e-09
Ketoconazole,Metoprolol,0.0,35.125,1.2319174187618753e-09
Ketoconazole,Metoprolol,0.0,35.25,1.1489182177596048e-09
Ketoconazole,Metoprolol,0.0,35.375,1.0715311673448298e-09
Ketoconazole,Metoprolol,0.0,35.5,9.99363620818314e-10
Ketoconazole,Metoprolol,0.0,35.625,9.320516219807167e-10
Ketoconazole,Metoprolol,0.0,35.75,8.692578623017254e-10
Ketoconazole,Metoprolol,0.0,35.875,8.106653066435104e-10
Ketoconazole,Metoprolol,0.0,36.0,7.560072959419305e-10
Ketoconazole,Metoprolol,0.0,36.125,7.071771195558665e-10
Ketoconazole,Metoprolol,0.0,36.25,6.609777496667389e-10
Ketoconazole,Metoprolol,0.0,36.375,6.172868433124697e-10
Ketoconazole,Metoprolol,0.0,36.5,5.759834510072563e-10
Ketoconazole,Metoprolol,0.0,36.625,5.370675727510981e-10
Ketoconazole,Metoprolol,0.0,36.75,5.005392085439956e-10
Ketoconazole,Metoprolol,0.0,36.875,4.662644762240855e-10
Ketoconazole,Metoprolol,0.0,37.0,4.3431994464279205e-10
Ketoconazole,Metoprolol,0.0,37.125,4.047097781688796e-10
Ketoconazole,Metoprolol,0.0,37.25,3.774339768023481e-10
Ketoconazole,Metoprolol,0.0,37.375,3.518884612508473e-10
Ketoconazole,Metoprolol,0.0,37.5,3.279222890815003e-10
Ketoconazole,Metoprolol,0.0,37.625,3.056109703623896e-10
Ketoconazole,Metoprolol,0.0,37.75,2.848405498368889e-10
Ketoconazole,Metoprolol,0.0,37.875,2.6560838811296185e-10
Ketoconazole,Metoprolol,0.0,38.0,2.4789997519933666e-10
Ketoconazole,Metoprolol,0.0,38.125,2.3148233745590252e-10
Ketoconazole,Metoprolol,0.0,38.25,2.1625012996868657e-10
Ketoconazole,Metoprolol,0.0,38.375,2.0209800782371584e-10
Ketoconazole,Metoprolol,0.0,38.5,1.8892062610701744e-10
Ketoconazole,Metoprolol,0.0,38.625,1.766126399046184e-10
Ketoconazole,Metoprolol,0.0,38.75,1.6506870430254586e-10
Ketoconazole,Metoprolol,0.0,38.875,1.5418347438682688e-10
Ketoconazole,Metoprolol,0.0,39.0,1.4401204133838101e-10
Ketoconazole,Metoprolol,0.0,39.125,1.351090265824206e-10
Ketoconazole,Metoprolol,0.0,39.25,1.2684000004754606e-10
Ketoconazole,Metoprolol,0.0,39.375,1.1912755975655262e-10
Ketoconazole,Metoprolol,0.0,39.5,1.1189430373223564e-10
Ketoconazole,Metoprolol,0.0,39.625,1.0506282999739035e-10
Ketoconazole,Metoprolol,0.0,39.75,9.855573657481202e-11
Ketoconazole,Metoprolol,0.0,39.875,9.229562148729593e-11
Ketoconazole,Metoprolol,0.0,40.0,8.620508275763734e-11
Ketoconazole,Metoprolol,0.0,40.125,8.020671840863154e-11
Ketoconazole,Metoprolol,0.0,40.25,7.53784388320722e-11
Ketoconazole,Metoprolol,0.0,40.375,7.089112920685413e-11
Ketoconazole,Metoprolol,0.0,40.5,6.666925111990008e-11
Ketoconazole,Metoprolol,0.0,40.625,6.26716178379172e-11
Ketoconazole,Metoprolol,0.0,40.75,5.885704262761267e-11
Ketoconazole,Metoprolol,0.0,40.875,5.518433875569366e-11
Ketoconazole,Metoprolol,0.0,41.0,5.1612319488867346e-11
Ketoconazole,Metoprolol,0.0,41.125,4.809979809384086e-11
Ketoconazole,Metoprolol,0.0,41.25,4.460558783732141e-11
Ketoconazole,Metoprolol,0.0,41.375,4.151430111876597e-11
Ketoconazole,Metoprolol,0.0,41.5,3.871008206848631e-11
Ketoconazole,Metoprolol,0.0,41.625,3.6065115616359754e-11
Ketoconazole,Metoprolol,0.0,41.75,3.357922321770708e-11
Ketoconazole,Metoprolol,0.0,41.875,3.1254776403234586e-11
Ketoconazole,Metoprolol,0.0,42.0,2.9096696779034075e-11
Ketoconazole,Metoprolol,0.0,42.125,2.7112456026582835e-11
Ketoconazole,Metoprolol,0.0,42.25,2.5312075902743665e-11
Ketoconazole,Metoprolol,0.0,42.375,2.3708128239764873e-11
Ketoconazole,Metoprolol,0.0,42.5,2.213856075975412e-11
Ketoconazole,Metoprolol,0.0,42.625,2.0525674040512976e-11
Ketoconazole,Metoprolol,0.0,42.75,1.9010795564567277e-11
Ketoconazole,Metoprolol,0.0,42.875,1.7593891673571904e-11
Ketoconazole,Metoprolol,0.0,43.0,1.6276108109015458e-11
Ketoconazole,Metoprolol,0.0,43.125,1.5059770012220218e-11
Ketoconazole,Metoprolol,0.0,43.25,1.3948381924342172e-11
Ketoconazole,Metoprolol,0.0,43.375,1.2946627786371007e-11
Ketoconazole,Metoprolol,0.0,43.5,1.2060370939130104e-11
Ketoconazole,Metoprolol,0.0,43.625,1.1296654123276549e-11
Ketoconazole,Metoprolol,0.0,43.75,1.0501681293427705e-11
Ketoconazole,Metoprolol,0.0,43.875,9.723138600489658e-12
Ketoconazole,Metoprolol,0.0,44.0,9.00287224049052e-12
Ketoconazole,Metoprolol,0.0,44.125,8.339005385839912e-12
Ketoconazole,Metoprolol,0.0,44.25,7.730032929178187e-12
Ketoconazole,Metoprolol,0.0,44.375,7.174821483376427e-12
Ketoconazole,Metoprolol,0.0,44.5,6.672609381536445e-12
Ketoconazole,Metoprolol,0.0,44.625,6.223006676990791e-12
Ketoconazole,Metoprolol,0.0,44.75,5.82599514330274e-12
Ketoconazole,Metoprolol,0.0,44.875,5.481928274266301e-12
Ketoconazole,Metoprolol,0.0,45.0,5.121170591630928e-12
Ketoconazole,Metoprolol,0.0,45.125,4.789214937371082e-12
Ketoconazole,Metoprolol,0.0,45.25,4.483479714093315e-12
Ketoconazole,Metoprolol,0.0,45.375,4.201468052603868e-12
Ketoconazole,Metoprolol,0.0,45.5,3.940801614008415e-12
Ketoconazole,Metoprolol,0.0,45.625,3.6992205897120615e-12
Ketoconazole,Metoprolol,0.0,45.75,3.4745837014193487e-12
Ketoconazole,Metoprolol,0.0,45.875,3.2648682011342542e-12
Ketoconazole,Metoprolol,0.0,46.0,3.068169871160186e-12
Ketoconazole,Metoprolol,0.0,46.125,2.883760347126408e-12
Ketoconazole,Metoprolol,0.0,46.25,2.7132110825031895e-12
Ketoconazole,Metoprolol,0.0,46.375,2.552563005511227e-12
Ketoconazole,Metoprolol,0.0,46.5,2.400676514958805e-12
Ketoconazole,Metoprolol,0.0,46.625,2.256548278592073e-12
Ketoconazole,Metoprolol,0.0,46.75,2.1193112330950416e-12
Ketoconazole,Metoprolol,0.0,46.875,1.988234584089584e-12
Ketoconazole,Metoprolol,0.0,47.0,1.862723806135437e-12
Ketoconazole,Metoprolol,0.0,47.125,1.7423206427302002e-12
Ketoconazole,Metoprolol,0.0,47.25,1.6267031063093346e-12
Ketoconazole,Metoprolol,0.0,47.375,1.516303125047667e-12
Ketoconazole,Metoprolol,0.0,47.5,1.4117368454722332e-12
Ketoconazole,Metoprolol,0.0,47.625,1.3128728209249016e-12
Ketoconazole,Metoprolol,0.0,47.75,1.2201990272573477e-12
Ketoconazole,Metoprolol,0.0,47.875,1.1343656058874944e-12
Ketoconazole,Metoprolol,0.0,48.0,1.056184863799514e-12
Ketoconazole,Metoprolol,0.0,48.125,9.91927415497012e-13
Ketoconazole,Metoprolol,0.0,48.25,9.2766996719451e-13
Ketoconazole,Metoprolol,0.0,48.375,8.679959163702411e-13
Ketoconazole,Metoprolol,0.0,48.5,8.124747807601534e-13
Ketoconazole,Metoprolol,0.0,48.625,7.560424701544344e-13
Ketoconazole,Metoprolol,0.0,48.75,7.00578662336492e-13
Ketoconazole,Metoprolol,0.0,48.875,6.479414323055485e-13
Ketoconazole,Metoprolol,0.0,49.0,5.981307800616038e-13
Ketoconazole,Metoprolol,0.0,49.125,5.511467056046578e-13
Ketoconazole,Metoprolol,0.0,49.25,5.069892089347109e-13
Ketoconazole,Metoprolol,0.0,49.375,4.656582900517628e-13
Ketoconazole,Metoprolol,0.0,49.5,4.2715394895581343e-13
Ketoconazole,Metoprolol,0.0,49.625,3.9147618564686303e-13
Ketoconazole,Metoprolol,0.0,49.75,3.586250001249115e-13
Ketoconazole,Metoprolol,0.0,49.875,3.286003923899587e-13
Ketoconazole,Metoprolol,0.0,50.0,3.0140236244200487e-13
Ketoconazole,Metoprolol,0.0,50.125,2.770309102810499e-13
Ketoconazole,Metoprolol,0.0,50.25,2.5548603590709373e-13
Ketoconazole,Metoprolol,0.0,50.375,2.3676773932013644e-13
Ketoconazole,Metoprolol,0.0,50.5,2.2087602052017803e-13
Ketoconazole,Metoprolol,0.0,50.625,2.0045621974223265e-13
Ketoconazole,Metoprolol,0.0,50.75,1.7856992473538359e-13
Ketoconazole,Metoprolol,0.0,50.875,1.5824353699498878e-13
Ketoconazole,Metoprolol,0.0,51.0,1.394770565210482e-13
Ketoconazole,Metoprolol,0.0,51.125,1.2227048331356187e-13
Ketoconazole,Metoprolol,0.0,51.25,1.0662381737252976e-13
Ketoconazole,Metoprolol,0.0,51.375,9.253705869795193e-14
Ketoconazole,Metoprolol,0.0,51.5,8.001020728982832e-14
Ketoconazole,Metoprolol,0.0,51.625,6.904326314815896e-14
Ketoconazole,Metoprolol,0.0,51.75,5.963622627294386e-14
Ketoconazole,Metoprolol,0.0,51.875,5.1789096664182983e-14
Ketoconazole,Metoprolol,0.0,52.0,4.5501874321876364e-14
Ketoconazole,Metoprolol,0.0,52.125,4.077455924602399e-14
Ketoconazole,Metoprolol,0.0,52.25,3.7607151436625845e-14
Ketoconazole,Metoprolol,0.0,52.375,3.599965089368195e-14
Ketoconazole,Metoprolol,0.0,52.5,3.5952057617192305e-14
Ketoconazole,Metoprolol,0.0,52.625,3.478482008892678e-14
Ketoconazole,Metoprolol,0.0,52.75,3.2682168612343427e-14
Ketoconazole,Metoprolol,0.0,52.875,3.0579517135760064e-14
Ketoconazole,Metoprolol,0.0,53.0,2.847686565917671e-14
Ketoconazole,Metoprolol,0.0,53.125,2.637421418259335e-14
Ketoconazole,Metoprolol,0.0,53.25,2.4271562706009993e-14
Ketoconazole,Metoprolol,0.0,53.375,2.2168911229426634e-14
Ketoconazole,Metoprolol,0.0,53.5,2.0066259752843275e-14
Ketoconazole,Metoprolol,0.0,53.625,1.7963608276259916e-14
Ketoconazole,Metoprolol,0.0,53.75,1.5860956799676557e-14
Ketoconazole,Metoprolol,0.0,53.875,1.3758305323093198e-14
Ketoconazole,Metoprolol,0.0,54.0,1.1655653846509837e-14
Ketoconazole,Metoprolol,0.0,54.125,9.55300236992648e-15
Ketoconazole,Metoprolol,0.0,54.25,7.45035089334312e-15
Ketoconazole,Metoprolol,0.0,54.375,5.347699416759763e-15
Ketoconazole,Metoprolol,0.0,54.5,3.245047940176404e-15
Ketoconazole,Metoprolol,0.0,54.625,2.4321192397039096e-15
Ketoconazole,Metoprolol,0.0,54.75,2.183717279121391e-15
Ketoconazole,Metoprolol,0.0,54.875,1.935315318538872e-15
Ketoconazole,Metoprolol,0.0,55.0,1.6869133579563537e-15
Ketoconazole,Metoprolol,0.0,55.125,1.4385113973738346e-15
Ketoconazole,Metoprolol,0.0,55.25,1.190109436791316e-15
Ketoconazole,Metoprolol,0.0,55.375,9.417074762087971e-16
Ketoconazole,Metoprolol,0.0,55.5,6.933055156262785e-16
Ketoconazole,Metoprolol,0.0,55.625,4.449035550437598e-16
Ketoconazole,Metoprolol,0.0,55.75,1.965015944612411e-16
Ketoconazole,Metoprolol,0.0,55.875,-5.1900366121277596e-17
Ketoconazole,Metoprolol,0.0,56.0,-3.003023267037963e-16
Ketoconazole,Metoprolol,0.0,56.125,-5.48704287286315e-16
Ketoconazole,Metoprolol,0.0,56.25,-7.971062478688337e-16
Ketoconazole,Metoprolol,0.0,56.375,-1.0455082084513525e-15
Ketoconazole,Metoprolol,0.0,56.5,-1.2939101690338711e-15
Ketoconazole,Metoprolol,0.0,56.625,-1.3546192429450817e-15
Ketoconazole,Metoprolol,0.0,56.75,-1.3331729456589211e-15
Ketoconazole,Metoprolol,0.0,56.875,-1.3117266483727607e-15
Ketoconazole,Metoprolol,0.0,57.0,-1.2902803510866e-15
Ketoconazole,Metoprolol,0.0,57.125,-1.2688340538004396e-15
Ketoconazole,Metoprolol,0.0,57.25,-1.2473877565142788e-15
Ketoconazole,Metoprolol,0.0,57.375,-1.2259414592281184e-15
Ketoconazole,Metoprolol,0.0,57.5,-1.2044951619419577e-15
Ketoconazole,Metoprolol,0.0,57.625,-1.183048864655797e-15
Ketoconazole,Metoprolol,0.0,57.75,-1.1616025673696365e-15
Ketoconazole,Metoprolol,0.0,57.875,-1.1401562700834761e-15
Ketoconazole,Metoprolol,0.0,58.0,-1.1187099727973154e-15
Ketoconazole,Metoprolol,0.0,58.125,-1.097263675511155e-15
Ketoconazole,Metoprolol,0.0,58.25,-1.0758173782249942e-15
Ketoconazole,Metoprolol,0.0,58.375,-1.0543710809388338e-15
Ketoconazole,Metoprolol,0.0,58.5,-1.032924783652673e-15
Ketoconazole,Metoprolol,0.0,58.625,-1.000147399520177e-15
Ketoconazole,Metoprolol,0.0,58.75,-9.624102661801337e-16
Ketoconazole,Metoprolol,0.0,58.875,-9.246731328400899e-16
Ketoconazole,Metoprolol,0.0,59.0,-8.869359995000465e-16
Ketoconazole,Metoprolol,0.0,59.125,-8.491988661600029e-16
Ketoconazole,Metoprolol,0.0,59.25,-8.114617328199593e-16
Ketoconazole,Metoprolol,0.0,59.375,-7.737245994799157e-16
Ketoconazole,Metoprolol,0.0,59.5,-7.359874661398721e-16
Ketoconazole,Metoprolol,0.0,59.625,-6.982503327998285e-16
Ketoconazole,Metoprolol,0.0,59.75,-6.605131994597849e-16
Ketoconazole,Metoprolol,0.0,59.875,-6.227760661197414e-16
Ketoconazole,Metoprolol,0.0,60.0,-5.850389327796979e-16
Ketoconazole,Metoprolol,0.0,60.125,-5.641122263119833e-16
Ketoconazole,Metoprolol,0.0,60.25,-5.431855198442686e-16
Ketoconazole,Metoprolol,0.0,60.375,-5.222588133765539e-16
Ketoconazole,Metoprolol,0.0,60.5,-5.013321069088393e-16
Ketoconazole,Metoprolol,0.0,60.625,-4.804054004411247e-16
Ketoconazole,Metoprolol,0.0,60.75,-4.594786939734101e-16
Ketoconazole,Metoprolol,0.0,60.875,-4.3855198750569546e-16
Ketoconazole,Metoprolol,0.0,61.0,-4.1762528103798087e-16
Ketoconazole,Metoprolol,0.0,61.125,-3.9669857457026618e-16
Ketoconazole,Metoprolol,0.0,61.25,-3.7577186810255153e-16
Ketoconazole,Metoprolol,0.0,61.375,-3.5484516163483694e-16
Ketoconazole,Metoprolol,0.0,61.5,-3.3391845516712234e-16
Ketoconazole,Metoprolol,0.0,61.625,-3.1299174869940765e-16
Ketoconazole,Metoprolol,0.0,61.75,-2.9206504223169306e-16
Ketoconazole,Metoprolol,0.0,61.875,-2.711383357639784e-16
Ketoconazole,Metoprolol,0.0,62.0,-2.5021162929626377e-16
Ketoconazole,Metoprolol,0.0,62.125,-2.4095895198728357e-16
Ketoconazole,Metoprolol,0.0,62.25,-2.317062746783033e-16
Ketoconazole,Metoprolol,0.0,62.375,-2.224535973693232e-16
Ketoconazole,Metoprolol,0.0,62.5,-2.1320092006034295e-16
Ketoconazole,Metoprolol,0.0,62.625,-2.0394824275136275e-16
Ketoconazole,Metoprolol,0.0,62.75,-1.9469556544238252e-16
Ketoconazole,Metoprolol,0.0,62.875,-1.8544288813340234e-16
Ketoconazole,Metoprolol,0.0,63.0,-1.7619021082442213e-16
Ketoconazole,Metoprolol,0.0,63.125,-1.6693753351544193e-16
Ketoconazole,Metoprolol,0.0,63.25,-1.576848562064617e-16
Ketoconazole,Metoprolol,0.0,63.375,-1.4843217889748152e-16
Ketoconazole,Metoprolol,0.0,63.5,-1.391795015885013e-16
Ketoconazole,Metoprolol,0.0,63.625,-1.2992682427952109e-16
Ketoconazole,Metoprolol,0.0,63.75,-1.2067414697054088e-16
Ketoconazole,Metoprolol,0.0,63.875,-1.1142146966156068e-16
Ketoconazole,Metoprolol,0.0,64.0,-1.0216879235258046e-16
Ketoconazole,Metoprolol,0.0,64.125,-9.833386795497988e-17
Ketoconazole,Metoprolol,0.0,64.25,-9.449894355737931e-17
Ketoconazole,Metoprolol,0.0,64.375,-9.066401915977873e-17
Ketoconazole,Metoprolol,0.0,64.5,-8.682909476217816e-17
Ketoconazole,Metoprolol,0.0,64.625,-8.299417036457758e-17
Ketoconazole,Metoprolol,0.0,64.75,-7.915924596697701e-17
Ketoconazole,Metoprolol,0.0,64.875,-7.532432156937643e-17
Ketoconazole,Metoprolol,0.0,65.0,-7.148939717177586e-17
Ketoconazole,Metoprolol,0.0,65.125,-6.765447277417528e-17
Ketoconazole,Metoprolol,0.0,65.25,-6.381954837657471e-17
Ketoconazole,Metoprolol,0.0,65.375,-5.998462397897412e-17
Ketoconazole,Metoprolol,0.0,65.5,-5.614969958137355e-17
Ketoconazole,Metoprolol,0.0,65.625,-5.231477518377297e-17
Ketoconazole,Metoprolol,0.0,65.75,-4.8479850786172397e-17
Ketoconazole,Metoprolol,0.0,65.875,-4.464492638857182e-17
Ketoconazole,Metoprolol,0.0,66.0,-4.0810001990971246e-17
Ketoconazole,Metoprolol,0.0,66.125,-3.9266556090741604e-17
Ketoconazole,Metoprolol,0.0,66.25,-3.772311019051195e-17
Ketoconazole,Metoprolol,0.0,66.375,-3.61796642902823e-17
Ketoconazole,Metoprolol,0.0,66.5,-3.463621839005265e-17
Ketoconazole,Metoprolol,0.0,66.625,-3.3092772489823e-17
Ketoconazole,Metoprolol,0.0,66.75,-3.1549326589593354e-17
Ketoconazole,Metoprolol,0.0,66.875,-3.00058806893637e-17
Ketoconazole,Metoprolol,0.0,67.0,-2.846243478913405e-17
Ketoconazole,Metoprolol,0.0,67.125,-2.6918988888904402e-17
Ketoconazole,Metoprolol,0.0,67.25,-2.5375542988674753e-17
Ketoconazole,Metoprolol,0.0,67.375,-2.38320970884451e-17
Ketoconazole,Metoprolol,0.0,67.5,-2.2288651188215453e-17
Ketoconazole,Metoprolol,0.0,67.625,-2.0745205287985804e-17
Ketoconazole,Metoprolol,0.0,67.75,-1.9201759387756152e-17
Ketoconazole,Metoprolol,0.0,67.875,-1.7658313487526503e-17
Ketoconazole,Metoprolol,0.0,68.0,-1.6114867587296852e-17
Ketoconazole,Metoprolol,0.0,68.125,-1.5502852276185765e-17
Ketoconazole,Metoprolol,0.0,68.25,-1.4890836965074675e-17
Ketoconazole,Metoprolol,0.0,68.375,-1.4278821653963585e-17
Ketoconazole,Metoprolol,0.0,68.5,-1.3666806342852495e-17
Ketoconazole,Metoprolol,0.0,68.625,-1.3054791031741405e-17
Ketoconazole,Metoprolol,0.0,68.75,-1.2442775720630315e-17
Ketoconazole,Metoprolol,0.0,68.875,-1.1830760409519226e-17
Ketoconazole,Metoprolol,0.0,69.0,-1.1218745098408138e-17
Ketoconazole,Metoprolol,0.0,69.125,-1.0606729787297047e-17
Ketoconazole,Metoprolol,0.0,69.25,-9.994714476185957e-18
Ketoconazole,Metoprolol,0.0,69.375,-9.382699165074867e-18
Ketoconazole,Metoprolol,0.0,69.5,-8.770683853963777e-18
