polymer,drug_mass_fraction,drug_volume_fraction,chi_25C,mixing_free_energy_over_RT_per_site,dry_Tg_C
PVP-VA,0.0442466666667,0.0403270671248,1.0286584114,-0.0901633074018,98.3628997761
PVP-VA,0.0475733333333,0.0433724136681,1.0286584114,-0.09394957392,98.1652648155
PVP-VA,0.0509,0.0464196393517,1.0286584114,-0.0975429561295,97.9677182594
PVP-VA,0.0542266666667,0.0494687459155,1.0286584114,-0.10095719322,97.7702600485
PVP-VA,0.0575533333333,0.0525197351014,1.0286584114,-0.104204331759,97.5728901236
PVP-VA,0.06088,0.0555726086537,1.0286584114,-0.107295020352,97.3756084254
PVP-VA,0.0642066666667,0.0586273683185,1.0286584114,-0.110238739672,97.1784148948
PVP-VA,0.0675333333333,0.0616840158444,1.0286584114,-0.113043984652,96.9813094727
PVP-VA,0.07086,0.0647425529819,1.0286584114,-0.115718410679,96.7842921001
PVP-VA,0.0741866666667,0.0678029814839,1.0286584114,-0.118268952241,96.587362718
PVP-VA,0.0775133333333,0.0708653031052,1.0286584114,-0.120701920245,96.3905212675
PVP-VA,0.08084,0.0739295196029,1.0286584114,-0.123023082577,96.1937676896
PVP-VA,0.0841666666667,0.0769956327364,1.0286584114,-0.125237731368,95.9971019255
PVP-VA,0.0874933333333,0.0800636442671,1.0286584114,-0.127350739601,95.8005239166
PVP-VA,0.09082,0.0831335559587,1.0286584114,-0.12936660909,95.6040336039
PVP-VA,0.0941466666667,0.0862053695769,1.0286584114,-0.131289511404,95.407630929
PVP-VA,0.0974733333333,0.0892790868899,1.0286584114,-0.133123323001,95.2113158331
PVP-VA,0.1008,0.0923547096678,1.0286584114,-0.134871655554,95.0150882577
PVP-VA,0.104126666667,0.095432239683,1.0286584114,-0.136537882259,94.8189481443
PVP-VA,0.107453333333,0.0985116787102,1.0286584114,-0.138125160779,94.6228954344
PVP-VA,0.11078,0.101593028526,1.0286584114,-0.13963645334,94.4269300696
PVP-VA,0.114106666667,0.10467629091,1.0286584114,-0.1410745444,94.2310519915
PVP-VA,0.117433333333,0.107761467643,1.0286584114,-0.142442056264,94.0352611419
PVP-VA,0.12076,0.110848560508,1.0286584114,-0.14374146292,93.8395574625
PVP-VA,0.124086666667,0.113937571291,1.0286584114,-0.144975102342,93.6439408951
PVP-VA,0.127413333333,0.11702850178,1.0286584114,-0.146145187483,93.4484113815
PVP-VA,0.13074,0.120121353765,1.0286584114,-0.147253816103,93.2529688636
PVP-VA,0.134066666667,0.123216129039,1.0286584114,-0.148302979608,93.0576132835
PVP-VA,0.137393333333,0.126312829395,1.0286584114,-0.149294570997,92.862344583
PVP-VA,0.14072,0.129411456632,1.0286584114,-0.150230392049,92.6671627043
PVP-VA,0.144046666667,0.132512012547,1.0286584114,-0.151112159818,92.4720675894
PVP-VA,0.147373333333,0.135614498942,1.0286584114,-0.151941512537,92.2770591805
PVP-VA,0.1507,0.13871891762,1.0286584114,-0.152720014978,92.0821374199
PVP-VA,0.154026666667,0.141825270388,1.0286584114,-0.153449163347,91.8873022498
PVP-VA,0.157353333333,0.144933559053,1.0286584114,-0.154130389743,91.6925536125
PVP-VA,0.16068,0.148043785425,1.0286584114,-0.154765066255,91.4978914503
PVP-VA,0.164006666667,0.151155951318,1.0286584114,-0.155354508701,91.3033157058
PVP-VA,0.167333333333,0.154270058545,1.0286584114,-0.155899980079,91.1088263213
PVP-VA,0.17066,0.157386108925,1.0286584114,-0.15640269373,90.9144232393
PVP-VA,0.173986666667,0.160504104275,1.0286584114,-0.156863816265,90.7201064025
PVP-VA,0.177313333333,0.163624046418,1.0286584114,-0.157284470255,90.5258757535
PVP-VA,0.18064,0.166745937178,1.0286584114,-0.157665736732,90.3317312349
PVP-VA,0.183966666667,0.16986977838,1.0286584114,-0.158008657495,90.1376727894
PVP-VA,0.187293333333,0.172995571854,1.0286584114,-0.158314237253,89.9437003599
PVP-VA,0.19062,0.176123319429,1.0286584114,-0.158583445614,89.7498138891
PVP-VA,0.193946666667,0.17925302294,1.0286584114,-0.158817218939,89.55601332
PVP-VA,0.197273333333,0.18238468422,1.0286584114,-0.159016462061,89.3622985954
PVP-VA,0.2006,0.185518305108,1.0286584114,-0.159182049892,89.1686696583
PVP-VA,0.203926666667,0.188653887444,1.0286584114,-0.159314828925,88.9751264517
PVP-VA,0.207253333333,0.191791433069,1.0286584114,-0.159415618635,88.7816689188
PVP-VA,0.21058,0.194930943829,1.0286584114,-0.159485212787,88.5882970026
PVP-VA,0.213906666667,0.19807242157,1.0286584114,-0.159524380667,88.3950106464
PVP-VA,0.217233333333,0.201215868142,1.0286584114,-0.159533868236,88.2018097933
PVP-VA,0.22056,0.204361285394,1.0286584114,-0.159514399204,88.0086943866
PVP-VA,0.223886666667,0.207508675183,1.0286584114,-0.15946667605,87.8156643697
PVP-VA,0.227213333333,0.210658039363,1.0286584114,-0.159391380978,87.6227196859
PVP-VA,0.23054,0.213809379792,1.0286584114,-0.159289176809,87.4298602787
PVP-VA,0.233866666667,0.216962698333,1.0286584114,-0.159160707837,87.2370860915
PVP-VA,0.237193333333,0.220117996847,1.0286584114,-0.159006600618,87.0443970679
PVP-VA,0.24052,0.223275277201,1.0286584114,-0.15882746473,86.8517931514
PVP-VA,0.243846666667,0.226434541261,1.0286584114,-0.158623893482,86.6592742857
PVP-VA,0.247173333333,0.229595790898,1.0286584114,-0.158396464587,86.4668404145
PVP-VA,0.2505,0.232759027986,1.0286584114,-0.158145740796,86.2744914814
PVP-VA,0.253826666667,0.235924254397,1.0286584114,-0.157872270505,86.0822274303
PVP-VA,0.257153333333,0.23909147201,1.0286584114,-0.15757658832,85.8900482049
PVP-VA,0.26048,0.242260682704,1.0286584114,-0.157259215603,85.6979537492
PVP-VA,0.263806666667,0.245431888362,1.0286584114,-0.156920660982,85.5059440071
PVP-VA,0.267133333333,0.248605090866,1.0286584114,-0.156561420839,85.3140189225
PVP-VA,0.27046,0.251780292105,1.0286584114,-0.156181979775,85.1221784395
PVP-VA,0.273786666667,0.254957493966,1.0286584114,-0.155782811046,84.9304225022
PVP-VA,0.277113333333,0.258136698343,1.0286584114,-0.155364376984,84.7387510546
PVP-VA,0.28044,0.261317907127,1.0286584114,-0.154927129396,84.5471640409
PVP-VA,0.283766666667,0.264501122216,1.0286584114,-0.154471509942,84.3556614055
PVP-VA,0.287093333333,0.267686345507,1.0286584114,-0.153997950498,84.1642430924
PVP-VA,0.29042,0.270873578903,1.0286584114,-0.153506873497,83.9729090461
PVP-VA,0.293746666667,0.274062824306,1.0286584114,-0.152998692263,83.781659211
PVP-VA,0.297073333333,0.277254083623,1.0286584114,-0.152473811322,83.5904935313
PVP-VA,0.3004,0.28044735876,1.0286584114,-0.151932626702,83.3994119517
PVP-VA,0.303726666667,0.28364265163,1.0286584114,-0.151375526217,83.2084144166
PVP-VA,0.307053333333,0.286839964145,1.0286584114,-0.150802889748,83.0175008705
PVP-VA,0.31038,0.29003929822,1.0286584114,-0.150215089497,82.8266712582
PVP-VA,0.313706666667,0.293240655773,1.0286584114,-0.149612490241,82.6359255242
PVP-VA,0.317033333333,0.296444038725,1.0286584114,-0.148995449573,82.4452636133
PVP-VA,0.32036,0.299649448998,1.0286584114,-0.14836431813,82.2546854702
PVP-VA,0.323686666667,0.302856888518,1.0286584114,-0.147719439814,82.0641910397
PVP-VA,0.327013333333,0.306066359212,1.0286584114,-0.147061152002,81.8737802667
PVP-VA,0.33034,0.309277863009,1.0286584114,-0.14638978575,81.6834530961
PVP-VA,0.333666666667,0.312491401843,1.0286584114,-0.145705665988,81.4932094728
PVP-VA,0.336993333333,0.315706977649,1.0286584114,-0.145009111704,81.3030493419
PVP-VA,0.34032,0.318924592364,1.0286584114,-0.144300436122,81.1129726484
PVP-VA,0.343646666667,0.322144247927,1.0286584114,-0.143579946881,80.9229793373
PVP-VA,0.346973333333,0.325365946281,1.0286584114,-0.142847946193,80.7330693539
PVP-VA,0.3503,0.328589689371,1.0286584114,-0.142104731003,80.5432426433
PVP-VA,0.353626666667,0.331815479144,1.0286584114,-0.141350593148,80.3534991508
PVP-VA,0.356953333333,0.33504331755,1.0286584114,-0.140585819495,80.1638388216
PVP-VA,0.36028,0.33827320654,1.0286584114,-0.139810692091,79.9742616011
PVP-VA,0.363606666667,0.34150514807,1.0286584114,-0.139025488293,79.7847674346
PVP-VA,0.366933333333,0.344739144097,1.0286584114,-0.138230480904,79.5953562677
PVP-VA,0.37026,0.34797519658,1.0286584114,-0.137425938296,79.4060280458
PVP-VA,0.373586666667,0.351213307482,1.0286584114,-0.136612124533,79.2167827144
PVP-VA,0.376913333333,0.354453478767,1.0286584114,-0.13578929949,79.0276202191
PVP-VA,0.38024,0.357695712402,1.0286584114,-0.134957718966,78.8385405055
PVP-VA,0.383566666667,0.360940010356,1.0286584114,-0.134117634791,78.6495435193
PVP-VA,0.386893333333,0.364186374603,1.0286584114,-0.133269294935,78.4606292061
PVP-VA,0.39022,0.367434807117,1.0286584114,-0.132412943606,78.2717975119
PVP-VA,0.393546666667,0.370685309874,1.0286584114,-0.131548821354,78.0830483824
PVP-VA,0.396873333333,0.373937884855,1.0286584114,-0.13067716516,77.8943817634
PVP-VA,0.4002,0.377192534042,1.0286584114,-0.12979820853,77.7057976008
PVP-VA,0.403526666667,0.38044925942,1.0286584114,-0.128912181587,77.5172958407
PVP-VA,0.406853333333,0.383708062975,1.0286584114,-0.128019311153,77.3288764289
PVP-VA,0.41018,0.386968946698,1.0286584114,-0.127119820832,77.1405393117
PVP-VA,0.413506666667,0.39023191258,1.0286584114,-0.126213931093,76.952284435
PVP-VA,0.416833333333,0.393496962618,1.0286584114,-0.125301859344,76.764111745
PVP-VA,0.42016,0.396764098808,1.0286584114,-0.124383820012,76.5760211879
PVP-VA,0.423486666667,0.400033323151,1.0286584114,-0.123460024611,76.3880127099
PVP-VA,0.426813333333,0.403304637648,1.0286584114,-0.122530681813,76.2000862574
PVP-VA,0.43014,0.406578044306,1.0286584114,-0.121595997522,76.0122417766
PVP-VA,0.433466666667,0.409853545131,1.0286584114,-0.120656174931,75.8244792139
PVP-VA,0.436793333333,0.413131142134,1.0286584114,-0.119711414593,75.6367985158
PVP-VA,0.44012,0.416410837328,1.0286584114,-0.11876191448,75.4491996287
PVP-VA,0.443446666667,0.419692632729,1.0286584114,-0.117807870046,75.2616824992
PVP-VA,0.446773333333,0.422976530354,1.0286584114,-0.116849474279,75.0742470737
PVP-VA,0.4501,0.426262532223,1.0286584114,-0.115886917766,74.886893299
PVP-VA,0.453426666667,0.429550640361,1.0286584114,-0.114920388741,74.6996211217
PVP-VA,0.456753333333,0.432840856793,1.0286584114,-0.113950073142,74.5124304885
PVP-VA,0.46008,0.436133183546,1.0286584114,-0.112976154661,74.3253213461
PVP-VA,0.463406666667,0.439427622653,1.0286584114,-0.111998814795,74.1382936413
PVP-VA,0.466733333333,0.442724176147,1.0286584114,-0.111018232895,73.9513473211
PVP-VA,0.47006,0.446022846063,1.0286584114,-0.110034586209,73.7644823322
PVP-VA,0.473386666667,0.449323634442,1.0286584114,-0.109048049937,73.5776986216
PVP-VA,0.476713333333,0.452626543323,1.0286584114,-0.108058797266,73.3909961363
PVP-VA,0.48004,0.455931574752,1.0286584114,-0.107066999419,73.2043748233
PVP-VA,0.483366666667,0.459238730774,1.0286584114,-0.106072825695,73.0178346297
PVP-VA,0.486693333333,0.46254801344,1.0286584114,-0.10507644351,72.8313755026
PVP-VA,0.49002,0.465859424801,1.0286584114,-0.104078018437,72.6449973892
PVP-VA,0.493346666667,0.469172966911,1.0286584114,-0.103077714245,72.4587002367
PVP-VA,0.496673333333,0.472488641829,1.0286584114,-0.102075692937,72.2724839923
PVP-VA,0.5,0.475806451613,1.0286584114,-0.101072114784,72.0863486034
PVP-VA,0.503326666667,0.479126398327,1.0286584114,-0.100067138365,71.9002940173
PVP-VA,0.506653333333,0.482448484035,1.0286584114,-0.0990609205961,71.7143201814
PVP-VA,0.50998,0.485772710805,1.0286584114,-0.0980536167681,71.5284270432
PVP-VA,0.513306666667,0.489099080709,1.0286584114,-0.0970453805781,71.3426145501
PVP-VA,0.516633333333,0.492427595818,1.0286584114,-0.0960363641611,71.1568826496
PVP-VA,0.51996,0.49575825821,1.0286584114,-0.095026718121,70.9712312894
PVP-VA,0.523286666667,0.499091069962,1.0286584114,-0.0940165915611,70.7856604171
PVP-VA,0.526613333333,0.502426033155,1.0286584114,-0.0930061321129,70.6001699802
PVP-VA,0.52994,0.505763149875,1.0286584114,-0.0919954859654,70.4147599267
PVP-VA,0.533266666667,0.509102422207,1.0286584114,-0.0909847978923,70.2294302041
PVP-VA,0.536593333333,0.51244385224,1.0286584114,-0.0899742112791,70.0441807604
PVP-VA,0.53992,0.515787442067,1.0286584114,-0.08896386815,69.8590115433
PVP-VA,0.543246666667,0.519133193782,1.0286584114,-0.0879539091932,69.6739225008
PVP-VA,0.546573333333,0.522481109482,1.0286584114,-0.086944473786,69.4889135807
PVP-VA,0.5499,0.525831191269,1.0286584114,-0.085935700019,69.3039847312
PVP-VA,0.553226666667,0.529183441244,1.0286584114,-0.0849277247203,69.1191359002
PVP-VA,0.556553333333,0.532537861513,1.0286584114,-0.083920683478,68.9343670357
PVP-VA,0.55988,0.535894454185,1.0286584114,-0.0829147106633,68.749678086
PVP-VA,0.563206666667,0.539253221371,1.0286584114,-0.0819099394522,68.5650689991
PVP-VA,0.566533333333,0.542614165184,1.0286584114,-0.0809065018467,68.3805397233
PVP-VA,0.56986,0.545977287741,1.0286584114,-0.079904528696,68.1960902069
PVP-VA,0.573186666667,0.549342591161,1.0286584114,-0.0789041497165,68.0117203981
PVP-VA,0.576513333333,0.552710077566,1.0286584114,-0.0779054935117,67.8274302453
PVP-VA,0.57984,0.556079749081,1.0286584114,-0.0769086875914,67.6432196968
PVP-VA,0.583166666667,0.559451607833,1.0286584114,-0.0759138583907,67.4590887012
PVP-VA,0.586493333333,0.562825655953,1.0286584114,-0.0749211312877,67.2750372068
PVP-VA,0.58982,0.566201895574,1.0286584114,-0.0739306306221,67.0910651623
PVP-VA,0.593146666667,0.569580328831,1.0286584114,-0.0729424797117,66.9071725161
PVP-VA,0.596473333333,0.572960957863,1.0286584114,-0.0719568008699,66.7233592169
PVP-VA,0.5998,0.576343784812,1.0286584114,-0.0709737154221,66.5396252133
PVP-VA,0.603126666667,0.579728811822,1.0286584114,-0.0699933437214,66.3559704541
PVP-VA,0.606453333333,0.583116041039,1.0286584114,-0.0690158051642,66.172394888
PVP-VA,0.60978,0.586505474613,1.0286584114,-0.0680412182058,65.9888984637
PVP-VA,0.613106666667,0.589897114698,1.0286584114,-0.0670697003749,65.8054811301
PVP-VA,0.616433333333,0.593290963447,1.0286584114,-0.0661013682877,65.6221428361
PVP-VA,0.61976,0.59668702302,1.0286584114,-0.0651363376625,65.4388835306
PVP-VA,0.623086666667,0.600085295578,1.0286584114,-0.0641747233326,65.2557031626
PVP-VA,0.626413333333,0.603485783283,1.0286584114,-0.0632166392602,65.072601681
PVP-VA,0.62974,0.606888488304,1.0286584114,-0.0622621985486,64.889579035
PVP-VA,0.633066666667,0.610293412808,1.0286584114,-0.0613115134552,64.7066351736
PVP-VA,0.636393333333,0.613700558969,1.0286584114,-0.0603646954035,64.5237700459
PVP-VA,0.63972,0.617109928962,1.0286584114,-0.0594218549944,64.3409836012
PVP-VA,0.643046666667,0.620521524964,1.0286584114,-0.0584831020185,64.1582757887
PVP-VA,0.646373333333,0.623935349157,1.0286584114,-0.0575485454663,63.9756465576
PVP-VA,0.6497,0.627351403723,1.0286584114,-0.0566182935394,63.7930958573
PVP-VA,0.653026666667,0.63076969085,1.0286584114,-0.0556924536609,63.6106236371
PVP-VA,0.656353333333,0.634190212726,1.0286584114,-0.0547711324851,63.4282298464
PVP-VA,0.65968,0.637612971545,1.0286584114,-0.0538544359076,63.2459144346
PVP-VA,0.663006666667,0.6410379695,1.0286584114,-0.0529424690746,63.0636773514
PVP-VA,0.666333333333,0.644465208791,1.0286584114,-0.0520353363918,62.8815185461
PVP-VA,0.66966,0.647894691617,1.0286584114,-0.0511331415331,62.6994379683
PVP-VA,0.672986666667,0.651326420183,1.0286584114,-0.0502359874494,62.5174355678
PVP-VA,0.676313333333,0.654760396696,1.0286584114,-0.049343976376,62.3355112941
PVP-VA,0.67964,0.658196623363,1.0286584114,-0.0484572098412,62.1536650969
PVP-VA,0.682966666667,0.661635102399,1.0286584114,-0.0475757886728,61.9718969261
PVP-VA,0.686293333333,0.665075836018,1.0286584114,-0.0466998130057,61.7902067313
PVP-VA,0.68962,0.668518826439,1.0286584114,-0.0458293822889,61.6085944624
PVP-VA,0.692946666667,0.671964075882,1.0286584114,-0.0449645952911,61.4270600694
PVP-VA,0.696273333333,0.675411586572,1.0286584114,-0.0441055501075,61.245603502
PVP-VA,0.6996,0.678861360736,1.0286584114,-0.0432523441653,61.0642247104
PVP-VA,0.702926666667,0.682313400603,1.0286584114,-0.0424050742291,60.8829236444
PVP-VA,0.706253333333,0.685767708406,1.0286584114,-0.0415638364058,60.7017002542
PVP-VA,0.70958,0.689224286381,1.0286584114,-0.0407287261494,60.5205544898
PVP-VA,0.712906666667,0.692683136767,1.0286584114,-0.0398998382654,60.3394863014
PVP-VA,0.716233333333,0.696144261805,1.0286584114,-0.0390772669146,60.1584956391
PVP-VA,0.71956,0.69960766374,1.0286584114,-0.0382611056169,59.9775824532
PVP-VA,0.722886666667,0.70307334482,1.0286584114,-0.037451447254,59.796746694
PVP-VA,0.726213333333,0.706541307294,1.0286584114,-0.0366483840728,59.6159883116
PVP-VA,0.72954,0.710011553417,1.0286584114,-0.0358520076873,59.4353072565
PVP-VA,0.732866666667,0.713484085444,1.0286584114,-0.0350624090807,59.2547034792
PVP-VA,0.736193333333,0.716958905635,1.0286584114,-0.0342796786071,59.0741769299
PVP-VA,0.73952,0.720436016253,1.0286584114,-0.0335039059923,58.8937275592
PVP-VA,0.742846666667,0.723915419562,1.0286584114,-0.0327351803343,58.7133553176
PVP-VA,0.746173333333,0.727397117832,1.0286584114,-0.0319735901039,58.5330601556
PVP-VA,0.7495,0.730881113333,1.0286584114,-0.0312192231438,58.3528420239
PVP-VA,0.752826666667,0.73436740834,1.0286584114,-0.0304721666679,58.1727008731
PVP-VA,0.756153333333,0.73785600513,1.0286584114,-0.0297325072598,57.9926366539
PVP-VA,0.75948,0.741346905984,1.0286584114,-0.0290003308705,57.8126493171
PVP-VA,0.762806666667,0.744840113184,1.0286584114,-0.028275722816,57.6327388133
PVP-VA,0.766133333333,0.748335629017,1.0286584114,-0.0275587677742,57.4529050934
PVP-VA,0.76946,0.751833455773,1.0286584114,-0.02684954978,57.2731481083
PVP-VA,0.772786666667,0.755333595745,1.0286584114,-0.0261481522218,57.0934678088
PVP-VA,0.776113333333,0.758836051226,1.0286584114,-0.0254546578348,56.9138641459
PVP-VA,0.77944,0.762340824516,1.0286584114,-0.0247691486959,56.7343370706
PVP-VA,0.782766666667,0.765847917917,1.0286584114,-0.0240917062155,56.5548865339
PVP-VA,0.786093333333,0.769357333733,1.0286584114,-0.0234224111304,56.3755124869
PVP-VA,0.78942,0.772869074272,1.0286584114,-0.0227613434941,56.1962148806
PVP-VA,0.792746666667,0.776383141844,1.0286584114,-0.0221085826671,56.0169936662
PVP-VA,0.796073333333,0.779899538763,1.0286584114,-0.0214642073058,55.8378487949
PVP-VA,0.7994,0.783418267346,1.0286584114,-0.02082829535,55.658780218
PVP-VA,0.802726666667,0.786939329913,1.0286584114,-0.0202009240091,55.4797878866
PVP-VA,0.806053333333,0.790462728787,1.0286584114,-0.0195821697478,55.3008717522
PVP-VA,0.80938,0.793988466294,1.0286584114,-0.0189721082689,55.1220317661
PVP-VA,0.812706666667,0.797516544763,1.0286584114,-0.0183708144956,54.9432678796
PVP-VA,0.816033333333,0.801046966526,1.0286584114,-0.0177783625517,54.7645800442
PVP-VA,0.81936,0.804579733918,1.0286584114,-0.0171948257397,54.5859682114
PVP-VA,0.822686666667,0.808114849279,1.0286584114,-0.0166202765172,54.4074323327
PVP-VA,0.826013333333,0.81165231495,1.0286584114,-0.0160547864712,54.2289723597
PVP-VA,0.82934,0.815192133275,1.0286584114,-0.0154984262891,54.0505882439
PVP-VA,0.832666666667,0.818734306602,1.0286584114,-0.014951265728,53.8722799371
PVP-VA,0.835993333333,0.822278837282,1.0286584114,-0.014413373581,53.6940473908
PVP-VA,0.83932,0.825825727669,1.0286584114,-0.0138848176393,53.5158905569
PVP-VA,0.842646666667,0.82937498012,1.0286584114,-0.0133656646523,53.337809387
PVP-VA,0.845973333333,0.832926596996,1.0286584114,-0.0128559802824,53.1598038331
PVP-VA,0.8493,0.83648058066,1.0286584114,-0.0123558290563,52.9818738469
PVP-VA,0.852626666667,0.840036933479,1.0286584114,-0.0118652743114,52.8040193803
PVP-VA,0.855953333333,0.843595657822,1.0286584114,-0.011384378137,52.6262403853
PVP-VA,0.85928,0.847156756063,1.0286584114,-0.010913201309,52.4485368139
PVP-VA,0.862606666667,0.850720230577,1.0286584114,-0.0104518032191,52.270908618
PVP-VA,0.865933333333,0.854286083744,1.0286584114,-0.0100002417954,52.0933557497
PVP-VA,0.86926,0.857854317946,1.0286584114,-0.00955857341573,51.9158781611
PVP-VA,0.872586666667,0.861424935569,1.0286584114,-0.00912685281119,51.7384758043
PVP-VA,0.875913333333,0.864997939002,1.0286584114,-0.00870513295922,51.5611486315
PVP-VA,0.87924,0.868573330637,1.0286584114,-0.00829346496478,51.383896595
PVP-VA,0.882566666667,0.872151112868,1.0286584114,-0.00789189792804,51.2067196469
PVP-VA,0.885893333333,0.875731288095,1.0286584114,-0.00750047879651,51.0296177396
PVP-VA,0.88922,0.879313858718,1.0286584114,-0.00711925219952,50.8525908254
PVP-VA,0.892546666667,0.882898827144,1.0286584114,-0.00674826026231,50.6756388566
PVP-VA,0.895873333333,0.88648619578,1.0286584114,-0.00638754239671,50.4987617858
PVP-VA,0.8992,0.890075967036,1.0286584114,-0.00603713506446,50.3219595654
PVP-VA,0.902526666667,0.893668143329,1.0286584114,-0.0056970715089,50.1452321478
PVP-VA,0.905853333333,0.897262727075,1.0286584114,-0.00536738144955,49.9685794856
PVP-VA,0.90918,0.900859720695,1.0286584114,-0.00504809073288,49.7920015313
PVP-VA,0.912506666667,0.904459126614,1.0286584114,-0.00473922093164,49.6154982377
PVP-VA,0.915833333333,0.908060947259,1.0286584114,-0.00444078888249,49.4390695573
PVP-VA,0.91916,0.911665185062,1.0286584114,-0.00415280615016,49.2627154428
PVP-VA,0.922486666667,0.915271842455,1.0286584114,-0.00387527840279,49.0864358471
PVP-VA,0.925813333333,0.918880921877,1.0286584114,-0.00360820467944,48.9102307228
PVP-VA,0.92914,0.922492425767,1.0286584114,-0.00335157652563,48.7341000227
PVP-VA,0.932466666667,0.92610635657,1.0286584114,-0.00310537696586,48.5580436998
PVP-VA,0.935793333333,0.929722716733,1.0286584114,-0.00286957927293,48.382061707
PVP-VA,0.93912,0.933341508707,1.0286584114,-0.00264414548132,48.2061539971
PVP-VA,0.942446666667,0.936962734944,1.0286584114,-0.00242902457468,48.0303205232
PVP-VA,0.945773333333,0.940586397902,1.0286584114,-0.00222415025292,47.8545612382
PVP-VA,0.9491,0.944212500042,1.0286584114,-0.00202943814977,47.6788760953
PVP-VA,0.952426666667,0.947841043827,1.0286584114,-0.00184478232053,47.5032650475
PVP-VA,0.955753333333,0.951472031723,1.0286584114,-0.00167005074412,47.3277280479
PVP-VA,0.95908,0.955105466202,1.0286584114,-0.00150507946728,47.1522650498
PVP-VA,0.962406666667,0.958741349737,1.0286584114,-0.00134966483611,46.9768760063
PVP-VA,0.965733333333,0.962379684805,1.0286584114,-0.00120355296384,46.8015608707
PVP-VA,0.96906,0.966020473885,1.0286584114,-0.00106642508332,46.6263195963
PVP-VA,0.972386666667,0.969663719463,1.0286584114,-0.000937876552336,46.4511521364
PVP-VA,0.975713333333,0.973309424024,1.0286584114,-0.000817385645735,46.2760584444
PVP-VA,0.97904,0.976957590059,1.0286584114,-0.000704265039996,46.1010384737
PVP-VA,0.982366666667,0.980608220062,1.0286584114,-0.000597581997304,45.9260921778
PVP-VA,0.985693333333,0.98426131653,1.0286584114,-0.000496016959432,45.7512195101
PVP-VA,0.98902,0.987916881963,1.0286584114,-0.000397586225778,45.5764204242
PVP-VA,0.992346666667,0.991574918865,1.0286584114,-0.000299010134282,45.4016948737
PVP-VA,0.995673333333,0.995235429744,1.0286584114,-0.000193863099412,45.2270428121
PVP-VA,0.999,0.99889841711,1.0286584114,-6.28577920563e-05,45.0524641931
Soluplus,0.001,0.000846284043699,0.635347842335,-0.00545698774399,69.9771819064
Soluplus,0.00432666666667,0.00366346419309,0.635347842335,-0.0182610642976,69.9012450139
Soluplus,0.00765333333333,0.00648353137848,0.635347842335,-0.0286284715204,69.8252639568
Soluplus,0.01098,0.0093064900401,0.635347842335,-0.0377462182664,69.7492386964
Soluplus,0.0143066666667,0.0121323446273,0.635347842335,-0.0460121993907,69.6731691942
Soluplus,0.0176333333333,0.0149610995984,0.635347842335,-0.0536315047892,69.5970554115
Soluplus,0.02096,0.0177927594211,0.635347842335,-0.0607298760233,69.5208973097
Soluplus,0.0242866666667,0.0206273285723,0.635347842335,-0.0673924306692,69.4446948501
Soluplus,0.0276133333333,0.0234648115378,0.635347842335,-0.0736806492266,69.3684479938
Soluplus,0.03094,0.026305212813,0.635347842335,-0.0796410316679,69.2921567022
Soluplus,0.0342666666667,0.0291485369022,0.635347842335,-0.0853099807934,69.2158209362
Soluplus,0.0375933333333,0.0319947883193,0.635347842335,-0.0907167688808,69.1394406571
Soluplus,0.04092,0.0348439715873,0.635347842335,-0.0958854449609,69.0630158258
Soluplus,0.0442466666667,0.0376960912385,0.635347842335,-0.100836117233,68.9865464035
Soluplus,0.0475733333333,0.0405511518147,0.635347842335,-0.105585847311,68.910032351
Soluplus,0.0509,0.043409157867,0.635347842335,-0.110149292918,68.8334736292
Soluplus,0.0542266666667,0.0462701139558,0.635347842335,-0.114539181693,68.7568701991
Soluplus,0.0575533333333,0.0491340246511,0.635347842335,-0.118766668198,68.6802220214
Soluplus,0.06088,0.0520008945322,0.635347842335,-0.122841608021,68.603529057
Soluplus,0.0642066666667,0.0548707281879,0.635347842335,-0.126772771726,68.5267912666
Soluplus,0.0675333333333,0.0577435302165,0.635347842335,-0.130568014297,68.4500086108
Soluplus,0.07086,0.0606193052259,0.635347842335,-0.134234411072,68.3731810503
Soluplus,0.0741866666667,0.0634980578334,0.635347842335,-0.137778368058,68.2963085457
Soluplus,0.0775133333333,0.066379792666,0.635347842335,-0.141205712401,68.2193910576
Soluplus,0.08084,0.0692645143601,0.635347842335,-0.144521767262,68.1424285464
Soluplus,0.0841666666667,0.072152227562,0.635347842335,-0.14773141434,68.0654209727
Soluplus,0.0874933333333,0.0750429369274,0.635347842335,-0.150839146467,67.9883682967
Soluplus,0.09082,0.0779366471218,0.635347842335,-0.153849112189,67.911270479
Soluplus,0.0941466666667,0.0808333628203,0.635347842335,-0.156765153789,67.8341274798
Soluplus,0.0974733333333,0.0837330887077,0.635347842335,-0.159590839917,67.7569392593
Soluplus,0.1008,0.0866358294787,0.635347842335,-0.162329493759,67.6797057779
Soluplus,0.104126666667,0.0895415898376,0.635347842335,-0.164984217469,67.6024269956
Soluplus,0.107453333333,0.0924503744986,0.635347842335,-0.167557913471,67.5251028726
Soluplus,0.11078,0.0953621881857,0.635347842335,-0.170053303116,67.4477333691
Soluplus,0.114106666667,0.0982770356327,0.635347842335,-0.172472943087,67.370318445
Soluplus,0.117433333333,0.101194921583,0.635347842335,-0.174819239892,67.2928580603
Soluplus,0.12076,0.104115850791,0.635347842335,-0.177094462698,67.215352175
