degrader_total_nM,penalty_kcal_mol,free_pool_48h_nM,chromatin_pool_48h_nM,total_48h_nM,degraded_nM,synthesized_nM
100.0,2.0,22.788855127540476,28.46682158294154,51.25567671048202,168.74432328996332,120.00000000000003
146.77992676220674,2.0,23.549929369795887,27.212622683654473,50.762552053450364,169.23744794667596,120.00000000000003
215.44346900318823,2.0,25.617892447725488,27.108058036343785,52.72595048406927,167.27404951585348,119.99999999999999
316.22776601683796,2.0,29.024474954946086,27.63833086604014,56.66280582098622,163.33719417887463,119.99999999999997
464.1588833612773,2.0,33.734936329368146,28.21899888773528,61.95393521710343,158.04606478255693,119.99999999999997
681.2920690579608,2.0,39.55304901701021,28.39327071842751,67.94631973543773,152.05368026442798,120.00000000000004
1000.0,2.0,46.04277039704289,27.989984688235456,74.03275508527834,145.96724491461424,120.0
1467.7992676220676,2.0,52.59622700685089,27.118116688743477,79.71434369559437,140.28565630417805,119.99999999999991
2154.4346900318824,2.0,58.63437644452924,26.019369052074953,84.65374549660419,135.34625450324256,120.00000000000001
3162.2776601683795,2.0,63.780693922674246,24.917266093292383,88.69796001596663,131.30203998401933,119.99999999999999
4641.588833612773,2.0,67.9034250611281,23.948478283266972,91.85190334439508,128.14809665556433,120.00000000000003
6812.920690579608,2.0,71.05474936319402,23.16547194740445,94.22022131059848,125.77977868950256,120.0
10000.0,2.0,73.38214957713724,22.566740101219434,95.94888967835668,124.05111032164979,119.99999999999999
0.0,4.0,37.77761876957275,62.222381230427246,100.0,119.99999999999997,119.99999999999997
0.01,4.0,37.77261113275412,62.213303077462065,99.98591421021618,120.01408578978369,120.0
0.014677992676220698,4.0,37.77026909040795,62.209057284350386,99.97932637475833,120.02067362524163,120.00000000000001
0.021544346900318832,4.0,37.76683207729585,62.20282639337624,99.9696584706721,120.03034152932794,119.99999999999997
0.03162277660168379,4.0,37.7617885320339,62.19368309236537,99.95547162439927,120.04452837560063,120.00000000000001
0.046415888336127774,4.0,37.75438858348847,62.18026755959225,99.93465614308073,120.06534385691896,120.00000000000009
0.06812920690579612,4.0,37.743533148152835,62.160587191892276,99.90412034004511,120.09587965995465,119.99999999999999
0.1,4.0,37.727613128897175,62.13172369875705,99.85933682765423,120.14066317234578,119.99999999999999
0.1467799267622069,4.0,37.70427478455787,62.08940830397295,99.79368308853083,120.20631691146912,119.99999999999999
0.21544346900318834,4.0,37.670081321327935,62.027406251369705,99.69748757269764,120.30251242730272,120.00000000000003
0.31622776601683794,4.0,37.62002676416148,61.93663282273844,99.55665958689991,120.44334041309997,120.00000000000003
0.46415888336127775,4.0,37.546845877936285,61.803896596630274,99.35074247456656,120.64925752543321,119.99999999999999
0.6812920690579611,4.0,37.44005140601405,61.61014157398085,99.0501929799949,120.94980702001104,120.00000000000003
1.0,4.0,37.28462756092971,61.3280506679795,98.6126782289092,121.38732177109982,119.99999999999999
1.467799267622069,4.0,37.059335359825134,60.91891600123743,97.97825136106256,122.02174863895219,120.0
2.154434690031882,4.0,36.73469076714626,60.32885000816149,97.06354077530776,122.93645922471873,120.0
3.1622776601683795,4.0,36.27094713559028,59.48486804388779,95.75581517947808,124.24418482056224,119.99999999999993
4.6415888336127775,4.0,35.617017967311234,58.29239907345261,93.90941704076384,126.09058295931153,120.00000000000004
6.812920690579608,4.0,34.71246144375265,56.63778997104386,91.3502514147965,128.64974858535382,119.99999999999999
10.0,4.0,33.49658309665083,54.402671762430515,87.89925485908134,132.10074514121249,120.0
14.67799267622069,4.0,31.93087633474536,51.500704833180805,83.43158116792617,136.5684188322553,119.99999999999993
21.54434690031882,4.0,30.040369405841368,47.94600666811894,77.98637607396032,142.01362392618356,120.0
31.622776601683793,4.0,27.96816641576053,43.942964235924535,71.91113065168506,148.0888693484246,119.99999999999994
46.41588833612777,4.0,26.00843322463926,39.9361507099118,65.94458393455106,154.05541606549153,120.00000000000007
68.12920690579608,4.0,24.5602950308371,36.51535743066027,61.07565246149737,158.92434753851836,119.99999999999997
100.0,4.0,23.999371431968886,34.15621908442883,58.15559051639771,161.84440948361032,119.99999999999999
146.77992676220674,4.0,24.57499285826338,32.976561214260464,57.55155407252384,162.4484459274757,120.0
215.44346900318823,4.0,26.418343520843223,32.69448249821679,59.112826019060016,160.88717398093263,119.99999999999999
316.22776601683796,4.0,29.59718850408546,32.77175313232192,62.36894163640738,157.63105836356763,120.00000000000003
464.1588833612773,4.0,34.10739529056681,32.64961136544457,66.75700665601138,153.24299334396193,120.0
681.2920690579608,4.0,39.774017406500285,31.982257661817094,71.75627506831738,148.24372493167147,120.0
1000.0,4.0,46.16452159769944,30.742019886483504,76.90654148418295,143.09345851580878,120.00000000000001
1467.7992676220676,4.0,52.660000637079094,29.142186609833168,81.80218724691227,138.19781275307543,119.99999999999997
2154.4346900318824,4.0,58.666732628988605,27.465830648235638,86.13256327722425,133.86743672276344,120.0
3162.2776601683795,4.0,63.79676853389418,25.93198393926927,89.72875247316345,130.27124752682198,119.99999999999997
4641.588833612773,4.0,67.91128735158686,24.652238313918282,92.56352566550515,127.43647433448506,120.00000000000003
6812.920690579608,4.0,71.0585472027894,23.65021618085989,94.70876338364928,125.2912366163412,120.0
10000.0,4.0,73.38396580803584,22.89925005837024,96.28321586640608,123.71678413358089,120.00000000000004
