scenario,time_h,F_nM,C_nM,P_nM,E_nM,PF_nM,PC_nM,EP_nM,EFP_nM,ECP_nM,target_degraded_nM,target_synthesized_nM
baseline,3.25,19.079953530079315,40.160197855936616,56.47082251635873,8.538909724365444,9.872234657898064,22.195852550108533,7.363591144098419,2.9773689582613327,1.1201301735665152,12.719262274441348,8.124999999999998
baseline,3.5,19.018820766894546,39.83630982091972,56.581902348679364,8.508166535035494,9.862926614422959,22.06333757193307,7.35219644611791,3.030902318968732,1.108734700203666,13.828968206983124,8.749999999999996
baseline,3.75,18.959024677246752,39.517955977342446,56.69890038484733,8.48462809388678,9.854265768914873,21.931461940124485,7.343355383428952,3.07387426259849,1.098142260439077,14.940275113687191,9.374999999999998
baseline,4.0,18.90003131446815,39.204430385564685,56.819157071433494,8.466135153201066,9.84614211211463,21.800835969652844,7.337380837659796,3.108214247423381,1.088269762119012,16.052076209060566,9.999999999999998
baseline,4.25,18.841489105977587,38.89536211974371,56.94106363992773,8.451197511718258,9.838390602533574,21.671743269256854,7.334266674032485,3.1355055930953686,1.0790302215906997,17.16347908823903,10.624999999999998
baseline,4.5,18.783160429516478,38.59055323720649,57.06364567010718,8.438782894949508,9.830840969520493,21.544296255321736,7.333833024095938,3.1570435034786577,1.0703405779190254,18.273765027480255,11.25
baseline,4.75,18.724882058274027,38.28989172721665,57.18631342241064,8.428173353767816,9.823339856775656,21.418520074581423,7.335816303990626,3.1738849508716025,1.0621253918145501,19.382355940910696,11.875
baseline,5.0,18.666541615911896,37.993305649211294,57.30871143775433,8.418867436627876,9.815758760223384,21.294397238650063,7.339923417781492,3.1868909202912237,1.05431822574526,20.48878759041274,12.499999999999998
baseline,5.25,18.608062909608037,37.700739477223465,57.43062697145386,8.41051313209031,9.807995072257414,21.17189108837893,7.345863259176527,3.196761854333936,1.0468617548441115,21.592687843798995,13.125
baseline,5.5,18.54939644506841,37.41214267902654,57.5519347076639,8.40286222423195,9.799969941888838,21.050957574679114,7.353363544623238,3.2040670341897286,1.0397071974007634,22.693759128192298,13.75
baseline,5.75,18.490512815053428,37.12746434319864,57.67256230731312,8.395738601007023,9.791625068060364,20.931551225633434,7.362179030329406,3.2092689176508498,1.0328134514580674,23.791764179390565,14.375
baseline,6.0,18.431397973177074,36.84665121579581,57.79246947907367,8.389016507799301,9.782919238016898,20.81362779070863,7.3720942349198895,3.2127431397678605,1.0261461179583136,24.886514525020782,15.000000000000002
baseline,6.25,18.372049698054983,36.5696473311296,57.91163524427313,8.382605648448282,9.773825129373334,20.697145274801716,7.382923008728481,3.214794806598641,1.0196765366700298,25.977861223817133,15.625000000000002
baseline,6.5,18.312474819435792,36.29639427497234,58.030049839202306,8.376440644711026,9.76432653099156,20.582064274517048,7.394506586100037,3.2156718727506224,1.013380896883655,27.06568733089432,16.25
baseline,6.75,18.252687052063155,36.02683178947185,58.14770989676899,8.37047377406783,9.754415983717537,20.468347893581193,7.406710766220209,3.215576019269014,1.0072394408882956,28.149901821454307,16.875
baseline,7.0,18.192705271825265,35.76089841255771,58.26461555266214,8.364669938998386,9.744092852622693,20.355961533713433,7.419422839176166,3.214671447217349,1.0012357750534717,29.23043470745546,17.499999999999996
baseline,7.25,18.132552129077304,35.4985320499983,58.38076865724066,8.359003090322236,9.733361765506736,20.244872667574732,7.432548608974113,3.213092016785362,0.995356284363639,30.307233087139277,18.124999999999996
baseline,7.5,18.07225293211989,35.239670478011504,58.496171727042295,8.353453677013214,9.72223134176528,20.13505060820552,7.446009611884572,3.2109470751019034,0.9895896364456532,31.380257928795587,18.749999999999996
baseline,7.75,18.011834759478766,34.984251751273675,58.61082738781479,8.34800687623264,9.710713183158523,20.026466305259216,7.459740611974486,3.208326142531917,0.9839263697063068,32.44948148903695,19.374999999999996
baseline,8.0,17.951325758080547,34.73221451502574,58.724738081577996,8.342651340243417,9.698821080044125,19.919092178621174,7.473687433561276,3.205302671185528,0.9783585554551305,33.5148852420331,19.999999999999996
baseline,8.25,17.890754584679627,34.48349824522165,58.837905918570335,8.337378274117922,9.686570377001628,19.81290197854584,7.487805102856611,3.2019371046629668,0.9728795188078483,34.576458191525795,20.624999999999996
baseline,8.5,17.830149962705114,34.23804343140035,58.950332633073245,8.332180765198387,9.673977465664995,19.707870666460025,7.502056251318084,3.1982793761552446,0.9674836077736313,35.63419549028598,21.25
baseline,8.75,17.769540342897958,33.995791704680116,59.062019602536495,8.327053312611387,9.661059392581238,19.603974317493527,7.516409781252594,3.1943708996616276,0.9621660069197429,36.68809733621113,21.874999999999996
baseline,9.0,17.708953648465467,33.756685922505156,59.17296789075047,8.321991488986596,9.647833558248738,19.50119003998726,7.53083977067016,3.190246152904813,0.9569225878837806,37.738168090450124,22.499999999999996
baseline,9.25,17.64841707645902,33.520670226892854,59.283178297196876,8.31699167710169,9.634317475113074,19.39949590479161,7.545324548287067,3.185933990332187,0.951749784724405,38.7844155421322,23.125
baseline,9.5,17.58795695520943,33.287690076292485,59.392651411777564,8.312050880871139,9.620528584641917,19.29887088445153,7.559845940616374,3.181458684377897,0.9466444945799397,39.826850320892135,23.75
baseline,9.75,17.52759863887183,33.057692260292015,59.501387668987434,8.307166581748707,9.606484113599977,19.199294799161173,7.574388638795399,3.1768407844922772,0.9416039954089674,40.8654854086191,24.375000000000004
baseline,10.0,17.467366437847147,32.83062489832263,59.60938739741605,8.302336634542788,9.592200967955748,19.100748269170868,7.588939686312594,3.1720977992135113,0.9366258803764566,41.900335747558984,25.000000000000004
baseline,10.25,17.407283577900298,32.60643742675005,59.71665086201902,8.297559190722124,9.577695656638863,19.003212672064116,7.603488069323038,3.1672447346708994,0.931708005729291,42.93141792669182,25.625000000000007
baseline,10.5,17.34737217730798,32.38508057943401,59.823178299705006,8.292832637105205,9.562984234221,18.906670103179074,7.618024376414128,3.1622945394078843,0.9268484475181339,43.95874991937726,26.250000000000007
baseline,10.75,17.28765323849599,32.16650636301022,59.92896994965822,8.288155547683905,9.548082259179244,18.811103338846316,7.632540515727585,3.1572584711761356,0.922045465857728,44.98235086387971,26.87500000000001
baseline,11.0,17.2281466542265,31.950668026973286,60.034026078213486,8.283526648978167,9.533004768045322,18.716495802719237,7.647029491128402,3.152146383442773,0.9172974768960102,46.00224088814222,27.50000000000001
baseline,11.25,17.16887121917873,31.737520032227682,60.13834700078302,8.278944789755451,9.517766255595228,18.62283153337708,7.6614852028756655,3.146966980013754,0.9126030278004815,47.01844095225239,28.125000000000007
baseline,11.5,17.10984465463589,31.5270180156534,60.24193309738073,8.27440892215565,9.502380669736695,18.5300951550381,7.6759023064345815,3.141727992783405,0.9079607790717146,48.03097273352614,28.750000000000007
baseline,11.75,17.051083636608308,31.31911875451224,60.34478482481137,8.269918085232385,9.486861410823941,18.438271849596948,7.690276092863454,3.136436333053329,0.9033694892961835,49.0398585265544,29.375000000000007
baseline,12.0,16.992603826628038,31.11378013083692,60.44690272632365,8.265471391080483,9.471221334745664,18.347347330011043,7.704602387640283,3.131098219621752,0.8988280021028345,50.0451211564991,30.000000000000004
baseline,12.25,16.934419904862317,30.910961095788807,60.54828743911467,8.261068013607757,9.455472759466458,18.257307815026504,7.71887746628826,3.125719285297674,0.8943352352516614,51.046783904751926,30.625000000000004
baseline,12.5,16.876545605265253,30.71062163412287,60.648939699781636,8.256707179821724,9.439627474784501,18.168140005255463,7.73309798607341,3.1203046628036373,0.8898901717465802,52.04487044646704,31.250000000000004
baseline,12.75,16.818993752186863,30.512722729151086,60.74886034779129,8.252388163268712,9.423696754820869,18.07983106065642,7.747260932630651,3.1148590518164156,0.8854918527295738,53.03940479908412,31.875000000000004
baseline,13.0,16.76177629670913,30.31722632823449,60.84805032848043,8.24811027765996,9.407691370739265,17.992368578440132,7.761363569389852,3.1093867827115,0.8811393706840418,54.03041127292679,32.5
baseline,13.25,16.704904354374907,30.12409530916656,60.946510693628696,8.24387287308868,9.391621606623202,17.905740572836656,7.77540340525061,3.1038918572677194,0.876831864838343,55.01791443533796,33.12500000000001
baseline,13.5,16.64838824168391,29.933293447992472,61.044242601304006,8.239675332349801,9.375497275240479,17.819935455805197,7.789378166325414,3.0983779847811004,0.8725685169890354,56.001939077953146,33.75000000000001
baseline,13.75,16.592237511547953,29.744785387616925,61.14124731574151,8.235517067304912,9.359327733334018,17.73494201822927,7.803285767932307,3.0928486178008296,0.8683485474073024,56.98251018450905,34.37500000000001
baseline,14.0,16.53646098833862,29.558536607441116,61.23752620632524,8.23139751618199,9.343121897660723,17.650749412195914,7.817124293512625,3.087306979141359,0.8641712116093766,57.959652904058245,35.000000000000014
baseline,14.25,16.4810668021892,29.3745133937952,61.33308074627791,8.22731614106156,9.326888260941644,17.567347133841896,7.830891975648136,3.081756086357186,0.8600357973784689,58.93339252594175,35.625000000000014
baseline,14.5,16.426062421368048,29.192682812454745,61.42791251063255,8.223272426191427,9.310634907726358,17.484725007832406,7.844587183286182,3.076198768367751,0.8559416225999924,59.90375446009605,36.250000000000014
baseline,14.75,16.371454684589356,29.01301268119751,61.522023174244474,8.219265876189825,9.294369530138683,17.402873171806554,7.858208408526635,3.0706376827431945,0.8518880329856969,60.87076421698436,36.875000000000014
baseline,15.0,16.31724983272627,28.835471542721734,61.615414509875386,8.215296014142321,9.278099443303196,17.321782060963624,7.871754252871957,3.065075333646727,0.8478743997843443,61.834447387299456,37.50000000000001
baseline,15.25,16.263453538349708,28.66002864006838,61.70808838530652,8.211362380691122,9.261831600764149,17.241442394620346,7.8852234214583845,3.0595140798381504,0.8439001184576945,62.794829628346925,38.12500000000001
baseline,15.5,16.210070931786067,28.486653894674916,61.80004676057394,8.207464533042351,9.24557260822474,17.16184516424356,7.898614717489963,3.0539561424642363,0.8399646074488002,63.75193665160303,38.75000000000001
baseline,15.75,16.15710663375518,28.315317878614756,61.89129168604872,8.203602043144414,9.229328739394582,17.082981617701005,7.911927028533825,3.048403622896216,0.836067305870897,64.70579420221272,39.37500000000001
baseline,16.0,16.104564774836895,28.14599179849773,61.98182529889821,8.199774497664425,9.213105947569577,17.00484325119653,7.925159329286232,3.0428585001114685,0.8322076733832267,65.65642805484994,40.00000000000001
baseline,16.25,16.052449025749933,27.978647469655343,62.07164982106347,8.195981496376787,9.196909880563037,16.92742179475017,7.938310669640145,3.037322646277348,0.828385188151073,66.60386399529845,40.62500000000001
baseline,16.5,16.000762619247705,27.813257297683347,62.16076755631499,8.192222651625057,9.180745892804406,16.85070920250554,7.951380172562894,3.0317978301454884,0.8245993461119129,67.54812781194696,41.250000000000014
baseline,16.75,15.949508371842573,27.649794259853678,62.249180887661616,8.188497587633245,9.16461905712482,16.774697642846693,7.964367029974242,3.026285722786385,0.8208496600514811,68.48924528593973,41.875000000000014
baseline,17.0,15.898688708685293,27.488231884095008,62.33689227467429,8.184805939613689,9.148534177898446,16.69937948704083,7.977270497529159,3.020787904869074,0.8171356584334314,69.42724217942327,42.50000000000001
baseline,17.25,15.848305680464055,27.328544234350844,62.42390425079371,8.181147353457805,9.132495800825197,16.62474730183878,7.990089893586599,3.015305868463781,0.8134568849371685,70.36214422956553,43.12500000000001
baseline,17.5,15.798360992697594,27.170705885937103,62.51021942074393,8.177521484484924,9.116508227922775,16.550793835818105,8.00282459109215,3.009841028003029,0.8098128968652493,71.29397713320151,43.75000000000001
baseline,17.75,15.748856007764836,27.014691922735825,62.59584045793213,8.173927998054905,9.100575520922074,16.477512019200585,8.01547402348309,3.004394713080227,0.8062032658271299,72.22276655091468,44.37500000000001
baseline,18.0,15.69979178814232,26.860477901530732,62.680770101700794,8.170366567521173,9.084701522267304,16.40489494355296,8.028037670668931,2.9989681871211045,0.8026275751341433,73.14853808269679,45.00000000000001
baseline,18.25,15.651169081770602,26.70803986210974,62.76501115543045,8.166836875519868,9.068889850749162,16.332935869340144,8.040515069286444,2.9935626342693635,0.7990854213696762,74.07131728083667,45.62500000000001
baseline,18.5,15.602988372781635,26.557354286001612,62.84856648308789,8.163338611833971,9.05314392642797,16.261628202317997,8.05290579881058,2.988179178163964,0.7955764116368363,74.99112962311534,46.25000000000001
baseline,18.75,15.555249865695332,26.408398107105405,62.931439008168425,8.1598714743376,9.037466964772772,16.19096550139629,8.06520948819506,2.9828188731806327,0.7921001647320589,75.90800052356286,46.87500000000001
baseline,19.0,15.507953524394676,26.261148679866984,63.013631710070996,8.156435167683814,9.021861996886388,16.120941460726318,8.077425808451533,2.9774827148956393,0.7886563094143648,76.82195531426099,47.500000000000014
baseline,19.25,15.461099072112626,26.11558377744538,63.09514762277698,8.153029403398028,9.00633187061207,16.05154991000887,8.08955447308259,2.972171639449515,0.7852444845152211,77.73301924630168,48.125000000000014
baseline,19.5,15.414686010084584,25.971681575612813,63.17598983224173,8.1496538993693,8.990879260989633,15.982784806137824,8.101595235556934,2.9668865272754763,0.7818643382436428,78.64121748210138,48.750000000000014
baseline,19.75,15.368713633075776,25.829420639019283,63.2561614740319,8.14630837944413,8.975506679188001,15.914640226224117,8.11354788719971,2.961628206173261,0.7785155276282518,79.54657508913667,49.375000000000014
baseline,20.0,15.323181034016276,25.688779915754644,63.33566573177005,8.14299257334987,8.960216475916978,15.847110365662733,8.125412256564653,2.9563974521244862,0.7751977184063432,80.4491170385639,50.000000000000014
baseline,20.25,15.278087126308973,25.54973871848421,63.41450583427005,8.139706216065683,8.945010853653873,15.78018952814165,8.137188206396974,2.9511949938235262,0.7719105841591682,81.34886819587396,50.625000000000014
baseline,20.5,15.233430639577747,25.412276725819428,63.492685054606206,8.136449048077536,8.92989186577962,15.713872127691598,8.148875634697408,2.946021511059225,0.7686538066111839,82.24585332390656,51.250000000000014
baseline,20.75,15.18921015616049,25.276373952539803,63.57020670624512,8.133220814222776,8.914861435722882,15.64815267225466,8.160474468887141,2.9408776432029278,0.7654270741325074,83.14009706643209,51.875000000000014
baseline,21.0,15.145424091683243,25.142010762606272,63.64707414331948,8.130021264444311,8.899921348566798,15.58302577255793,8.171984669340418,2.9357639840033527,0.7622300826572683,84.03162395837049,52.500000000000014
baseline,21.25,15.102070720663066,25.00916784771945,63.72329075747954,8.12685015304046,8.885073264898654,15.51848613066216,8.18340622562135,2.930681087089842,0.7590625346936988,84.92045841471848,53.125000000000014
baseline,21.5,15.059148196894405,24.87782620986994,63.79885997513805,8.123707238091232,8.870318732079872,15.454528530873201,8.194739153581324,2.9256294702152355,0.7559241385575612,85.80662472195515,53.75000000000001
baseline,21.75,15.016654521218118,24.74796718409804,63.873785259252664,8.12059228247021,8.855659168797585,15.391147854419854,8.205983499543274,2.9206096087703797,0.7528146096614876,86.69014705347989,54.37500000000001
baseline,22.0,14.974587602538675,24.619572390020444,63.94807010278268,8.117505052126786,8.84109589741282,15.328339051931179,8.21713933262229,2.915621947454943,0.7497336682413318,87.57104944284596,55.00000000000001
baseline,22.25,14.932945232184593,24.492623749545267,64.02171803011424,8.114445316850057,8.826630131519778,15.266097155215931,8.22820674759732,2.9106668956592485,0.7466810403387253,88.44935579598182,55.62500000000001
baseline,22.5,14.891725087287393,24.36710348242867,64.09473259592717,8.111412850184752,8.812262978320101,15.20441727593737,8.239185864106615,2.9057448284774208,0.7436564576765635,89.32508989031784,56.25000000000001
baseline,22.75,14.850924767730646,24.242994076172703,64.16711738041855,8.108407428481986,8.797995459267296,15.143294588796033,8.250076822573154,2.900856093022042,0.7406596563681677,90.19827535908847,56.87500000000001
baseline,23.0,14.810541773060278,24.120278301841687,64.23887599097758,8.1054288315261,8.783828498263654,15.082724342284763,8.260879786239506,2.896001004936106,0.7376903777436394,91.06893570231523,57.50000000000001
baseline,23.25,14.77057352269217,23.998939196733986,64.31001205912037,8.102476842024332,8.769762933297267,15.022701849606598,8.271594938777278,2.8911798519973835,0.7347483676463568,91.93709427847159,58.12500000000001
baseline,23.5,14.731017368322023,23.87896005302417,64.38052923827603,8.09955124530189,8.755799523866202,14.96322248315957,8.28222248269944,2.886392896438643,0.7318333760053765,92.80277429962936,58.75000000000001
baseline,23.75,14.691870576542264,23.760324429335963,64.45043120499065,8.096651829802795,8.741938942480685,14.90428168233136,8.292762641087013,2.8816403720725345,0.7289451574830101,93.66599884019953,59.37500000000001
baseline,24.0,14.653130364276947,23.64301612160546,64.51972165406391,8.093778386144873,8.728181794179788,14.84587493790107,8.303215653256427,2.876922490841267,0.7260834702027846,94.52679082143803,60.00000000000001
baseline,24.25,14.614793883620996,23.527019172995956,64.58840429953415,8.090930707566633,8.714528609286967,14.78799779874542,8.313581776343652,2.872239440217697,0.7232480763173703,95.38517301926093,60.625
baseline,24.5,14.576858224237169,23.412317870275267,64.656482873658,8.088108589887927,8.70097984540584,14.730645870823986,8.323861284831919,2.8675913837932434,0.720438741932262,96.24116806397758,61.25
baseline,24.75,14.539320441968977,23.298896719842137,64.72396112270401,8.085311830761388,8.687535903474577,14.673814804582703,8.334054466947084,2.8629784666309765,0.7176552361059043,97.09479842784008,61.875
baseline,25.0,14.502177540572205,23.186740460152464,64.79084280848582,8.082540230185053,8.674197118624093,14.617500303075042,8.344161626592529,2.858400812166393,0.7148973315013784,97.94608643435377,62.5
baseline,25.25,14.465426472327039,23.075834059511685,64.85713170764446,8.079793590499163,8.66096376110237,14.561698121752244,8.354183083015004,2.8538585225639324,0.712164804367253,98.79505425882083,63.125
baseline,25.5,14.429064171353575,22.96616268832462,64.92283160656892,8.077071715549906,8.647836055254672,14.506404053726214,8.364119166831504,2.849351684663909,0.7094574334000321,99.64172391372233,63.75
baseline,25.75,14.393087530401745,22.857711735497986,64.98794630385713,8.074374411297708,8.634814167278003,14.451613940162476,8.373970222393341,2.844880366210324,0.7067750005439796,100.48611726035082,64.375
baseline,26.0,14.35749340241863,22.750466805517817,65.0524796095337,8.071701485787774,8.621898206568423,14.397323669685559,8.383736607368979,2.8404446163494628,0.7041172909391358,101.32825600896632,65.0
baseline,26.25,14.322278631417367,22.644413692462617,65.11643533997764,8.069052748399656,8.609088243835954,14.343529164585973,8.393418689062658,2.836044471102159,0.7014840918808789,102.16816170516039,65.625
baseline,26.5,14.287440031027808,22.539538395194388,65.17981732046539,8.066428010391029,8.596384299377624,14.290226390547916,8.40301684660948,2.831679949896164,0.6988751935486797,103.00585574085277,66.25
baseline,26.75,14.252974387145565,22.435827113618245,65.24262938425719,8.06382708484414,8.583786345038423,14.237411355548437,8.412531470492977,2.827351056188699,0.6962903889195349,103.84135935398643,66.875
baseline,27.0,14.21887848207633,22.33326622779618,65.30487536822827,8.061249786088151,8.571294318801336,14.185080099058455,8.421962959461295,2.8230577819387674,0.6937294729571376,104.67469361781714,67.5
baseline,27.25,14.18514907811985,22.231842309384735,65.36655911494887,8.058695930112634,8.558908115692512,14.133228699471143,8.431311722315922,2.8188001048482008,0.6911922431685937,105.50587944976031,68.12500000000001
baseline,27.5,14.151782920040944,22.131542118060164,65.4276844717989,8.056165334519008,8.546627589715435,14.081853273004576,8.44057817745589,2.8145779889462017,0.6886784995242508,106.33493761115378,68.75
baseline,27.75,14.118776754171106,22.03235258442825,65.48825528718768,8.053657818069118,8.53445256549585,14.03094996538548,8.44976275026113,2.8103913882977283,0.6861880438173753,107.16188869884955,69.375
baseline,28.0,14.08612731524903,21.934260819095098,65.54827541233257,8.051173201014612,8.52238283109987,13.980514957582068,8.458865874603116,2.806240244719176,0.6837206801084463,107.98675315259166,70.00000000000001
baseline,28.25,14.053831328149968,21.837254109693564,65.60774870049852,8.048711305064717,8.51041813954727,13.930544465018817,8.467887992451917,2.802124488261139,0.6812762146675766,108.80955125510701,70.62500000000001
baseline,28.5,14.021885524928983,21.741319905286552,65.66667900341282,8.046271952992155,8.498558219216655,13.881034730362575,8.47682955151581,2.7980440405261175,0.6788544554112695,109.6303031247132,71.25000000000001
baseline,28.75,13.990286631686104,21.64644582560889,65.72507017322872,8.04385496895219,8.486802766625209,13.831982029098164,8.485691006756944,2.7939988124005573,0.6764552123356611,110.44902872269076,71.875
baseline,29.0,13.959031370595206,21.552619657837614,65.78292606171293,8.04146017844259,8.47515144804435,13.78338266868521,8.494472819959885,2.7899887045946286,0.6740782974482495,111.26574785324009,72.5
baseline,29.25,13.928116478131145,21.459829339894867,65.84025051627715,8.039087407892007,8.463603910876973,13.73523298073778,8.503175457212548,2.7860136111641953,0.6717235241766029,112.08048015546377,73.125
baseline,29.5,13.897538693717673,21.368062968307814,65.89704738172446,8.036736484930112,8.452159777296666,13.687529325908887,8.511799390198783,2.782073417580806,0.6693907077356512,112.89324510989783,73.75000000000001
baseline,29.75,13.867294747542978,21.277308807039347,65.95332050245612,8.034407238666226,8.4408186371246,13.640268099085402,8.520345097672786,2.7781679985917904,0.667079665514549,113.70406204554668,74.37500000000001
baseline,30.0,13.837381395694042,21.18755525623762,66.00907371468311,8.032099498907776,8.429580069831834,13.59344571439273,8.528813060623577,2.7742972249628566,0.6647902159511431,114.5129501233751,75.00000000000001
baseline,30.25,13.807795399566551,21.098790868121164,66.06431085033823,8.029813096629745,8.418443632304086,13.54705861398733,8.53720376485283,2.7704609597735477,0.6625221791892295,115.31992834750343,75.62500000000001
baseline,30.5,13.778533523402372,21.01100434770028,66.11903573733822,8.027547864031387,8.40740885759602,13.501103269097037,8.545517701227018,2.7666590580322956,0.6602753771546517,116.12501556746268,76.25000000000001
baseline,30.75,13.749592544271051,20.924184542662836,66.17325219694817,8.02530363432412,8.396475261601383,13.455576175774459,8.553755364117414,2.762891368768344,0.6580496332354732,116.9282304741318,76.87500000000001
baseline,31.0,13.720969258905358,20.83832043597582,66.22696404185669,8.023080241588195,8.385642347742543,13.41047385198886,8.561917250286273,2.7591577365084734,0.655844772062411,117.72959159726187,77.50000000000001
baseline,31.25,13.692660473850516,20.753401152958258,66.28017507807584,8.020877520991824,8.374909601108273,13.365792841807606,8.570003860168253,2.7554579994650736,0.6536606198202005,118.52911731143541,78.12500000000003
baseline,31.5,13.664663002480948,20.669415962552595,66.332889105392,8.018695308855998,8.364276486827045,13.32152971663685,8.578015698232056,2.751791989018822,0.6514970043384757,119.3268258385906,78.75000000000003
baseline,31.75,13.636973684658086,20.586354258378744,66.38510991215604,8.016533442246851,8.35374246316164,13.277681066929073,8.58595326984334,2.748159533885485,0.6493537544696751,120.12273523896263,79.37500000000003
baseline,32.0,13.60958937417782,20.50420556844492,66.43684127804126,8.014391759243663,8.343306973733664,13.234243507468639,8.593817083060019,2.744560457659059,0.6472307004826088,120.91686341847863,80.00000000000003
baseline,32.25,13.582506934648723,20.42295955772663,66.48808697500503,8.012270099019785,8.332969445081039,13.1912136789336,8.601607649204366,2.740994578039656,0.6451276741815445,121.70922813183414,80.62500000000001
baseline,32.5,13.555723254518382,20.342606012766538,66.53885076277405,8.010168301548102,8.322729296953693,13.148588241820258,8.609325480329472,2.7374617101241583,0.6430445084436185,122.49984697581868,81.25000000000001
baseline,32.75,13.529235240931651,20.26313484599007,66.5891363902581,8.008086207726011,8.312585938583489,13.10636387888431,8.616971090089555,2.7339616652267527,0.640981037403032,123.28873739342603,81.87500000000001
baseline,33.0,13.503039817222275,20.18453609677436,66.63894759605311,8.006023659425246,8.30253876733006,13.064537296041962,8.624544994033139,2.7304942504662777,0.6389370965206894,124.07591667608972,82.50000000000001
baseline,33.25,13.477133924807722,20.106799928267524,66.68828810759543,8.003980499457827,8.292587170278257,13.02310522158403,8.632047709180492,2.727059269283905,0.6369125225231255,124.86140196370077,83.12500000000001
baseline,33.5,13.45151453095412,20.02991661849954,66.7371616384851,8.00195657143122,8.28273052978039,12.982064403165625,8.639479752644652,2.7236565232011873,0.6349071531682909,125.64521024167618,83.75000000000001
baseline,33.75,13.426178621974033,19.953876565623858,66.78557189032252,7.999951719879191,8.272968219204564,12.941411610352008,8.646841642628788,2.720285810495009,0.6329208274423621,126.42735834535351,84.37500000000001
baseline,34.0,13.40112319790559,19.87867029186087,66.83352255416743,7.997965790360805,8.263299599550326,12.90114363664294,8.654133899225494,2.716946925146479,0.6309533857125704,127.20786296362657,85.00000000000001
baseline,34.25,13.376345291031024,19.80428842384754,66.88101730433713,7.995998629121128,8.253724032526446,12.861257292257436,8.661357041180088,2.7136396609689797,0.6290046691751553,127.98674063063876,85.62500000000001
baseline,34.5,13.351841953345442,19.73072170367004,66.92805980215503,7.99405008332408,8.24424087223097,12.82174940893796,8.668511587895866,2.7103638090039666,0.6270745202214378,128.76400773303553,86.25000000000001
baseline,34.75,13.327610258281299,19.657960985914247,66.9746536952091,7.992120001020504,8.234849466605407,12.782616839205877,8.67559805905783,2.707119157987094,0.6251627823799216,129.5396805100715,86.87500000000001
baseline,35.0,13.303647294381422,19.585997242888304,67.02080261935122,7.990208231260287,8.225549153237592,12.743856458671367,8.682616975667289,2.7039054930263133,0.6232693004914616,130.31377505774887,87.50000000000001
baseline,35.25,13.27995018503877,19.514821542892776,67.06651019145394,7.988314623747982,8.216339273696626,12.705465158597296,8.689568856390194,2.7007226001658085,0.6213939201413653,131.0863073199127,88.12500000000001
baseline,35.5,13.25651607390289,19.44442506399066,67.11178001434104,7.986439029099702,8.207219163458639,12.667439851299905,8.69645422007792,2.697570263197516,0.6195364880702112,131.8572930965255,88.75000000000001
baseline,35.75,13.233342126018947,19.374799091672834,67.15661567623592,7.984581298819892,8.198188152933419,12.62977746965045,8.703273585500883,2.6944482639888254,0.6176968521357495,132.62674804404512,89.37500000000001
baseline,36.0,13.210425525082082,19.30593502053811,67.20102075158631,7.982741285346189,8.189245565730292,12.592474968029471,8.710027471780034,2.69135638193358,0.6158748613855458,133.39468767774625,90.00000000000001
baseline,36.25,13.187763488109264,19.237824337103778,67.24499879520316,7.980918841813602,8.180390729752379,12.555529316857948,8.716716395468735,2.688294397527573,0.6140703656354412,134.16112736545895,90.62500000000001
baseline,36.5,13.16535325349945,19.17045863144634,67.28855334661452,7.97911382224753,8.171622968690736,12.518937506942166,8.723340872752416,2.6852620896423414,0.6122832158030621,134.92608233442124,91.25000000000001
baseline,36.75,13.143192081371899,19.103829595812293,67.33168792984804,7.977326081553112,8.16294160244068,12.48269654926429,8.729901419342445,2.6822592356585115,0.6105132638912807,135.68956767200638,91.87500000000001
baseline,37.0,13.121277254227678,19.037929022580684,67.37440605293408,7.975555475505739,8.154345947888814,12.446803474682742,8.736398550247003,2.6792856117282593,0.6087603629643503,136.4515983263728,92.50000000000001
baseline,37.25,13.099606084595449,18.972748794087366,67.41671120442999,7.973801860641272,8.145835325098675,12.411255331112509,8.74283277808212,2.6763409947925387,0.6070243669294211,137.21218910382936,93.12500000000001
baseline,37.5,13.0781759078458,18.908280889731348,67.45860685627008,7.972065094359257,8.137409052032174,12.376049186056905,8.749204614482773,2.673425160871978,0.6053051307313425,137.97135467317577,93.75000000000001
baseline,37.75,13.056984081457726,18.844517386016268,67.50009646413298,7.9703450349272185,8.129066444117854,12.341182126676276,8.755514570228176,2.670537884930806,0.6036025103591497,138.72910956688725,94.37500000000001
baseline,38.0,13.036027987594315,18.781450451934802,67.5411834659219,7.968641541448487,8.120806816625242,12.306651258901232,8.761763154564385,2.667678941657083,0.601916362775396,139.48546818095727,95.00000000000001
baseline,38.25,13.015305036076713,18.719072343830227,67.58187128004006,7.966954473825113,8.112629487365265,12.272453706419682,8.767950874435517,2.6648481063492255,0.6002465458354947,140.24044477456874,95.62500000000001
baseline,38.5,12.99481266053051,18.657375409221753,67.62216330717678,7.965283692804931,8.104533773800856,12.23858661182719,8.77407823528174,2.6620451539803183,0.598592918378361,140.99405347270636,96.25000000000001
baseline,38.75,12.974548316479417,18.59635208850586,67.66206293136362,7.9636290599978015,8.096518991642576,12.2050471369915,8.780145741437911,2.659269858748101,0.5969553402615362,141.74630826781635,96.87500000000001
baseline,39.0,12.954509485509169,18.535994907726526,67.70157351730619,7.961990437832199,8.088584458656888,12.171832461869014,8.786153895033621,2.656521995320711,0.5953336722588197,142.4972230191042,97.50000000000001
