degrader_total_nM,penalty_kcal_mol,F_nM,C_nM,P_nM,E_nM,PF_nM,PC_nM,EP_nM,EFP_nM,ECP_nM
0.01,1.0,29.996388411646052,69.99698325941104,0.002408514807137034,19.994816869969988,0.0007224674565008325,0.0016858877063521457,0.0009631562499463216,0.0028891208974494305,0.0013308528826142332
0.014677992676220698,1.0,29.994699252745434,69.99557196124186,0.003535531841876852,19.992392727043203,0.001060472142956013,0.0024747157345935316,0.0014136748216353686,0.004240275111613142,0.00195332302354579
0.021544346900318832,1.0,29.99222029840131,69.99350037906231,0.00519013093009305,19.988835173844336,0.0015566355023289725,0.003632754312228509,0.002074893433846027,0.006223066096361642,0.0028668666254606317
0.03162277660168379,1.0,29.988582535119058,69.99045954051897,0.007619535148271187,19.983614696798444,0.002284990586731711,0.005332947665126367,0.0030453170914352882,0.009132474294211585,0.00420751181590766
0.046415888336127774,1.0,29.983244846949102,69.98599583025539,0.011187103890066045,19.97595487836661,0.0033542567506410705,0.007829406062027961,0.004469461650551178,0.013400896300252523,0.006174763682588986
0.06812920690579612,1.0,29.975414107829387,69.97944320416806,0.016427221904904903,19.96471782121448,0.004924127792407303,0.011495678422965583,0.006559296998357996,0.019661764378202325,0.00906111740895796
0.1,1.0,29.96392858650535,69.96982355389342,0.024126512565712063,19.948237041833256,0.007229250995604203,0.016881278271936653,0.009625627833071857,0.028842162499044338,0.01329516783463048
0.1467799267622069,1.0,29.947088299135373,69.95570016322645,0.035444437044522936,19.924074491244586,0.010614576858854731,0.02479540410341003,0.014123952079506081,0.04229712400577253,0.019504432670136844
0.21544346900318834,1.0,29.922409203431993,69.93496197514106,0.052093314098594204,19.88866885911409,0.015587574612210489,0.03643143940644265,0.020721333477615192,0.06200322195579763,0.028606585452495677
0.31622776601683794,1.0,29.88626927486087,69.90450559008852,0.07660902632891703,19.836830001302452,0.0228955798975092,0.05355316109261019,0.030393604637040616,0.09083514524162557,0.04194124881888144
0.46415888336127775,1.0,29.833403723752138,69.8597656669728,0.11276230956657063,19.761019746489936,0.033640835061222195,0.0787754852238727,0.044565964520096264,0.13295544118664457,0.06145884780333473
0.6812920690579611,1.0,29.756195456916345,69.79401975636142,0.16619248692778724,19.65034539627492,0.04945256124494252,0.1159924171599682,0.06531479540793847,0.19435198183871188,0.08998782647861295
1.0,1.0,29.643700257408813,69.6973559443121,0.24540235200738528,19.489187640435386,0.07274633765370055,0.17103895077430104,0.09565384971352214,0.28355340493748804,0.13160510491360292
1.467799267622069,1.0,29.480356382580307,69.55513392839754,0.3633575841129809,19.255411281499327,0.10711911073964078,0.2527338542687736,0.13993199448694868,0.4125245066800509,0.192132217333674
2.154434690031882,1.0,29.2443828931554,69.34568219153934,0.5401328012465917,18.9182153915075,0.1579585045280793,0.37455877576472035,0.20436697348002664,0.5976586023165235,0.2797590326959505
3.1622776601683795,1.0,28.90602529147344,69.03684474623088,0.8074318227377646,18.43597606335573,0.23339644689198324,0.5574254538951326,0.2977158751357023,0.860578261634576,0.405729799873991
4.6415888336127775,1.0,28.42615614915936,68.58082143185614,1.2165621788906453,17.75512354541343,0.3458218646230703,0.8343283355124917,0.43200423573761526,1.22802198621757,0.5848502326313857
