time_h,plasma_mg_l,free_plasma_nm,liver_mg_l,kidney_mg_l,brain_mg_l,lung_mg_l,rest_mg_l,amount_blood_mg,amount_liver_mg,amount_gut_depot_mg,amount_kidney_mg,amount_brain_mg,amount_lung_mg,amount_rest_mg,hepatic_eliminated_mg,renal_eliminated_mg,presystemic_loss_mg,auc_to_time_mg_h_l
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03333333333333333,0.07927612232644879,17.616916072544175,1.2538201703993268,0.10783220421465993,0.029869765952174828,0.06963670788341111,0.0025262618738953174,0.3963806116322439,2.2568763067187882,96.72161004820062,0.033427983306544576,0.04181767233304476,0.03481835394170556,0.1540767116888754,0.03235121756834405,0.0008020994432067203,0.3278389951799391,0.001069465924275627
0.06666666666666667,0.17609725049044722,39.132722331210495,2.0001934928211162,0.3380038476814127,0.15028548802173225,0.15992503703947814,0.013343951712493118,0.880486252452236,3.6003482870780092,93.55069850316254,0.10478119278123793,0.21039968323042513,0.07996251851973907,0.8138476149449553,0.11050803239420508,0.004037765893576489,0.644930149683746,0.005383687858101985
0.1,0.2482950254330464,55.176672318454756,2.462500281682062,0.5318232620548653,0.33588392004496426,0.2276484938601748,0.03141025167477155,1.241475127165232,4.4325005070277115,90.4837418035933,0.16486521123700826,0.47023748806294996,0.1138242469300874,1.915711249644317,0.21662367421060927,0.009394873072035449,0.9516258196406661,0.0125264974293806
0.13333333333333333,0.2984256863058084,66.31681917906853,2.7453725613151683,0.6702413557334853,0.5525249984144988,0.27473384446469346,0.05452777051180541,1.492128431529042,4.941670610367303,87.51733190429466,0.20777482027738045,0.7735349977802982,0.13736692223234673,3.325648723515012,0.3400085489218354,0.016268232209120083,1.2482668095705276,0.021690976278826782
0.16666666666666666,0.33260993165061253,73.91331814458056,2.910850553113861,0.765357625725805,0.7765015107905444,0.3068548077498909,0.08096924857791898,1.6630496582530625,5.23953099560495,84.64817248907218,0.23726086397499954,1.0871021151067621,0.15342740387494544,4.938314470767279,0.47377554374017006,0.024183709210401548,1.5351827510927756,0.03224494561386873
0.2,0.3557171951508773,79.04826558908384,2.998718958503023,0.8299082424009568,0.9933667918274256,0.32857492355842255,0.10951763439152629,1.7785859757543863,5.397694125305441,81.87307530781656,0.2572715551442966,1.3907135085583957,0.16428746177921127,6.679480521539189,0.613392238739302,0.032806836842404485,1.8126924692183377,0.043742449123205976
0.23333333333333334,0.3711527072771915,82.47837939493145,3.035121484768999,0.8732661867835293,1.1950319256466957,0.34309261160830895,0.13933251995518747,1.8557635363859575,5.4632186725841985,79.1889566336457,0.2707125179028941,1.6730446959053737,0.17154630580415448,8.497890392066884,0.7558569732122751,0.04190593655466414,2.081104336635424,0.05587458207288551
0.26666666666666666,0.38123558057518836,84.71901790559741,3.037381972100424,0.9018851534232558,1.377493874669362,0.35258699801025595,0.16983302424333996,1.9061779028759418,5.467287549780764,76.59283383645831,0.2795843975612093,1.9284914245371065,0.17629349900512797,10.358116148601304,0.8991785558907999,0.05132006963279945,2.340716616354163,0.06842675951039925
0.3,0.3875423024339181,86.1205116519818,3.0170280179318456,0.9201552197188321,1.53929177805682,0.35853924149027816,0.20061483541562344,1.9377115121695903,5.430650432277322,74.08182206815587,0.28524811811283796,2.155008489279548,0.17926962074513908,12.235498811998875,1.0420367712278131,0.060936383546113,2.5918177931844064,0.08124851139481731
0.3333333333333333,0.3911507596331467,86.92239102958817,2.981757188721862,0.931070327397686,1.6804973878956022,0.36196174561460626,0.23139404642380135,1.9557537981657334,5.367162939699352,71.65313105718693,0.28863180149328266,2.352696343053843,0.18098087280730313,14.112722891387644,1.183558612425875,0.07067479019623826,2.834686894281299,0.09423305359498434
0.36666666666666664,0.39280476135047326,87.28994696677184,2.936729448005964,0.9366882080997808,1.8020652982182852,0.36355284763134615,0.26196947493278916,1.964023806752366,5.286113006410735,69.30406200869159,0.29037334451093205,2.522891417505599,0.18177642381567308,15.97751827615081,1.3231702221520174,0.08047769557695479,3.069593799130834,0.1073035941026064
0.4,0.39302358961353834,87.3385754696752,2.8854196537630212,0.9384382511642172,1.9054199422211262,0.3637998429027983,0.2921973608079772,1.9651179480676915,5.193755376773439,67.03200460408338,0.29091585786090735,2.6675879191095766,0.18189992145139916,17.82111703567853,1.460498688149834,0.09030310993110022,3.2967995395916545,0.12040414657480032
0.43333333333333335,0.39217479595841725,87.14995465742606,2.83018069248484,0.9373262461971101,1.992197054749702,0.3630474446968798,0.3219743004791415,1.9608739797920862,5.094325246472712,64.83443409994445,0.29057113632110415,2.7890758766495827,0.1815237223484399,19.63721258622284,1.5953067565615626,0.10012000637918861,3.516556590005548,0.13349334183891817
0.4666666666666667,0.3905226407802877,86.78280906228618,2.7726159361036395,0.9340705370692656,2.0640852801424714,0.3615433339405284,0.3512256605295432,1.9526132039014383,4.990708684986552,62.70890852739263,0.2895618664914723,2.88971939219946,0.1807716669702642,21.42125303569684,1.7274493014240582,0.10990517437406784,3.729109147260729,0.14654023249875717
