alpha,Kd_E_nM,Kd_T_nM,peak_EPT_nM,optimal_total_P_nM
0.01,0.5011872336272724,158.48931924611142,0.5592530486609248,108.91250938133747
0.01,0.6309573444801934,158.48931924611142,0.5521361297890868,110.00000000000001
0.01,0.7943282347242815,158.48931924611142,0.5443107798911545,111.22018454301966
0.01,1.0,158.48931924611142,0.5357263293624906,112.58925411794168
0.01,1.2589254117941675,158.48931924611142,0.526333152321144,114.12537544622755
0.01,1.584893192461114,158.48931924611142,0.516083975268805,115.84893192461114
0.01,1.9952623149688797,158.48931924611142,0.504935439935401,117.78279410038922
0.01,2.511886431509581,158.48931924611142,0.49284992190288474,119.95262314968879
0.01,3.1622776601683795,158.48931924611142,0.47979759058846755,122.3872113856834
0.01,3.981071705534973,158.48931924611142,0.4657586751083143,125.1188643150958
0.01,5.011872336272725,158.48931924611142,0.45072587451792306,128.18382931264455
0.01,6.309573444801933,158.48931924611142,0.43470682072522915,131.6227766016838
0.01,7.943282347242818,158.48931924611142,0.41772646974465455,135.48133892335755
0.01,10.0,158.48931924611142,0.39982926480472647,139.81071705534976
0.01,12.589254117941675,158.48931924611142,0.3810808872557448,144.6683592150963
0.01,15.848931924611142,158.48931924611142,0.36156939342444255,150.11872336272722
0.01,19.952623149688808,158.48931924611142,0.3414055332979775,156.23413251903494
0.01,25.11886431509582,158.48931924611142,0.3207220657186158,163.09573444801939
0.01,31.622776601683793,158.48931924611142,0.29967192875710197,170.79457843841382
0.01,39.810717055349734,158.48931924611142,0.2784251944730148,179.4328234724282
0.01,50.11872336272725,158.48931924611142,0.2571648317098027,189.12509381337458
0.01,63.095734448019364,158.48931924611142,0.23608141144786088,200.00000000000006
0.01,79.43282347242821,158.48931924611142,0.2153670043699308,212.2018454301964
0.01,100.0,158.48931924611142,0.19520862403190525,225.89254117941672
0.01,125.89254117941675,158.48931924611142,0.17578164469149823,241.25375446227548
0.01,158.48931924611142,158.48931924611142,0.1572436559415597,258.48931924611145
0.01,199.52623149688807,158.48931924611142,0.13972919787802976,277.82794100389236
0.01,251.18864315095823,158.48931924611142,0.12334574972134611,299.5262314968881
0.01,316.22776601683796,158.48931924611142,0.10817122967338128,323.872113856834
0.01,398.1071705534973,158.48931924611142,0.09425312018921908,351.18864315095806
0.01,501.18723362727246,158.48931924611142,0.08160918139230366,381.8382931264455
0.01,630.9573444801937,158.48931924611142,0.07022957729801244,416.22776601683813
0.01,794.3282347242822,158.48931924611142,0.06008013253875258,454.8133892335757
0.01,1000.0,158.48931924611142,0.051106372490031055,498.1071705534973
0.01,0.1,199.52623149688807,0.47493494272062003,104.46683592150963
0.01,0.12589254117941673,199.52623149688807,0.47243095077005615,105.01187233627273
0.01,0.15848931924611134,199.52623149688807,0.46964485498543534,105.62341325190349
0.01,0.19952623149688797,199.52623149688807,0.4665479538604337,106.30957344480196
0.01,0.251188643150958,199.52623149688807,0.4631093897177736,107.07945784384138
0.01,0.31622776601683794,199.52623149688807,0.45929618253101273,107.94328234724281
0.01,0.3981071705534973,199.52623149688807,0.4550733257507714,108.91250938133744
0.01,0.5011872336272724,199.52623149688807,0.4504039600561645,110.00000000000001
0.01,0.6309573444801934,199.52623149688807,0.4452496429403171,111.22018454301963
0.01,0.7943282347242815,199.52623149688807,0.43957073370774097,112.58925411794168
0.01,1.0,199.52623149688807,0.43332691452493155,114.12537544622755
0.01,1.2589254117941675,199.52623149688807,0.42647786825029615,115.84893192461114
0.01,1.584893192461114,199.52623149688807,0.41898413241122057,117.78279410038924
0.01,1.9952623149688797,199.52623149688807,0.4108081453484805,119.9526231496888
0.01,2.511886431509581,199.52623149688807,0.4019154946105285,122.38721138568344
0.01,3.1622776601683795,199.52623149688807,0.39227636855077597,125.11886431509579
0.01,3.981071705534973,199.52623149688807,0.38186719924514845,128.18382931264455
0.01,5.011872336272725,199.52623149688807,0.3706724680036688,131.62277660168382
0.01,6.309573444801933,199.52623149688807,0.35868662397577833,135.48133892335755
0.01,7.943282347242818,199.52623149688807,0.3459160422923656,139.81071705534976
0.01,10.0,199.52623149688807,0.3323809222604904,144.66835921509633
0.01,12.589254117941675,199.52623149688807,0.3181170006583902,150.11872336272725
0.01,15.848931924611142,199.52623149688807,0.3031769334606815,156.23413251903492
0.01,19.952623149688808,199.52623149688807,0.28763118548060657,163.09573444801936
0.01,25.11886431509582,199.52623149688807,0.27156826602369344,170.79457843841388
0.01,31.622776601683793,199.52623149688807,0.25509416406702234,179.43282347242817
0.01,39.810717055349734,199.52623149688807,0.23833087192975097,189.1250938133746
0.01,50.11872336272725,199.52623149688807,0.2214139428888875,200.00000000000006
0.01,63.095734448019364,199.52623149688807,0.20448910351905844,212.20184543019644
0.01,79.43282347242821,199.52623149688807,0.18770802968301403,225.89254117941684
0.01,100.0,199.52623149688807,0.17122348633944076,241.25375446227548
0.01,125.89254117941675,199.52623149688807,0.15518411323185338,258.4893192461114
0.01,158.48931924611142,199.52623149688807,0.13972919787802976,277.82794100389236
0.01,199.52623149688807,199.52623149688807,0.12498380270072869,299.5262314968881
0.01,251.18864315095823,199.52623149688807,0.11105459767021021,323.87211385683406
0.01,316.22776601683796,199.52623149688807,0.0980266929157299,351.18864315095806
0.01,398.1071705534973,199.52623149688807,0.08596167393004771,381.83829312644554
0.01,501.18723362727246,199.52623149688807,0.07489692788580875,416.2277660168381
0.01,630.9573444801937,199.52623149688807,0.06484622955947553,454.8133892335756
0.01,794.3282347242822,199.52623149688807,0.05580144619954979,498.1071705534976
0.01,1000.0,199.52623149688807,0.04773513632353505,546.6835921509632
0.01,0.1,251.18864315095823,0.3797825205803063,105.01187233627272
0.01,0.12589254117941673,251.18864315095823,0.37798954439496607,105.6234132519035
0.01,0.15848931924611134,251.18864315095823,0.37599282866527145,106.30957344480196
0.01,0.19952623149688797,251.18864315095823,0.373771207497701,107.07945784384138
0.01,0.251188643150958,251.18864315095823,0.37130181056939243,107.94328234724283
0.01,0.31622776601683794,251.18864315095823,0.3685600524261837,108.91250938133747
0.01,0.3981071705534973,251.18864315095823,0.3655196603223729,110.00000000000001
0.01,0.5011872336272724,251.18864315095823,0.3621527516290135,111.22018454301963
0.01,0.6309573444801934,251.18864315095823,0.35842997350480754,112.58925411794169
0.01,0.7943282347242815,251.18864315095823,0.3543207190995055,114.12537544622755
0.01,1.0,251.18864315095823,0.3497934358770373,115.84893192461112
0.01,1.2589254117941675,251.18864315095823,0.3448160424755138,117.78279410038925
0.01,1.584893192461114,251.18864315095823,0.3393564705653081,119.9526231496888
0.01,1.9952623149688797,251.18864315095823,0.3333833470542984,122.3872113856834
0.01,2.511886431509581,251.18864315095823,0.3268668292859586,125.11886431509583
0.01,3.1622776601683795,251.18864315095823,0.31977960110382825,128.18382931264452
0.01,3.981071705534973,251.18864315095823,0.31209803033831385,131.6227766016838
0.01,5.011872336272725,251.18864315095823,0.3038034780033213,135.48133892335755
0.01,6.309573444801933,251.18864315095823,0.29488373603786844,139.81071705534976
0.01,7.943282347242818,251.18864315095823,0.285334553862422,144.66835921509636
0.01,10.0,251.18864315095823,0.27516119486864044,150.11872336272722
0.01,12.589254117941675,251.18864315095823,0.2643799433618255,156.23413251903494
0.01,15.848931924611142,251.18864315095823,0.25301946229353206,163.09573444801939
0.01,19.952623149688808,251.18864315095823,0.2411218849860965,170.79457843841382
0.01,25.11886431509582,251.18864315095823,0.22874351324408046,179.4328234724282
0.01,31.622776601683793,251.18864315095823,0.21595499340039293,189.1250938133746
0.01,39.810717055349734,251.18864315095823,0.2028408544024772,200.00000000000003
0.01,50.11872336272725,251.18864315095823,0.18949832052741628,212.20184543019639
0.01,63.095734448019364,251.18864315095823,0.17603535647188986,225.8925411794168
0.01,79.43282347242821,251.18864315095823,0.16256796258759804,241.25375446227554
0.01,100.0,251.18864315095823,0.14921680809508922,258.48931924611145
0.01,125.89254117941675,251.18864315095823,0.13610336244452925,277.8279410038924
0.01,158.48931924611142,251.18864315095823,0.12334574972134611,299.5262314968881
0.01,199.52623149688807,251.18864315095823,0.11105459767021021,323.8721138568342
0.01,251.18864315095823,251.18864315095823,0.09932917255514287,351.1886431509582
0.01,316.22776601683796,251.18864315095823,0.08825407825480018,381.83829312644554
0.01,398.1071705534973,251.18864315095823,0.07789675236643451,416.2277660168381
0.01,501.18723362727246,251.18864315095823,0.06830591891257502,454.81338923357566
0.01,630.9573444801937,251.18864315095823,0.05951106658817915,498.10717055349755
0.01,794.3282347242822,251.18864315095823,0.05152292632767839,546.6835921509635
0.01,1000.0,251.18864315095823,0.04433483558693179,601.1872336272725
0.01,0.1,316.22776601683796,0.30342424122526207,105.62341325190349
0.01,0.12589254117941673,316.22776601683796,0.30214238527834475,106.30957344480191
0.01,0.15848931924611134,316.22776601683796,0.30071374658580396,107.07945784384137
0.01,0.19952623149688797,316.22776601683796,0.29912279335031794,107.94328234724281
0.01,0.251188643150958,316.22776601683796,0.2973526692782159,108.91250938133746
0.01,0.31622776601683794,316.22776601683796,0.2953851622252737,110.0
0.01,0.3981071705534973,316.22776601683796,0.2932006961460353,111.22018454301964
0.01,0.5011872336272724,316.22776601683796,0.29077835382899975,112.58925411794168
0.01,0.6309573444801934,316.22776601683796,0.2880959392067496,114.12537544622754
0.01,0.7943282347242815,316.22776601683796,0.2851300893544868,115.84893192461114
0.01,1.0,316.22776601683796,0.28185644753997735,117.78279410038922
0.01,1.2589254117941675,316.22776601683796,0.2782499097289264,119.9526231496888
0.01,1.584893192461114,316.22776601683796,0.2742849575994651,122.3872113856834
0.01,1.9952623149688797,316.22776601683796,0.2699360911395832,125.11886431509582
0.01,2.511886431509581,316.22776601683796,0.2651783729967734,128.18382931264455
0.01,3.1622776601683795,316.22776601683796,0.2599880945735622,131.6227766016838
0.01,3.981071705534973,316.22776601683796,0.254343570036533,135.48133892335753
0.01,5.011872336272725,316.22776601683796,0.24822605855209479,139.81071705534973
0.01,6.309573444801933,316.22776601683796,0.24162080685974907,144.66835921509633
0.01,7.943282347242818,316.22776601683796,0.23451819356186485,150.11872336272722
0.01,10.0,316.22776601683796,0.22691494331033707,156.2341325190349
0.01,12.589254117941675,316.22776601683796,0.21881536383209502,163.09573444801936
0.01,15.848931924611142,316.22776601683796,0.21023254237036387,170.7945784384138
0.01,19.952623149688808,316.22776601683796,0.20118942211909444,179.43282347242817
0.01,25.11886431509582,316.22776601683796,0.19171966569056678,189.1250938133746
0.01,31.622776601683793,316.22776601683796,0.18186820419274505,200.0
0.01,39.810717055349734,316.22776601683796,0.17169136998455167,212.20184543019636
0.01,50.11872336272725,316.22776601683796,0.16125652134808846,225.89254117941675
0.01,63.095734448019364,316.22776601683796,0.15064109014636212,241.25375446227548
0.01,79.43282347242821,316.22776601683796,0.13993101958502152,258.48931924611145
0.01,100.0,316.22776601683796,0.12921860699568913,277.82794100389225
0.01,125.89254117941675,316.22776601683796,0.11859982223648034,299.526231496888
0.01,158.48931924611142,316.22776601683796,0.10817122967338128,323.872113856834
0.01,199.52623149688807,316.22776601683796,0.0980266929157299,351.18864315095806
0.01,251.18864315095823,316.22776601683796,0.08825407825480018,381.83829312644554
0.01,316.22776601683796,316.22776601683796,0.0789321880115705,416.22776601683796
0.01,398.1071705534973,316.22776601683796,0.07012814448313406,454.8133892335755
0.01,501.18723362727246,316.22776601683796,0.061895408673332326,498.10717055349727
0.01,630.9573444801937,316.22776601683796,0.054272559719135915,546.6835921509634
0.01,794.3282347242822,316.22776601683796,0.047282888903428855,601.1872336272725
0.01,1000.0,316.22776601683796,0.04093478667303473,662.3413251903492
0.01,0.1,398.1071705534973,0.24223404019557238,106.30957344480193
0.01,0.12589254117941673,398.1071705534973,0.24131881761214805,107.07945784384138
0.01,0.15848931924611134,398.1071705534973,0.24029807250371069,107.94328234724281
0.01,0.19952623149688797,398.1071705534973,0.23916045652327247,108.91250938133747
0.01,0.251188643150958,398.1071705534973,0.23789360612404756,110.00000000000001
0.01,0.31622776601683794,398.1071705534973,0.23648410423257812,111.22018454301966
0.01,0.3981071705534973,398.1071705534973,0.23491745553945378,112.58925411794168
0.01,0.5011872336272724,398.1071705534973,0.2331780803911682,114.12537544622755
0.01,0.6309573444801934,398.1071705534973,0.23124933324467856,115.84893192461114
0.01,0.7943282347242815,398.1071705534973,0.22911355268517752,117.78279410038921
0.01,1.0,398.1071705534973,0.22675215105959481,119.9526231496888
0.01,1.2589254117941675,398.1071705534973,0.2241457527694582,122.3872113856834
0.01,1.584893192461114,398.1071705534973,0.22127439109021863,125.1188643150958
0.01,1.9952623149688797,398.1071705534973,0.21811777389407958,128.18382931264455
0.01,2.511886431509581,398.1071705534973,0.21465562865990936,131.6227766016838
0.01,3.1622776601683795,398.1071705534973,0.2108681364218189,135.48133892335755
0.01,3.981071705534973,398.1071705534973,0.2067364625619201,139.81071705534973
0.01,5.011872336272725,398.1071705534973,0.2022433892911499,144.6683592150963
0.01,6.309573444801933,398.1071705534973,0.19737404998526878,150.1187233627272
0.01,7.943282347242818,398.1071705534973,0.19211675899856204,156.23413251903494
0.01,10.0,398.1071705534973,0.18646392202408685,163.09573444801933
0.01,12.589254117941675,398.1071705534973,0.18041300155992493,170.79457843841377
0.01,15.848931924611142,398.1071705534973,0.17396749992027208,179.4328234724282
0.01,19.952623149688808,398.1071705534973,0.1671379092298016,189.1250938133746
0.01,25.11886431509582,398.1071705534973,0.15994256515127206,200.00000000000009
0.01,31.622776601683793,398.1071705534973,0.15240833039048998,212.20184543019636
0.01,39.810717055349734,398.1071705534973,0.1445710273768118,225.89254117941672
0.01,50.11872336272725,398.1071705534973,0.13647553921799074,241.25375446227548
0.01,63.095734448019364,398.1071705534973,0.12817550623127041,258.48931924611145
0.01,79.43282347242821,398.1071705534973,0.1197325636158094,277.82794100389236
0.01,100.0,398.1071705534973,0.11121509458054994,299.526231496888
0.01,125.89254117941675,398.1071705534973,0.10269651128464882,323.87211385683395
0.01,158.48931924611142,398.1071705534973,0.09425312018921908,351.18864315095806
0.01,199.52623149688807,398.1071705534973,0.08596167393004771,381.83829312644554
0.01,251.18864315095823,398.1071705534973,0.07789675236643451,416.2277660168381
0.01,316.22776601683796,398.1071705534973,0.07012814448313406,454.8133892335755
0.01,398.1071705534973,398.1071705534973,0.06271841472215461,498.1071705534974
0.01,501.18723362727246,398.1071705534973,0.05572082875672009,546.6835921509632
0.01,630.9573444801937,398.1071705534973,0.04917778455885339,601.1872336272726
0.01,794.3282347242822,398.1071705534973,0.04311984823248665,662.3413251903494
0.01,1000.0,398.1071705534973,0.03756543687056035,730.9573444801933
0.01,0.1,501.18723362727246,0.19325754692963615,107.0794578438414
0.01,0.12589254117941673,501.18723362727246,0.19260483533805658,107.94328234724283
0.01,0.15848931924611134,501.18723362727246,0.19187640472217032,108.91250938133744
0.01,0.19952623149688797,501.18723362727246,0.19106399459070073,110.0
0.01,0.251188643150958,501.18723362727246,0.19015857502998668,111.22018454301964
0.01,0.31622776601683794,501.18723362727246,0.18915030873576996,112.58925411794168
0.01,0.3981071705534973,501.18723362727246,0.18802852064707515,114.12537544622755
0.01,0.5011872336272724,501.18723362727246,0.18678167844381358,115.84893192461115
0.01,0.6309573444801934,501.18723362727246,0.18539738787718993,117.78279410038925
0.01,0.7943282347242815,501.18723362727246,0.18386240767983272,119.95262314968879
0.01,1.0,501.18723362727246,0.1821626896284314,122.3872113856834
0.01,1.2589254117941675,501.18723362727246,0.1802834501672984,125.11886431509582
0.01,1.584893192461114,501.18723362727246,0.17820928078762124,128.18382931264455
0.01,1.9952623149688797,501.18723362727246,0.1759243050090844,131.6227766016838
0.01,2.511886431509581,501.18723362727246,0.17341239021170382,135.48133892335753
0.01,3.1622776601683795,501.18723362727246,0.17065742256489042,139.81071705534973
0.01,3.981071705534973,501.18723362727246,0.16764365271075146,144.66835921509633
0.01,5.011872336272725,501.18723362727246,0.16435611846031145,150.11872336272722
0.01,6.309573444801933,501.18723362727246,0.16078114831513787,156.23413251903492
0.01,7.943282347242818,501.18723362727246,0.15690694589518622,163.09573444801933
0.01,10.0,501.18723362727246,0.1527242501367184,170.7945784384138
0.01,12.589254117941675,501.18723362727246,0.14822705931130592,179.43282347242814
0.01,15.848931924611142,501.18723362727246,0.14341339855307694,189.1250938133746
0.01,19.952623149688808,501.18723362727246,0.13828610094340338,200.00000000000003
0.01,25.11886431509582,501.18723362727246,0.132853561875084,212.2018454301964
0.01,31.622776601683793,501.18723362727246,0.1271304163523838,225.89254117941672
0.01,39.810717055349734,501.18723362727246,0.12113808040946397,241.25375446227548
0.01,50.11872336272725,501.18723362727246,0.11490509259949987,258.4893192461114
0.01,63.095734448019364,501.18723362727246,0.1084671913352007,277.82794100389236
0.01,79.43282347242821,501.18723362727246,0.10186707045591764,299.52623149688804
0.01,100.0,501.18723362727246,0.09515376998496544,323.872113856834
0.01,125.89254117941675,501.18723362727246,0.08838168194843969,351.18864315095806
0.01,158.48931924611142,501.18723362727246,0.08160918139230366,381.8382931264455
0.01,199.52623149688807,501.18723362727246,0.07489692788580875,416.227766016838
0.01,251.18864315095823,501.18723362727246,0.06830591891257502,454.81338923357566
0.01,316.22776601683796,501.18723362727246,0.061895408673332326,498.10717055349727
0.01,398.1071705534973,501.18723362727246,0.05572082875672009,546.6835921509634
0.01,501.18723362727246,501.18723362727246,0.04983185644825178,601.1872336272725
0.01,630.9573444801937,501.18723362727246,0.04427076951163744,662.3413251903494
0.01,794.3282347242822,501.18723362727246,0.03907120300974132,730.9573444801937
0.01,1000.0,501.18723362727246,0.03425738683505916,807.945784384138
0.01,0.1,630.9573444801937,0.15409688887548226,107.94328234724281
0.01,0.12589254117941673,630.9573444801937,0.15363184463989035,108.91250938133744
0.01,0.15848931924611134,630.9573444801937,0.15311255562861642,109.99999999999999
0.01,0.19952623149688797,630.9573444801937,0.15253302880607256,111.22018454301964
0.01,0.251188643150958,630.9573444801937,0.15188669340943844,112.58925411794169
0.01,0.31622776601683794,630.9573444801937,0.15116636685140164,114.12537544622755
0.01,0.3981071705534973,630.9573444801937,0.15036422458675036,115.84893192461114
0.01,0.5011872336272724,630.9573444801937,0.14947177604132317,117.78279410038924
0.01,0.6309573444801934,630.9573444801937,0.14847984920003576,119.95262314968882
0.01,0.7943282347242815,630.9573444801937,0.1473785870133869,122.38721138568341
0.01,1.0,630.9573444801937,0.14615745940031896,125.1188643150958
0.01,1.2589254117941675,630.9573444801937,0.1448052952816924,128.18382931264455
0.01,1.584893192461114,630.9573444801937,0.14331033974239032,131.6227766016838
0.01,1.9952623149688797,630.9573444801937,0.14166034204409783,135.48133892335755
0.01,2.511886431509581,630.9573444801937,0.13984268072723427,139.81071705534976
0.01,3.1622776601683795,630.9573444801937,0.13784453235670002,144.66835921509636
0.01,3.981071705534973,630.9573444801937,0.1356530904616146,150.11872336272722
0.01,5.011872336272725,630.9573444801937,0.13325584074513863,156.23413251903494
0.01,6.309573444801933,630.9573444801937,0.13064089752252112,163.09573444801936
0.01,7.943282347242818,630.9573444801937,0.1277974043934099,170.79457843841385
0.01,10.0,630.9573444801937,0.12471599917966679,179.4328234724282
0.01,12.589254117941675,630.9573444801937,0.12138933900431316,189.1250938133746
0.01,15.848931924611142,630.9573444801937,0.11781267596397346,200.0
0.01,19.952623149688808,630.9573444801937,0.11398446719349246,212.2018454301964
0.01,25.11886431509582,630.9573444801937,0.10990699545930818,225.8925411794168
0.01,31.622776601683793,630.9573444801937,0.1055869682147573,241.25375446227554
0.01,39.810717055349734,630.9573444801937,0.1010360550634206,258.48931924611145
0.01,50.11872336272725,630.9573444801937,0.09627131686479584,277.82794100389236
0.01,63.095734448019364,630.9573444801937,0.09131547559302228,299.5262314968881
0.01,79.43282347242821,630.9573444801937,0.08619697396503018,323.87211385683406
0.01,100.0,630.9573444801937,0.08094977914231694,351.1886431509581
0.01,125.89254117941675,630.9573444801937,0.07561289644999797,381.83829312644554
0.01,158.48931924611142,630.9573444801937,0.07022957729801244,416.22776601683813
0.01,199.52623149688807,630.9573444801937,0.06484622955947553,454.81338923357566
0.01,251.18864315095823,630.9573444801937,0.05951106658817915,498.10717055349755
0.01,316.22776601683796,630.9573444801937,0.054272559719135915,546.6835921509634
0.01,398.1071705534973,630.9573444801937,0.04917778455885339,601.1872336272726
0.01,501.18723362727246,630.9573444801937,0.04427076951163744,662.3413251903494
0.01,630.9573444801937,630.9573444801937,0.03959096229879213,730.9573444801938
0.01,794.3282347242822,630.9573444801937,0.0351719246343637,807.9457843841385
0.01,1000.0,630.9573444801937,0.031040346674290308,894.3282347242817
0.01,0.1,794.3282347242822,0.12281209856991669,108.91250938133746
0.01,0.12589254117941673,794.3282347242822,0.1224810392605631,110.0
0.01,0.15848931924611134,794.3282347242822,0.12211117442608231,111.22018454301963
0.01,0.19952623149688797,794.3282347242822,0.12169816862029743,112.58925411794168
0.01,0.251188643150958,794.3282347242822,0.12123725598963632,114.12537544622757
0.01,0.31622776601683794,794.3282347242822,0.12072321135977966,115.84893192461114
0.01,0.3981071705534973,794.3282347242822,0.12015032315585884,117.78279410038925
0.01,0.5011872336272724,794.3282347242822,0.11951236948307681,119.95262314968882
0.01,0.6309573444801934,794.3282347242822,0.11880259903790162,122.3872113856834
0.01,0.7943282347242815,794.3282347242822,0.1180137189162255,125.1188643150958
0.01,1.0,794.3282347242822,0.11713789183229557,128.18382931264455
0.01,1.2589254117941675,794.3282347242822,0.11616674575388274,131.6227766016838
0.01,1.584893192461114,794.3282347242822,0.11509139948077483,135.48133892335755
0.01,1.9952623149688797,794.3282347242822,0.11390250822091033,139.81071705534976
0.01,2.511886431509581,794.3282347242822,0.11259033371377554,144.66835921509636
0.01,3.1622776601683795,794.3282347242822,0.11114484386001816,150.11872336272725
0.01,3.981071705534973,794.3282347242822,0.10955584706580893,156.23413251903497
0.01,5.011872336272725,794.3282347242822,0.10781316650449917,163.09573444801939
0.01,6.309573444801933,794.3282347242822,0.10590685911809954,170.79457843841382
0.01,7.943282347242818,794.3282347242822,0.10382748328851946,179.43282347242817
0.01,10.0,794.3282347242822,0.10156641755218024,189.1250938133746
0.01,12.589254117941675,794.3282347242822,0.09911623036193537,200.00000000000006
0.01,15.848931924611142,794.3282347242822,0.09647109759195112,212.2018454301964
0.01,19.952623149688808,794.3282347242822,0.09362726016601707,225.89254117941684
0.01,25.11886431509582,794.3282347242822,0.09058350889821032,241.25375446227557
0.01,31.622776601683793,794.3282347242822,0.08734167754461251,258.48931924611145
0.01,39.810717055349734,794.3282347242822,0.0839071185484621,277.82794100389236
0.01,50.11872336272725,794.3282347242822,0.08028912962213024,299.5262314968881
0.01,63.095734448019364,794.3282347242822,0.07650129399009797,323.8721138568341
0.01,79.43282347242821,794.3282347242822,0.07256169386127533,351.1886431509582
0.01,100.0,794.3282347242822,0.06849295665059627,381.83829312644554
0.01,125.89254117941675,794.3282347242822,0.06432209770147901,416.2277660168382
0.01,158.48931924611142,794.3282347242822,0.06008013253875258,454.8133892335757
0.01,199.52623149688807,794.3282347242822,0.05580144619954979,498.10717055349755
0.01,251.18864315095823,794.3282347242822,0.05152292632767839,546.6835921509635
0.01,316.22776601683796,794.3282347242822,0.047282888903428855,601.1872336272726
0.01,398.1071705534973,794.3282347242822,0.04311984823248665,662.3413251903494
0.01,501.18723362727246,794.3282347242822,0.03907120300974132,730.9573444801937
0.01,630.9573444801937,794.3282347242822,0.0351719246343637,807.9457843841385
0.01,794.3282347242822,794.3282347242822,0.0314533397042113,894.3282347242821
0.01,1000.0,794.3282347242822,0.02794209412189561,991.2509381337459
0.01,0.1,1000.0,0.09783787860532715,110.0
0.01,0.12589254117941673,1000.0,0.0976023699076385,111.22018454301964
0.01,0.15848931924611134,1000.0,0.09733913505213351,112.58925411794168
0.01,0.19952623149688797,1000.0,0.09704504564404123,114.12537544622755
0.01,0.251188643150958,1000.0,0.09671665475204902,115.84893192461114
0.01,0.31622776601683794,1000.0,0.09635017330023077,117.78279410038924
0.01,0.3981071705534973,1000.0,0.09594144709858458,119.9526231496888
0.01,0.5011872336272724,1000.0,0.09548593533574375,122.38721138568339
0.01,0.6309573444801934,1000.0,0.09497869158958366,125.11886431509579
0.01,0.7943282347242815,1000.0,0.09441434868442752,128.18382931264455
0.01,1.0,1000.0,0.09378710903861089,131.62277660168374
0.01,1.2589254117941675,1000.0,0.09309074250185098,135.48133892335753
0.01,1.584893192461114,1000.0,0.09231859407265146,139.81071705534973
0.01,1.9952623149688797,1000.0,0.09146360430045589,144.6683592150963
0.01,2.511886431509581,1000.0,0.09051834559605094,150.11872336272725
0.01,3.1622776601683795,1000.0,0.08947507806691726,156.23413251903492
0.01,3.981071705534973,1000.0,0.08832582881879987,163.0957344480193
0.01,5.011872336272725,1000.0,0.08706249886202568,170.79457843841382
0.01,6.309573444801933,1000.0,0.08567700175480211,179.43282347242814
0.01,7.943282347242818,1000.0,0.08416143781169325,189.12509381337455
0.01,10.0,1000.0,0.08250830699357031,199.99999999999997
0.01,12.589254117941675,1000.0,0.08071076235548723,212.20184543019636
0.01,15.848931924611142,1000.0,0.0787629040423815,225.89254117941672
0.01,19.952623149688808,1000.0,0.07666011118999477,241.25375446227548
0.01,25.11886431509582,1000.0,0.07439940565610217,258.4893192461114
0.01,31.622776601683793,1000.0,0.07197983729992656,277.8279410038923
0.01,39.810717055349734,1000.0,0.06940287568746262,299.526231496888
0.01,50.11872336272725,1000.0,0.06667278792428351,323.87211385683406
0.01,63.095734448019364,1000.0,0.06379697728558001,351.18864315095806
0.01,79.43282347242821,1000.0,0.060786253095702916,381.83829312644554
0.01,100.0,1000.0,0.05765499973570285,416.22776601683796
0.01,125.89254117941675,1000.0,0.05442121263569521,454.81338923357555
0.01,158.48931924611142,1000.0,0.051106372490031055,498.1071705534973
0.01,199.52623149688807,1000.0,0.04773513632353505,546.6835921509634
0.01,251.18864315095823,1000.0,0.04433483558693179,601.1872336272726
0.01,316.22776601683796,1000.0,0.04093478667303473,662.3413251903492
0.01,398.1071705534973,1000.0,0.03756543687056035,730.9573444801933
0.01,501.18723362727246,1000.0,0.03425738683505916,807.9457843841379
0.01,630.9573444801937,1000.0,0.031040346674290308,894.3282347242817
0.01,794.3282347242822,1000.0,0.02794209412189561,991.2509381337459
0.01,1000.0,1000.0,0.02498750780703535,1100.0
1.0,0.1,0.1,93.87228319217745,100.1
1.0,0.12589254117941673,0.1,93.51096053462717,100.11220184543019
1.0,0.15848931924611134,0.1,93.10723295188254,100.12589254117941
1.0,0.19952623149688797,0.1,92.65635480428462,100.14125375446227
1.0,0.251188643150958,0.1,92.15310936856142,100.15848931924612
1.0,0.31622776601683794,0.1,91.59177808355443,100.1778279410039
1.0,0.3981071705534973,0.1,90.96611245818262,100.19952623149689
1.0,0.5011872336272724,0.1,90.26931042045007,100.22387211385683
1.0,0.6309573444801934,0.1,89.49399939550409,100.25118864315095
1.0,0.7943282347242815,0.1,88.63222901374286,100.28183829312644
1.0,1.0,0.1,87.67547707676545,100.31622776601684
1.0,1.2589254117941675,0.1,86.61467325500048,100.35481338923357
1.0,1.584893192461114,0.1,85.44024595316559,100.3981071705535
1.0,1.9952623149688797,0.1,84.14219884124952,100.44668359215096
1.0,2.511886431509581,0.1,82.71022467023825,100.50118723362728
1.0,3.1622776601683795,0.1,81.13386510070883,100.56234132519035
1.0,3.981071705534973,0.1,79.40272624769754,100.6309573444802
1.0,5.011872336272725,0.1,77.50676029842086,100.70794578438414
1.0,6.309573444801933,0.1,75.43662361156241,100.79432823472428
1.0,7.943282347242818,0.1,73.18412076376916,100.89125093813375
1.0,10.0,0.1,70.74274153945113,101.0
1.0,12.589254117941675,0.1,68.10829318653741,101.12201845430197
1.0,15.848931924611142,0.1,65.27962258134151,101.25892541179417
1.0,19.952623149688808,0.1,62.259411413538004,101.41253754462275
1.0,25.11886431509582,0.1,59.05501140665538,101.5848931924611
