atom_index,is_anchor,RMSF_A
0,True,0.9643900205483024
1,False,0.7085665725012585
2,False,0.7284720802865488
3,False,0.8074201611641797
4,False,0.818281503717895
5,False,0.7440095128046215
6,False,0.8634257868600225
7,False,0.8152656090968426
8,False,0.7450307774741225
9,False,0.7389327072993468
10,True,1.0242618566872024
