frame,assumed_time_ns,state,interpolation_q,z1,z2
33,330.0,0,0.05839815479231841,-0.5360735519758733,0.2850241744749373
34,340.0,0,0.005909570753988989,-0.5204110374036758,0.39586302108943383
35,350.0,1,0.23589741626461908,-0.290486128221244,-0.2288826841300675
36,360.0,1,0.35615083351252147,0.35796474186274857,-0.41364247419546163
37,370.0,1,0.3656816526319989,0.2571668647590928,-0.4288568246375308
38,380.0,1,0.2141298940931382,-0.3064675862084098,-0.2057671987011489
39,390.0,1,0.3444454676047714,0.23795497117900688,-0.4305713975509954
40,400.0,1,0.33878297783773414,0.19311499032476376,-0.43603207426980223
41,410.0,1,0.26897443590421555,-0.19335667231845036,-0.3117300350215427
42,420.0,1,0.23735203252990228,-0.17560365136474854,-0.3193541846701794
43,430.0,1,0.37084922112984753,0.4624202862397984,-0.3640371645482861
44,440.0,2,0.5772004346275152,0.7594596711581021,0.07618541707084676
45,450.0,2,0.5457821985510138,0.8006799425200006,0.2201113684343478
46,460.0,3,0.6282704783429802,0.8021212962493308,0.4755743766630353
47,470.0,2,0.4826570310408783,0.7280876765749416,-0.027212396972056425
48,480.0,2,0.49780775704694163,0.6233736382790521,-0.19301998616985508
49,490.0,2,0.5234755799168941,0.7552513414073622,0.05803506333147168
50,500.0,1,0.20043013769571147,-0.31092172583674405,-0.1994969705157429
51,510.0,2,0.4493610324075295,0.5355619685088284,-0.2944941803225939
52,520.0,1,0.22407713086119063,-0.11280583413795747,-0.36985254531570294
53,530.0,1,0.2836577854819409,-0.004962693983675967,-0.40539300642376874
54,540.0,0,0.12476492346238255,-0.4898045047821966,0.07667576358797575
55,550.0,1,0.29100806582006705,0.046752133937020275,-0.42349114347673456
56,560.0,0,0.000922066323855291,-0.5157009675698929,0.4089507238703684
57,570.0,0,0.007081295252657845,-0.5200174875386926,0.39725087854512525
58,580.0,0,0.13771559051279156,-0.4447784314565589,-0.01708289180943654
59,590.0,0,0.12064098761188635,-0.4791847666780833,0.04979827718655201
60,600.0,1,0.3594843736627782,0.2959638783575638,-0.4266931630364945
61,610.0,0,0.09451456566577791,-0.5208371379132409,0.17281516152870036
62,620.0,1,0.24874838855432962,-0.10033083882761358,-0.36717944177356354
63,630.0,1,0.37397669996470395,0.38887834417350514,-0.39774984236892247
64,640.0,1,0.366734309743218,0.39548388558138303,-0.3979065394807715
65,650.0,1,0.3097189328956535,-0.03340210155720127,-0.3988810677100395
66,660.0,1,0.26968808791903154,-0.01618530473817015,-0.40392993968984203
67,670.0,1,0.32013888979846,0.15459165957667947,-0.4389723531108066
68,680.0,0,0.03664789130944172,-0.5346355315253275,0.32347671068393297
69,690.0,0,0.14428324010414192,-0.4620874030005481,0.012679383175477494
70,700.0,0,0.1940231799152688,-0.2534601570550208,-0.2645245803983097
71,710.0,0,0.07886745224295907,-0.5199001614080135,0.1684017034682087
72,720.0,0,0.015450889736432221,-0.526949854625623,0.3725851271320746
73,730.0,0,0.050664403270976335,-0.5354195488281175,0.28097711183020396
74,740.0,0,0.06405910094627779,-0.5289052874859618,0.20758472073172854
75,750.0,0,0.05895284268916825,-0.5336639689679414,0.2468596714993562
76,760.0,0,0.11294272452552082,-0.5130810355908499,0.1391304196345445
77,770.0,0,0.07345399426942946,-0.5248099118205128,0.1897715578270102
78,780.0,0,0.04711705033887421,-0.5355729858422388,0.2905758992421631
79,790.0,0,0.1477268836809595,-0.4537090355669065,-0.0015061225985514863
80,800.0,0,0.12323797907658922,-0.4959504519368519,0.08965317501938877
81,810.0,0,0.005419065133045303,-0.5198995096362938,0.39746652234494867
82,820.0,1,0.3137020850975033,0.042637485887005805,-0.4209104527740776
83,830.0,1,0.23484954687780388,-0.18060338730940603,-0.31646897684197234
84,840.0,1,0.297569871165135,-0.09852154776588536,-0.37185218702317835
85,850.0,0,0.006516271853790978,-0.5208703149514833,0.39455107638035186
86,860.0,0,0.12510402665623538,-0.47728436618344655,0.046894177531947995
87,870.0,1,0.38618593603543594,0.4857709735875044,-0.3384402929279261
88,880.0,1,0.25308852717680896,-0.24401865170749507,-0.27119931236181444
89,890.0,2,0.5219490313789983,0.5984486081709841,-0.2427519813120199
90,900.0,3,0.6706042100412392,0.7800775975310303,0.5226768491567952
91,910.0,3,0.7201533582119797,0.7553420650472437,0.5693311636086521
92,920.0,3,0.7038468249220019,0.768161221369344,0.5463490453371527
93,930.0,3,0.6952998624273441,0.7565531156841493,0.5810625618891331
94,940.0,3,0.6902627160072147,0.777524667045168,0.5186467086188677
95,950.0,3,0.6643290262609256,0.8064439065551074,0.3333967826692942
96,960.0,3,0.7392351445889959,0.749986141306769,0.5990321054817515
97,970.0,2,0.47531832506500393,0.5254244011604208,-0.30924248274444793
98,980.0,2,0.5227872184860655,0.7268863212273736,0.012397097477987848
99,990.0,2,0.585917360755944,0.7752012058305184,0.17227379252057162
100,1000.0,1,0.3536861544447857,0.1498412384335789,-0.43607591507677174
101,1010.0,1,0.25890990511105605,-0.07095702752122049,-0.38005535856202427
102,1020.0,1,0.22440887537172238,-0.3240631699244727,-0.19273719838030454
103,1030.0,1,0.3925516300606942,0.35647951871716127,-0.40626879489313766
104,1040.0,0,0.1270298824717066,-0.4884727003550672,0.07175783409037201
105,1050.0,0,0.11920216530389345,-0.48021525646053304,0.055269206306403466
106,1060.0,0,0.19654319445946636,-0.3066652078893891,-0.20762810330866002
107,1070.0,0,0.010248354207203828,-0.5221915763949622,0.39045891889880907
108,1080.0,0,0.19932304888145244,-0.3709615348898054,-0.13537714898198538
109,1090.0,0,0.09869760494414731,-0.4981576452131439,0.09449601720738966
110,1100.0,0,0.0016276462247471024,-0.5163296633428763,0.40732125293676874
111,1110.0,0,0.1649236074189229,-0.3964595016703696,-0.09725295430671696
112,1120.0,0,0.17387981163099284,-0.38279946982130175,-0.11408171671484411
113,1130.0,0,0.06166517750759002,-0.5338428865137319,0.25424558927683183
114,1140.0,0,0.15910055554180466,-0.4134821739047982,-0.07154735188790187
115,1150.0,0,0.16620690384191228,-0.3500494384109536,-0.1602502096758737
116,1160.0,0,0.18387415779039495,-0.3647363526617148,-0.14009213511931926
117,1170.0,0,0.04210968027111345,-0.5355810043647307,0.30009405263536554
118,1180.0,0,0.13955935318460982,-0.4329892508353608,-0.04128908429434144
119,1190.0,0,0.06808104322810479,-0.5335466930912696,0.24859261084957526
120,1200.0,0,0.12356762787272199,-0.4890025033804485,0.07477679442718242
121,1210.0,0,0.035493227629453415,-0.5349984836089464,0.3168578245775933
122,1220.0,1,0.3553942897806205,0.31714986071649964,-0.4214346581460758
123,1230.0,1,0.33816021369326715,0.07818067210364381,-0.43204832444407937
124,1240.0,0,0.1173586886913451,-0.4844556172059496,0.062160391078403335
125,1250.0,0,0.1540561859159822,-0.4163459733251508,-0.06693141015758633
126,1260.0,1,0.2457881400950445,-0.1829994933507164,-0.3127912106949136
127,1270.0,1,0.2741987192007497,-0.0518263704950408,-0.3873264838200287
128,1280.0,1,0.2661107771040059,-0.06741760202220333,-0.38191785158537517
129,1290.0,2,0.43907633288790243,0.5361732799901248,-0.2796623824904236
130,1300.0,2,0.4065375252573076,0.4054764961699328,-0.37207962335129274
131,1310.0,1,0.3939088917304554,0.2688524418668766,-0.4348520477419532
132,1320.0,1,0.37712233694123326,0.4649145860679304,-0.3628682154250453
133,1330.0,0,0.048612073157442266,-0.5352595030911392,0.2647703782264402
134,1340.0,0,0.1557652538276397,-0.44634130834226904,-0.015507225028623535
135,1350.0,0,0.19128230688707754,-0.3670383595759225,-0.13508212760069213
136,1360.0,0,0.027916164882251886,-0.5313486856316841,0.3504729257109877
137,1370.0,0,0.03247516985090467,-0.5341923300052123,0.3289533476001488
138,1380.0,1,0.2004571402569258,-0.25268390868592794,-0.26287758130047606
139,1390.0,1,0.23456135658002458,-0.2622669350541449,-0.2522489722949447
140,1400.0,1,0.3834361745159335,0.440900586916293,-0.36249503753395473
141,1410.0,1,0.24158457704841085,-0.1844812400586771,-0.31154116092578793
142,1420.0,1,0.3480700603128227,0.37167784009256477,-0.4111376102244749
143,1430.0,1,0.22341205993731203,-0.2050981115457048,-0.29948349464146407
144,1440.0,1,0.2737702777886962,-0.04827934111495212,-0.38864423500835305
145,1450.0,1,0.2586826648490101,-0.10327170148346856,-0.36382321128436784
146,1460.0,1,0.2656450964876623,0.029945380522513734,-0.4259232550521802
147,1470.0,2,0.5354345876735233,0.7687715821006137,0.09885337653798851
148,1480.0,3,0.6778732998031147,0.8017428020081393,0.4123894213390759
149,1490.0,2,0.4735019870150504,0.6718833144777782,-0.12581247750247546
150,1500.0,2,0.49217334580699623,0.7466728738334997,0.020332044710791267
151,1510.0,2,0.44468494771383876,0.6640917016579562,-0.15784927719204642
152,1520.0,2,0.4178285839341497,0.44535504854276287,-0.3629494359216946
153,1530.0,2,0.44005575676766007,0.5175237005492432,-0.3063524736300894
154,1540.0,2,0.40406572769430726,0.47884457602905617,-0.33207098553066544
155,1550.0,2,0.5108013776874397,0.6286106529336912,-0.1741001764458976
156,1560.0,2,0.5504648852194635,0.7645749228233668,0.12475066961357155
157,1570.0,1,0.37297860534518384,0.1258184471623019,-0.4464166830305225
158,1580.0,1,0.2843287400930875,-0.011499567163812396,-0.4029649395634549
159,1590.0,2,0.5589399737723932,0.7419906538133529,0.04592851989167792
160,1600.0,1,0.22712137199746135,-0.16185790696703853,-0.332063893906817
161,1610.0,1,0.32377963248677366,0.1748837990428972,-0.44026688391987173
162,1620.0,2,0.4352127811454074,0.38147419229241725,-0.3986474092489927
163,1630.0,3,0.7293991633864677,0.7652957869057919,0.5690732520022608
164,1640.0,4,0.8830865786710278,0.5631736632044563,0.6711584628473837
165,1650.0,4,0.8994929894161248,0.5285507632229693,0.6600251466340654
166,1660.0,4,0.9253208171098739,0.48659328991213446,0.6377393430993117
167,1670.0,4,0.9506992765212854,0.4572389279765563,0.616650802974626
168,1680.0,4,0.9380207662712712,0.4628072898722991,0.6199229827974937
169,1690.0,3,0.6185935357742618,0.8019197376723616,0.4180621068312843
170,1700.0,3,0.7635378338101263,0.7254284813584269,0.628783970157524
171,1710.0,3,0.7145905777094439,0.7623883192461745,0.573027007220662
172,1720.0,3,0.605115149621988,0.7650802490389724,0.09424037199494778
173,1730.0,2,0.4365093346592004,0.6486297377377127,-0.17413147540459237
174,1740.0,2,0.4940261849751547,0.7070863393040021,-0.052016462063030046
175,1750.0,1,0.38193576320404005,0.21875072590082162,-0.4409633767329296
176,1760.0,0,0.18034282238780092,-0.27989862400857507,-0.24226020995929265
177,1770.0,0,0.009816465221506044,-0.5222430084053898,0.39037753086558136
178,1780.0,0,0.006359602384055446,-0.5199170829085669,0.39747037871236174
179,1790.0,0,0.08925812819214862,-0.5127846665821355,0.14309315515763532
180,1800.0,0,0.0652383872047956,-0.5353819431229767,0.266537240451034
181,1810.0,0,0.06725727209824137,-0.5328499068843207,0.24377706382517503
182,1820.0,0,0.11845465341194523,-0.5010084715550933,0.1039525501096453
183,1830.0,0,0.11587280093818401,-0.49694122085082326,0.09612195194663516
184,1840.0,0,0.19029117503654577,-0.3034195247823945,-0.21245076448349176
185,1850.0,0,0.09692882793546885,-0.49985399812695885,0.1013338996727196
186,1860.0,0,0.1732795018789034,-0.42264693817877735,-0.0581449961428514
187,1870.0,0,0.13192732189063244,-0.48396530146628575,0.059793200723409434
188,1880.0,0,0.1995744346800915,-0.20637778505956353,-0.30772063079467266
189,1890.0,0,0.00901070835155849,-0.5213884594690577,0.393006580770106
190,1900.0,0,0.0198157037811004,-0.5270708126481285,0.3729640770687771
191,1910.0,0,0.03827360078925335,-0.5354037621758804,0.30849325563713764
192,1920.0,0,0.10242835847088103,-0.5185782687522529,0.16069211311812498
193,1930.0,0,0.148876026656242,-0.46305099451073817,0.013919702319328946
194,1940.0,0,0.07876453173191002,-0.5298445640640989,0.21693132193941786
195,1950.0,0,0.08738542987133925,-0.5199324843437673,0.1710591307855374
196,1960.0,0,0.02311025316622633,-0.5308796689031855,0.35361611484762245
197,1970.0,1,0.26449046196840553,-0.07794725612362914,-0.37622766073444724
198,1980.0,1,0.2137754098240229,-0.3498839252641589,-0.16392820961453425
199,1990.0,0,0.005302205351496231,-0.5197331266144966,0.39796566558425966
200,2000.0,0,0.01117894343483803,-0.5247195484304755,0.38153225521540257
201,2010.0,0,0.024765017287567116,-0.5312416823742203,0.3507281258080212
202,2020.0,0,0.09904522687330988,-0.4908351332651635,0.07374968248006525
203,2030.0,0,0.1781510178842558,-0.4221398327798236,-0.06091969880767989
204,2040.0,0,0.03962534145105977,-0.5343914898290699,0.3290861498232067
205,2050.0,0,0.19261302290966337,-0.2356127600767113,-0.2835230864789907
206,2060.0,0,0.09000981801041463,-0.5068276723139504,0.12094591680389248
207,2070.0,0,0.05410259137999961,-0.5350800292653821,0.26626033633093016
208,2080.0,0,0.08620675715226592,-0.5256752755909863,0.19636598017677345
209,2090.0,1,0.30116703541573064,-0.014149285028837307,-0.4039988010398235
210,2100.0,1,0.3306975730812381,0.15975183249515515,-0.4379751599400395
211,2110.0,1,0.3831178424448078,0.22714302344458456,-0.43925848594532435
212,2120.0,1,0.20200561112690085,-0.20706350645206376,-0.3056638056439638
213,2130.0,0,0.18023708110512862,-0.4018809889290024,-0.09074206238012243
214,2140.0,0,0.009859893619390176,-0.5217008488542565,0.39216795233553464
215,2150.0,0,0.03864653445899316,-0.5359892612739012,0.29775139341863094
216,2160.0,0,0.19918938639462858,-0.29047849148531457,-0.22370070379091414
217,2170.0,0,0.06521671726201375,-0.5280800773381678,0.20301375649350664
218,2180.0,0,0.1865249706262309,-0.3933184631478957,-0.10159590676393268
219,2190.0,0,0.11357761846494893,-0.46422591742863684,0.012067649132824404
220,2200.0,0,0.01846158372840359,-0.5267142884073392,0.3741847491638373
221,2210.0,0,0.1672661616854043,-0.38179009252318397,-0.11575752413777454
222,2220.0,0,0.06727884007165488,-0.5280125448168415,0.20571567601746937
223,2230.0,0,0.11045960841367738,-0.48682261863860316,0.06961101387346781
224,2240.0,0,0.16607971042800623,-0.415968001407086,-0.06555788505098775
225,2250.0,0,0.040468054491878,-0.534435708881021,0.32897513590734184
226,2260.0,0,0.043518506009097686,-0.5357537767696023,0.291885925162237
227,2270.0,0,0.11758844551640797,-0.4679860362326983,0.02256414622907982
228,2280.0,0,0.05889169480741261,-0.5333529293635819,0.24717750325347634
229,2290.0,0,0.10436583285200504,-0.48486568617141546,0.05942667336455101
230,2300.0,0,0.09939126673089613,-0.5155343783574402,0.15400038378703518
231,2310.0,0,0.10070942073581517,-0.5228839349307433,0.17641947488352216
232,2320.0,0,0.004282247425278079,-0.5186957864294869,0.40091382945543014
233,2330.0,0,0.003763726009254467,-0.518468317569102,0.4015748057470853
234,2340.0,0,0.01704977936366559,-0.5282953885307713,0.3670706060780555
235,2350.0,0,0.16134442661598822,-0.4340805847654037,-0.03919351700951759
236,2360.0,0,0.026628792493256653,-0.5317486923903456,0.34828247118158506
237,2370.0,0,0.00764563026747603,-0.5209448089943194,0.39436066216173404
238,2380.0,0,0.10391651362081197,-0.5153335961429316,0.14919706800519442
239,2390.0,1,0.3942872466866006,0.360841833637277,-0.396834974641061
240,2400.0,1,0.2869640011162481,0.09431511184063689,-0.4361237861126328
241,2410.0,2,0.48687321229595676,0.5721649243242718,-0.25654511910796113
242,2420.0,2,0.43892819460384097,0.4789615815678284,-0.33559928628943975
243,2430.0,2,0.48194282868079846,0.714595618383063,-0.05973809354365777
244,2440.0,2,0.4213676707305208,0.3094777326383552,-0.430118571550548
245,2450.0,3,0.7565855879408414,0.7110910984465008,0.6383549568635591
246,2460.0,3,0.7158435691108775,0.793730621305573,0.4835631684594662
247,2470.0,3,0.6400746464192125,0.7946304353029148,0.23495856698034928
248,2480.0,3,0.662280627006915,0.7878164887911305,0.4809029861221913
249,2490.0,2,0.5140168286435489,0.7272237263611582,-0.0008869642490148383
250,2500.0,2,0.49122816839934097,0.7149036259690851,-0.03567414128281925
251,2510.0,2,0.5073389918434356,0.6686401937389632,-0.11584766156566698
252,2520.0,2,0.40161921057069316,0.22281243703815887,-0.4488785204282427
253,2530.0,2,0.4790725608555742,0.6310363257252788,-0.17207622429173647
254,2540.0,2,0.5050453150657263,0.5619282032455015,-0.27788175084278527
255,2550.0,1,0.2590281481383279,0.013908204958507447,-0.4228410660827232
256,2560.0,2,0.45687900475757387,0.6526287862566862,-0.15143417317657276
257,2570.0,1,0.33116379595791007,0.07145929115358449,-0.4273521189284823
258,2580.0,1,0.2940465662764387,-0.06059468725287338,-0.3848752383410376
259,2590.0,1,0.26301940635913806,-0.028428219275077632,-0.4004958191580164
260,2600.0,1,0.3332344094923993,0.0634316135574472,-0.4260511546023256
261,2610.0,1,0.39358082121708493,0.4757333677683861,-0.3448467784990445
262,2620.0,1,0.25251756749016174,-0.11120374579468607,-0.3589204193156901
263,2630.0,0,0.11720106570121283,-0.48620868720502,0.067734961329411
264,2640.0,0,0.02416642351348494,-0.5298316332869958,0.3599096499378419
265,2650.0,0,0.1827711031429077,-0.27639916370681866,-0.24589024640755883
266,2660.0,1,0.33841820570728026,0.25574078908337017,-0.433551242398704
267,2670.0,1,0.30822443440615765,-0.043438419455693066,-0.3949226043844009
268,2680.0,0,0.013133068435282164,-0.5244171269390087,0.38286410180174957
269,2690.0,0,0.08235290900868213,-0.5244462237316205,0.188515436172888
270,2700.0,0,0.08394230666355298,-0.5179174760912201,0.16044197073964217
271,2710.0,1,0.20392446690442229,-0.23070682260897835,-0.2808241788057219
272,2720.0,1,0.3852172823364183,0.46389651570099766,-0.36043448905920794
273,2730.0,2,0.4667253709688527,0.6901062121625219,-0.10924811178344604
274,2740.0,1,0.338014347127766,0.035500450949257856,-0.4261708719534473
275,2750.0,0,0.17487504888885036,-0.3996180259734459,-0.09175467035833758
276,2760.0,0,0.15936682733918478,-0.44030650162282997,-0.026060316143830746
277,2770.0,0,0.05159443000269713,-0.5355997273314012,0.27597625568669054
278,2780.0,0,0.13154085389027786,-0.4576295300510792,0.004076746331069111
279,2790.0,0,0.1611596830668404,-0.3920276730334412,-0.10097197768532529
280,2800.0,0,0.0041009742735178545,-0.5188404977745772,0.40052167360523955
281,2810.0,0,0.1362775721153445,-0.4327107451798726,-0.040722612997862076
282,2820.0,0,0.12556558137816085,-0.49198981934247205,0.08052481070684472
283,2830.0,0,0.029282360774455663,-0.5330019961357861,0.338724250794091
284,2840.0,1,0.3622461793939905,0.29316679321438827,-0.4211449243845376
285,2850.0,1,0.3682757516839606,0.3404033326829157,-0.4086351828573063
286,2860.0,2,0.5460141581345386,0.7666077724245712,0.10067583808876723
287,2870.0,3,0.6553173110524619,0.7867379872113833,0.5108678823499361
288,2880.0,3,0.6103503247613299,0.788869267502837,0.22258484174618648
289,2890.0,3,0.7683781113041048,0.7592370027723464,0.5895005849329296
290,2900.0,3,0.6705897911511375,0.7965792380659185,0.4137456846441825
291,2910.0,3,0.7995462200234333,0.7077790925875392,0.6532801232654522
292,2920.0,2,0.5977731662866949,0.782191640466603,0.20408992637352627
293,2930.0,2,0.512399133339194,0.704436085020227,-0.05916604585441832
294,2940.0,2,0.4469096352000025,0.6332090623655309,-0.18136989567259756
295,2950.0,2,0.4316124412407431,0.4980281255512778,-0.3183484399547727
296,2960.0,2,0.45689511706578745,0.5594354800735114,-0.27109381066923954
297,2970.0,3,0.7838504958356272,0.668735953219234,0.67661555204678
298,2980.0,3,0.7947698886133789,0.6409849708645435,0.6842839393004362
299,2990.0,3,0.6916338647339941,0.7857089826287081,0.5035101286990358
300,3000.0,3,0.6341902189933493,0.8002560786819505,0.41952935058587004
301,3010.0,3,0.7836540494188079,0.6617667767679095,0.6738751762425594
302,3020.0,3,0.7869610315963854,0.6823738529323188,0.6644311674461322
303,3030.0,2,0.4844619739417234,0.49320795274775164,-0.3413334785654393
304,3040.0,2,0.5773136114176272,0.7747184042911672,0.1770879501561462
305,3050.0,2,0.4839738725239922,0.7279121954530869,-0.031393247717591395
306,3060.0,2,0.5266323304238965,0.705838394338691,-0.038944202851943284
307,3070.0,1,0.29946384012145716,-0.12246805958581322,-0.36272152427853976
308,3080.0,2,0.5540249901531078,0.7932438386367353,0.20793528896310542
309,3090.0,2,0.5784601235626873,0.7710258712579742,0.12046425830290654
310,3100.0,2,0.43318656318955806,0.6441543059548359,-0.18471580013341504
311,3110.0,1,0.24063023586844046,-0.09602144234033716,-0.37288450991977684
312,3120.0,1,0.23602746674475544,-0.1657531081324433,-0.3261125650819988
313,3130.0,0,0.16060327144820957,-0.3593647817986594,-0.15013586894468647
314,3140.0,0,0.05824618709156877,-0.5345716361827396,0.25890633270830055
315,3150.0,0,0.053657200740102454,-0.5341079702713628,0.24949252375105413
316,3160.0,0,0.06101160553901032,-0.5306466542713094,0.21859830530227367
317,3170.0,0,0.18832212630777717,-0.3549236757687205,-0.15193326136545707
318,3180.0,0,0.05357688684110155,-0.5347724411339176,0.2604540666910012
319,3190.0,0,0.13512559776411887,-0.4258573755352312,-0.055833393326489865
320,3200.0,0,0.19732764084110438,-0.2947811538379584,-0.21722955306855796
321,3210.0,0,0.018791394900611946,-0.529740281778329,0.3598881696121791
322,3220.0,0,0.06836097126642508,-0.5322003916770804,0.23457520520384126
323,3230.0,0,0.1349875046484795,-0.47837316234866367,0.047604734952314154
324,3240.0,0,0.1961923669731594,-0.24269695600577215,-0.2740347360503752
325,3250.0,0,0.09352645132888349,-0.5112466623952577,0.13928502850891647
326,3260.0,0,0.06173897848953154,-0.5358342002868733,0.27591482356150665
327,3270.0,0,0.15200528336966593,-0.4001885140063293,-0.09385750183573646
328,3280.0,0,0.11798205895804485,-0.4852489360092204,0.06590500915154392
329,3290.0,0,0.1715515911858884,-0.36393041977540985,-0.13889144689449345
330,3300.0,0,0.17917972239258123,-0.33295767976282936,-0.17986299314055496
331,3310.0,0,0.19723877938896678,-0.24418335042473052,-0.27064935895397096
332,3320.0,0,0.15958304670271714,-0.44533261997528056,-0.018365680212792473
333,3330.0,1,0.36618223181779597,0.1689208703000867,-0.4383421282937545
334,3340.0,2,0.5056292294695572,0.7335135286425711,0.006431720556088149
335,3350.0,2,0.47606421332229243,0.576752605232744,-0.25366888615155936
336,3360.0,2,0.42132607864903937,0.43960507998897214,-0.35673631029363867
337,3370.0,1,0.2085929330712654,-0.17553207948122604,-0.3299836541155275
338,3380.0,0,0.08283092587228898,-0.5295146827509193,0.2154282009195972
339,3390.0,1,0.3747191940087887,0.47264910850655295,-0.3596604025750004
340,3400.0,1,0.33256019641204315,0.20636526460269694,-0.43547339468582824
341,3410.0,0,0.1611142230811779,-0.4138229217796158,-0.06816710648760813
342,3420.0,1,0.2414186081896231,-0.2609505649663739,-0.2539499646837298
343,3430.0,2,0.5168071287850439,0.716576988750994,-0.03129978185188506
344,3440.0,2,0.599322384281182,0.7529579386150372,0.03253246215563675
345,3450.0,2,0.48643786090400304,0.7360172995811776,-0.01679238729754893
346,3460.0,1,0.3919679236147583,0.2783595714096495,-0.4264798597885906
347,3470.0,1,0.39286011096600104,0.20777570736392587,-0.4449371215598364
348,3480.0,0,0.08386291305356419,-0.5312451596211744,0.22181450708156836
349,3490.0,0,0.07977005546380322,-0.5315778164340822,0.22602490676432313
350,3500.0,0,0.03771358569734409,-0.535314123788761,0.3121995512669828
351,3510.0,0,0.03260177483476211,-0.5327418131287317,0.3424232037625171
352,3520.0,0,0.1701733820821386,-0.3539212312045585,-0.15323602220614832
353,3530.0,0,0.049550881154177974,-0.5356289575191554,0.2809826421234336
354,3540.0,1,0.20446055624014922,-0.33715967916150286,-0.17455846254613835
355,3550.0,0,0.11509965833034733,-0.4868048519782875,0.06881399135953545
356,3560.0,0,0.1997652684183398,-0.2380566139553635,-0.2755160101986828
357,3570.0,0,0.049960115534291846,-0.535648083152082,0.2846129177223565
358,3580.0,0,0.16461734404763306,-0.433146559621649,-0.03981409537576554
359,3590.0,0,0.11499322853281273,-0.4690068768684714,0.02362827789608744
360,3600.0,0,0.16566699622553965,-0.3543254700125015,-0.15521645594958186
361,3610.0,0,0.15064345959942393,-0.47151958647570225,0.02908461637326553
362,3620.0,0,0.027200835155321634,-0.531414682618308,0.3508938332238675
363,3630.0,0,0.16287293337522524,-0.45504804140252986,-0.0051070034546364315
364,3640.0,0,0.002225649623543262,-0.5171260606034688,0.40522945405501704
365,3650.0,0,0.17483967177466295,-0.3588104239840455,-0.14592605513011844
366,3660.0,0,0.051280887213051185,-0.5357967124919162,0.2924337981199301
367,3670.0,0,0.17154527042057374,-0.43165868917591127,-0.04434203024908641
368,3680.0,0,0.15688887943309443,-0.4167652876939894,-0.0664835912913092
369,3690.0,0,0.17081220471878236,-0.37960106694731377,-0.11748109696958212
370,3700.0,0,0.13651665586197825,-0.4272559822062827,-0.053254985666068615
371,3710.0,0,0.11193375265421561,-0.4922228504745001,0.08156004934687507
372,3720.0,1,0.3088714964510844,0.12981756607471504,-0.43621785688048786
373,3730.0,1,0.30620290680289786,-0.09056751804071424,-0.37838025448083085
374,3740.0,0,0.1313353124211209,-0.4410180529484246,-0.02731747698263223
375,3750.0,0,0.12593495143769035,-0.44576928570038543,-0.020286474852386552
376,3760.0,0,0.042985655409097503,-0.5360291712304136,0.28944785896468667
377,3770.0,0,0.037157762376364104,-0.5337508978760639,0.33428685703160965
378,3780.0,0,0.15382019431573352,-0.43216677528521746,-0.03951380360953786
