regimen,dose_mg,daily_dose_mg,coverage_24h_pct,cmax_ss_mg_l,ctrough_ss_mg_l,feasible,status
BID,37.73061945659911,75.46123891319822,100.0,0.704841320888877,0.5588873026104606,True,converged
BID,39.438198325381286,78.87639665076257,100.0,0.7367404034570498,0.5841809278334988,True,converged
BID,41.22305728219556,82.44611456439112,100.0,0.7700831463761907,0.6106192694849393,True,converged
BID,41.91919191919192,83.83838383838383,100.0,0.7830875566966047,0.6209308099559918,True,converged
BID,43.08869380063769,86.17738760127538,100.0,0.8049348855444245,0.6382541341243356,True,converged
BID,45.03876363985752,90.07752727971506,100.0,0.8413639137739323,0.6671396729265078,True,converged
BID,47.077088008105996,94.15417601621199,100.0,0.8794416146123414,0.6973324877920564,True,converged
BID,49.20766105048367,98.41532210096734,100.0,0.9192426022204858,0.7288917422601343,True,converged
BID,49.8989898989899,99.7979797979798,100.0,0.9321572361641512,0.7391320966705061,True,converged
BID,51.43465767556309,102.86931535112619,100.0,0.9608448675806298,0.7618792774408095,True,converged
