permeability_scenario,time_h,external_adc_molecules_per_cell,free_surface_receptor_molecules_per_cell,bound_adc_molecules_per_cell,endosome_adc_molecules_per_cell,lysosome_adc_molecules_per_cell,recycling_receptor_molecules_per_cell,degraded_adc_molecules_per_cell,cytoplasm_payload_molecules_per_cell,exported_payload_molecules_per_cell,metabolized_payload_molecules_per_cell
High permeability,1.7000000000000002,5277858.656142142,259335.86768896258,704596.9972515709,36067.135059434775,2418.981036783193,36067.135059434775,1198.9905100417013,4397.012708078161,346.2031426417412,51.930471396261176
High permeability,1.8,5262907.225267138,244947.84388737322,715996.322964937,39055.83314765187,2737.3490180787103,39055.83314765187,1444.029602160492,5266.059441660565,442.6752518949592,66.40128778424388
High permeability,1.9000000000000001,5249315.688999342,231964.61786877466,725982.3556597988,42053.02647138285,3071.299220745931,42053.02647138285,1718.3896486914696,6231.279690096401,557.4867999780012,83.6230199967002
High permeability,2.0,5236943.3082509255,220245.5261767087,734702.5253195144,45051.94850372782,3419.9319683649655,45051.94850372782,2023.045957421707,7294.341816851526,692.57883397269,103.88682509590349
High permeability,2.1,5225664.422226633,209664.88820635623,742288.4867562361,48046.62503734814,3782.3736219471502,48046.62503734814,2358.8523577785127,8456.396009881893,849.9205268018198,127.48807902027296
High permeability,2.2,5215366.679425095,200110.24843335175,748857.9627372251,51031.78882935115,4157.781551796698,51031.78882935115,2726.5474564625333,9718.110800233244,1031.4991769480907,154.7248765422136
High permeability,2.3000000000000003,5205949.502796863,191480.8516033307,754516.3444353257,54002.803961261656,4545.347420340434,54002.803961261656,3126.7613861301925,11079.710699630077,1239.3109498014196,185.89664247021295
High permeability,2.4000000000000004,5197322.755896596,183686.31783847586,759358.0833552034,56955.59880623065,4944.2991444805175,56955.59880623065,3560.0227974025934,12541.013940658968,1475.352376002729,221.30285640040935
High permeability,2.5,5189405.578887443,176645.48664760264,763467.9068949664,59886.60645733233,5353.901832235716,59886.60645733233,4026.765927927619,14101.469664627728,1741.612598035166,261.2418897052749
High permeability,2.6,5182125.368254111,170285.40380939166,766921.8845719512,62792.71161855004,5773.457926803451,62792.71161855004,4527.337628480386,15760.194090818857,2040.0663531530156,306.00995297295236
High permeability,2.7,5175416.882060738,164540.43304157135,769788.3636557676,65671.20330254784,6202.306763505327,65671.20330254784,5062.004217331035,17516.00518396187,2372.667664977818,355.9001497466727
High permeability,2.8000000000000003,5169221.4527697535,159351.47455809984,772128.7928254318,68519.73261634244,6639.82369541085,68519.73261634244,5630.958092938738,19367.455581882365,2741.3442075228227,411.2016311284234
High permeability,2.9000000000000004,5163486.290902164,154665.27387804247,773998.4511971547,71336.27492466269,7085.418898476534,71336.27492466269,6234.324077405528,21312.86369943755,3147.992318726965,472.1988478090448
High permeability,3.0,5158163.871241866,150433.8126297421,775447.0912711333,74119.09609897328,7538.535978570676,74119.09609897328,6872.1654093099505,23350.342753387577,3594.472602529773,539.170890379466
High permeability,3.1,5153211.387062444,146613.7669071579,776519.510912398,76866.7221802801,7998.650432355005,76866.7221802801,7544.489412363361,25477.827832858133,4082.606103050511,612.3909154575767
High permeability,3.2,5148590.265993211,143166.02683093364,777256.0609652564,79577.91220363401,8465.268036871139,79577.91220363401,8251.252800855342,27693.10092182111,4614.170996493797,692.1256494740696
High permeability,3.3000000000000003,5144265.7392779365,140055.26911550495,777693.09707737,82251.63380694018,8937.923209560286,82251.63380694018,8992.366628013255,29993.813940715005,5190.899763715954,778.634964557393
High permeability,3.4000000000000004,5140206.458332715,137249.57658694405,777863.3820663565,84887.04134650655,9416.177376939502,84887.04134650655,9767.700877294239,32377.509862890216,5814.476795093734,872.17151926406
High permeability,3.5,5136384.15142867,134720.09751818707,777796.4463116091,87483.45617000198,9899.617364256646,87483.45617000198,10577.088725264728,34841.642034572746,6486.5364154410145,972.980462316152
High permeability,3.6,5132773.317276028,132440.74158260613,777518.9095147041,90040.34890247874,10387.853837093158,90040.34890247874,11420.330469489169,37383.59173757573,7208.6612719835975,1081.2991907975393
High permeability,3.7,5129350.951276329,130387.90822251397,777054.7682413773,92557.32353588004,10880.519808584086,92557.32353588004,12297.197137603927,40000.684107880676,7982.381043280095,1197.357156492014
High permeability,3.8000000000000003,5126096.298865578,128540.24188484323,776425.655077651,95034.10303726418,11377.26920259575,95034.10303726418,13207.433816673152,42690.20254976978,8809.171483592429,1321.3757225388642
High permeability,3.9000000000000004,5122990.636069166,126878.4142606445,775651.0692518139,97470.51648728676,11877.775509088891,97470.51648728676,14150.76268239341,45449.401692539584,9690.45369075015,1453.5680536125221
High permeability,4.0,5120017.070529691,125384.92681692795,774748.5857857617,99866.48739704004,12381.730496253289,99866.48739704004,15126.885790986506,48275.51905430418,10627.593672992742,1594.1390509489106
High permeability,4.1000000000000005,5117160.363636641,124043.93426229894,773734.0425018367,102222.02323558375,12888.843009288901,102222.02323558375,16135.48761637223,51165.78546401664,11621.902109790002,1743.2853164684996
High permeability,4.2,5114406.770487816,122841.0856956247,772621.7083109486,104537.20599313697,13398.837844704452,104537.20599313697,17176.237363106655,54117.43436242292,12674.634307690496,1901.1951461535734
High permeability,4.3,5111743.89579663,121763.38156693416,771424.4347559215,106812.18367684477,13911.454698442754,106812.18367684477,18248.791071862946,57127.710075914794,13786.9903278327,2068.048549174904
High permeability,4.4,5109160.563518325,120799.04423460834,770153.7931433816,109047.16262170004,14426.44717827809,109047.16262170004,19352.793538007103,60193.87513392542,14960.11529516431,2244.017294274646
High permeability,4.5,5106646.699617232,119937.40155371184,768820.1978672926,111242.40057866815,14943.58188728217,111242.40057866815,20487.880049198717,63313.21671525971,16195.099835738283,2429.264975360742
High permeability,4.6000000000000005,5104193.227047285,119168.78258380458,767433.0168970689,113398.20051878419,15462.63758118596,113398.20051878419,21653.67795533451,66483.05233884744,17492.98058797623,2623.9470881964344
High permeability,4.7,5101791.969575373,118484.42204407447,766000.6729661447,115514.9049894235,15983.404368126197,115514.9049894235,22849.808100575403,69700.73478695823,18854.740901728575,2828.2111352592856
High permeability,4.800000000000001,5099435.5659893975,117876.37507844131,764530.7338426997,117592.89107848724,16505.682979263507,117592.89107848724,24075.886109780316,72963.6564123721,20281.311566700053,3042.196735005007
High permeability,4.9,5097117.392162538,117337.43980268289,763029.9943361519,119632.56586077958,17029.284086773896,119632.56586077958,25331.523553371408,76269.25283710987,21773.571647178444,3266.035747076765
High permeability,5.0,5094831.490706545,116861.08737625816,761504.5503203109,121634.36230303232,17554.02767268683,121634.36230303232,26616.328997026485,79615.00611795166,23332.349379892883,3499.852406983931
High permeability,5.1000000000000005,5092572.507372408,116441.39876321449,759959.8656571376,123598.73557923739,18079.74244391888,123598.73557923739,27929.908946887117,82998.44742696214,24958.42313024354,3743.7634695365296
High permeability,5.2,5090335.633533389,116073.00752302635,758400.832719827,125526.1597567255,18606.26529022193,125526.1597567255,29271.868699415063,86417.15929414937,26652.52239768306,3997.878359652457
High permeability,5.300000000000001,5088116.554116441,115751.04800193194,756831.8271813275,127417.12481631477,19133.440781288893,127417.12481631477,30641.81310420244,89868.77745001284,28415.328866302367,4262.299329945353
High permeability,5.4,5085911.400656297,115471.10860781212,755256.757411869,129272.13397989311,19661.120703612833,129272.13397989311,32039.347247902708,93350.99233659,30247.47746936291,4537.121620404434
High permeability,5.5,5083716.708655717,115229.18935093626,753679.1093424171,131091.70130622087,20189.163628892074,131091.70130622087,33464.07706632813,96861.5502829011,32149.557495843364,4822.433624376502
High permeability,5.6000000000000005,5081529.37860843,115021.6630031599,752101.9874684645,132876.3495279498,20717.4345068557,132876.3495279498,34915.609887876046,100398.2543205436,34122.113771083736,5118.317065662557
High permeability,5.7,5079346.641781668,114845.24101214185,750528.1508517908,134626.60813564173,21245.804307253635,134626.60813564173,36393.55492322139,103958.96493261523,36165.647708536715,5424.847156280503
High permeability,5.800000000000001,5077166.028159843,114696.94152375204,748960.0468371959,136343.0116386264,21774.149668436403,136343.0116386264,37897.523695474236,107541.60038769359,38280.61851529624,5742.092777294433
High permeability,5.9,5074985.33760898,114574.06060176578,747399.8413783837,138026.09801942486,22302.35257385641,138026.09801942486,39427.130418930705,111144.13687855618,40467.444388641816,6070.116658296269
High permeability,6.0,5072802.614745354,114474.1471657753,745849.4454751933,139676.40735860585,22830.300072936087,139676.40735860585,40981.992347485706,114764.60873649649,42726.503541340935,6408.975531201137
High permeability,6.1000000000000005,5070616.124244763,114394.97827867547,744310.5411223625,141294.48059853652,23357.883980250077,141294.48059853652,42561.73005366446,118401.10797363246,45058.13557002116,6758.72033550317
High permeability,6.2,5068424.330839456,114334.53919782677,742784.6023531017,142880.85844864594,23885.000648442525,142880.85844864594,44165.967709929246,122051.78434822644,47462.642376661766,7119.396356499261
High permeability,6.300000000000001,5066225.879163939,114291.00317548154,741272.9164134279,144436.08041066508,24411.550711177795,144436.08041066508,45794.33330036528,125714.84470622469,49940.28947734191,7491.043421601283
High permeability,6.4,5064019.576381708,114262.71405982824,739776.6020191056,145960.6839206407,24937.438863102012,145960.6839206407,47446.458815019156,129388.55245256149,52491.3071378207,7873.696070673103
High permeability,6.5,5061804.376960909,114248.1710687992,738296.6253607651,147455.2035700101,25462.57367051314,147455.2035700101,49121.980437378064,133071.22717357747,55115.89135385998,8267.383703078995
High permeability,6.6000000000000005,5059579.367579879,114246.01360483535,736833.8159470081,148920.17044773107,25986.867359481537,148920.17044773107,50820.538665476546,136761.24363252815,57814.20514586434,8672.130771879647
High permeability,6.7,5057343.754537187,114255.00862871156,735388.8798305328,150356.11154033017,26510.23564760832,150356.11154033017,52541.77844391841,140457.0311381861,60586.379567051255,9087.956935057684
High permeability,6.800000000000001,5055096.852071951,114274.03892423662,733962.4118718411,151763.54920349683,27032.597581025933,151763.54920349683,54285.34927126137,144157.07277013676,63432.51475055524,9514.877212583282
High permeability,6.9,5052838.071421377,114302.09206102153,732554.9072166252,153143.00072192782,27553.87536995308,153143.00072192782,56050.90526969334,147859.90433529194,66352.68105911832,9952.902158867744
High permeability,7.0,5050566.9113542875,114338.2508639964,731166.7712304201,154494.97790515804,28073.994249646308,154494.97790515804,57838.10526006515,151564.1135310059,69346.92007375452,10402.038011063174
High permeability,7.1000000000000005,5048282.949261397,114381.68440130056,729798.328836828,155819.98676144605,28592.882338276948,155819.98676144605,59646.61280162991,155268.33885092675,72415.24568338331,10862.286852507497
High permeability,7.2,5045985.833476574,114431.64024313995,728449.8325732261,157118.52718320856,29110.47051964106,157118.52718320856,61476.096246927926,158971.26875501522,75557.64499742449,11333.64674961367
High permeability,7.300000000000001,5043675.275940892,114487.43701648696,727121.4702724386,158391.09271064898,29626.692318288424,158391.09271064898,63326.228757309895,162671.64053038985,78774.07939035178,11816.111908552764
