scenario,time_h,radius_um,extracellular_nm,neighbor_intracellular_nm,hypothetical_neighbor_survival,neighbor_cell_volume_um3
High permeability,46.5,88.75,3.497356458193165,2.82129975904811,0.9498463107749858,173226.10992200216
High permeability,46.5,91.25,3.2111037165559826,2.5839736679140337,0.9543554589704195,183122.12678081
High permeability,46.5,93.75,2.9495519868888276,2.3676111386757466,0.9584588818255941,193293.03299680696
High permeability,46.5,96.25,2.710346487555547,2.170183747784074,0.9621928991056801,203738.82856999306
High permeability,46.5,98.75,2.4913872694338766,1.9898841510514629,0.9655907061055045,214459.5135003682
High permeability,46.5,101.25,2.2907972082359107,1.8250982812720635,0.9686826091484693,225455.08778793245
High permeability,46.5,103.75,2.106894636846361,1.6743815730253064,0.9714962515884242,236725.55143268587
High permeability,46.5,106.25,1.9381698530063145,1.536438551483855,0.9740568285342546,248270.90443462835
High permeability,46.5,108.75,1.7832648783090177,1.4101052439848307,0.976387289226293,260091.14679375992
High permeability,46.5,111.25,1.6409559566751257,1.29433397040516,0.9785085265322545,272186.27851008065
High permeability,46.5,113.75,1.5101383704853575,1.1881801464248862,0.9804395534327942,284556.2995835904
High permeability,46.5,116.25,1.3898132251389193,1.0907907967020283,0.9821976666614697,297201.21001428936
High permeability,46.5,118.75,1.2790759116425763,1.0013945259979267,0.983798597874059,310121.0098021774
High permeability,46.5,121.25,1.1771060047529176,0.919292737840958,0.9852566528666321,323315.6989472545
High permeability,46.5,123.75,1.083158393398483,0.8438519243109875,0.986584839455616,336785.27744952077
High permeability,46.5,126.25,0.9965554723241375,0.7744968784628327,0.9877949846883594,350529.7453089761
High permeability,46.5,128.75,0.9166802504841998,0.7107047039604316,0.9888978420789922,364549.10252562055
High permeability,46.5,131.25,0.8429702537359514,0.6519995155944843,0.9899031895691954,378843.3490994541
High permeability,46.5,133.75,0.774912117703467,0.597947740243742,0.9908199189027556,393412.48503047676
High permeability,46.5,136.25,0.7120367819733467,0.5481539411035682,0.9916561170810765,408256.5103186885
High permeability,46.5,138.75,0.6539152095943859,0.5022570991177723,0.9924191405376591,423375.4249640894
High permeability,46.5,141.25,0.6001545666216853,0.4599272948917673,0.9931156826356778,438769.2289666794
High permeability,46.5,143.75,0.550394805527459,0.4208627422448338,0.9937518350561817,454437.9223264585
High permeability,46.5,146.25,0.5043056039842531,0.3847871312266798,0.9943331436066877,470381.5050434267
High permeability,46.5,148.75,0.46158361704658624,0.35144724408244293,0.9948646589420994,486599.977117584
High permeability,46.5,151.25,0.42195000630652885,0.32061081246750556,0.995350982652803,503093.3385489304
High permeability,46.5,153.75,0.38514821433541313,0.2920645883259353,0.9957963091390044,519861.58933746594
High permeability,46.5,156.25,0.35094195677786594,0.2656126043668434,0.9962044636562678,536904.7294831906
High permeability,46.5,158.75,0.31911340794329046,0.2410746030947307,0.9965789368850111,554222.7589861043
High permeability,46.5,161.25,0.2894615587330357,0.21828461595035592,0.9969229163465502,571815.677846207
High permeability,46.5,163.75,0.26180072832304047,0.19708967636214272,0.9972393149601957,589683.4860634991
High permeability,46.5,166.25,0.23595921325368616,0.17734865244837894,0.9975307970098923,607826.1836379801
High permeability,46.5,168.75,0.21177805951280215,0.15893118679239832,0.9977998017648996,626243.7705696502
High permeability,46.5,171.25,0.1891099448777726,0.1417167321743033,0.9980485649769592,644936.2468585095
High permeability,46.5,173.75,0.16781816024511628,0.12559367341534144,0.9982791384561963,663903.6125045579
High permeability,46.5,176.25,0.1477756799516771,0.11045852660159346,0.9984934079095337,683145.8675077953
High permeability,46.5,178.75,0.12886431220681402,0.09621520792482473,0.998693109208562,702663.0118682219
High permeability,46.5,181.25,0.11097392173190253,0.08277436522944141,0.9988798432384872,722455.0455858377
High permeability,46.5,183.75,0.09400171756090324,0.07005276610181348,0.9990550894658433,742521.9686606425
High permeability,46.5,186.25,0.07785159970979463,0.05797273699571585,0.9992202183500285,762863.7810926363
High permeability,46.5,188.75,0.06243355908701795,0.04646164846720633,0.999376502712265,783480.4828818194
High permeability,46.5,191.25,0.047663125603500105,0.035451442104079356,0.9995251281652179,804372.0740281915
High permeability,46.5,193.75,0.03346085995937366,0.02487819518786487,0.9996672026971332,825538.5545317528
High permeability,46.5,196.25,0.019751885043865273,0.014681719527688975,0.9998037654958837,846979.9243925032
High permeability,46.5,198.75,0.006465453292435804,0.004805191261656158,0.9999357950906691,868696.1836104424
High permeability,47.0,1.25,115.41012275599482,0.0,1.0,0.0
High permeability,47.0,3.75,113.93513745950378,0.0,1.0,0.0
High permeability,47.0,6.25,110.98444854196305,0.0,1.0,0.0
High permeability,47.0,8.75,106.5565733591831,0.0,1.0,0.0
High permeability,47.0,11.25,100.64929263548775,0.0,1.0,0.0
High permeability,47.0,13.75,93.25964651372287,0.0,1.0,0.0
High permeability,47.0,16.25,84.38393247956657,0.0,1.0,0.0
High permeability,47.0,18.75,74.01770320467367,0.0,1.0,0.0
High permeability,47.0,21.25,62.155764063005314,53.22919984392662,0.4472642036036428,9941.831751672698
High permeability,47.0,23.75,52.90925457284721,45.232909560248736,0.4848714548448504,12415.83596637466
High permeability,47.0,26.25,45.52895874741638,38.85500893681093,0.5212770296790014,15164.729538265727
High permeability,47.0,28.75,39.52541872350802,33.67090289420032,0.5562574415048571,18188.512467345903
High permeability,47.0,31.25,34.56544492537921,29.391550840344664,0.5896430624911404,21487.184753615187
High permeability,47.0,33.75,30.414429812005153,25.813427854779096,0.6213149229957696,25060.746397073577
High permeability,47.0,36.25,26.90244752234211,22.789118431467113,0.6511996668704553,28909.197397721073
High permeability,47.0,38.75,23.90343656941858,20.2092588265,0.6792635390751239,33032.53775555768
High permeability,47.0,41.25,21.32193269134784,17.991028624441746,0.7055060515856288,37430.767470583385
High permeability,47.0,43.75,19.084340104197093,16.07057904254976,0.7299537798841523,42103.8865427982
High permeability,47.0,46.25,17.133028080832382,14.397912003131458,0.7526545844699741,47051.89497220213
High permeability,47.0,48.75,15.422240811788809,12.93333209916467,0.7736724285103675,52274.79275879515
High permeability,47.0,51.25,13.915202562107892,11.644935395204985,0.7930828708719712,57772.579902577294
High permeability,47.0,53.75,12.58202962356796,10.506798067732992,0.8109692488632638,63545.25640354854
High permeability,47.0,56.25,11.398198444540729,9.497647492474947,0.8274195220276016,69592.82226170889
High permeability,47.0,58.75,10.343404496103645,8.599872270581157,0.8425237222918078,75915.27747705833
High permeability,47.0,61.25,9.400700373933931,7.798774475345892,0.8563719422530947,82512.6220495969
High permeability,47.0,63.75,8.555836568346631,7.081997702826302,0.8690527886551667,89384.85597932458
High permeability,47.0,66.25,7.7967514207833455,6.439084535067235,0.8806522292080361,96531.97926624135
High permeability,47.0,68.75,7.113172325617555,5.861130504911162,0.8912527656048861,103953.99191034725
High permeability,47.0,71.25,6.4963008751587035,5.340510879912131,0.9009328722556855,111650.89391164223
High permeability,47.0,73.75,5.93856204262395,4.870662999100892,0.9097666477594575,119622.68527012634
High permeability,47.0,76.25,5.433402714333265,4.445911421240033,0.9178236337265239,127869.36598579954
High permeability,47.0,78.75,4.975128609895383,4.061326376523742,0.9251687627744433,136390.93605866184
High permeability,47.0,81.25,4.5587713253619535,3.712608352415844,0.9318624040956851,145187.3954887133
High permeability,47.0,83.75,4.179979206789728,3.395993355262575,0.9379604808100818,154258.7442759538
High permeability,47.0,86.25,3.834927219957653,3.108174654269675,0.9435146383414003,163604.98242038343
High permeability,47.0,88.75,3.520242070847511,2.846237758921892,0.9485724473227009,173226.10992200216
High permeability,47.0,91.25,3.232939652050165,2.6076060926758213,0.9531776280998219,183122.12678081
High permeability,47.0,93.75,2.9703725140003576,2.3899953667916596,0.9573702868425389,193293.03299680696
High permeability,47.0,96.25,2.73018553795528,2.1913750727970687,0.9611871556699179,203738.82856999306
High permeability,47.0,98.75,2.5102783567850286,2.0099358322785066,0.9646618311295313,214459.5135003682
High permeability,47.0,101.25,2.3087733567985995,1.8440615917725782,0.9678250069133256,225455.08778793245
High permeability,47.0,103.75,2.1239883187344324,1.69230584561138,0.9707046979121515,236725.55143268587
High permeability,47.0,106.25,1.9544129333387004,1.5533712233595758,0.9733264536641408,248270.90443462835
High permeability,47.0,108.75,1.7986885675773105,1.426091900456401,0.975713559988811,260091.14679375992
High permeability,47.0,111.25,1.6555907697158045,1.3094183879875914,0.9778872281609031,272186.27851008065
High permeability,47.0,113.75,1.5240140915018185,1.2024043355790504,0.9798667714004194,284556.2995835904
High permeability,47.0,116.25,1.402958878267143,1.1041950443629651,0.9816697687669907,297201.21001428936
High permeability,47.0,118.75,1.2915197365965225,1.0140174379978808,0.9833122167711434,310121.0098021774
High permeability,47.0,121.25,1.1888754371228059,0.93117128128562,0.9848086691714182,323315.6989472545
High permeability,47.0,123.75,1.094280049207956,0.8550214699325275,0.9861723655300432,336785.27744952077
High permeability,47.0,126.25,1.0070551364816878,0.7849912429465891,0.9874153491633462,350529.7453089761
High permeability,47.0,128.75,0.9265828687907753,0.7205561922220209,0.9885485751561287,364549.10252562055
High permeability,47.0,131.25,0.8522999281348228,0.6612389629693816,0.989582009119586,378843.3490994541
High permeability,47.0,133.75,0.7836921044805907,0.6066045545410147,0.9905247173661401,393412.48503047676
High permeability,47.0,136.25,0.7202894926369433,0.5562561444686095,0.9913849491565146,408256.5103186885
High permeability,47.0,138.75,0.6616622141814594,0.5098313696448646,0.9921702116481974,423375.4249640894
High permeability,47.0,141.25,0.6074165991969733,0.466999007925583,0.9928873381429313,438769.2289666794
High permeability,47.0,143.75,0.5571917716569442,0.4274560113100633,0.9935425501961906,454437.9223264585
High permeability,47.0,146.25,0.510656589981034,0.3909248485264928,0.9941415141153503,470381.5050434267
High permeability,47.0,148.75,0.46750690080168134,0.35715112050912906,0.9946893923366187,486599.977117584
High permeability,47.0,151.25,0.42746306953116175,0.3259014170721342,0.9951908901346559,503093.3385489304
High permeability,47.0,153.75,0.3902677560545612,0.2969613871980234,0.9956502980837368,519861.58933746594
High permeability,47.0,156.25,0.3556839079274089,0.2701339988796328,0.9960715306557592,536904.7294831906
High permeability,47.0,158.75,0.32349294693500447,0.24523796747662263,0.9964581613086081,554222.7589861043
High permeability,47.0,161.25,0.29349312786299214,0.22210633414819797,0.996813454388528,571815.677846207
High permeability,47.0,163.75,0.26549805090970763,0.20058517816732763,0.9971403941422721,589683.4860634991
High permeability,47.0,166.25,0.2393353114022293,0.18053244886200856,0.9974417111089349,607826.1836379801
High permeability,47.0,168.75,0.21484527241175894,0.16181690461103015,0.9977199061374689,626243.7705696502
High permeability,47.0,171.25,0.19187994754345764,0.144317147782979,0.9979772722538762,644936.2468585095
High permeability,47.0,173.75,0.17030198263781063,0.12792074577965667,0.9982159145818843,663903.6125045579
High permeability,47.0,176.25,0.14998372639589386,0.11252342945547582,0.9984377685024307,683145.8675077953
High permeability,47.0,178.75,0.13080638105572032,0.09802836115541512,0.998644616220418,702663.0118682219
High permeability,47.0,181.25,0.11265922522333073,0.08434546546500878,0.9988381018918284,722455.0455858377
High permeability,47.0,183.75,0.09543890181931802,0.07139081651295805,0.9990197454503048,742521.9686606425
High permeability,47.0,186.25,0.07904876485510415,0.05908607632422392,0.9991909552596095,762863.7810926363
High permeability,47.0,188.75,0.06339827941724412,0.04735797930080527,0.9993530397068511,783480.4828818194
High permeability,47.0,191.25,0.048402469824060386,0.036137858418999746,0.9995072178409378,804372.0740281915
High permeability,47.0,193.75,0.03398141143708774,0.025361209184549736,0.9996546291512701,825538.5545317528
High permeability,47.0,196.25,0.020059762068793206,0.014967287788195211,0.9997963425731513,846979.9243925032
High permeability,47.0,198.75,0.006566329335288677,0.0048987402602747865,0.9999333647986811,868696.1836104424
High permeability,47.5,1.25,115.46589267163046,0.0,1.0,0.0
High permeability,47.5,3.75,113.99088189437062,0.0,1.0,0.0
High permeability,47.5,6.25,111.04014315940933,0.0,1.0,0.0
High permeability,47.5,8.75,106.6121961831039,0.0,1.0,0.0
High permeability,47.5,11.25,100.70482522064368,0.0,1.0,0.0
High permeability,47.5,13.75,93.31507511932386,0.0,1.0,0.0
High permeability,47.5,16.25,84.43924924203864,0.0,1.0,0.0
High permeability,47.5,18.75,74.07290730854905,0.0,1.0,0.0
High permeability,47.5,21.25,62.21086290912839,53.32041390466181,0.4415326608745162,9941.831751672698
High permeability,47.5,23.75,52.96386183091657,45.31934815265271,0.47914455477230405,12415.83596637466
High permeability,47.5,26.25,45.582803695886575,38.937130391799144,0.5156053474230277,15164.729538265727
High permeability,47.5,28.75,39.578307142901124,33.749060141032466,0.5506846234955448,18188.512467345903
High permeability,47.5,31.25,34.6172354883598,29.466025661341817,0.5842057394163408,21487.184753615187
High permeability,47.5,33.75,30.465019112787196,25.884452387201073,0.6160429005412474,25060.746397073577
High permeability,47.5,36.25,26.951760184679202,22.856889180954557,0.6461163261856634,28909.197397721073
High permeability,47.5,38.75,23.951418474939523,20.273946087760557,0.6743863803203428,33032.53775555768
High permeability,47.5,41.25,21.368546198405582,18.052782980282174,0.7008473216538087,37430.767470583385
High permeability,47.5,43.75,19.129560578304634,16.1295359457304,0.725521135983834,42103.8865427982
High permeability,47.5,46.25,17.176841314204392,14.454195066310735,0.7484517564452962,47051.89497220213
High permeability,47.5,48.75,15.464641060980856,12.987055494145737,0.7696998532148963,52274.79275879515
High permeability,47.5,51.25,13.956191025212041,11.696205625858092,0.7893382809110201,57772.579902577294
High permeability,47.5,53.75,12.621613236528468,10.555715294924383,0.8074482053195301,63545.25640354854
High permeability,47.5,56.25,11.436388913613985,9.544306533812923,0.8241158864056348,69592.82226170889
High permeability,47.5,58.75,10.380217508195884,8.64436336112768,0.8394300670281033,75915.27747705833
High permeability,47.5,61.25,9.436154943186237,7.841183850724241,0.8534799019787525,82512.6220495969
High permeability,47.5,63.75,8.589954488746184,7.122408049175234,0.8663533562204732,89384.85597932458
High permeability,47.5,66.25,7.829556802536827,6.47757533842679,0.8781360015206022,96531.97926624135
High permeability,47.5,68.75,7.1446911986569415,5.8977783242050315,0.8889101448016984,103953.99191034725
High permeability,47.5,71.25,6.526560847195471,5.375389561630733,0.8987542277947407,111650.89391164223
High permeability,47.5,73.75,5.967592002110092,4.903843847370189,0.9077424448129369,119622.68527012634
High permeability,47.5,76.25,5.461232570852898,4.477463333700718,0.9159445328869728,127869.36598579954
High permeability,47.5,78.75,5.001789066121895,4.091315954013736,0.9234256956233359,136390.93605866184
High permeability,47.5,81.25,4.584293675926784,3.7410999886174676,0.9302466286833784,145187.3954887133
High permeability,47.5,83.75,4.204395160328061,3.4230493110838993,0.9364636205937757,154258.7442759538
High permeability,47.5,86.25,3.858268741300518,3.133855120663064,0.942128707646712,163604.98242038343
High permeability,47.5,88.75,3.5425412408738013,2.8706009110197233,0.9472898659488207,173226.10992200216
High permeability,47.5,91.25,3.2542285431362274,2.6307081374840875,0.9519912272851903,183122.12678081
High permeability,47.5,93.75,2.990683079338029,2.4118905861827504,0.956273308450203,193293.03299680696
High permeability,47.5,96.25,2.7495495132733687,2.2121158631510447,0.9601732461387911,203738.82856999306
High permeability,47.5,98.75,2.528727173220233,2.0295727418132317,0.9637250314673471,214459.5135003682
High permeability,47.5,101.25,2.326338063831934,1.862643356358863,0.966959739775758,225455.08778793245
High permeability,47.5,103.75,2.140699516247419,1.7098794236757806,0.9699057526164234,236725.55143268587
High permeability,47.5,106.25,1.9703007119569187,1.5699818303239799,0.9725889698203921,248270.90443462835
High permeability,47.5,108.75,1.8137824565626697,1.4417830430417586,0.9750330102945738,260091.14679375992
High permeability,47.5,111.25,1.6699196917472383,1.3242318986126218,0.9772594007895077,272186.27851008065
High permeability,47.5,113.75,1.5376063237501416,1.2163804070084658,0.9792877523196379,284556.2995835904
High permeability,47.5,116.25,1.4158420192260728,1.1173722646996993,0.9811359242466718,297201.21001428936
High permeability,47.5,118.75,1.3037206781802428,1.026432826066831,0.9828201762753342,310121.0098021774
High permeability,47.5,121.25,1.2004203415824726,0.9428603224200264,0.9843553087791845,323315.6989472545
High permeability,47.5,123.75,1.1051943304563925,0.866018152146255,0.9857547919878861,336785.27744952077
High permeability,47.5,126.25,1.0173634454481564,0.7953280934546577,0.9870308846390657,350529.7453089761
High permeability,47.5,128.75,0.9363090824568527,0.7302643142564337,0.9881947427377613,364549.10252562055
High permeability,47.5,131.25,0.8614671419286715,0.6703480728265322,0.9892565190824161,378843.3490994541
High permeability,47.5,133.75,0.7923226277307692,0.615143018789875,0.9902254542147457,393412.48503047676
High permeability,47.5,136.25,0.7284048468087104,0.5642510172447875,0.9911099594364943,408256.5103186885
High permeability,47.5,138.75,0.6692831336386035,0.517308429953873,0.9919176925129316,423375.4249640894
High permeability,47.5,141.25,0.6145630342507858,0.4739827968788338,0.9926556266538776,438769.2289666794
High permeability,47.5,143.75,0.5638828936812502,0.43396986921876274,0.99333011333031,454437.9223264585
High permeability,47.5,146.25,0.5169107983883449,0.39699095178146354,0.9939469394499109,470381.5050434267
High permeability,47.5,148.75,0.47334183169067984,0.3627905181783371,0.9945113793795118,486599.977117584
High permeability,47.5,151.25,0.43289560582997294,0.3311340671521457,0.9950282422672059,503093.3385489304
High permeability,47.5,153.75,0.39531403899768336,0.30180619246056034,0.9955019150825825,519861.58933746594
High permeability,47.5,156.25,0.36035934971685035,0.2746088422596994,0.995936401760564,536904.7294831906
High permeability,47.5,158.75,0.32781224444815726,0.2493597469541999,0.99633535880296,554222.7589861043
High permeability,47.5,161.25,0.29747027728110964,0.22589099708116328,0.9967021276623165,571815.677846207
High permeability,47.5,163.75,0.26914636315159407,0.2040477550389535,0.9970397642049916,589683.4860634991
High permeability,47.5,166.25,0.24266742825791973,0.18368708641207462,0.9973510655246778,607826.1836379801
High permeability,47.5,168.75,0.2178731832806001,0.16467689832517976,0.9976385943537858,626243.7705696502
High permeability,47.5,171.25,0.19461500669012458,0.14689497372043425,0.9979047012981603,644936.2468585095
High permeability,47.5,173.75,0.17275492688842423,0.13022809172473002,0.9981515451004268,663903.6125045579
High permeability,47.5,176.25,0.1521646932045685,0.1145712253834605,0.9983811111187891,683145.8675077953
High permeability,47.5,178.75,0.13272492687958118,0.09982680900838402,0.9985952281912073,702663.0118682219
High permeability,47.5,181.25,0.11432434415131631,0.0859040682377777,0.9987955840394694,722455.0455858377
High permeability,47.5,183.75,0.09685904440693703,0.07271840665397573,0.9989837393536507,742521.9686606425
High permeability,47.5,186.25,0.0802318571237629,0.06019084346042181,0.999161140684687,762863.7810926363
High permeability,47.5,188.75,0.06435174198281092,0.04824749729947623,0.9993291322612204,783480.4828818194
High permeability,47.5,191.25,0.04913323712500026,0.03681911180357289,0.9994889668363709,804372.0740281915
High permeability,47.5,193.75,0.034495951037794084,0.025840618924689224,0.9996418156605814,825538.5545317528
High permeability,47.5,196.25,0.0203640940186719,0.015250736487974738,0.9997887776680839,846979.9243925032
High permeability,47.5,198.75,0.006666045568724721,0.004991596771270491,0.999930887956758,868696.1836104424
High permeability,48.0,1.25,115.51644604576987,0.0,1.0,0.0
High permeability,48.0,3.75,114.04145591692696,0.0,1.0,0.0
High permeability,48.0,6.25,111.09075958790883,0.0,1.0,0.0
High permeability,48.0,8.75,106.66287906351558,0.0,1.0,0.0
High permeability,48.0,11.25,100.75560202230726,0.0,1.0,0.0
High permeability,48.0,13.75,93.36597787356945,0.0,1.0,0.0
High permeability,48.0,16.25,84.49031568088425,0.0,1.0,0.0
High permeability,48.0,18.75,74.12418200293287,0.0,1.0,0.0
High permeability,48.0,21.25,62.26239840653345,53.40677030841215,0.43587006079460067,9941.831751672698
High permeability,48.0,23.75,53.015208961524785,45.40141374653689,0.47347983810891325,12415.83596637466
High permeability,48.0,26.25,45.633646340162855,39.015286349058904,0.5099889503231619,15164.729538265727
High permeability,48.0,28.75,39.628417043527016,33.82360136033985,0.5451602557591002,18188.512467345903
High permeability,48.0,31.25,34.66644498875172,29.53718892493087,0.5788102532006519,21487.184753615187
High permeability,48.0,33.75,30.513203888447006,25.95243402142706,0.6108064401716005,25060.746397073577
High permeability,48.0,36.25,26.998827847876125,22.92185655323622,0.6410626924512024,28909.197397721073
High permeability,48.0,38.75,23.997300787287305,20.33604532383354,0.6695335433125309,33032.53775555768
High permeability,48.0,41.25,21.413193584308512,18.112144277561338,0.6962080233752505,37430.767470583385
High permeability,48.0,43.75,19.172938153889326,16.186277309774653,0.7211035341445026,42103.8865427982
High permeability,48.0,46.25,17.21892594301555,14.508424985190988,0.7442600718003392,47051.89497220213
High permeability,48.0,48.75,15.505419122939292,13.038874881052527,0.7657349931095683,52274.79275879515
High permeability,48.0,51.25,13.995656692294457,11.745709247622688,0.7855984206578304,57772.579902577294
High permeability,48.0,53.75,12.659767115842111,10.602992833282094,0.8039293163557155,63545.25640354854
High permeability,48.0,56.25,11.473236961874616,9.589443380520835,0.820812205859519,69592.82226170889
High permeability,48.0,58.75,10.415770150204526,8.687441217857888,0.8363345075124948,75915.27747705833
High permeability,48.0,61.25,9.470426346150065,7.882281184296768,0.8505844033537941,82512.6220495969
High permeability,48.0,63.75,8.622961957493443,7.161600438708458,0.863649182972395,89384.85597932458
High permeability,48.0,66.25,7.861320269886988,6.514935741208731,0.8756139905195237,96531.97926624135
High permeability,48.0,68.75,7.175232791731853,5.933377280151111,0.8865609087352062,103953.99191034725
High permeability,48.0,71.25,6.555904515143624,5.409295351198957,0.8965683196939536,111650.89391164223
High permeability,48.0,73.75,5.995763194125857,4.936122614162378,0.9057104889288617,119622.68527012634
High permeability,48.0,76.25,5.488257955882749,4.508179180290491,0.9140573268403362,127869.36598579954
High permeability,48.0,78.75,5.027696287518072,4.120531017536928,0.9216742883170962,136390.93605866184
High permeability,48.0,81.25,4.609111135713815,3.7688745011502784,0.9286223779883136,145187.3954887133
High permeability,48.0,83.75,4.228151828814308,3.449441648686082,0.9349582343313633,154258.7442759538
High permeability,48.0,86.25,3.8809939885841067,3.158921844083922,0.9407342709244169,163604.98242038343
High permeability,48.0,88.75,3.56426468742389,2.8943968003859712,0.9459988574657846,173226.10992200216
High permeability,48.0,91.25,3.274979927122682,2.653286222761568,0.9507965268291809,183122.12678081
High permeability,48.0,93.75,3.0104921387692007,2.433302174792479,0.9551681974528118,193293.03299680696
High permeability,48.0,96.25,2.768445881307817,2.232410565797278,0.959151402845331,203738.82856999306
High permeability,48.0,98.75,2.5467402852625773,2.048798497327148,0.9627805220087977,214459.5135003682
High permeability,48.0,101.25,2.3434970752195996,1.880846456160885,0.9660870061993084,225455.08778793245
High permeability,48.0,103.75,2.157033229494457,1.7271045363009887,0.9690995987349985,236725.55143268587
High permeability,48.0,106.25,1.9858375126514147,1.5862720263296155,0.9718445455761072,248270.90443462835
High permeability,48.0,108.75,1.8285502571217436,1.4571798205166813,0.9743457951925156,260091.14679375992
High permeability,48.0,111.25,1.6839458823229996,1.3387752094303764,0.9766251868429513,272186.27851008065
High permeability,48.0,113.75,1.5509177296549554,1.2301086839042203,0.9787026268524562,284556.2995835904
High permeability,48.0,116.25,1.4284648643089664,1.1303224492033686,0.9805962528202912,297201.21001428936
High permeability,48.0,118.75,1.3156805536405238,1.0386403972876532,0.9823225859434926,310121.0098021774
High permeability,48.0,121.25,1.2117421797533823,0.9543593266495543,0.983896671821658,323315.6989472545
High permeability,48.0,123.75,1.1159023831323207,0.8768412332255433,0.9853322102322849,336785.27744952077
High permeability,48.0,126.25,1.0274812663646675,0.8055065238359804,0.9866416744460577,350529.7453089761
High permeability,48.0,128.75,0.9458595135644313,0.7398280266790714,0.987836420698215,364549.10252562055
High permeability,48.0,131.25,0.8704723031293642,0.6793256925191368,0.9889267884537595,378843.3490994541
High permeability,48.0,133.75,0.8008039097723648,0.6235618961079186,0.9899221921072736,393412.48503047676
High permeability,48.0,136.25,0.7363829070541896,0.5721372606500413,0.9908312047475796,408256.5103186885
High permeability,48.0,138.75,0.6767778944496835,0.5246869392432431,0.9916616345973953,423375.4249640894
High permeability,48.0,141.25,0.6215936837437651,0.48087729657180817,0.9924205947115496,438769.2289666794
High permeability,48.0,143.75,0.5704678886312595,0.4404029420158656,0.9931145664865874,454437.9223264585
High permeability,48.0,146.25,0.5230678690747348,0.4029840720101881,0.9937494575014916,470381.5050434267
High permeability,48.0,148.75,0.4790879884917645,0.3683640851478167,0.9943306541751146,486599.977117584
High permeability,48.0,151.25,0.4382471473898403,0.3363074383431338,0.9948630696917178,503093.3385489304
High permeability,48.0,153.75,0.40028656180137495,0.30659771648296813,0.9953511876124861,519861.58933746594
High permeability,48.0,156.25,0.3649677589229956,0.2790358915158626,0.9957991015584979,536904.7294831906
High permeability,48.0,158.75,0.33207076584018613,0.25343874995210297,0.996210551319733,554222.7589861043
High permeability,48.0,161.25,0.30139247020952786,0.2296374703479595,0.9965889557154932,571815.677846207
High permeability,48.0,163.75,0.2727451343505299,0.20747633459120796,0.9969374425042156,589683.4860634991
High permeability,48.0,166.25,0.24595504642928837,0.1868115587451747,0.9972588756151172,607826.1836379801
High permeability,48.0,168.75,0.22086129434881172,0.1675102308902528,0.9975558799504198,626243.7705696502
High permeability,48.0,171.25,0.19731464963931744,0.1494493448628509,0.9978308639850243,644936.2468585095
High permeability,48.0,173.75,0.17517655010276342,0.13251492006382873,0.9980860403703666,663903.6125045579
High permeability,48.0,176.25,0.15431817124023184,0.1166011986184783,0.9983234447307119,683145.8675077953
High permeability,48.0,178.75,0.13461957760468193,0.101609912140708,0.9985449528232334,702663.0118682219
High permeability,48.0,181.25,0.11596894619720224,0.08744961120452799,0.9987522962177813,722455.0455858377
High permeability,48.0,183.75,0.09826185488107542,0.07403505137258659,0.9989470766381706,742521.9686606425
High permeability,48.0,186.25,0.08140062954078411,0.06128663028829781,0.999130779094015,762863.7810926363
High permeability,48.0,188.75,0.0652937443762537,0.04912987091696371,0.9993047839204927,783480.4828818194
High permeability,48.0,191.25,0.04985527030789135,0.03749494653240176,0.9994703778328737,804372.0740281915
High permeability,48.0,193.75,0.03500436698541446,0.026316243497708443,0.999628764093072,825538.5545317528
High permeability,48.0,196.25,0.02066481435172165,0.015531958289429052,0.9997810718768165,846979.9243925032
High permeability,48.0,198.75,0.00676458011960773,0.005083725570047729,0.9999283649222072,868696.1836104424
High permeability,48.5,1.25,115.56200442244838,0.0,1.0,0.0
High permeability,48.5,3.75,114.08707882910161,0.0,1.0,0.0
High permeability,48.5,6.25,111.13651264688325,0.0,1.0,0.0
High permeability,48.5,8.75,106.70883010012541,0.0,1.0,0.0
High permeability,48.5,11.25,100.80182218714067,0.0,1.0,0.0
High permeability,48.5,13.75,93.41254274009015,0.0,1.0,0.0
High permeability,48.5,16.25,84.53730634767854,0.0,1.0,0.0
High permeability,48.5,18.75,74.17168619428207,0.0,1.0,0.0
High permeability,48.5,21.25,62.310511570984985,53.48846616769815,0.43027588119580235,9941.831751672698
High permeability,48.5,23.75,53.06342226738356,45.479278868808386,0.467876983018281,12415.83596637466
High permeability,48.5,26.25,45.68160056188882,39.08962892719365,0.5044276962174542,15164.729538265727
High permeability,48.5,28.75,39.67585160851962,33.894661414798676,0.5396843533266868,18188.512467345903
High permeability,48.5,31.25,34.71316725100052,29.605160689256778,0.5734567531568155,21487.184753615187
High permeability,48.5,33.75,30.559069677300258,26.01747996575438,0.6056058031730558,25060.746397073577
High permeability,48.5,36.25,27.043728643763206,22.984116498708687,0.6360391179393494,28909.197397721073
High permeability,48.5,38.75,24.04115496811682,20.395642547266934,0.6647054520968532,33032.53775555768
High permeability,48.5,41.25,21.455940267612107,18.169189702512824,0.691588635373569,37430.767470583385
High permeability,48.5,43.75,19.214532748352465,16.2408724429433,0.7167014924787415,42103.8865427982
High permeability,48.5,46.25,17.259336857778003,14.560664008340881,0.7400800751246563,47051.89497220213
High permeability,48.5,48.75,15.544625280775765,13.08884616167687,0.7617784082220728,52274.79275879515
