KD_apical_nM,time_h,plasma_antibody_nmol,surface_receptor_nmol,surface_complex_nmol,endosomal_receptor_nmol,endosomal_complex_nmol,endosomal_free_antibody_nmol,brain_free_antibody_nmol,systemic_cleared_nmol,lysosomal_degraded_nmol,brain_cleared_nmol
0.1,2.5,278.29604138532716,0.0005357738063906642,0.016010407837288056,0.002106730942626981,0.011347087414386288,0.00017933020598706468,2.3429079472741022e-05,21.675302488723826,0.0010956350418110336,2.3637085720284904e-07
0.1,2.75,276.21640983608904,0.0004726713388256665,0.015068858945151822,0.0022441863212680005,0.012214283395460707,0.0002259021789035871,3.340419954201764e-05,23.75471441302969,0.0013329246587683256,3.775042077470974e-07
0.1,3.0,274.15234011774197,0.0004426504384786049,0.014174172693881031,0.0023937339374998402,0.012989442930859471,0.0002754329550638218,4.573063098422376e-05,25.818587540167805,0.0015869885455248786,5.743347061605134e-07
0.1,3.25,272.10370358886905,0.00043389680220136146,0.013334935767517523,0.0025520964089735965,0.01367907102203849,0.00032688171305932134,6.051800610195121e-05,27.86703809732243,0.0018560683856489605,8.389149202021877e-07
0.1,3.5,270.0703770831197,0.0004389615551372634,0.01255474146243724,0.0027163171000625192,0.01428997988310525,0.0003792855856335302,7.782527727377715e-05,29.90018136875066,0.0021385322048453823,1.1837171421650828e-06
0.1,3.75,268.0522411922037,0.00045308463611305337,0.011834168711012222,0.002883792218275329,0.014828954435352204,0.00043179008317458125,9.766569616095308e-05,31.91813172988402,0.0024328775955657664,1.6213918156655052e-06
0.1,4.0,266.04917920863096,0.00047317518812790485,0.011171994697514856,0.0030522751464375853,0.015302554968684533,0.00048366316791346775,0.00012001285536320162,33.921002671233204,0.0027377298933365314,2.164553857094249e-06
0.1,4.25,264.0610764680669,0.000497188737550287,0.010565942260168925,0.003219863300571351,0.01571700570248774,0.0005342978953601156,0.00014480709793693815,35.90890681598578,0.003051837391891669,2.825600345725384e-06
0.1,4.5,262.0878199349235,0.0005237447468122983,0.010013143439241012,0.003384974710140232,0.016078137104594974,0.000583207589284261,0.00017196182603235264,37.88195593365911,0.0033740648989364656,3.616560157238242e-06
0.1,4.75,260.1292979369977,0.0005518903883271123,0.009510428624277745,0.003546319216859114,0.0163913617713405,0.000630016525075445,0.00020136941470188185,39.84026095124819,0.003703386445339086,4.548974258616086e-06
0.1,5.0,258.1853999919492,0.0005809534381288459,0.009054507952158352,0.0037028675423552834,0.016661671068173435,0.0006744482486965804,0.00023290656546983476,41.78393196275618,0.004038877656761531,5.633804204332128e-06
0.1,5.25,256.25601669103315,0.0006104498530357454,0.00864208538558157,0.003853820301931662,0.0168936444602862,0.0007163129755444654,0.00026643902261997473,43.71307823765424,0.00437970810368504,6.881365834779178e-06
0.1,5.5,254.34103961884833,0.0006400249783539687,0.008269930403162356,0.003998578247017706,0.017091466372308493,0.0007554950171485492,0.0003018256351653402,45.6278082286147,0.004725133825213768,8.301284915454635e-06
0.1,5.75,252.44036129609842,0.0006694155791311314,0.007934922653045124,0.004136714475063887,0.017258947293601164,0.0007919408200069689,0.00033892178441651395,47.528229578735,0.00507449014497412,9.902471496976358e-06
0.1,6.0,250.5538751372833,0.0006984248271236223,0.0076340791719184484,0.0042679489749584045,0.01739954702684894,0.0008256479477756737,0.00037758222260631246,49.41444912839314,0.0054271848454966205,1.1693109865530203e-05
0.1,6.25,248.68147541843135,0.0007269055301686529,0.007364570037728713,0.00439212568382967,0.01751639874912834,0.0008566551852534946,0.000417663370123878,51.2865729218232,0.0057826917427453205,1.3680661439114571e-05
0.1,6.5,246.82305725146054,0.0007547484312195128,0.007123726569648934,0.004509191988587729,0.017612333011394705,0.000885033791144,0.0004590251447226145,53.14470621347961,0.006140544666153193,1.5871877754676422e-05
0.1,6.75,244.97851656343855,0.0007818739743599551,0.006909044214375947,0.004619180651844659,0.017689901160273924,0.00091087991660458,0.0005015323669534392,54.98895347422446,0.006500331858035632,1.8272821700773854e-05
0.1,7.0,243.14775007922623,0.0008082262183991649,0.006718181983668932,0.00472219397999713,0.017751397818794985,0.0009343081145042787,0.0005450558083559699,56.81941839737344,0.006861690781140996,2.0888894823568115e-05
0.1,7.25,241.33065530661548,0.0008337681930930575,0.00654895953141082,0.0048183899929386065,0.017798882283412868,0.0009554458232750311,0.0005894729448859575,58.63620390462489,0.007224303308632314,2.372486896564572e-05
0.1,7.5,239.52713052354642,0.0008584783476193223,0.00639935244234632,0.004907970545458298,0.01783419866542887,0.0009744287956849092,0.0006346684435059399,60.43941215188073,0.007587891305665244,2.67849211877871e-05
0.1,7.75,237.73707476681236,0.0008823476840886083,0.006267486439194216,0.004991171106995976,0.017858994770573726,0.0009913973209688413,0.0006805344430176199,62.22914453497924,0.007952212565127442,3.0072670511352088e-05
0.1,8.0,235.96038782199005,0.0009053774165863967,0.006151630840544015,0.005068252031485466,0.017874739712234824,0.0010064931485547302,0.0007269706654836604,64.00550169534871,0.008317057079808999,3.359121558380449e-05
0.1,8.25,234.19697021440643,0.0009275770505448335,0.006050191508122612,0.005139491174070451,0.01788274026811141,0.001019857033769219,0.0007738843874505227,65.76858352558881,0.008682243635679293,3.7343172578848745e-05
0.1,8.5,232.44672320093593,0.0009489627733003421,0.005961703520711442,0.005205177678804128,0.01788415602802427,0.0010316268112978185,0.0008211903024569197,67.5184891749876,0.009047616702249956,4.133071268616185e-05
0.1,8.75,230.7095487625096,0.0009695561018714404,0.005884823737029844,0.005265606823065478,0.017880013338847728,0.001041935930470046,0.0008688102982735531,69.25531705497825,0.009413043609818959,4.555559863395699e-05
0.1,9.0,228.98534959717446,0.000989382728771645,0.005818323361487721,0.005321075701198203,0.017871218209349626,0.0010509123451338637,0.000916673175871575,70.97916484454491,0.009778411969703044,5.001922000268363e-05
0.1,9.25,227.27402911366536,0.0010084715492715873,0.005761080595502082,0.005371879715536912,0.017858568140501668,0.0010586777339391272,0.0009647143201912587,72.6901294955769,0.010143627341523966,5.472262700344999e-05
