scenario,KD_apical_nM,initial_plasma_nM,pH_slope,receptor_nmol,plasma_AUC_nM_h,brain_AUC_nM_h,Kp_extravascular,Kp_with_vascular_contamination,lysosomal_loss_nmol
dose_sensitivity,23.71373705661655,10.0,0.7,0.03,294.57556520158994,2.9012476949076023,0.009848908183956675,0.05984890818395668,0.005621737083821949
dose_sensitivity,31.622776601683793,10.0,0.7,0.03,294.6194474417053,2.523056510159352,0.008563781284867745,0.05856378128486775,0.004671528972870269
dose_sensitivity,42.169650342858226,10.0,0.7,0.03,294.662012897101,2.145977997472723,0.0072828457810817995,0.05728284578108181,0.0038336228243935483
dose_sensitivity,56.23413251903491,10.0,0.7,0.03,294.70168089975664,1.7877254646261584,0.00606622079374653,0.05606622079374654,0.0031056221076897384
dose_sensitivity,74.98942093324558,10.0,0.7,0.03,294.7373083858871,1.4614853923720355,0.004958603308063648,0.05495860330806364,0.0024844588044150126
dose_sensitivity,100.0,10.0,0.7,0.03,294.76826416006213,1.175141278488591,0.003986661460442965,0.05398666146044296,0.001964575067333903
dose_sensitivity,133.3521432163324,10.0,0.7,0.03,294.7943961303405,0.9315972273675573,0.0031601592146807997,0.053160159214680806,0.0015375539496034667
dose_sensitivity,177.82794100389228,10.0,0.7,0.03,294.8159232403832,0.7298416785578083,0.0024755843257581425,0.05247558432575815,0.0011927803816880048
dose_sensitivity,237.13737056616552,10.0,0.7,0.03,294.8333014666342,0.5662830246473686,0.0019206888157830904,0.05192068881578309,0.0009185514085908992
dose_sensitivity,316.22776601683796,10.0,0.7,0.03,294.8471016467552,0.4359867271838621,0.0014786875120997485,0.05147868751209975,0.0007031644757998078
dose_sensitivity,421.6965034285823,10.0,0.7,0.03,294.85791758274655,0.3336210200369418,0.0011314636648456864,0.05113146366484568,0.0005357295527441089
dose_sensitivity,562.341325190349,10.0,0.7,0.03,294.8663072918512,0.254071738208304,0.0008616506258099886,0.05086165062580998,0.00040664194306615963
dose_sensitivity,749.8942093324558,10.0,0.7,0.03,294.8727628603155,0.19277563764719136,0.0006537587119855872,0.05065375871198559,0.0003077648427350318
dose_sensitivity,1000.0,10.0,0.7,0.03,294.8776991963491,0.14585238733364775,0.0004946199313517078,0.0504946199313517,0.00023241072604993565
dose_sensitivity,1333.521432163324,10.0,0.7,0.03,294.881456014446,0.11011138599458117,0.00037340898774315234,0.050373408987743146,0.00017520719092295052
dose_sensitivity,1778.2794100389228,10.0,0.7,0.03,294.8843046431244,0.08299159737778723,0.00028143782517765916,0.05028143782517766,0.0001319118094681099
dose_sensitivity,2371.373705661655,10.0,0.7,0.03,294.8864581205472,0.062473067387190655,0.00021185465004178714,0.05021185465004179,9.921743152161893e-05
dose_sensitivity,3162.2776601683795,10.0,0.7,0.03,294.88808351716403,0.04698302249167499,0.0001593249273802559,0.05015932492738026,7.457087272849e-05
dose_sensitivity,4216.965034285822,10.0,0.7,0.03,294.8893094902731,0.035308504831583515,0.00011973477401610642,0.050119734774016114,5.6015318955348933e-05
dose_sensitivity,5623.413251903491,10.0,0.7,0.03,294.89023142221976,0.026520663322397886,8.993401780212234e-05,0.05008993401780211,4.205919019056107e-05
dose_sensitivity,7498.942093324558,10.0,0.7,0.03,294.89092488793267,0.019911953597859383,6.752311420036584e-05,0.05006752311420037,3.1570173315692585e-05
dose_sensitivity,10000.0,10.0,0.7,0.03,294.8914458612795,0.014945531714922262,5.068146914628653e-05,0.05005068146914629,2.3691320683692384e-05
dose_sensitivity,0.1,1000.0,0.7,0.03,29488.29425213912,1.1276705345543783,3.824129415259669e-05,0.0500382412941526,0.10283487343736122
dose_sensitivity,0.1333521432163324,1000.0,0.7,0.03,29488.27673840671,1.45520979555542,4.934875674372984e-05,0.05004934875674373,0.10111102783368787
dose_sensitivity,0.1778279410038923,1000.0,0.7,0.03,29488.254995077805,1.861855747699627,6.313889201007007e-05,0.05006313889201008,0.09897360771731945
dose_sensitivity,0.23713737056616552,1000.0,0.7,0.03,29488.22852894566,2.3580483676777564,7.996575193939151e-05,0.05007996575193939,0.09636940592067803
dose_sensitivity,0.31622776601683794,1000.0,0.7,0.03,29488.196865982336,2.9515218594362933,0.00010009163574328877,0.0501000916357433,0.09325984294322982
dose_sensitivity,0.4216965034285822,1000.0,0.7,0.03,29488.159945748153,3.6455043157200984,0.0001236260357522151,0.05012362603575222,0.08963019254001099
dose_sensitivity,0.5623413251903491,1000.0,0.7,0.03,29488.118028014647,4.437019442857391,0.0001504680440658194,0.050150468044065824,0.085498061410011
dose_sensitivity,0.7498942093324559,1000.0,0.7,0.03,29488.07140499263,5.315672876053281,0.00018026519276378595,0.05018026519276378,0.08091912759529055
dose_sensitivity,1.0,1000.0,0.7,0.03,29488.021093139607,6.263292011168346,0.00021240123205912593,0.05021240123205913,0.07598827539109963
dose_sensitivity,1.333521432163324,1000.0,0.7,0.03,29487.96884519116,7.254675952555276,0.00024602155511766805,0.050246021555117655,0.07083490344597773
dose_sensitivity,1.7782794100389228,1000.0,0.7,0.03,29487.915934405497,8.25951542960006,0.0002800983103713728,0.05028009831037137,0.06561223033808775
dose_sensitivity,2.371373705661655,1000.0,0.7,0.03,29487.86391892771,9.245286321469838,0.00031352851962720366,0.0503135285196272,0.06048173712472971
dose_sensitivity,3.1622776601683795,1000.0,0.7,0.03,29487.815712750387,10.180648949444219,0.00034524934124036035,0.050345249341240364,0.05559523596146084
dose_sensitivity,4.216965034285822,1000.0,0.7,0.03,29487.772064049113,11.038680080964744,0.0003743477146048235,0.05037434771460482,0.051078021631682576
dose_sensitivity,5.623413251903491,1000.0,0.7,0.03,29487.73361183943,11.799233184539414,0.00040014038853776067,0.05040014038853776,0.0470166155676917
dose_sensitivity,7.498942093324558,1000.0,0.7,0.03,29487.701894958627,12.449933197415287,0.000422207645809923,0.05042220764580993,0.04345344789835105
dose_sensitivity,10.0,1000.0,0.7,0.03,29487.67738761821,12.985707784202063,0.00044037743676803536,0.05044037743676803,0.04038878306404974
dose_sensitivity,13.33521432163324,1000.0,0.7,0.03,29487.66012567866,13.407165118111113,0.0004546703624827725,0.05045467036248279,0.037788170780133364
dose_sensitivity,17.78279410038923,1000.0,0.7,0.03,29487.65029409678,13.71837118218281,0.0004652242903507687,0.05046522429035077,0.03559259537781593
dose_sensitivity,23.71373705661655,1000.0,0.7,0.03,29487.648085577828,13.924587657031243,0.0004722176423368823,0.050472217642336885,0.03372860788549069
dose_sensitivity,31.622776601683793,1000.0,0.7,0.03,29487.653936845694,14.030374404885366,0.0004758050414907372,0.05047580504149073,0.03211668711174365
dose_sensitivity,42.169650342858226,1000.0,0.7,0.03,29487.668199849613,14.038263025356237,0.0004760723340419244,0.05047607233404192,0.030677249207443726
dose_sensitivity,56.23413251903491,1000.0,0.7,0.03,29487.691345426472,13.94806525254664,0.0004730131324678959,0.0504730131324679,0.02933462945527181
dose_sensitivity,74.98942093324558,1000.0,0.7,0.03,29487.724850992323,13.756818654718618,0.00046652696076875095,0.05046652696076876,0.028019817886014355
dose_sensitivity,100.0,1000.0,0.7,0.03,29487.769164588717,13.459366149792542,0.00045643894167333727,0.050456438941673336,0.026672778021793568
dose_sensitivity,133.3521432163324,1000.0,0.7,0.03,29487.825507096073,13.049568481427931,0.0004425408878754939,0.050442540887875496,0.025244928972500812
dose_sensitivity,177.82794100389228,1000.0,0.7,0.03,29487.894374569663,12.522108588712724,0.00042465251772984443,0.050424652517729845,0.02370191713535607
dose_sensitivity,237.13737056616552,1000.0,0.7,0.03,29487.975716619716,11.874741672252757,0.0004026977567524255,0.05040269775675243,0.022026316154486126
dose_sensitivity,316.22776601683796,1000.0,0.7,0.03,29488.06940665305,11.110681020623813,0.0003767856371810167,0.05037678563718102,0.020219508443543196
dose_sensitivity,421.6965034285823,1000.0,0.7,0.03,29488.17348449843,10.24064253553793,0.0003472796489386265,0.05034727964893863,0.018301918463607625
dose_sensitivity,562.341325190349,1000.0,0.7,0.03,29488.28546291566,9.283976952332637,0.0003148361054768045,0.05031483610547681,0.016311026778266367
dose_sensitivity,749.8942093324558,1000.0,0.7,0.03,29488.402295495842,8.268377808983335,0.0002803942284199736,0.05028039422841997,0.01429708998722363
dose_sensitivity,1000.0,1000.0,0.7,0.03,29488.520044419158,7.227901754794471,0.0002451090032292884,0.05024510900322929,0.012317033864216252
dose_sensitivity,1333.521432163324,1000.0,0.7,0.03,29488.634730210768,6.1994581605236245,0.00021023211882279349,0.05021023211882279,0.010427419491273064
dose_sensitivity,1778.2794100389228,1000.0,0.7,0.03,29488.742884451127,5.218417341205546,0.00017696303167800083,0.05017696303167799,0.00867764946070728
dose_sensitivity,2371.373705661655,1000.0,0.7,0.03,29488.841464018864,4.3143581021862865,0.0001463047677695476,0.050146304767769545,0.007104631968143832
dose_sensitivity,3162.2776601683795,1000.0,0.7,0.03,29488.92858363191,3.5080129502949737,0.00011896033931331528,0.05011896033931331,0.005729867231776321
dose_sensitivity,4216.965034285822,1000.0,0.7,0.03,29489.003441298748,2.81008170593436,9.529252867185393e-05,0.050095292528671856,0.004559324463053026
dose_sensitivity,5623.413251903491,1000.0,0.7,0.03,29489.066237762483,2.2219358836211858,7.534778706474829e-05,0.050075347787064746,0.0035857245457183782
dose_sensitivity,7498.942093324558,1000.0,0.7,0.03,29489.117754339608,1.737659303897126,5.8925442204570964e-05,0.05005892544220457,0.0027922668662075933
dose_sensitivity,10000.0,1000.0,0.7,0.03,29489.15923356174,1.346626398235575,4.5665133670646455e-05,0.05004566513367065,0.002156688098067891
receptor_sensitivity,0.1,100.0,0.7,0.01,2948.6188233204475,0.41657017120241024,0.0001412763724859185,0.050141276372485936,0.030857010027167363
receptor_sensitivity,0.1333521432163324,100.0,0.7,0.01,2948.6134238708146,0.5362757873855463,0.00018187388792442863,0.05018187388792443,0.030116640993521356
receptor_sensitivity,0.1778279410038923,100.0,0.7,0.01,2948.6067808297503,0.6838009447415675,0.00023190645466437645,0.05023190645466437,0.029206855546537718
receptor_sensitivity,0.23713737056616552,100.0,0.7,0.01,2948.5987717028993,0.8619220573288591,0.0002923158164483243,0.05029231581644833,0.028111989746929543
receptor_sensitivity,0.31622776601683794,100.0,0.7,0.01,2948.5893693841213,1.071826911029712,0.00036350497704384894,0.05036350497704385,0.026826278181303648
receptor_sensitivity,0.4216965034285822,100.0,0.7,0.01,2948.578647987557,1.3123311103615678,0.0004450724457552627,0.05044507244575526,0.025358160376875258
receptor_sensitivity,0.5623413251903491,100.0,0.7,0.01,2948.5668230589,1.579269853724312,0.000535605922638018,0.05053560592263801,0.023733174677714564
receptor_sensitivity,0.7498942093324559,100.0,0.7,0.01,2948.5542241738804,1.8653063184912002,0.0006326172682185683,0.05063261726821857,0.02199403809459074
receptor_sensitivity,1.0,100.0,0.7,0.01,2948.541515024688,2.160334319754174,0.000732678956272415,0.05073267895627242,0.02019705522486182
receptor_sensitivity,1.333521432163324,100.0,0.7,0.01,2948.529137350295,2.452484205382396,0.0008317652941989675,0.050831765294198965,0.018405119288253478
receptor_sensitivity,1.7782794100389228,100.0,0.7,0.01,2948.5178853405732,2.729523467545558,0.0009257272886544761,0.05092572728865447,0.01667884419701898
receptor_sensitivity,2.371373705661655,100.0,0.7,0.01,2948.508286502648,2.9802819278084134,0.0010107761750072792,0.05101077617500729,0.015068131611459973
receptor_sensitivity,3.1622776601683795,100.0,0.7,0.01,2948.5009395364123,3.195715123770758,0.0010838440242359952,0.051083844024236,0.013606327296045486
receptor_sensitivity,4.216965034285822,100.0,0.7,0.01,2948.4962958372985,3.3693661213449486,0.0011427404966056212,0.05114274049660562,0.012308099973115038
receptor_sensitivity,5.623413251903491,100.0,0.7,0.01,2948.4947598142617,3.497218469295187,0.00118610299633549,0.0511861029963355,0.01117086749947591
receptor_sensitivity,7.498942093324558,100.0,0.7,0.01,2948.4966528926598,3.577136011361625,0.0012132067397303064,0.051213206739730316,0.010178636023893033
receptor_sensitivity,10.0,100.0,0.7,0.01,2948.5022602177796,3.608178627552557,0.0012237326985416836,0.05122373269854169,0.009306847359715056
receptor_sensitivity,13.33521432163324,100.0,0.7,0.01,2948.5118571458324,3.590060409666071,0.0012175838469041327,0.05121758384690414,0.008527129262291714
receptor_sensitivity,17.78279410038923,100.0,0.7,0.01,2948.5256466514534,3.522924672956711,0.0011948088960859419,0.05119480889608594,0.00781135911785223
receptor_sensitivity,23.71373705661655,100.0,0.7,0.01,2948.543720699403,3.4074956206508666,0.001155653754336259,0.051155653754336256,0.007134863744644328
receptor_sensitivity,31.622776601683793,100.0,0.7,0.01,2948.5660442243716,3.245554656874498,0.0011007230661262838,0.051100723066126286,0.006478754061513704
receptor_sensitivity,42.169650342858226,100.0,0.7,0.01,2948.592268362714,3.040587347977145,0.0010311996611405054,0.05103119966114051,0.005831376910298499
receptor_sensitivity,56.23413251903491,100.0,0.7,0.01,2948.6218387771864,2.7983673900845814,0.000949042482587419,0.05094904248258743,0.0051887950047735925
receptor_sensitivity,74.98942093324558,100.0,0.7,0.01,2948.6538554367953,2.527216706185714,0.0008570747297197921,0.0508570747297198,0.004554210777108269
receptor_sensitivity,100.0,100.0,0.7,0.01,2948.6871827623136,2.237734837017097,0.0007588919062349637,0.05075889190623496,0.0039363786703854944
receptor_sensitivity,133.3521432163324,100.0,0.7,0.01,2948.720583831708,1.941937564678798,0.0006585695421013243,0.050658569542101316,0.0033472621756225254
receptor_sensitivity,177.82794100389228,100.0,0.7,0.01,2948.752835733171,1.6519460220903444,0.0005602185446240049,0.050560218544624,0.0027993876016862203
receptor_sensitivity,237.13737056616552,100.0,0.7,0.01,2948.7828560848316,1.378546305667629,0.00046749671744156755,0.05046749671744157,0.0023034365008756242
receptor_sensitivity,316.22776601683796,100.0,0.7,0.01,2948.8098591728667,1.1300061674812185,0.00038320753844677604,0.05038320753844678,0.0018665527222668902
receptor_sensitivity,421.6965034285823,100.0,0.7,0.01,2948.833423568682,0.911443565877388,0.000309086148641912,0.05030908614864191,0.0014916212233708206
receptor_sensitivity,562.341325190349,100.0,0.7,0.01,2948.853416921555,0.7248341509427221,0.0002458020282674512,0.05024580202826745,0.0011774842528136018
receptor_sensitivity,749.8942093324558,100.0,0.7,0.01,2948.869975656657,0.5695302153035988,0.0001931350720802043,0.05019313507208022,0.0009198177893774306
receptor_sensitivity,1000.0,100.0,0.7,0.01,2948.8834119004605,0.4430439898400941,0.00015024127032359225,0.050150241270323595,0.0007122895251494789
receptor_sensitivity,1333.521432163324,100.0,0.7,0.01,2948.8941231347726,0.34185179610945526,0.00011592542215318854,0.050115925422153186,0.000547670000358434
receptor_sensitivity,1778.2794100389228,100.0,0.7,0.01,2948.9025521119684,0.26205858183730846,8.886647734413105e-05,0.05008886647734412,0.00041870159664418133
receptor_sensitivity,2371.373705661655,100.0,0.7,0.01,2948.9091089255453,0.19986063974443502,6.777443195502746e-05,0.05006777443195502,0.0003186658486984814
receptor_sensitivity,3162.2776601683795,100.0,0.7,0.01,2948.914166640053,0.15181571036536481,5.148190207866962e-05,0.050051481902078664,0.00024168050468893862
receptor_sensitivity,4216.965034285822,100.0,0.7,0.01,2948.918043245235,0.11496417779071245,3.898520613485626e-05,0.050038985206134846,0.0001827970638478838
receptor_sensitivity,5623.413251903491,100.0,0.7,0.01,2948.920998151188,0.08685158865860157,2.9451988952248215e-05,0.05002945198895225,0.0001379724868108149
receptor_sensitivity,7498.942093324558,100.0,0.7,0.01,2948.9232420579547,0.06549479506551768,2.22097320579328e-05,0.050022209732057926,0.00010397422086731581
receptor_sensitivity,10000.0,100.0,0.7,0.01,2948.924940782161,0.04932175564739305,1.6725334363482018e-05,0.05001672533436348,7.82590324894536e-05
receptor_sensitivity,0.1,100.0,0.7,0.1,2945.8994891774673,2.371500804694789,0.0008050175552177249,0.05080501755521772,0.3198194136857137
receptor_sensitivity,0.1333521432163324,100.0,0.7,0.1,2945.8682602398417,3.0690265260695315,0.001041807119310781,0.051041807119310785,0.3155125838906552
receptor_sensitivity,0.1778279410038923,100.0,0.7,0.1,2945.829294703402,3.941194946740313,0.0013378897934875511,0.05133788979348755,0.3101257375815527
receptor_sensitivity,0.23713737056616552,100.0,0.7,0.1,2945.781432702003,5.015392020214731,0.0017025675987150167,0.05170256759871501,0.3034876512437048
receptor_sensitivity,0.31622776601683794,100.0,0.7,0.1,2945.7236864623187,6.315808742175221,0.0021440601408749993,0.05214406014087499,0.2954448034691208
receptor_sensitivity,0.4216965034285822,100.0,0.7,0.1,2945.655467111159,7.860070526361641,0.002668360442733688,0.05266836044273369,0.2858806181689678
receptor_sensitivity,0.5623413251903491,100.0,0.7,0.1,2945.5766651102485,9.655609660951285,0.0032780031751744915,0.053278003175174504,0.27473537500562906
receptor_sensitivity,0.7498942093324559,100.0,0.7,0.1,2945.487953999647,11.696204352366765,0.003970888536985735,0.05397088853698573,0.2620239240275706
receptor_sensitivity,1.0,100.0,0.7,0.1,2945.390879626276,13.959102425959845,0.004739303880689356,0.054739303880689365,0.24784836973329263
receptor_sensitivity,1.333521432163324,100.0,0.7,0.1,2945.2880071289705,16.403095081514078,0.005569266924596487,0.05556926692459648,0.23240343276614353
receptor_sensitivity,1.7782794100389228,100.0,0.7,0.1,2945.18302916435,18.967864967814982,0.006440300918478679,0.05644030091847868,0.21597266971997767
receptor_sensitivity,2.371373705661655,100.0,0.7,0.1,2945.080702064597,21.57491850835962,0.007325747811676231,0.05732574781167622,0.19891423171644446
receptor_sensitivity,3.1622776601683795,100.0,0.7,0.1,2944.9868944749805,24.1303724781129,0.008193711328014164,0.05819371132801416,0.18163564675939742
receptor_sensitivity,4.216965034285822,100.0,0.7,0.1,2944.908242204737,26.5297068212659,0.009008670097443904,0.0590086700974439,0.1645586340753234
receptor_sensitivity,5.623413251903491,100.0,0.7,0.1,2944.8519530043523,28.664271590268882,0.009733688500376208,0.05973368850037621,0.14807757228823631
receptor_sensitivity,7.498942093324558,100.0,0.7,0.1,2944.825355068475,30.428907720042034,0.010333009279368447,0.060333009279368445,0.13251809496817604
receptor_sensitivity,10.0,100.0,0.7,0.1,2944.8354245784512,31.72971392521726,0.010774698531670686,0.06077469853167069,0.11810426083255782
receptor_sensitivity,13.33521432163324,100.0,0.7,0.1,2944.8881944840637,32.49099937002633,0.01103301627236095,0.06103301627236095,0.10494221512095464
receptor_sensitivity,17.78279410038923,100.0,0.7,0.1,2944.988227144848,32.660873378343254,0.011090323919565482,0.06109032391956549,0.09302468218837372
receptor_sensitivity,23.71373705661655,100.0,0.7,0.1,2945.137923012987,32.21549636884433,0.010938535719198735,0.06093853571919872,0.08225514270266036
receptor_sensitivity,31.622776601683793,100.0,0.7,0.1,2945.33694192703,31.162294996635755,0.0105802139487129,0.060580213948712894,0.07248522893395286
receptor_sensitivity,42.169650342858226,100.0,0.7,0.1,2945.581747149758,29.542135835214946,0.010029304351780727,0.06002930435178072,0.06355580360928594
receptor_sensitivity,56.23413251903491,100.0,0.7,0.1,2945.8653852642383,27.429702503910356,0.009311254560754467,0.059311254560754464,0.05533207506033652
receptor_sensitivity,74.98942093324558,100.0,0.7,0.1,2946.1777753897877,24.930704682527427,0.008462050352419424,0.05846205035241942,0.047725625540578936
receptor_sensitivity,100.0,100.0,0.7,0.1,2946.506422624705,22.17466503923519,0.007525748075404608,0.05752574807540461,0.04070032107109174
receptor_sensitivity,133.3521432163324,100.0,0.7,0.1,2946.8378028313014,19.303106532365344,0.006550447572587488,0.05655044757258748,0.03426349044792484
receptor_sensitivity,177.82794100389228,100.0,0.7,0.1,2947.1587986789154,16.45466063933214,0.005583228378025662,0.05558322837802568,0.028447303869110107
receptor_sensitivity,237.13737056616552,100.0,0.7,0.1,2947.4582700839683,13.750140067404253,0.004665083881581989,0.05466508388158199,0.02328710325489288
receptor_sensitivity,316.22776601683796,100.0,0.7,0.1,2947.728073186691,11.281087129699603,0.003827044710234752,0.05382704471023475,0.01880311157768664
receptor_sensitivity,421.6965034285823,100.0,0.7,0.1,2947.9635676146468,9.104317892215674,0.0030883413866550796,0.05308834138665508,0.014989760412122485
receptor_sensitivity,562.341325190349,100.0,0.7,0.1,2948.163416979419,7.242952841344577,0.002456767762475475,0.052456767762475466,0.01181368032766528
receptor_sensitivity,749.8942093324558,100.0,0.7,0.1,2948.3289307184787,5.692422763613419,0.0019307285236407567,0.05193072852364075,0.009218555484645409
receptor_sensitivity,1000.0,100.0,0.7,0.1,2948.4632147709326,4.428892206820461,0.0015021019033349355,0.05150210190333493,0.0071335741928975705
receptor_sensitivity,1333.521432163324,100.0,0.7,0.1,2948.570318663377,3.417680241715381,0.0011590974175120427,0.05115909741751203,0.005482312903993557
receptor_sensitivity,1778.2794100389228,100.0,0.7,0.1,2948.654571824912,2.6201292326216237,0.0008885846642253638,0.050888584664225356,0.004189983474629716
receptor_sensitivity,2371.373705661655,100.0,0.7,0.1,2948.720127719115,1.9983559695903692,0.0006777028280185178,0.05067770282801851,0.003188239241855099
receptor_sensitivity,3162.2776601683795,100.0,0.7,0.1,2948.7706990911533,1.5180190071386446,0.0005147972365591249,0.050514797236559134,0.0024176539586616913
receptor_sensitivity,4216.965034285822,100.0,0.7,0.1,2948.809444289558,1.149565293372869,0.00038984048141836716,0.05038984048141837,0.0018284301646817466
receptor_sensitivity,5623.413251903491,100.0,0.7,0.1,2948.838981453133,0.8684733733951657,0.0002945136641428954,0.05029451366414289,0.001379975421458235
receptor_sensitivity,7498.942093324558,100.0,0.7,0.1,2948.861406911577,0.6549242549606407,0.00022209394223330446,0.05022209394223331,0.001039879684072419
receptor_sensitivity,10000.0,100.0,0.7,0.1,2948.878380168663,0.49320432151006904,0.0001672514963068297,0.050167251496306825,0.0007826661563069029
