scenario,KD_apical_nM,initial_plasma_nM,pH_slope,receptor_nmol,plasma_AUC_nM_h,brain_AUC_nM_h,Kp_extravascular,Kp_with_vascular_contamination,lysosomal_loss_nmol
dose_sensitivity,316.22776601683796,1.0,0.7,0.03,29.484577427593546,0.044917773394739596,0.001523432835523791,0.0515234328355238,7.221841773102966e-05
dose_sensitivity,421.6965034285823,1.0,0.7,0.03,29.48571466181688,0.034129388953664276,0.0011574889516875375,0.05115748895168755,5.4676750121492525e-05
dose_sensitivity,562.341325190349,1.0,0.7,0.03,29.486586336573087,0.025849914030881084,0.0008766668930685499,0.05087666689306855,4.129999056294327e-05
dose_sensitivity,749.8942093324558,1.0,0.7,0.03,29.487250909936073,0.019531454672809256,0.0006623694671458134,0.05066236946714583,3.1140595278866554e-05
dose_sensitivity,1000.0,1.0,0.7,0.03,29.487755555001392,0.014730142875970867,0.0004995342167868894,0.05049953421678689,2.344867036634602e-05
dose_sensitivity,1333.521432163324,1.0,0.7,0.03,29.488137524574373,0.011093541100542961,0.0003762035188318691,0.050376203518831875,1.7638681468120743e-05
dose_sensitivity,1778.2794100389228,1.0,0.7,0.03,29.488426007705733,0.008345890702448022,0.0002830225899567215,0.050283022589956726,1.3258038330977455e-05
dose_sensitivity,2371.373705661655,1.0,0.7,0.03,29.488643468740584,0.006273752986611454,0.0002127514951056308,0.05021275149510563,9.959562200119265e-06
dose_sensitivity,3162.2776601683795,1.0,0.7,0.03,29.488807206749097,0.00471324530472156,0.00015983167008677246,0.05015983167008678,7.478449151299816e-06
dose_sensitivity,4216.965034285822,1.0,0.7,0.03,29.488930393263338,0.0035392839120532826,0.0001200207625320253,0.05012002076253203,5.613584550004815e-06
dose_sensitivity,5623.413251903491,1.0,0.7,0.03,29.489022961921375,0.002656821670392916,9.009527626003819e-05,0.05009009527626004,4.212713746798252e-06
dose_sensitivity,7498.942093324558,1.0,0.7,0.03,29.48909250145701,0.001993874988938219,6.761398265611955e-05,0.05006761398265613,3.1608454555291166e-06
dose_sensitivity,10000.0,1.0,0.7,0.03,29.489144739455227,0.0014960623786849125,5.073264728099233e-05,0.05005073264728099,2.371287877588378e-06
dose_sensitivity,0.1,10.0,0.7,0.03,294.3468822500726,0.6907221462369353,0.0023466263374589042,0.052346626337458915,0.053879726006384875
dose_sensitivity,0.1333521432163324,10.0,0.7,0.03,294.3452809223935,0.8805406514254096,0.002991522910325072,0.052991522910325065,0.051953220455219405
dose_sensitivity,0.1778279410038923,10.0,0.7,0.03,294.3433829760152,1.10950380403274,0.003769419895955836,0.05376941989595583,0.04963942647303714
dose_sensitivity,0.23713737056616552,10.0,0.7,0.03,294.3412170936816,1.3788854837740625,0.004684649664050268,0.05468464966405026,0.04692909991500276
dose_sensitivity,0.31622776601683794,10.0,0.7,0.03,294.3388709213244,1.6867135583187352,0.005730515827009429,0.055730515827009434,0.04384362867563447
dose_sensitivity,0.4216965034285822,10.0,0.7,0.03,294.33651509398464,2.026891004123867,0.006886304961097539,0.05688630496109755,0.040440525330469664
dose_sensitivity,0.5623413251903491,10.0,0.7,0.03,294.3344247623786,2.3888375844892265,0.008116065888037994,0.058116065888038006,0.03681258188185198
dose_sensitivity,0.7498942093324559,10.0,0.7,0.03,294.3329962769721,2.7578960277582656,0.009369985909303356,0.05936998590930335,0.03307916913201188
dose_sensitivity,1.0,10.0,0.7,0.03,294.33274823706074,3.116538720989798,0.010588487824262366,0.06058848782426236,0.029370788605398067
dose_sensitivity,1.333521432163324,10.0,0.7,0.03,294.3343094846296,3.4461425371603935,0.011708259710512457,0.06170825971051246,0.025810628241128297
dose_sensitivity,1.7782794100389228,10.0,0.7,0.03,294.33839210784305,3.728901987775789,0.012668758435051693,0.0626687584350517,0.02249808252518538
dose_sensitivity,2.371373705661655,10.0,0.7,0.03,294.34575393420926,3.9494341035367704,0.013417669698811177,0.06341766969881119,0.01949831061737146
dose_sensitivity,3.1622776601683795,10.0,0.7,0.03,294.35714683201144,4.095806240687596,0.013914410724415186,0.06391441072441519,0.016839545555295134
dose_sensitivity,4.216965034285822,10.0,0.7,0.03,294.37325596386574,4.15999598016982,0.014131704887893956,0.06413170488789396,0.014517348856827096
dose_sensitivity,5.623413251903491,10.0,0.7,0.03,294.3946179710926,4.138024447599541,0.014056046527337891,0.0640560465273379,0.012503401980489466
dose_sensitivity,7.498942093324558,10.0,0.7,0.03,294.4215167472182,4.030071466811522,0.013688101030576596,0.0636881010305766,0.01075603417233122
dose_sensitivity,10.0,10.0,0.7,0.03,294.4538676333733,3.840745799533652,0.013043624899217805,0.06304362489921782,0.00923015598793845
dose_sensitivity,13.33521432163324,10.0,0.7,0.03,294.49111354910264,3.579409569675401,0.012154558847421996,0.062154558847422,0.007885045982577948
dose_sensitivity,17.78279410038923,10.0,0.7,0.03,294.53218687955086,3.2601914061375195,0.011069049670523029,0.06106904967052304,0.006689161171513857
