id,turnover_half_life_h,time_since_washout_h,free_active_fraction,EI_fraction,covalent_fraction,inhibited_fraction
W04,8.0,21.615971179029867,0.846597315138853,2.62614315000176e-34,0.1534026848622518,0.1534026848622518
W04,8.0,22.700922685765807,0.860360720591595,-1.2323922365816555e-33,0.13963927940941054,0.13963927940941054
W04,8.0,23.840330213108835,0.8734875911720045,-2.8732255850283864e-35,0.12651240882890663,0.12651240882890663
W04,8.0,25.036927024400274,0.8859470060980846,-7.641966835890772e-37,0.11405299390273677,0.11405299390273677
W04,8.0,26.29358357127391,0.8977130372043505,-1.591196041515134e-36,0.10228696279638619,0.10228696279638619
W04,8.0,27.613314379428196,0.9087652111938288,4.291801565797873e-38,0.0912347888068283,0.0912347888068283
W04,8.0,28.999285280009175,0.9190888959393549,6.750392731911962e-39,0.08091110406122777,0.08091110406122777
W04,8.0,30.454821003952688,0.9286755967597891,-2.47715385320927e-40,0.07132440324072455,0.07132440324072455
W04,8.0,31.983413157501936,0.9375231472239441,-1.2813298766919868e-41,0.06247685277650584,0.06247685277650584
W04,8.0,33.588728598033796,0.945635782553193,-1.9708997964097153e-43,0.05436421744719857,0.05436421744719857
W04,8.0,35.27461823028565,0.9530240866790036,4.2084167530003714e-45,0.04697591332133477,0.04697591332133477
W04,8.0,37.04512624408285,0.9597048070175519,-4.738800913699205e-47,0.04029519298273842,0.04029519298273842
W04,8.0,38.904499815728435,0.9657005347587609,2.720216895683067e-47,0.034299465241486145,0.034299465241486145
W04,8.0,40.85719929632495,0.9710392555685162,2.773274009631513e-49,0.028960744431692362,0.028960744431692362
W04,8.0,42.90790891147109,0.9757537770154785,-9.088497167238627e-52,0.024246222984696163,0.024246222984696163
W04,8.0,45.06154799799749,0.9798810476422438,-1.0917637569485878e-52,0.020118952357901104,0.020118952357901104
W04,8.0,47.32328280469959,0.9834613855370464,-2.1907201163222387e-54,0.016538614463072827,0.016538614463072827
W04,8.0,49.6985388853728,0.9865376393345404,2.671715510294982e-57,0.013462360665556625,0.013462360665556625
W04,8.0,52.19301411388204,0.9891543083327949,1.716436519871928e-58,0.010845691667283337,0.010845691667283337
W04,8.0,54.81269235248376,0.9913566509129198,-5.6917317831816786e-61,0.008643349087142567,0.008643349087142567
W04,8.0,57.563857806190995,0.9931898111493924,1.5744711510595787e-63,0.0068101888506567855,0.0068101888506567855
W04,8.0,60.453110097614676,0.9946979938963589,-6.688074791115544e-66,0.005302006103679429,0.005302006103679429
W04,8.0,63.48738009844197,0.9959237157766323,3.850047589517255e-68,0.0040762842233972715,0.0040762842233972715
W04,8.0,66.67394655553203,0.9969071563295775,-3.343527431033341e-71,0.003092843670444897,0.003092843670444897
W04,8.0,70.02045355150867,0.9976856282450207,1.7077207230851025e-73,0.0023143717549958644,0.0023143717549958644
W04,8.0,73.53492884173954,0.9982931795524398,1.3110843630799343e-76,0.0017068204475724814,0.0017068204475724814
W04,8.0,77.2258031116849,0.9987603334447742,-2.279928581530106e-80,0.0012396665552347416,0.0012396665552347416
W04,8.0,81.10193020081603,0.9991139645336334,-1.4927386605546982e-82,0.0008860354663728448,0.0008860354663728448
W04,8.0,85.17260834161256,0.9993773032153901,-6.881284221151947e-86,0.0006226967846143397,0.0006226967846143397
W04,8.0,89.44760246459278,0.9995700539173017,2.363125951108388e-88,0.00042994608270134903,0.00042994608270134903
W04,8.0,93.93716762287833,0.9997086081878993,8.047838541263469e-92,0.0002913918121027567,0.0002913918121027567
W04,8.0,98.65207359248917,0.999806330414349,6.629259047715e-95,0.0001936695856521991,0.0001936695856521991
W04,8.0,103.60363070737979,0.9998738925765533,-1.2949229680029386e-97,0.00012610742344736648,0.00012610742344736648
W04,8.0,108.80371699118864,0.9999196347886646,-2.000469581632194e-101,8.03652113357633e-05,8.03652113357633e-05
W04,8.0,114.26480665079092,0.9999499303702215,3.457545872624749e-104,5.006962977867613e-05,5.006962977867613e-05
W04,8.0,120.0,0.9999695374230859,5.582040463635812e-109,3.0462576914084776e-05,3.0462576914084776e-05
W04,24.0,-2.0,1.0,0.0,0.0,0.0
W04,24.0,-1.98,0.1183032555190588,0.2881817063053503,0.5935150381841601,0.8816967444895103
W04,24.0,-1.96,0.047290417516799334,0.11518081378868006,0.8375287687030599,0.95270958249174
W04,24.0,-1.94,0.018973911337896953,0.046196374027622465,0.934829714643015,0.9810260886706375
W04,24.0,-1.92,0.007682650005561035,0.018688695915924432,0.9736286540870442,0.9923173500029687
W04,24.0,-1.9,0.0031802378191357525,0.007719956330056718,0.9890998058593323,0.9968197621893891
W04,24.0,-1.88,0.0013848922892717244,0.0033461502971254874,0.9952689574221227,0.9986151077192482
W04,24.0,-1.86,0.0006689948014059809,0.0016020867175511205,0.997728918489558,0.9993310052071092
W04,24.0,-1.84,0.0003835292963423304,0.0009066379989216127,0.9987098327132464,0.9996164707121681
W04,24.0,-1.82,0.0002696993727363885,0.0006293264740289774,0.99910097416174,0.9997303006357691
W04,24.0,-1.8,0.00022430946748610547,0.0005187479596897905,0.9992569425813245,0.9997756905410142
W04,24.0,-1.78,0.0002062101528352578,0.0004746545580047159,0.9993191352976553,0.9997937898556599
W04,24.0,-1.76,0.00019899301192491191,0.0004570722186003472,0.9993439347779651,0.9998010069965655
W04,24.0,-1.74,0.0001961151595299265,0.00045006121823429156,0.9993538236307211,0.9998038848489554
W04,24.0,-1.72,0.00019496760793148295,0.00044726556245612374,0.999357766838093,0.9998050324005491
W04,24.0,-1.7,0.00019451001765481897,0.0004461507847827501,0.999359339206038,0.9998054899908208
W04,24.0,-1.68,0.0001943275519565897,0.0004457062633474928,0.9993599661931667,0.9998056724565142
W04,24.0,-1.66,0.00019425479118641205,0.0004455290041568413,0.9993602162131227,0.9998057452172795
W04,24.0,-1.64,0.00019422577497273547,0.00044545831509542054,0.9993603159183929,0.9998057742334884
W04,24.0,-1.62,0.00019421420630569386,0.0004454301316037987,0.9993603556705467,0.9998057858021505
W04,24.0,-1.6,0.00019420958944672915,0.00044541888404991145,0.9993603715349546,0.9998057904190045
W04,24.0,-1.58,0.00019420775064794377,0.0004454144043834145,0.999360377853415,0.9998057922577984
W04,24.0,-1.56,0.00019420701531343556,0.00044541261296752565,0.9993603803801605,0.999805792993128
