id,atom_zero_based,element,reaction_center,alpha_carbon,fplus_proxy,local_softness_eV_inv,electronic_method
W07,25,H,False,False,3.458983977560106e-13,1.5878007103463948e-13,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,26,H,False,False,6.14977552868739e-16,2.8229728776623204e-16,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,27,H,False,False,4.664266647787501e-15,2.141069731645873e-15,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,28,H,False,False,-6.591563856329383e-17,-3.025769948999872e-17,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,29,H,False,False,1.4263725904290593e-15,6.547574163380272e-16,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,30,H,False,False,-4.164869991260082e-18,-1.911828321126772e-18,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,31,H,False,False,3.1454843732420594e-16,1.4438928756588724e-16,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,32,H,False,False,3.4209166896742014e-15,1.5703264268173812e-15,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W07,33,H,False,False,3.847887382888196e-15,1.766321659631521e-15,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,0,C,False,False,0.016409889464780916,0.007302161287604282,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,1,C,False,False,0.004093230856973156,0.001821427985189401,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,2,C,False,False,0.016409944316220327,0.00730218569569419,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,3,C,True,False,0.4714304369212897,0.20977966327398254,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,4,C,False,True,0.06640908181162482,0.029551072077051713,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,5,C,False,False,0.09302679323453746,0.04139556513924857,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,6,N,False,False,0.06845786444851797,0.030462750445754038,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,7,C,False,False,0.14794362345295622,0.06583275300206325,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,8,O,False,False,0.02912476793196106,0.012960096614889905,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,9,N,False,False,0.03838609223170865,0.01708125074689725,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,10,C,False,False,0.004626677732875787,0.00205880405859744,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,11,C,False,False,0.009838188544283904,0.004377850300722971,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,12,C,False,False,0.00034088578142493314,0.00015168919705146316,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,13,C,False,False,0.012668717812893325,0.005637394509904305,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,14,N,False,False,0.0011820736969525715,0.0005260055412017111,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,15,C,False,False,0.0027363293790532953,0.0012176266333018837,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,16,N,False,False,0.0005766851415131627,0.00025661647048457034,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,17,C,False,False,0.00022737197477282466,0.00010117720997668061,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,18,C,False,False,0.000884842015886202,0.000393741781619991,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,19,C,False,False,2.9652198725408747e-06,1.3194795619418243e-06,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,20,N,False,False,0.0009543651323245699,0.00042467855365245467,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,21,C,False,False,2.7230592429114235e-06,1.2117216164140867e-06,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,22,C,False,False,0.011669525985745116,0.0051927687313607284,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,23,H,False,False,9.983957425184892e-05,4.442715325032677e-05,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,24,H,False,False,-7.908338739283548e-05,-3.51909530622963e-05,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,25,H,False,False,0.0012777061132298044,0.0005685605705624156,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,26,H,False,False,3.1993326039342763e-15,1.4236563102243282e-15,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,27,H,False,False,-7.9083275918545e-05,-3.519090345786415e-05,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,28,H,False,False,9.984048299589814e-05,4.442755762816434e-05,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,29,H,False,False,0.001277704345208541,0.0005685597838187601,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,30,H,False,False,3.1863769652084414e-14,1.4178912400961585e-14,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,31,H,False,False,6.79241994245276e-14,3.022527729963112e-14,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,32,H,False,False,1.470690947665168e-15,6.544360050151027e-16,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,33,H,False,False,5.33034101040138e-15,2.371923946192291e-15,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,34,H,False,False,9.398424297226019e-14,4.182161629727928e-14,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,35,H,False,False,1.423670554856345e-17,6.335126165405224e-18,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,36,H,False,False,3.250611897078559e-16,1.4464748471838576e-16,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,37,H,False,False,1.8506196221342432e-15,8.234987195881122e-16,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,38,H,False,False,6.908254238471646e-15,3.0740723009354733e-15,EHT/YAeHMOP; frozen-orbital LUMO population proxy
W08,39,H,False,False,4.699189038678199e-15,2.091070531280294e-15,EHT/YAeHMOP; frozen-orbital LUMO population proxy
