id,concentration_M,time_s,E_fraction,EI_fraction,covalent_fraction
W08,1.4677992676220705e-05,0.0002920935541198328,0.9948684179429704,0.005131579806740158,2.250289646954833e-09
W08,1.4677992676220705e-05,0.000325833634055726,0.9942773647279245,0.005722632472449167,2.799626602000714e-09
W08,1.4677992676220705e-05,0.0003634710714581709,0.9936184532709813,0.006381543246031805,3.48298707871207e-09
W08,1.4677992676220705e-05,0.00040545605480481596,0.9928839462581033,0.007116049408858754,4.333038159647416e-09
W08,1.4677992676220705e-05,0.00045229077438919334,0.9920652371935814,0.00793475741602166,5.390397174221533e-09
W08,1.4677992676220705e-05,0.0005045354291134047,0.9911527559600405,0.008847237334396293,6.705563476150081e-09
W08,1.4677992676220705e-05,0.000562814927132703,0.9901358648885572,0.009864126770128379,8.34131463665272e-09
W08,1.4677992676220705e-05,0.0006278263604996338,0.9890027445885848,0.010997245035735861,1.0375679509643326e-08
W08,1.4677992676220705e-05,0.0007003473432133719,0.9877402688316418,0.012259718262722564,1.2905635879460544e-08
W08,1.4677992676220705e-05,0.0007812453124072268,0.98633386771932,0.013666116228979758,1.6051700547490602e-08
W08,1.4677992676220705e-05,0.0008714879039275721,0.9847673782952965,0.015232601741101661,1.9963602161876948e-08
W08,1.4677992676220705e-05,0.000972154526408455,0.983022882211488,0.016977092961170094,2.4827342185267365e-08
W08,1.4677992676220705e-05,0.0010844492722815713,0.9810805297527028,0.01891943937335722,3.087394032108368e-08
W08,1.4677992676220705e-05,0.0012097153201526259,0.9789183497705017,0.02108161183924802,3.839025050128864e-08
W08,1.4677992676220705e-05,0.0013494510008136228,0.9765120456249876,0.023487906642632513,4.773238014950224e-08
W08,1.4677992676220705e-05,0.0015053277190596682,0.9738347771729361,0.02616516348476934,5.934229476152215e-08
W08,1.4677992676220705e-05,0.0016792099456765285,0.970856929329369,0.029142996902291864,7.376833941334624e-08
W08,1.4677992676220705e-05,0.0018731775187268733,0.9675458685235552,0.03245403978582713,9.169061795670085e-08
W08,1.4677992676220705e-05,0.002089550520885061,0.9638656888444345,0.03613419720323179,1.139523339657451e-07
W08,1.4677992676220705e-05,0.0023309170303829952,0.9597769505423178,0.04022290785924436,1.4159843801252722e-07
W08,1.4677992676220705e-05,0.002600164077501307,0.9552364153195888,0.044763408757082304,1.759233290492965e-07
W08,1.4677992676220705e-05,0.0029005121768823066,0.9501967833936769,0.04980299807675732,2.185295660657645e-07
W08,1.4677992676220705e-05,0.0032355538487121908,0.9446064394334646,0.05539328916650124,2.7140003437754723e-07
W08,1.4677992676220705e-05,0.003609296589531629,0.9384092168108645,0.061590446202583964,3.3698655173269264e-07
W08,1.4677992676220705e-05,0.004026210806656684,0.9315441935668678,0.06845538811440068,4.183187317218618e-07
W08,1.4677992676220705e-05,0.004491283289562701,0.9239455325898467,0.07605394827320718,5.191369462927392e-07
W08,1.4677992676220705e-05,0.00501007685781248,0.9155423875027693,0.08445696844227323,6.440549576832818e-07
W08,1.4677992676220705e-05,0.005588796898988787,0.906258896664993,0.09374030457684156,7.987581656566125e-07
W08,1.4677992676220705e-05,0.006234365592503999,0.8960142933050109,0.10398471645037274,9.902446165655117e-07
W08,1.4677992676220705e-05,0.006954504707091823,0.8847231659996959,0.11527560688305444,1.227117249914782e-06
W08,1.4677992676220705e-05,0.007757827962337508,0.8722959120527296,0.12770256800968816,1.5199375825090585e-06
W08,1.4677992676220705e-05,0.008653944059000131,0.8586394237345727,0.14135869461449582,1.8816509316800604e-06
