id,initial_drug_M,time_s,E_free_M,EI_M,covalent_M,free_drug_M,GSH_adduct_M,cleared_drug_M
W05,4.641588833612782e-08,540.0,8.144027819504651e-09,2.406906854476807e-10,1.615281495044729e-09,2.2646244392677782e-08,1.849398979880571e-08,3.419681964148987e-09
W05,4.641588833612782e-08,630.0,8.011948440712515e-09,2.1058028427679642e-10,1.7774712750077487e-09,2.0141251425315544e-08,2.0496604430218156e-08,3.789980921306639e-09
W05,4.641588833612782e-08,720.0,7.895920998700965e-09,1.8457724585034894e-10,1.919501755445748e-09,1.7914707659274414e-08,2.2277769530664714e-08,4.119332144889667e-09
W05,4.641588833612782e-08,810.0,7.793851280449435e-09,1.6205234937435333e-10,2.044096370173275e-09,1.5935368691739007e-08,2.3862086331674716e-08,4.412284593163539e-09
W05,4.641588833612782e-08,900.0,7.703947323868089e-09,1.4248616600044615e-10,2.1535665101285273e-09,1.4175559511541758e-08,2.5271398769343578e-08,4.672877379110585e-09
W05,4.641588833612782e-08,990.0,7.624670141910368e-09,1.2544740930545248e-10,2.2498824487812437e-09,1.2610752821620045e-08,2.6525107771800892e-08,4.904697884617263e-09
W05,4.641588833612782e-08,1080.0,7.554693519908115e-09,1.1057600999059066e-10,2.334730470098358e-09,1.1219200220169645e-08,2.7640448594034925e-08,5.110933041831373e-09
W05,4.641588833612782e-08,1170.0,7.49287104457662e-09,9.756979729966012e-11,2.409559158120785e-09,9.981608996401472e-09,2.8632735759534143e-08,5.2944146247688365e-09
W05,4.641588833612782e-08,1260.0,7.4382089026344195e-09,8.617395258796651e-11,2.4756171447746783e-09,8.880858325891421e-09,2.9515579619990553e-08,5.457659292880278e-09
W05,4.641588833612782e-08,1350.0,7.389843331831876e-09,7.61726060507216e-11,2.533984062114467e-09,7.901749709978778e-09,3.030107794121094e-08,5.60290401676999e-09
W05,4.641588833612782e-08,1440.0,7.347021821707635e-09,6.738210146718558e-11,2.585596076822243e-09,7.030787156724451e-09,3.0999985553284944e-08,5.7321374478260755e-09
W05,4.641588833612782e-08,1530.0,7.3090873773015106e-09,5.964556668297716e-11,2.6312670560125774e-09,6.25598339512523e-09,3.1621864615024826e-08,5.847127703279288e-09
W05,4.641588833612782e-08,1620.0,7.275465275720927e-09,5.282851110811306e-11,2.6717062131680248e-09,5.566688790414135e-09,3.217521782371677e-08,5.949446997717854e-09
W05,4.641588833612782e-08,1710.0,7.245651876883459e-09,4.681523726882542e-11,2.7075328858447797e-09,4.9534401972304085e-09,3.266760653197262e-08,6.040493483808264e-09
W05,4.641588833612782e-08,1800.0,7.219205119596527e-09,4.150589860261572e-11,2.739288981797922e-09,4.407827216792763e-09,3.3105755598851735e-08,6.1215106400798625e-09
W05,4.641588833612782e-08,1890.0,7.195736439265433e-09,3.6814077264567503e-11,2.767449483467063e-09,3.922373969066691e-09,3.349564634692126e-08,6.193604459405318e-09
W05,4.641588833612782e-08,1980.0,7.174903850429985e-09,3.266477756984931e-11,2.7924313719972306e-09,3.4904343362068725e-09,3.384259913332088e-08,6.257758717030065e-09
W05,4.641588833612782e-08,2070.0,7.156406007756063e-09,2.8992756429211085e-11,2.8146012358117897e-09,3.106099114336306e-09,3.4151346696580557e-08,6.314848532967037e-09
W05,4.641588833612782e-08,2160.0,7.1399770998187894e-09,2.5741128007983587e-11,2.834281772170291e-09,2.764113760015907e-09,3.442609926490748e-08,6.365652411023239e-09
W05,4.641588833612782e-08,2250.0,7.1253824359925645e-09,2.2860191751853826e-11,2.851757372252646e-09,2.4598054002051174e-09,3.467060243151831e-08,6.4108629403969696e-09
W05,4.641588833612782e-08,2340.0,7.112414628385168e-09,2.030644424890757e-11,2.8672789273629896e-09,2.18901810170117e-09,3.488818856159053e-08,6.451096301221305e-09
W05,4.641588833612782e-08,2430.0,7.100890275132727e-09,1.804174219720974e-11,2.8810679826671276e-09,1.9480553938512925e-09,3.508182250095403e-08,6.486900716455235e-09
W05,4.641588833612782e-08,2520.0,7.090647076023005e-09,1.6032590872678956e-11,2.8933203331013815e-09,1.7336292545874102e-09,3.525414219493999e-08,6.518763962623432e-09
W05,4.641588833612782e-08,2610.0,7.081541316956911e-09,1.4249536930020404e-11,2.904209146110134e-09,1.5428148040437564e-09,3.5407494801609104e-08,6.547120047431885e-09
W05,4.641588833612782e-08,2700.0,7.073445672483086e-09,1.2666648524359344e-11,2.913887678989619e-09,1.3730100661063952e-09,3.5543968796348064e-08,6.572355146156461e-09
W05,4.641588833612782e-08,2790.0,7.066247281241291e-09,1.1261068505365694e-11,2.9224916502504074e-09,1.2219002033953427e-09,3.566542253144429e-08,6.5948128825294926e-09
W05,4.641588833612782e-08,2880.0,7.059846059782543e-09,1.0012629505924528e-11,2.930141310708598e-09,1.0874257529754505e-09,3.57735096204328e-08,6.614799022502126e-09
W05,4.641588833612782e-08,2970.0,7.0541532210512485e-09,8.903521162243766e-12,2.9369432577835725e-09,9.677543820054853e-10,3.586970152452385e-08,6.63258565064975e-09
W05,4.641588833612782e-08,3060.0,7.04908997184665e-09,7.918001751442665e-12,2.9429920263989723e-09,8.612557832447717e-10,3.595530764020458e-08,6.648414884525133e-09
W05,4.641588833612782e-08,3150.0,7.044586366466905e-09,7.042147732643645e-12,2.9483714857975164e-09,7.664793626341169e-10,3.603149316228638e-08,6.662502177674243e-09
W05,4.641588833612782e-08,3240.0,7.040580295813997e-09,6.263635590819966e-12,2.9531560685922464e-09,6.821343919651897e-10,3.6099294980868665e-08,6.67503925910798e-09
W05,4.641588833612782e-08,3330.0,7.037016595794558e-09,5.571551537189906e-12,2.957411852665316e-09,6.070723647776538e-10,3.615963581957347e-08,6.686196747571273e-09
W05,4.641588833612782e-08,3420.0,7.0338462600232876e-09,4.956225146802658e-12,2.9611975148269744e-09,5.402713061075748e-10,3.621333681285797e-08,6.69612647718558e-09
W05,4.641588833612782e-08,3510.0,7.03102574381453e-09,4.4090836368352955e-12,2.9645651725456984e-09,4.808218143394072e-10,3.626112869856482e-08,6.70496356703814e-09
W05,4.641588833612782e-08,3600.0,7.028516348705984e-09,3.922524062924843e-12,2.967561127228155e-09,4.2791464797034864e-10,3.630366177461236e-08,6.712828262251118e-09
W05,4.641588833612782e-08,3690.0,7.026283677779809e-09,3.489801057397633e-12,2.9702265211598584e-09,3.808296846380637e-10,3.634151475731577e-08,6.719827571953804e-09
W05,4.641588833612782e-08,3780.0,7.024297153219689e-09,3.1049280678139063e-12,2.9725979187095624e-09,3.389260976983745e-10,3.6375202664683904e-08,6.726056726965241e-09
W05,4.641588833612782e-08,3870.0,7.022529588909241e-09,2.7625903918730087e-12,2.9747078206959515e-09,3.016336182982631e-10,3.64051838300668e-08,6.731600476672007e-09
W05,4.641588833612782e-08,3960.0,7.02095681157093e-09,2.458068509433242e-12,2.9765851199167014e-09,2.6844476190012254e-10,3.6431866142822767e-08,6.7365342429758716e-09
W05,4.641588833612782e-08,4050.0,7.019557324736582e-09,2.187170417416726e-12,2.9782555048430658e-09,2.389079115061892e-10,3.645561260212294e-08,6.740925147235288e-09
W05,4.641588833612782e-08,4140.0,7.018312010660529e-09,1.9461718689507222e-12,2.979741817467584e-09,2.1262116422803843e-10,3.647674625855426e-08,6.7448329240060625e-09
W05,4.641588833612782e-08,4230.0,7.0172038658159685e-09,1.7317635550454177e-12,2.98106437062605e-09,1.892268571206393e-10,3.649555461080129e-08,6.748310734021871e-09
W05,4.641588833612782e-08,4320.0,7.0162177659691e-09,1.5410043598793134e-12,2.9822412296680827e-09,1.6840669412267875e-10,3.65122935199879e-08,6.751405887986358e-09
W05,4.641588833612782e-08,4410.0,7.015340257577757e-09,1.3712799882451233e-12,2.983288462431061e-09,1.4987741027052727e-10,3.6527190692804686e-08,6.754160490630383e-09
W05,4.641588833612782e-08,4500.0,7.014559372718514e-09,1.220266356538771e-12,2.9842203609220096e-09,1.333869177185596e-10,3.654044877787392e-08,6.756612013253875e-09
W05,4.641588833612782e-08,4590.0,7.0138644644626895e-09,1.0858971201419036e-12,2.9850496384142317e-09,1.1871087232238148e-10,3.6552248124439213e-08,6.758793803828926e-09
W05,4.641588833612782e-08,4680.0,7.013246060629469e-09,9.66334886702527e-13,2.985787604480891e-09,1.0564961899291882e-10,3.656274923690183e-08,6.7607355408625545e-09
W05,4.641588833612782e-08,4770.0,7.012695733869995e-09,8.59945697140409e-13,2.9864443204299285e-09,9.402547465332854e-11,3.657209495822028e-08,6.762463637124223e-09
W05,4.641588833612782e-08,4860.0,7.0122059861404256e-09,7.652763745511582e-13,2.9870287374820866e-09,8.368030939631894e-11,3.658041241378806e-08,6.7640015990838775e-09
W05,4.641588833612782e-08,4950.0,7.0117701459992365e-09,6.81034419922374e-13,2.9875488195779044e-09,7.447339393956108e-11,3.6587814741392735e-08,6.765370346794772e-09
W05,4.641588833612782e-08,5040.0,7.011382277357669e-09,6.060701759113432e-13,2.9880116524634837e-09,6.627948538214432e-11,3.659440262972721e-08,6.766588498376142e-09
W05,4.641588833612782e-08,5130.0,7.011037098276269e-09,5.393609746904418e-13,2.9884235407461053e-09,5.898712234925283e-11,3.6600265688666815e-08,6.76767262338803e-09
W05,4.641588833612782e-08,5220.0,7.010729908778811e-09,4.799970624425659e-13,2.988790094155811e-09,5.249710835451752e-11,3.660548366831064e-08,6.768637468241488e-09
W05,4.641588833612782e-08,5310.0,7.010456526642616e-09,4.27169092063023e-13,2.9891163042623866e-09,4.6721161885331377e-11,3.661012754404915e-08,6.7694961568359706e-09
W05,4.641588833612782e-08,5400.0,7.010213230304383e-09,3.8015701205777867e-13,2.9894066126806234e-09,4.158071539278676e-11,3.6614260481969214e-08,6.770260369070214e-09
W05,4.641588833612782e-08,5490.0,7.009996708076969e-09,3.3832019173995043e-13,2.9896649717283565e-09,3.700584649442986e-11,3.661793869800457e-08,6.7709404997057974e-09
W05,4.641588833612782e-08,5580.0,7.009804012955028e-09,3.0108863958208035e-13,2.9898948984024547e-09,3.2934326373925806e-11,3.6621212222894916e-08,6.771545799814019e-09
W05,4.641588833612782e-08,5670.0,7.009632522434582e-09,2.6795520086116323e-13,2.990099522361622e-09,2.9310773407729487e-11,3.662412558257043e-08,6.77208450258426e-09
W05,4.641588833612782e-08,5760.0,7.009479902743051e-09,2.384686157749456e-13,2.9902816286382384e-09,2.6085899427358435e-11,3.6626718404078924e-08,6.772563935364604e-09
W05,4.641588833612782e-08,5850.0,7.009344077042394e-09,2.122273518427157e-13,2.990443695602828e-09,2.3215839486750936e-11,3.662902595439218e-08,6.772990619291299e-09
W05,4.641588833612782e-08,5940.0,7.009223197122733e-09,1.8887411583554105e-13,2.990587928758496e-09,2.0661555035404347e-11,3.6631079620207385e-08,6.773370358007771e-09
W05,4.641588833612782e-08,6030.0,7.009115618224552e-09,1.680909742754133e-13,2.9907162907982384e-09,1.8388302920893442e-11,3.663290733483246e-08,6.7737083165990206e-09
W05,4.641588833612782e-08,6120.0,7.009019876621796e-09,1.4959501059779318e-13,2.9908305283646724e-09,1.636516251310303e-11,3.6634533958349696e-08,6.7740090918868235e-09
W05,4.641588833612782e-08,6210.0,7.00893466969903e-09,1.3313446675769494e-13,2.990932195831279e-09,1.4564615354162056e-11,3.6635981615555315e-08,6.774276774917375e-09
W05,4.641588833612782e-08,6300.0,7.008858838212143e-09,1.1848530868146427e-13,2.9910226764762414e-09,1.2962170812565903e-11,3.663726999691677e-08,6.774515006610625e-09
W05,4.641588833612782e-08,6390.0,7.0087913504964405e-09,1.0544816955360098e-13,2.9911032013310725e-09,1.1536032779418595e-11,3.663841662653607e-08,6.7747270273087725e-09
W05,4.641588833612782e-08,6480.0,7.008731288425052e-09,9.38456325313427e-14,2.991174865939484e-09,1.0266803264821854e-11,3.6639437100448504e-08,6.7749157208395465e-09
W05,4.641588833612782e-08,6570.0,7.008677834913948e-09,8.351981324329042e-14,2.9912386452698765e-09,9.13721860827608e-12,3.664034529870214e-08,6.775083653731348e-09
W05,4.641588833612782e-08,6660.0,7.0086302627935506e-09,7.433020707531542e-14,2.9912954069964417e-09,8.131914513912812e-12,3.6641153574264e-08,6.775233110143457e-09
W05,4.641588833612782e-08,6750.0,7.0085879249188385e-09,6.615177635529132e-14,2.9913459233018734e-09,7.237217214271341e-12,3.6641872920920283e-08,6.775366122912106e-09
W05,4.641588833612782e-08,6840.0,7.00855024535678e-09,5.887324614726135e-14,2.9913908813941403e-09,6.4409573669084305e-12,3.664251312290057e-08,6.775484501217123e-09
W05,4.641588833612782e-08,6930.0,7.008516711544949e-09,5.23955880515432e-14,2.9914308928640677e-09,5.732304447068959e-12,3.664308288802399e-08,6.775589855201716e-09
W05,4.641588833612782e-08,7020.0,7.008486867331287e-09,4.663067453582146e-14,2.9914665019912445e-09,5.101619739454452e-12,3.664358996589237e-08,6.775683617827293e-09
W05,4.641588833612782e-08,7110.0,7.0084603067509975e-09,4.150007589743132e-14,2.991498193170173e-09,4.540324890997649e-12,3.6644041253572836e-08,6.775767064414986e-09
W05,4.641588833612782e-08,7200.0,7.008436668509921e-09,3.693399390689078e-14,2.9915263974932403e-09,4.040785379792112e-12,3.664444288928821e-08,6.77584132996974e-09
W05,4.641588833612782e-08,7290.0,7.008415631069032e-09,3.28703117204553e-14,2.991551498616316e-09,3.5962066766036275e-12,3.664480033590277e-08,6.775907424617476e-09
W05,4.641588833612782e-08,7380.0,7.008396908270996e-09,2.9253748621186843e-14,2.991573837977452e-09,3.200541853172939e-12,3.664511845520509e-08,6.7759662473405545e-09
W05,4.641588833612782e-08,7470.0,7.0083802454436355e-09,2.603510698301775e-14,2.9915937194464516e-09,2.8484092624133633e-12,3.664540157409311e-08,6.776018598215928e-09
W05,4.641588833612782e-08,7560.0,7.0083654159338805e-09,2.3170602467926524e-14,2.9916114134607207e-09,2.535019310508283e-12,3.664565354344956e-08,6.776065189301634e-09
W05,4.641588833612782e-08,7650.0,7.008352218028629e-09,2.0621269024780444e-14,2.991627160699415e-09,2.2561094013220784e-12,3.664587779044674e-08,6.776106654308381e-09
W05,4.641588833612782e-08,7740.0,7.008340472212361e-09,1.8352428979687438e-14,2.9916411753557292e-09,2.0078859941368064e-12,3.6646077365132416e-08,6.776143557213623e-09
W05,4.641588833612782e-08,7830.0,7.008330018717177e-09,1.6333219653388906e-14,2.9916536480602387e-09,1.7869728387037595e-12,3.6646254982049004e-08,6.7761763999572825e-09
W05,4.641588833612782e-08,7920.0,7.008320715356154e-09,1.4536174732718238e-14,2.9916647484661824e-09,1.5903651950325553e-12,3.664641305704118e-08,6.7762056292477515e-09
W05,4.641588833612782e-08,8010.0,7.008312435583915e-09,1.2936849564128425e-14,2.9916746275635904e-09,1.415388853864038e-12,3.6646553740203667e-08,6.7762316426541944e-09
W05,4.641588833612782e-08,8100.0,7.008305066781345e-09,1.1513489753752768e-14,2.991683419725971e-09,1.2596638923120361e-12,3.664667894502195e-08,6.776254793994903e-09
W05,4.641588833612782e-08,8190.0,7.008298508722574e-09,1.0246734992126242e-14,2.9916912445395033e-09,1.1210722803702176e-12,3.664679037441689e-08,6.776275398153133e-09
W05,4.641588833612782e-08,8280.0,7.008292672203798e-09,9.119354149682559e-15,2.991698208439121e-09,9.97728906890122e-13,3.664688954404011e-08,6.776293735384614e-09
W05,4.641588833612782e-08,8370.0,7.0082874778365454e-09,8.116012152940135e-15,2.991704406148369e-09,8.879560799107458e-13,3.6646977802775945e-08,6.776310055108502e-09
W05,4.641588833612782e-08,8460.0,7.0082828549707175e-09,7.223061931040126e-15,2.9917099219644194e-09,7.902607691865008e-13,3.664705635103865e-08,6.7763245792906944e-09
W05,4.641588833612782e-08,8550.0,7.008278740728055e-09,6.428357696706019e-15,2.9917148309113173e-09,7.033141819372496e-13,3.66471262571937e-08,6.776337505480239e-09
W05,4.641588833612782e-08,8640.0,7.008275079148497e-09,5.721090040762775e-15,2.99171919975853e-09,6.25933723991479e-13,3.664718847206118e-08,6.776349009491141e-09
W05,4.641588833612782e-08,8730.0,7.008271820426831e-09,5.091638464754778e-15,2.9917230879317726e-09,5.570668685316589e-13,3.664724384188556e-08,6.776359247800551e-09
W05,4.641588833612782e-08,8820.0,7.008268920238499e-09,4.531441152118591e-15,2.991726548317416e-09,4.957769094152564e-13,3.664729311979011e-08,6.776368359666797e-09
W05,4.641588833612782e-08,8910.0,7.008266339137733e-09,4.032878698404666e-15,2.9917296279806372e-09,4.412302421509105e-13,3.6647336976003115e-08,6.7763764690202835e-09
W05,4.641588833612782e-08,9000.0,7.0082640420177315e-09,3.5891698351900815e-15,2.991732368809502e-09,3.926849566223682e-13,3.664737600702953e-08,6.7763836861593944e-09
W05,4.641588833612782e-08,9090.0,7.008261997634861e-09,3.194279518073103e-15,2.9917348080826885e-09,3.494807820559273e-13,3.664741074373528e-08,6.776390109245348e-09
W05,4.641588833612782e-08,9180.0,7.00826017818109e-09,2.8428363306168846e-15,2.991736978979648e-09,3.1103005145611017e-13,3.6647441658611946e-08,6.776395825645505e-09
W05,4.641588833612782e-08,9270.0,7.008258558908057e-09,2.530059873700623e-15,2.991738911029138e-09,2.768097575239195e-13,3.664746917216397e-08,6.776400913114386e-09
W05,4.641588833612782e-08,9360.0,7.008257117791396e-09,2.2516959213936548e-15,2.991740630509752e-09,2.4635445876440455e-13,3.6647493658612135e-08,6.776405440848318e-09
W05,4.641588833612782e-08,9450.0,7.008255835230264e-09,2.0039583798035352e-15,2.991742160808425e-09,2.1924992983987136e-13,3.664751545099883e-08,6.776409470429417e-09
W05,4.641588833612782e-08,9540.0,7.0082546937811965e-09,1.7834778765157678e-15,2.9917435227379953e-09,1.95127537107555e-13,3.664753484571014e-08,6.776413056661767e-09
W05,4.641588833612782e-08,9630.0,7.008253677918336e-09,1.587255445457404e-15,2.9917447348232877e-09,1.73659171612596e-13,3.664755210654982e-08,6.776416248324722e-09
W05,4.641588833612782e-08,9720.0,7.008252773823276e-09,1.4126219314272505e-15,2.9917458135518617e-09,1.545528079959752e-13,3.664756746830994e-08,6.776419088833158e-09
W05,4.641588833612782e-08,9810.0,7.008251969198467e-09,1.2572019501634362e-15,2.9917467735966512e-09,1.3754856110271126e-13,3.6647581139941464e-08,6.776421616823724e-09
W05,4.641588833612782e-08,9900.0,7.008251253100133e-09,1.1188816129354434e-15,2.9917476280153233e-09,1.2241515511188715e-13,3.6647593307393065e-08,6.776423866679772e-09
W05,4.641588833612782e-08,9990.0,7.008250615788716e-09,9.95779637860309e-16,2.991748388428715e-09,1.0894676304660748e-13,3.6647604136152266e-08,6.776425869001224e-09
W05,4.641588833612782e-08,10080.0,7.008250048596737e-09,8.862218251214124e-16,2.9917490651785056e-09,9.696021420583554e-14,3.664761377349062e-08,6.776427651019735e-09
W05,4.641588833612782e-08,10170.0,7.008249543809435e-09,7.887180011587292e-16,2.9917496674696327e-09,8.629247165748133e-14,3.6647622350491894e-08,6.776429236973705e-09
W05,4.641588833612782e-08,10260.0,7.008249094560277e-09,7.019418341172488e-16,2.9917502034949566e-09,7.679842422305299e-14,3.664762998382732e-08,6.776430648436552e-09
W05,4.641588833612782e-08,10350.0,7.008248694738226e-09,6.247129240736345e-16,2.9917506805459167e-09,6.834892659419151e-14,3.664763677733138e-08,6.776431904608074e-09
W05,4.641588833612782e-08,10440.0,7.008248338905127e-09,5.559808447868402e-16,2.991751105111096e-09,6.082905354017004e-14,3.664764282340541e-08,6.7764330225739935e-09
W05,4.641588833612782e-08,10530.0,7.008248022221555e-09,4.94810821342189e-16,2.9917514829646915e-09,5.4136532954254994e-14,3.66476482042775e-08,6.7764340175389214e-09
W05,4.641588833612782e-08,10620.0,7.008247740380082e-09,4.403708378160978e-16,2.991751819246147e-09,4.818033540504183e-14,3.664765299313646e-08,6.776434903036038e-09
W05,4.641588833612782e-08,10710.0,7.00824748954823e-09,3.919206183772594e-16,2.99175211852822e-09,4.2879468573385515e-14,3.664765725510115e-08,6.776435691106322e-09
W05,4.641588833612782e-08,10800.0,7.008247266313901e-09,3.488010891069193e-16,2.991752384882078e-09,3.8161824237918844e-14,3.664766104814751e-08,6.776436392469972e-09
W05,4.641588833612782e-08,10890.0,7.00824706764056e-09,3.104257161119665e-16,2.9917526219307907e-09,3.396323086195117e-14,3.6647664423870266e-08,6.776437016667258e-09
W05,4.641588833612782e-08,10980.0,7.008246890826176e-09,2.762725787954552e-16,2.9917528328983124e-09,3.022658597548082e-14,3.664766742818053e-08,6.776437572187496e-09
W05,4.641588833612782e-08,11070.0,7.008246733464225e-09,2.458768376491606e-16,2.991753020656004e-09,2.6901032228838383e-14,3.664767010196826e-08,6.7764380665915586e-09
W05,4.641588833612782e-08,11160.0,7.00824659341502e-09,2.188251947456361e-16,2.9917531877568517e-09,2.3941351282724533e-14,3.664767248158959e-08,6.776438506601974e-09
W05,4.641588833612782e-08,11250.0,7.00824646877416e-09,1.947497996516325e-16,2.9917533364731063e-09,2.1307297170844014e-14,3.664767459940277e-08,6.776438898202037e-09
W05,4.641588833612782e-08,11340.0,7.008246357846907e-09,1.733232998546829e-16,2.9917534688268595e-09,1.8963054751427487e-14,3.664767648420366e-08,6.776439246716318e-09
W05,4.641588833612782e-08,11430.0,7.0082462591249574e-09,1.5425435441447884e-16,2.9917535866177546e-09,1.687674883316294e-14,3.6647678161620294e-08,6.776439556883649e-09
W05,4.641588833612782e-08,11520.0,7.008246171264532e-09,1.3728340203909627e-16,2.991753691449132e-09,1.5019981177234978e-14,3.664767965448523e-08,6.776439832925939e-09
W05,4.641588833612782e-08,11610.0,7.008246093071575e-09,1.2217979975895402e-16,2.991753784745691e-09,1.3367517611770532e-14,3.6647680983087074e-08,6.77644007859471e-09
W05,4.641588833612782e-08,11700.0,7.008246023481155e-09,1.0873784646890629e-16,2.991753867778064e-09,1.1896852732010703e-14,3.6647682165520445e-08,6.776440297235799e-09
W05,4.641588833612782e-08,11790.0,7.00824596154635e-09,9.677463672937617e-17,2.991753941676079e-09,1.0587975100080059e-14,3.66476832178748e-08,6.7764404918242705e-09
W05,4.641588833612782e-08,11880.0,7.008245906425768e-09,8.612764925128468e-17,2.9917540074436484e-09,9.423103481233413e-15,3.6647684154446476e-08,6.776440665003628e-09
W05,4.641588833612782e-08,11970.0,7.008245857369224e-09,7.665197984809179e-17,2.9917540659758617e-09,8.386384074068828e-15,3.6647684987982145e-08,6.776440819130829e-09
W05,4.641588833612782e-08,12060.0,7.008245813709643e-09,6.821877792058489e-17,2.991754118068645e-09,7.463719506438293e-15,3.664768572981626e-08,6.776440956301702e-09
W05,4.641588833612782e-08,12150.0,7.008245774853907e-09,6.071347777100851e-17,2.991754164429681e-09,6.642575314353177e-15,3.6647686390026694e-08,6.7764410783797245e-09
W05,4.641588833612782e-08,12240.0,7.008245740273747e-09,5.403404022760019e-17,2.991754205689279e-09,5.911787521301597e-15,3.664768697758942e-08,6.7764411870246255e-09
W05,4.641588833612782e-08,12330.0,7.008245709498055e-09,4.808946773907257e-17,2.991754242409543e-09,5.261400180560174e-15,3.664768750050916e-08,6.776441283716536e-09
W05,4.641588833612782e-08,12420.0,7.008245682109656e-09,4.2799178530072156e-17,2.991754275088231e-09,4.682597032744511e-15,3.664768796587429e-08,6.776441369766153e-09
W05,4.641588833612782e-08,12510.0,7.008245657733462e-09,3.809072008872238e-17,2.9917543041728845e-09,4.16745123578601e-15,3.66476883800581e-08,6.776441446351947e-09
W05,4.641588833612782e-08,12600.0,7.00824563603983e-09,3.390042028637015e-17,2.991754330056815e-09,3.7089964817768034e-15,3.664768874866159e-08,6.776441514509587e-09
W05,4.641588833612782e-08,12690.0,7.008245616731789e-09,3.0170915688005335e-17,2.9917543530943618e-09,3.300956729501348e-15,3.664768907673077e-08,6.776441575172118e-09
W05,4.641588833612782e-08,12780.0,7.008245599548173e-09,2.6851760896276553e-17,2.991754373597132e-09,2.9378127944316855e-15,3.6647689368703134e-08,6.77644162916007e-09
W05,4.641588833612782e-08,12870.0,7.008245584254584e-09,2.3897680161533038e-17,2.9917543918448014e-09,2.6146110803028093e-15,3.664768962856144e-08,6.776441677209886e-09
W05,4.641588833612782e-08,12960.0,7.008245570643583e-09,2.1268604817046005e-17,2.991754408084878e-09,2.3269677262117e-15,3.664768985983038e-08,6.776441719973303e-09
W05,4.641588833612782e-08,13050.0,7.00824555853017e-09,1.8928800955013178e-17,2.991754422538095e-09,2.0709731226239506e-15,3.664769006565332e-08,6.776441758031557e-09
W05,4.641588833612782e-08,13140.0,7.0082455477492295e-09,1.684637507051281e-17,2.991754435401462e-09,1.843137866382059e-15,3.664769024883578e-08,6.776441791903413e-09
W05,4.641588833612782e-08,13230.0,7.008245538155713e-09,1.499331065115776e-17,2.991754446848042e-09,1.6403966596993373e-15,3.6647690411842294e-08,6.7764418220445825e-09
W05,4.641588833612782e-08,13320.0,7.008245529617195e-09,1.3344028259122147e-17,2.9917544570358423e-09,1.4599509013842259e-15,3.6647690556923e-08,6.776441848871127e-09
W05,4.641588833612782e-08,13410.0,7.0082455220189386e-09,1.1876365558287692e-17,2.9917544661017604e-09,1.2993758855763339e-15,3.6647690686027355e-08,6.776441872743523e-09
W05,4.641588833612782e-08,13500.0,7.008245515256367e-09,1.057012137463507e-17,2.9917544741705764e-09,1.1564614877723576e-15,3.664769080093236e-08,6.776441893990348e-09
W05,4.641588833612782e-08,13590.0,7.00824550923754e-09,9.407536991466828e-18,2.9917544813519885e-09,1.0292647604900992e-15,3.664769090320015e-08,6.776441912900455e-09
W05,4.641588833612782e-08,13680.0,7.008245503880893e-09,8.37285757794783e-18,2.9917544877433157e-09,9.160619739698257e-16,3.664769099421664e-08,6.776441929730109e-09
W05,4.641588833612782e-08,13770.0,7.00824549911287e-09,7.451875461805044e-18,2.99175449343232e-09,8.152986909121646e-16,3.66476910752316e-08,6.776441944710403e-09
W05,4.641588833612782e-08,13860.0,7.008245494869528e-09,6.6322395275818706e-18,2.9917544984952968e-09,7.256235709457878e-16,3.664769114733155e-08,6.776441958042241e-09
W05,4.641588833612782e-08,13950.0,7.008245491092503e-09,5.902675971631225e-18,2.9917545030018868e-09,6.458031269540649e-16,3.6647691211508206e-08,6.7764419699090016e-09
W05,4.641588833612782e-08,14040.0,7.008245487731253e-09,5.253422964174183e-18,2.9917545070123892e-09,5.747693409001246e-16,3.6647691268620276e-08,6.776441980469467e-09
W05,4.641588833612782e-08,14130.0,7.008245484739446e-09,4.675531142368225e-18,2.991754510582088e-09,5.115430495916622e-16,3.664769131945502e-08,6.776441989869204e-09
W05,4.641588833612782e-08,14220.0,7.008245482077148e-09,4.161286881415511e-18,2.99175451375863e-09,4.552803265152294e-16,3.664769136469097e-08,6.776441998233681e-09
W05,4.641588833612782e-08,14310.0,7.008245479707431e-09,3.7035570033874576e-18,2.9917545165860767e-09,4.052007560771842e-16,3.664769140495558e-08,6.77644200567892e-09
W05,4.641588833612782e-08,14400.0,7.008245477599463e-09,3.2963865778774183e-18,2.9917545191012153e-09,3.606527666308363e-16,3.6647691440772734e-08,6.776442012301789e-09
W05,4.641588833612782e-08,14490.0,7.008245475723468e-09,2.9340240280770612e-18,2.991754521339573e-09,3.2100710815543587e-16,3.664769147264835e-08,6.776442018195838e-09
W05,4.641588833612782e-08,14580.0,7.008245474053418e-09,2.6114422510198546e-18,2.9917545233322036e-09,2.8571378343748405e-16,3.664769150102463e-08,6.776442023442833e-09
W05,4.641588833612782e-08,14670.0,7.008245472568092e-09,2.32454091839644e-18,2.991754525104432e-09,2.543242121104807e-16,3.664769152626224e-08,6.776442028109463e-09
W05,4.641588833612782e-08,14760.0,7.008245471245694e-09,2.0691104688097147e-18,2.99175452668226e-09,2.2637786344003987e-16,3.6647691548731464e-08,6.776442032264195e-09
W05,4.641588833612782e-08,14850.0,7.008245470068406e-09,1.8417087414354477e-18,2.9917545280869495e-09,2.0149814248808187e-16,3.6647691568735074e-08,6.776442035963019e-09
