time_min,salt_m,dar_0_signal,dar_1_signal,dar_2_signal,dar_3_signal,dar_4_signal,dar_5_signal,dar_6_signal,dar_7_signal,dar_8_signal,total_signal
0.135,1.4942142857142857,7.950974807551476e-06,3.2309376066100554e-05,7.94795945252534e-05,0.00011512915479020618,9.438719037506786e-05,4.2604076354228056e-05,1.0119974551230535e-05,1.1467464843046214e-06,4.7351554255070555e-08,0.0003831744395081978
0.14,1.494,7.999852249236768e-06,3.2395237264500904e-05,7.960698493480782e-05,0.00011525862041455386,9.4468026225183e-05,4.263332985851922e-05,1.0125745022198218e-05,1.1473035450812328e-06,4.737153445015756e-08,0.00038368247104853117
0.145,1.4937857142857143,8.049212732832935e-06,3.248144418931369e-05,7.973468280884525e-05,0.00011538830487129158,9.454896605516543e-05,4.2662613519726226e-05,1.0131520432004524e-05,1.1478610119787664e-06,4.739152729666405e-08,0.00038419199714845504
0.15,1.4935714285714285,8.099063214831832e-06,3.256799871599201e-05,7.986268914069658e-05,0.0001155182086546257,9.463001004358083e-05,4.2691927379337455e-05,1.0137300786289294e-05,1.1484188853922015e-06,4.7411532805275696e-08,0.0003847030283535512
0.155,1.4933571428571428,8.149410790279452e-06,3.265490273284246e-05,7.999100492772004e-05,0.00011564833226016079,9.471115836937844e-05,4.272127147891268e-05,1.0143086090700455e-05,1.1489771657169962e-06,4.743155098668947e-08,0.00038521557536669803
0.16,1.493142857142857,8.200262696365111e-06,3.274215814113197e-05,8.011963117132104e-05,0.00011577867618490401,9.479241121189273e-05,4.275064586008327e-05,1.0148876350893969e-05,1.1495358533490897e-06,4.7451581851613485e-08,0.00038572964905179285
0.165,1.4929285714285716,8.251626316120697e-06,3.2829766855195745e-05,8.024856887697167e-05,0.00011590924092727037,9.487376875084355e-05,4.278005056455226e-05,1.0154671572533915e-05,1.1500949486849052e-06,4.747162541076737e-08,0.00038624526043758384
0.17,1.4927142857142857,8.303509182233888e-06,3.291773080254632e-05,8.037781905423086e-05,0.00011604002698708702,9.495523116633792e-05,4.280948563409456e-05,1.0160471761292453e-05,1.150654452121347e-06,4.749168167488199e-08,0.0003867624207216193
0.17500000000000002,1.4925,8.355918980978895e-06,3.300605192398352e-05,8.050738271676424e-05,0.00011617103486559832,9.503679863887032e-05,4.283895111055709e-05,1.0166276922849849e-05,1.1512143640558022e-06,4.751175065469951e-08,0.00038728114127431273
0.18,1.4922857142857144,8.408863556268755e-06,3.3094732173705696e-05,8.06372608823642e-05,0.00011630226506547082,9.511847134932423e-05,4.286844703585889e-05,1.0172087062894509e-05,1.1517746848861428e-06,4.7531832360973524e-08,0.00038780143364313416
0.185,1.4920714285714285,8.462350913832739e-06,3.318377351942184e-05,8.076745457297042e-05,0.00011643371809079765,9.52002494789729e-05,4.289797345199135e-05,1.0177902187122973e-05,1.1523354150107245e-06,4.7551926804468997e-08,0.0003883233095569251
0.19,1.4918571428571428,8.516389225523517e-06,3.32731779424651e-05,8.089796481468993e-05,0.00011656539444710392,9.528213320948043e-05,4.29275304010183e-05,1.0183722301239921e-05,1.1528965548283902e-06,4.757203399596224e-08,0.00038884678093034544
0.195,1.4916428571428573,8.570986833757469e-06,3.336294743790712e-05,8.102879263781775e-05,0.00011669729464135133,9.536412272290264e-05,4.295711792507614e-05,1.0189547410958227e-05,1.1534581047384667e-06,4.759215394624097e-08,0.00038937185986845537
0.2,1.4914285714285715,8.626152256093314e-06,3.345308401467371e-05,8.115993907685744e-05,0.00011682941918194285,9.544621820168829e-05,4.2986736066374055e-05,1.0195377521998912e-05,1.1540200651407683e-06,4.7612286666104375e-08,0.00038989855867143546
0.20500000000000002,1.4912142857142856,8.681894189952796e-06,3.3543589695661605e-05,8.129140517054179e-05,0.00011696176857872834,9.552841982868009e-05,4.301638486719414e-05,1.0201212640091222e-05,1.1545824364355977e-06,4.763243216636298e-08,0.0003904268898394519
0.21,1.491,8.738221517488282e-06,3.363446651785637e-05,8.142319196185372e-05,0.00011709434334300874,9.561072778711542e-05,4.3046064369891505e-05,1.0207052770972605e-05,1.1551452190237446e-06,4.7652590457838895e-08,0.0003909568660776682
0.215,1.4907857142857144,8.795143310602027e-06,3.3725716532451496e-05,8.155530049804711e-05,0.00011722714398754131,9.569314226062768e-05,4.307577461689448e-05,1.021289792038872e-05,1.155708413306488e-06,4.7672761551365515e-08,0.00039148850030141065
0.22,1.4905714285714284,8.852668836121606e-06,3.381734180496865e-05,8.168773183066798e-05,0.00011736017102654525,9.577566343324729e-05,4.3105515650704835e-05,1.0218748094093479e-05,1.156272019685597e-06,4.7692945457787805e-08,0.0003920218056414925
