time_min,salt_m,dar_0_signal,dar_1_signal,dar_2_signal,dar_3_signal,dar_4_signal,dar_5_signal,dar_6_signal,dar_7_signal,dar_8_signal,total_signal
10.49,1.0504285714285715,3.4276087552359085e-07,1.1278491376763632e-05,0.0001948928892957653,0.005855817568599289,0.009245964407310294,0.0005141213912687223,6.0404601976788776e-05,4.643454037239694e-06,1.4933671951057266e-07,0.015887614901459898
10.495000000000001,1.0502142857142858,3.4235551229046033e-07,1.1260984968226744e-05,0.00019440190877918634,0.005799507038643781,0.00934405500573725,0.000515361025113606,6.0489045984495064e-05,4.648000550216628e-06,1.4944872776388684e-07,0.015930214814016817
10.5,1.0499999999999998,3.4195086892491094e-07,1.1243519405423023e-05,0.0001939127957412967,0.0057441236129761025,0.009443932092128886,0.0005166051799603548,6.0573667605641976e-05,4.65255375145475e-06,1.4956086216405432e-07,0.01597553493330025
10.505,1.0497857142857143,3.4154694372060143e-07,1.1226094561015135e-05,0.0001934255406477947,0.00568964604611734,0.009545639160855473,0.0005178538779817015,6.0658467339859026e-05,4.6571136540940686e-06,1.4967312290069962e-07,0.016023597521223894
10.51,1.0495714285714286,3.411437349762511e-07,1.1208710308163052e-05,0.00019294013402564435,0.005636053650219588,0.009649220842214715,0.0005191071414874987,6.0743445688537824e-05,4.661680271306901e-06,1.4978551016380353e-07,0.016074426533460594
10.515,1.0493571428571427,3.407412409956229e-07,1.1191366520521676e-05,0.00019245656646259756,0.005583326280923721,0.009754722928300617,0.0005203649929257468,6.082860315483988e-05,4.666253616298004e-06,1.49898024143705e-07,0.01612804763116948
10.52,1.0491428571428574,3.403394600875053e-07,1.1174063072238555e-05,0.00019197482860672493,0.005531444323492602,0.009862192399181168,0.0005216274548836305,6.091394024370382e-05,4.670833702304628e-06,1.5001066503110068e-07,0.016184488193307492
10.525,1.0489285714285714,3.3993839056569317e-07,1.1156799837951523e-05,0.00019149491116594628,0.005480388679218255,0.009971677449374484,0.0005228945500885644,6.0999457461853144e-05,4.6754205425966444e-06,1.501234330170465e-07,0.016243777329513234
10.53,1.0487142857142857,3.3953803074897177e-07,1.1139576692786472e-05,0.00019101680490757038,0.005430140752103182,0.010083227514609727,0.0005241663014092431,6.108515531780377e-05,4.680014150476624e-06,1.5023632829295846e-07,0.016305945893549834
10.535,1.0485000000000002,3.391383789610979e-07,1.1122393512354974e-05,0.0001905405006578336,0.005380682435813827,0.01019689329886069,0.0005254427318567105,6.117103432187154e-05,4.684614539279948e-06,1.5034935105061307e-07,0.016371026497292576
10.540000000000001,1.0482857142857143,3.387394335307828e-07,1.1105250172752119e-05,0.00019006598930144776,0.005331996100905691,0.010312726801636342,0.0005267238645854284,6.125709498618011e-05,4.689221722374889e-06,1.5046250148214852e-07,0.016439053525245228
10.545,1.0480714285714285,3.3834119279167414e-07,1.1088146550554167e-05,0.00018959326178114865,0.00528406458231784,0.010430781345513994,0.0005280097228943597,6.134333782466849e-05,4.693835713162726e-06,1.505757797800654e-07,0.0165100631495683
10.55,1.047857142857143,3.379436550823382e-07,1.1071082522816317e-05,0.00018912230909724916,0.0052368711671354215,0.010551111603897734,0.0005293003302280632,6.142976335309884e-05,4.6984565250778344e-06,1.5068918613722732e-07,0.01658409334560068
10.555,1.047642857142857,3.375468187462436e-07,1.105405796707054e-05,0.00018865312230719887,0.005190399582618155,0.010673773628984728,0.0005305957101777907,6.151637208906422e-05,4.70308417158777e-06,1.508027207468619e-07,0.01666118390785509
10.56,1.0474285714285714,3.371506821317427e-07,1.1037072761323247e-05,0.00018818569252514373,0.005144633984492209,0.010798824879920814,0.0005318958864826036,6.160316455199661e-05,4.707718666193399e-06,1.5091638380256185e-07,0.01674137646646622
10.565,1.0472142857142859,3.36755243592055e-07,1.1020126784053169e-05,0.00018772001092149288,0.005099558945503624,0.01092632425112476,0.0005332008830304895,6.169014126317436e-05,4.712360022428972e-06,1.5103017549828523e-07,0.01682471450406911
10.57,1.047,3.3636050148524987e-07,1.1003219914209106e-05,0.0001872560687224883,0.0050551594442301215,0.011056332100760994,0.0005345107238594988,6.177730274573068e-05,4.7170082538622246e-06,1.5114409602835691e-07,0.016911243373084417
10.575000000000001,1.0467857142857142,3.3596645417422887e-07,1.0986352031207766e-05,0.00018679385720977762,0.005011420854148983,0.011188910279337255,0.0005358254331588822,6.18646495246609e-05,4.7216633740944945e-06,1.5125814558746877e-07,0.017001010313384624
10.58,1.0465714285714287,3.355731000267095e-07,1.0969523014931594e-05,0.00018633336771999235,0.0049683289329580166,0.011324122158404398,0.0005371450352702437,6.195218212683105e-05,4.726325396760799e-06,1.513723243706809e-07,0.01709406447031557
10.585,1.0463571428571428,3.35180437415207e-07,1.0952732745726565e-05,0.0001858745916443276,0.004925869812146233,0.011462032659333276,0.0005384695546887052,6.20399010809856e-05,4.730994335529954e-06,1.5148663257342267e-07,0.017190456913044775
10.59,1.0461428571428573,3.3478846471701904e-07,1.0935981104400099e-05,0.00018541752042812838,0.004884029986811774,0.011602708282141444,0.0005397990160640746,6.212780691775542e-05,4.735670204104665e-06,1.5160107039149294e-07,0.01729024065320679
10.595,1.0459285714285715,3.343971803142074e-07,1.091926797221886e-05,0.000184962145570477,0.004842796305722994,0.011746217134343904,0.0005411334442020357,6.221590016966616e-05,4.740353016221625e-06,1.517156380210614e-07,0.01739347066381585
