scenario,time_h,radius_um,extracellular_nm,neighbor_intracellular_nm,hypothetical_neighbor_survival,neighbor_cell_volume_um3
High permeability,8.5,66.25,0.597846195046012,0.17590179530310587,0.999708417724034,96531.97926624135
High permeability,8.5,68.75,0.5088835480860482,0.14811359734188792,0.9997573876742986,103953.99191034725
High permeability,8.5,71.25,0.43342788566253915,0.12479846166464555,0.9997979956149137,111650.89391164223
High permeability,8.5,73.75,0.36935644525644945,0.10521407278507176,0.9998317057247912,119622.68527012634
High permeability,8.5,76.25,0.31489787257321183,0.08874692670614318,0.9998597166455602,127869.36598579954
High permeability,8.5,78.75,0.2685698248216112,0.0748886018873223,0.9998830118988777,136390.93605866184
High permeability,8.5,81.25,0.22912863483717227,0.06321673366533874,0.9999024001792238,145187.3954887133
High permeability,8.5,83.75,0.19552847865478948,0.05337968009092739,0.9999185476896701,154258.7442759538
High permeability,8.5,86.25,0.16688808374637057,0.04508410412913603,0.9999320041912251,163604.98242038343
High permeability,8.5,88.75,0.14246345910870403,0.038084873947039646,0.9999432240615261,173226.10992200216
High permeability,8.5,91.25,0.12162546293734314,0.032176816070637125,0.9999525833738339,183122.12678081
High permeability,8.5,93.75,0.10384127789768136,0.02718795719001691,0.999960393789367,193293.03299680696
High permeability,8.5,96.25,0.08865905883041038,0.022973967658107095,0.999966913888245,203738.82856999306
High permeability,8.5,98.75,0.0756951681377953,0.019413579275089972,0.9999723584343434,214459.5135003682
High permeability,8.5,101.25,0.06462353104395886,0.016404796157723948,0.9999769059681466,225455.08778793245
High permeability,8.5,103.75,0.055166734460778605,0.013861753579927968,0.9999807050424336,236725.55143268587
High permeability,8.5,106.25,0.04708856529317052,0.011712108024621323,0.9999838793532683,248270.90443462835
High permeability,8.5,108.75,0.04018774114732142,0.009894864090186252,0.9999865319694841,260091.14679375992
High permeability,8.5,111.25,0.03429263192476847,0.008358561690451276,0.9999887488247207,272186.27851008065
High permeability,8.5,113.75,0.02925680724442275,0.0070597611925782506,0.9999906016048892,284556.2995835904
High permeability,8.5,116.25,0.02495527398160049,0.0059617755295629975,0.9999921501389882,297201.21001428936
High permeability,8.5,118.75,0.021281291945376653,0.005033607500032209,0.9999934443811642,310121.0098021774
High permeability,8.5,121.25,0.018143674991516666,0.004249057888884842,0.9999945260557725,323315.6989472545
High permeability,8.5,123.75,0.015464500589272637,0.0035859760666246045,0.9999954300241533,336785.27744952077
High permeability,8.5,126.25,0.013177163731818667,0.003025629633189777,0.9999961854212713,350529.7453089761
High permeability,8.5,128.75,0.011224721656983967,0.0025521736838691167,0.9999968166017814,364549.10252562055
High permeability,8.5,131.25,0.009558484566058002,0.0021522035643225753,0.9999973439280835,378843.3490994541
High permeability,8.5,133.75,0.008136814742510294,0.0018143776866871991,0.9999977844272184,393412.48503047676
High permeability,8.5,136.25,0.006924102457899755,0.0015290992091037015,0.9999981523387815,408256.5103186885
High permeability,8.5,138.75,0.005889892032313543,0.0012882472246532343,0.999998459572193,423375.4249640894
High permeability,8.5,141.25,0.005008135571186112,0.0010849496332653247,0.9999987160885151,438769.2289666794
High permeability,8.5,143.75,0.004256555374708232,0.0009133911385948486,0.9999989302194099,454437.9223264585
High permeability,8.5,146.25,0.003616098928278904,0.0007686508672568249,0.9999991089336955,470381.5050434267
High permeability,8.5,148.75,0.0030704728287533605,0.0006465649875811831,0.9999992580601869,486599.977117584
High permeability,8.5,151.25,0.0026057440602345276,0.0005436104396983545,0.9999993824740515,503093.3385489304
High permeability,8.5,153.75,0.0022099987693570797,0.000456806503209726,0.999999486252696,519861.58933746594
High permeability,8.5,156.25,0.001873050156518737,0.00038363144335725255,0.9999995728061997,536904.7294831906
High permeability,8.5,158.75,0.0015861883401545615,0.0003219519082670705,0.9999996449864755,554222.7589861043
High permeability,8.5,161.25,0.0013419661022145612,0.0002699631123303073,0.9999997051786487,571815.677846207
High permeability,8.5,163.75,0.0011340153146171086,0.0002261381455204154,0.9999997553775667,589683.4860634991
High permeability,8.5,166.25,0.0009568896036821449,0.00018918500488294146,0.9999997972518757,607826.1836379801
High permeability,8.5,168.75,0.0008059294533159649,0.000158010160411544,0.9999998321977001,626243.7705696502
High permeability,8.5,171.25,0.00067714649551409,0.00013168764955987005,0.9999998613836266,644936.2468585095
High permeability,8.5,173.75,0.0005671242032267721,0.0001094328481583085,0.9999998857884208,663903.6125045579
High permeability,8.5,176.25,0.00047293259809871776,9.058019503263963e-05,0.9999999062326691,683145.8675077953
High permeability,8.5,178.75,0.0003920549244015122,7.456425693760864e-05,0.9999999234053492,702663.0118682219
High permeability,8.5,181.25,0.00032232452934487726,6.0903612683390366e-05,0.9999999378861671,722455.0455858377
High permeability,8.5,183.75,0.0002618704362399384,4.918711319347667e-05,0.9999999501643703,742521.9686606425
High permeability,8.5,186.25,0.00020907030691143857,3.906213990698672e-05,0.9999999606546266,762863.7810926363
High permeability,8.5,188.75,0.00016250966857522643,3.0224539287352138e-05,0.9999999697104743,783480.4828818194
High permeability,8.5,191.25,0.00012094643256466568,2.2409957784087188e-05,0.9999999776357631,804372.0740281915
High permeability,8.5,193.75,8.327986157679846e-05,1.5386340725366898e-05,0.9999999846944467,825538.5545317528
High permeability,8.5,196.25,4.8523251712973405e-05,8.947391396075554e-06,0.9999999911190319,846979.9243925032
High permeability,8.5,198.75,1.5779688218844167e-05,2.906813901058471e-06,0.9999999971179468,868696.1836104424
High permeability,9.0,1.25,36.84699403011269,0.0,1.0,0.0
High permeability,9.0,3.75,36.30528021194485,0.0,1.0,0.0
High permeability,9.0,6.25,35.220450558662584,0.0,1.0,0.0
High permeability,9.0,8.75,33.58961116401793,0.0,1.0,0.0
High permeability,9.0,11.25,31.408430069594488,0.0,1.0,0.0
High permeability,9.0,13.75,28.671129268223005,0.0,1.0,0.0
High permeability,9.0,16.25,25.370480299805397,0.0,1.0,0.0
High permeability,9.0,18.75,21.49779964841593,0.0,1.0,0.0
High permeability,9.0,21.25,17.04294349279766,6.483532321930307,0.9864438597221529,9941.831751672698
High permeability,9.0,23.75,13.689313849226675,5.148058241558899,0.9892091624978011,12415.83596637466
High permeability,9.0,26.25,11.109931213544149,4.130431321420158,0.9913513543110435,15164.729538265727
High permeability,9.0,28.75,9.092106149651983,3.341933985347424,0.9930280149490825,18188.512467345903
High permeability,9.0,31.25,7.491844835034334,2.7226887966846016,0.9943517286125901,21487.184753615187
High permeability,9.0,33.75,6.208436991658557,2.2309679814848287,0.9954045297585712,25060.746397073577
High permeability,9.0,36.25,5.169524579056826,1.8369143373591148,0.996247191297199,28909.197397721073
High permeability,9.0,38.75,4.321935251100891,1.5186883387686172,0.9969253757551477,33032.53775555768
High permeability,9.0,41.25,3.6258426016056777,1.2600151952699472,0.9974738125240873,37430.767470583385
High permeability,9.0,43.75,3.0509261067962297,1.048573249931712,0.9979191965833927,42103.8865427982
High permeability,9.0,46.25,2.57377590865784,0.8749059892728706,0.9982822381495755,47051.89497220213
High permeability,9.0,48.75,2.1760964801386744,0.7316699661563592,0.9985791360228653,52274.79275879515
High permeability,9.0,51.25,1.8434368492076918,0.6131040283500082,0.9988226521921697,57772.579902577294
High permeability,9.0,53.75,1.5642761796794624,0.5146478111486721,0.9990229058161958,63545.25640354854
High permeability,9.0,56.25,1.329354264818251,0.4326630272412412,0.9991879666852157,69592.82226170889
High permeability,9.0,58.75,1.1311740237137125,0.3642268855341064,0.9993243034342932,75915.27747705833
High permeability,9.0,61.25,0.9636268609197839,0.3069769754207557,0.9994371252414257,82512.6220495969
High permeability,9.0,63.75,0.8217071446042408,0.2589934320156403,0.999530644539389,89384.85597932458
High permeability,9.0,66.25,0.7012922328815524,0.21870847943928845,0.9996082805585321,96531.97926624135
High permeability,9.0,68.75,0.5989713274706377,0.1848363312199977,0.99967281813396,103953.99191034725
High permeability,9.0,71.25,0.51191112329806,0.1563183996646056,0.9997265324023962,111650.89391164223
High permeability,9.0,73.75,0.4377494833571985,0.13228013744955652,0.9997712872878338,119622.68527012634
High permeability,9.0,76.25,0.3745106678809538,0.11199680163536975,0.9998086137017608,127869.36598579954
High permeability,9.0,78.75,0.32053729036858475,0.09486612106769929,0.9998397719406943,136390.93605866184
High permeability,9.0,81.25,0.27443536190730966,0.08038634759364086,0.9998658016984402,145187.3954887133
High permeability,9.0,83.75,0.23502965507980053,0.06813853674445901,0.9998875623170856,154258.7442759538
High permeability,9.0,86.25,0.20132726191729844,0.05777217339604592,0.9999057653049765,163604.98242038343
High permeability,9.0,88.75,0.17248770062227026,0.04899345926139193,0.9999210006991611,173226.10992200216
High permeability,9.0,91.25,0.1477982877214997,0.04155573065772913,0.999933758506273,183122.12678081
High permeability,9.0,93.75,0.12665376743525414,0.03525159008871509,0.9999444461923083,193293.03299680696
High permeability,9.0,96.25,0.10853940088096284,0.029906423266505232,0.9999534029883289,203738.82856999306
High permeability,9.0,98.75,0.09301688052626515,0.025373041110116536,0.9999609116211747,214459.5135003682
High permeability,9.0,101.25,0.07971256191178365,0.02152723897891562,0.9999672079549502,225455.08778793245
High permeability,9.0,103.75,0.06830760378787111,0.018264106597049003,0.9999724889322752,236725.55143268587
High permeability,9.0,106.25,0.05852968590980123,0.015494954512145335,0.9999769191279775,248270.90443462835
High permeability,9.0,108.75,0.05014603563941058,0.013144748539143434,0.9999806361674506,260091.14679375992
High permeability,9.0,111.25,0.04295754384350856,0.01114996399560321,0.9999837552138119,272186.27851008065
High permeability,9.0,113.75,0.0367937901182828,0.009456787796951496,0.9999863726895813,284556.2995835904
High permeability,9.0,116.25,0.031508829210895775,0.008019609533295608,0.9999885693678053,297201.21001428936
High permeability,9.0,118.75,0.02697761627394083,0.006799753173288817,0.9999904129427725,310121.0098021774
High permeability,9.0,121.25,0.023092969528180247,0.005764409560379903,0.9999919601704633,323315.6989472545
High permeability,9.0,123.75,0.019762985998911874,0.0048857367910717054,0.9999932586526807,336785.27744952077
High permeability,9.0,126.25,0.016908839994329274,0.004140101212871839,0.9999943483256483,350529.7453089761
High permeability,9.0,128.75,0.014462905510628425,0.0035074364023963468,0.9999952627031562,364549.10252562055
High permeability,9.0,131.25,0.012367153253111387,0.0029707012797899374,0.9999960299155792,378843.3490994541
High permeability,9.0,133.75,0.01057178083244624,0.002515421641544344,0.9999966735789384,393412.48503047676
High permeability,9.0,136.25,0.00903404123184411,0.002129301975309202,0.9999972135222986,408256.5103186885
High permeability,9.0,138.75,0.007717240085862155,0.001801896557772816,0.9999976663969705,423375.4249640894
High permeability,9.0,141.25,0.006589876859502443,0.0015243306108253733,0.9999980461870055,438769.2289666794
High permeability,9.0,143.75,0.005624908824706211,0.001289063767109922,0.9999983646371906,454437.9223264585
High permeability,9.0,146.25,0.0047991199281014274,0.001089689326444799,0.9999986316120378,470381.5050434267
High permeability,9.0,148.75,0.004092579333163902,0.0009207638123185459,0.9999988553970159,486599.977117584
High permeability,9.0,151.25,0.0034881766870466136,0.0007776621976575297,0.999999042951409,503093.3385489304
High permeability,9.0,153.75,0.002971223077187857,0.0006564548899293863,0.9999992001206399,519861.58933746594
High permeability,9.0,156.25,0.0025291082630432707,0.000553803170820475,0.9999993318146121,536904.7294831906
High permeability,9.0,158.75,0.002151006141491314,0.00046687029450335614,0.9999994421575495,554222.7589861043
High permeability,9.0,161.25,0.00182762157006246,0.0003932458768031363,0.9999995346139257,571815.677846207
High permeability,9.0,163.75,0.0015509726628922214,0.00033088156853747447,0.9999996120943259,589683.4860634991
High permeability,9.0,166.25,0.001314203517478284,0.00027803631085033045,0.9999996770444696,607826.1836379801
High permeability,9.0,168.75,0.001111423048712718,0.00023322972754361444,0.9999997315200942,626243.7705696502
High permeability,9.0,171.25,0.0009375662193279938,0.00019520242677472437,0.9999997772499758,644936.2468585095
High permeability,9.0,173.75,0.0007882744788339718,0.00016288216832023589,0.9999998156889915,663903.6125045579
High permeability,9.0,176.25,0.0006597926696755975,0.00013535500816052638,0.9999998480628317,683145.8675077953
High permeability,9.0,178.75,0.0005488800410293097,0.00011184066381288626,0.9999998754057083,702663.0118682219
High permeability,9.0,181.25,0.00045273333693151256,9.167145531540988e-05,0.9999998985922013,722455.0455858377
High permeability,9.0,183.75,0.00036892020436569745,7.427427113130278e-05,0.9999999183641983,742521.9686606425
High permeability,9.0,186.25,0.00029532140535542753,5.9155088099087804e-05,0.9999999353537414,762863.7810926363
High permeability,9.0,188.75,0.000230080520804799,4.588564208077367e-05,0.999999950102464,783480.4828818194
High permeability,9.0,191.25,0.00017156000770385434,3.4091902992981444e-05,0.9999999630782022,804372.0740281915
High permeability,9.0,193.75,0.00011830261953969877,2.344405598993822e-05,0.9999999746892742,825538.5545317528
High permeability,9.0,196.25,6.899732586313748e-05,1.3647731001887326e-05,0.9999999852968512,846979.9243925032
High permeability,9.0,198.75,2.244897396180837e-05,4.436256711088423e-06,0.9999999952257866,868696.1836104424
High permeability,9.5,1.25,40.170934393441875,0.0,1.0,0.0
High permeability,9.5,3.75,39.5829704957433,0.0,1.0,0.0
High permeability,9.5,6.25,38.40564314451681,0.0,1.0,0.0
High permeability,9.5,8.75,36.63606368452028,0.0,1.0,0.0
High permeability,9.5,11.25,34.2699084634957,0.0,1.0,0.0
High permeability,9.5,13.75,31.30141138146414,0.0,1.0,0.0
High permeability,9.5,16.25,27.72336019917798,0.0,1.0,0.0
High permeability,9.5,18.75,23.527092817422538,0.0,1.0,0.0
High permeability,9.5,21.25,18.70249307542643,7.473994194007977,0.9833926246276056,9941.831751672698
High permeability,9.5,23.75,15.063473200821187,5.952345835244464,0.9867110572853807,12415.83596637466
High permeability,9.5,26.25,12.258895493345433,4.79018167483383,0.9892977140642716,15164.729538265727
High permeability,9.5,28.75,10.060258050057572,3.8875379613581074,0.9913335197849523,18188.512467345903
High permeability,9.5,31.25,8.312780265099276,3.1768988591895475,0.9929489224036255,21487.184753615187
High permeability,9.5,33.75,6.908139590025938,2.611174174278968,0.9942397306733477,25060.746397073577
High permeability,9.5,36.25,5.768451891053926,2.156637459301779,0.9952774191778485,28909.197397721073
High permeability,9.5,38.75,4.836436194371195,1.7885923047924253,0.9961160255361293,33032.53775555768
High permeability,9.5,41.25,4.069148418025299,1.4886128800477203,0.9967968786043356,37430.767470583385
High permeability,9.5,43.75,3.4338604164889457,1.2427306008713475,0.9973519071665582,42103.8865427982
High permeability,9.5,46.25,2.9052745444535364,1.0402096563671595,0.9978059970691556,47051.89497220213
High permeability,9.5,48.75,2.46359532323642,0.8727003357126157,0.9981786970215266,52274.79275879515
High permeability,9.5,51.25,2.093166065471564,0.7336412814795784,0.9984854702970959,57772.579902577294
High permeability,9.5,53.75,1.7814867936320908,0.6178296581306498,0.9987386246432525,63545.25640354854
High permeability,9.5,56.25,1.5184949676217927,0.521106981484601,0.9989480108174542,69592.82226170889
High permeability,9.5,58.75,1.2960308021318554,0.4401261194815584,0.9991215525726614,75915.27747705833
High permeability,9.5,61.25,1.1074344548279116,0.3721762244994937,0.9992656523994417,82512.6220495969
High permeability,9.5,63.75,0.9472388815395706,0.31504964296033716,0.9993855046988133,89384.85597932458
High permeability,9.5,66.25,0.8109330695154036,0.2669396625708707,0.999485339308941,96531.97926624135
High permeability,9.5,68.75,0.6947777077883417,0.2263611984094653,0.9995686121630125,103953.99191034725
High permeability,9.5,71.25,0.595660384513285,0.19208873760877584,0.9996381554846981,111650.89391164223
High permeability,9.5,73.75,0.5109808992017122,0.163107404695923,0.999696296782778,119622.68527012634
High permeability,9.5,76.25,0.4385597449779997,0.13857409718041544,0.9997449536195628,127869.36598579954
High permeability,9.5,78.75,0.37656457916849145,0.11778641793864955,0.9997857094481516,136390.93605866184
High permeability,9.5,81.25,0.3234507760631898,0.10015769279251792,0.999819874568693,145187.3954887133
High permeability,9.5,83.75,0.27791308895616496,0.08519677256878337,0.9998485353232537,154258.7442759538
High permeability,9.5,86.25,0.2388461386623439,0.07249162257386481,0.9998725939477515,163604.98242038343
High permeability,9.5,88.75,0.20531196104259483,0.06169592901125557,0.9998928009671931,173226.10992200216
High permeability,9.5,91.25,0.17651323446592787,0.05251812250343672,0.9999097816136581,183122.12678081
High permeability,9.5,93.75,0.1517711034045516,0.044712348471581516,0.9999240574335175,193293.03299680696
High permeability,9.5,96.25,0.13050674065265733,0.03807101333173224,0.9999360640081436,203738.82856999306
High permeability,9.5,98.75,0.11222596542093426,0.03241861197739446,0.9999461655238016,214459.5135003682
High permeability,9.5,101.25,0.09650637049275505,0.02760660144007126,0.9999546667788425,225455.08778793245
High permeability,9.5,103.75,0.08298651807732003,0.023509132071238326,0.9999618231002304,236725.55143268587
High permeability,9.5,106.25,0.07135684788726439,0.02001948412608334,0.9999678485496936,248270.90443462835
High permeability,9.5,108.75,0.06135200748125249,0.017047086533550075,0.9999729227269546,260091.14679375992
High permeability,9.5,111.25,0.05274436794566905,0.01451501762745357,0.9999771964194301,272186.27851008065
High permeability,9.5,113.75,0.045338530502015834,0.01235790599296107,0.9999807963013141,284556.2995835904
High permeability,9.5,116.25,0.03896666387766781,0.010520164346616767,0.9999838288476207,297201.21001428936
High permeability,9.5,118.75,0.03348454000446871,0.008954501280956213,0.9999863835986591,310121.0098021774
High permeability,9.5,121.25,0.028768158156184272,0.007620665357766567,0.9999885358860647,323315.6989472545
High permeability,9.5,123.75,0.024710866047938675,0.006484383886919936,0.9999903491117499,336785.27744952077
High permeability,9.5,126.25,0.02122090151693539,0.005516465139918649,0.9999918766550601,350529.7453089761
High permeability,9.5,128.75,0.018219290828054187,0.004692038001427976,0.999993163470297,364549.10252562055
High permeability,9.5,131.25,0.015638049909712418,0.003989907381387104,0.9999942474260363,378843.3490994541
High permeability,9.5,133.75,0.013418643329567343,0.003392007272006004,0.9999951604288603,393412.48503047676
High permeability,9.5,136.25,0.01151066288956046,0.002882936279397838,0.9999959293668869,408256.5103186885
High permeability,9.5,138.75,0.009870693614855168,0.0024495629019493015,0.9999965769025141,423375.4249640894
High permeability,9.5,141.25,0.00846133984038459,0.0020806898578174583,0.9999971221388733,438769.2289666794
High permeability,9.5,143.75,0.007250388231084358,0.0017667684556494326,0.9999975811804159,454437.9223264585
High permeability,9.5,146.25,0.006210088044765765,0.0014996554153026591,0.9999979676046833,470381.5050434267
High permeability,9.5,148.75,0.005316531871954001,0.001272405727429067,0.9999982928595076,486599.977117584
High permeability,9.5,151.25,0.00454912255649216,0.0010790961317950528,0.9999985665975694,503093.3385489304
High permeability,9.5,153.75,0.0038901140895201427,0.0009146746264903615,0.9999987969582964,519861.58933746594
High permeability,9.5,156.25,0.00332421603955019,0.0007748321202950353,0.999998990805474,536904.7294831906
High permeability,9.5,158.75,0.002838252583989837,0.0006558929302966218,0.999999153927594,554222.7589861043
High permeability,9.5,161.25,0.002420868485057545,0.0005547213244394671,0.9999992912068376,571815.677846207
High permeability,9.5,163.75,0.002062275440880464,0.000468641728993859,0.9999994067616524,589683.4860634991
High permeability,9.5,166.25,0.0017540331700669721,0.00039537057636046324,0.999999504067091,607826.1836379801
High permeability,9.5,168.75,0.0014888603797836187,0.00033295806949229056,0.9999995860564214,626243.7705696502
High permeability,9.5,171.25,0.0012604714439217496,0.00027973839412156863,0.9999996552069642,644936.2468585095
High permeability,9.5,173.75,0.00106343519659551,0.00023428712610364092,0.9999997136126502,663903.6125045579
High permeability,9.5,176.25,0.0008930527415104678,0.00019538476454257682,0.9999997630453972,683145.8675077953
High permeability,9.5,178.75,0.0007452516019386003,0.00016198547697876536,0.9999998050070835,702663.0118682219
High permeability,9.5,181.25,0.000616493899483624,0.0001331902750236437,0.9999998407736181,722455.0455858377
High permeability,9.5,183.75,0.0005036965612792559,0.00010822395097294737,0.9999998714323755,742521.9686606425
High permeability,9.5,186.25,0.00040416182215325297,8.641520110647466e-05,0.9999998979140732,762863.7810926363
High permeability,9.5,188.75,0.00031551651690871435,6.717944210697477e-05,0.999999921020006,783480.4828818194
High permeability,9.5,191.25,0.00023565885357004524,5.000389542560995e-05,0.999999941445414,804372.0740281915
High permeability,9.5,193.75,0.00016271152576235258,3.4434572276311764e-05,0.9999999597996512,825538.5545317528
High permeability,9.5,196.25,9.498016521016319e-05,2.0064840765949855e-05,0.9999999766237216,846979.9243925032
High permeability,9.5,198.75,3.0916256949314805e-05,6.525297734781492e-06,0.9999999924056805,868696.1836104424
High permeability,10.0,1.25,43.439694126225376,0.0,1.0,0.0
High permeability,10.0,3.75,42.80662400046009,0.0,1.0,0.0
High permeability,10.0,6.25,41.53909181776415,0.0,1.0,0.0
High permeability,10.0,8.75,39.63422479970354,0.0,1.0,0.0
High permeability,10.0,11.25,37.08772342199186,0.0,1.0,0.0
High permeability,10.0,13.75,33.89385443853173,0.0,1.0,0.0
High permeability,10.0,16.25,30.04544778519531,0.0,1.0,0.0
High permeability,10.0,18.75,25.533893592369694,0.0,1.0,0.0
High permeability,10.0,21.25,20.34913885297618,8.512426036472744,0.9799740105559602,9941.831751672698
High permeability,10.0,23.75,16.431459142785645,6.798315834104783,0.9838942957150746,12415.83596637466
High permeability,10.0,26.25,13.406445517443288,5.486366717272067,0.9869687889356553,15164.729538265727
High permeability,10.0,28.75,11.030358889373787,4.465132102023094,0.9894017800747942,18188.512467345903
High permeability,10.0,31.25,9.138019700524888,3.6592924558644127,0.9913419325263653,21487.184753615187
High permeability,10.0,33.75,7.613762783551036,3.016275266609749,0.9928993183990603,25060.746397073577
High permeability,10.0,36.25,6.374370114939219,2.498395062348085,0.9941566380389382,28909.197397721073
High permeability,10.0,38.75,5.358591878247182,2.0780294810404154,0.9951768114751639,33032.53775555768
High permeability,10.0,41.25,4.5204696462233,1.7345472774703885,0.9960082334705087,37430.767470583385
High permeability,10.0,43.75,3.824945039122874,1.4522892827858522,0.9966884830653727,42103.8865427982
High permeability,10.0,46.25,3.2448911838404957,1.2192047409118048,0.9972469869813264,47051.89497220213
High permeability,10.0,48.75,2.759057314359284,1.025908148116946,0.997706960606672,52274.79275879515
High permeability,10.0,51.25,2.3506152898749657,0.8650131788561936,0.9980868412840472,57772.579902577294
High permeability,10.0,53.75,2.006112370501931,0.730653542429588,0.9984013592125436,63545.25640354854
High permeability,10.0,56.25,1.7147040263101694,0.6181326164024884,0.9986623460722281,69592.82226170889
High permeability,10.0,58.75,1.4675834501613552,0.5236634714869016,0.9988793514426642,75915.27747705833
High permeability,10.0,61.25,1.2575516102972033,0.4441734218386894,0.9990601167695466,82512.6220495969
High permeability,10.0,63.75,1.0786892721388268,0.3771553423326937,0.9992109426675462,89384.85597932458
High permeability,10.0,66.25,0.926104046371731,0.3205533523700794,0.9993369756067049,96531.97926624135
High permeability,10.0,68.75,0.7957333481988657,0.27267407248876263,0.9994424331453988,103953.99191034725
High permeability,10.0,71.25,0.6841895119938769,0.23211712910406226,0.9995307819480785,111650.89391164223
High permeability,10.0,73.75,0.5886370321096445,0.19772029924295784,0.9996048792635593,119622.68527012634
High permeability,10.0,76.25,0.5066945289553422,0.1685158975761695,0.9996670859361221,127869.36598579954
High permeability,10.0,78.75,0.43635591783924105,0.1436958728779007,0.9997193571008223,136390.93605866184
High permeability,10.0,81.25,0.3759266169663346,0.12258370648205884,0.9997633152846621,145187.3954887133
High permeability,10.0,83.75,0.32397162526694934,0.10461166274290341,0.9998003095623228,154258.7442759538
High permeability,10.0,86.25,0.2792730359714622,0.08930227959759417,0.9998314636037622,163604.98242038343
High permeability,10.0,88.75,0.24079510092058945,0.076253239659031,0.9998577148329877,173226.10992200216
High permeability,10.0,91.25,0.20765537445168916,0.06512495231735647,0.9998798464434524,183122.12678081
High permeability,10.0,93.75,0.17910078034294366,0.055630321695016055,0.9998985136498892,193293.03299680696
High permeability,10.0,96.25,0.15448768646388086,0.047526285843040444,0.9999142652725974,203738.82856999306
High permeability,10.0,98.75,0.13326525804804584,0.0406067978452271,0.999927561528693,214459.5135003682
High permeability,10.0,101.25,0.11496150540756729,0.03469698574920139,0.9999387887310387,225455.08778793245
High permeability,10.0,103.75,0.09917155540193916,0.02964828005420573,0.9999482714585419,236725.55143268587
High permeability,10.0,106.25,0.08554776543384564,0.025334338254322335,0.999956282652954,248270.90443462835
High permeability,10.0,108.75,0.07379136968894326,0.021647628203147203,0.9999630520109443,260091.14679375992
High permeability,10.0,111.25,0.06364540391824217,0.018496557744608712,0.9999687729712194,272186.27851008065
High permeability,10.0,113.75,0.05488870043237417,0.015803058595400713,0.9999736085411164,284556.2995835904
High permeability,10.0,116.25,0.047330781543577866,0.013500548975090416,0.9999776961625473,297201.21001428936
High permeability,10.0,118.75,0.04080750930420689,0.011532212811656067,0.999981151781183,310121.0098021774
High permeability,10.0,121.25,0.035177373481574514,0.009849544161244277,0.9999840732535933,323315.6989472545
High permeability,10.0,123.75,0.030318319392083376,0.008411114283268855,0.9999865432033453,336785.27744952077
High permeability,10.0,126.25,0.02612503336478869,0.007181526005997287,0.9999886314177252,350529.7453089761
High permeability,10.0,128.75,0.02250661690192495,0.006130525918298777,0.9999903968609366,364549.10252562055
High permeability,10.0,131.25,0.01938459159418487,0.005232249779029884,0.9999918893666685,378843.3490994541
High permeability,10.0,133.75,0.016691185963067012,0.004464580544141323,0.9999931510622722,393412.48503047676
High permeability,10.0,136.25,0.014367862985941266,0.0038086017305689925,0.9999942175680123,408256.5103186885
High permeability,10.0,138.75,0.012364053388044909,0.0032481315915605536,0.9999951190076192,423375.4249640894
High permeability,10.0,141.25,0.010636065082158523,0.002769325871844718,0.9999958808603701,438769.2289666794
High permeability,10.0,143.75,0.009146143581453577,0.002360338825003189,0.9999965246799709,454437.9223264585
High permeability,10.0,146.25,0.007861661950370928,0.0020110337760612424,0.9999970687013806,470381.5050434267
High permeability,10.0,148.75,0.006754422011785356,0.0017127358537873168,0.9999975283532968,486599.977117584
High permeability,10.0,151.25,0.005800051193863403,0.0014580206436679878,0.9999979166911612,503093.3385489304
High permeability,10.0,153.75,0.004977481657197864,0.0012405334601942068,0.9999982447631657,519861.58933746594
High permeability,10.0,156.25,0.004268500258149111,0.001054834735695729,0.9999985219197448,536904.7294831906
High permeability,10.0,158.75,0.003657359532525459,0.0008962676969993791,0.9999987560753805,554222.7589861043
High permeability,10.0,161.25,0.003130441270137851,0.0007608450709148976,0.9999989539301484,571815.677846207
High permeability,10.0,163.75,0.0026759654330798326,0.0006451520417490048,0.9999991211572662,589683.4860634991
High permeability,10.0,166.25,0.0022837381802606866,0.0005462630926513374,0.9999992625619271,607826.1836379801
High permeability,10.0,168.75,0.0019449336240529985,0.00046167070920875923,0.9999993822158738,626243.7705696502
High permeability,10.0,171.25,0.0016519046839461168,0.00038922421800931554,0.9999994835714808,644936.2468585095
High permeability,10.0,173.75,0.0013980190353417772,0.00032707728298909076,0.9999995695585266,663903.6125045579
High permeability,10.0,176.25,0.001177516694679708,0.00027364279503601363,0.9999996426663508,683145.8675077953
High permeability,10.0,178.75,0.0009853862480957017,0.0002275540712452637,0.9999997050136776,702663.0118682219
High permeability,10.0,181.25,0.0008172571309143695,0.00018763143418498284,0.9999997584080406,722455.0455858377
High permeability,10.0,183.75,0.0006693057088830328,0.00015285337256513263,0.9999998043964494,742521.9686606425
High permeability,10.0,186.25,0.000538173207151943,0.00012233159620046423,0.9999998443086989,762863.7810926363
High permeability,10.0,188.75,0.0004208937863870768,9.52893929842813e-05,0.9999998792945057,783480.4828818194
High permeability,10.0,191.25,0.0003148312828389421,7.104277616132018e-05,0.9999999103554936,804372.0740281915
High permeability,10.0,193.75,0.0002176233156008931,4.8983978549214825e-05,0.9999999383728955,825538.5545317528
High permeability,10.0,196.25,0.0001271316238642175,2.8566908236142446e-05,0.9999999641317215,846979.9243925032
High permeability,10.0,198.75,4.139763328913161e-05,9.294229137657046e-06,0.9999999883420438,868696.1836104424
High permeability,10.5,1.25,46.640228709769424,0.0,1.0,0.0
High permeability,10.5,3.75,45.96335841008982,0.0,1.0,0.0
