permeability_scenario,time_h,external_adc_molecules_per_cell,free_surface_receptor_molecules_per_cell,bound_adc_molecules_per_cell,endosome_adc_molecules_per_cell,lysosome_adc_molecules_per_cell,recycling_receptor_molecules_per_cell,degraded_adc_molecules_per_cell,cytoplasm_payload_molecules_per_cell,exported_payload_molecules_per_cell,metabolized_payload_molecules_per_cell
High permeability,22.400000000000002,4602052.936073105,127297.14264578444,656631.4878146414,216071.36953914823,80187.30830168523,216071.36953914823,467197.65827099304,497076.4969734855,1192518.5078993365,178877.7761849005
High permeability,22.5,4598891.045182869,127376.63480531503,656510.5241533471,216112.8410409119,80347.81655371163,216112.8410409119,470278.5330687329,497955.01759559655,1202468.8405381106,180370.3260807166
High permeability,22.6,4595728.567491058,127456.15316117137,656390.7491531866,216153.09768521614,80506.58877220709,216153.09768521614,473361.7568979042,498822.849409623,1212436.6369470384,181865.49554205575
High permeability,22.700000000000003,4592565.5222964855,127535.69895699999,656272.1376308497,216192.16341172438,80663.63801309369,216192.16341172438,476447.29864741926,499680.1125354194,1222421.684479998,183363.2526719997
High permeability,22.8,4589401.92867772,127615.27342378907,656154.6646960382,216230.06187974673,80818.97731412298,216230.06187974673,479535.1274319441,500526.9264329838,1232423.7718497543,184863.56577746317
High permeability,22.900000000000002,4586237.805023096,127694.87775264536,656038.3063767966,216266.81587013212,80972.619633657,216266.81587013212,482625.21309589146,501363.40837498923,1242442.6922089101,186366.40383133656
High permeability,23.0,4583073.169473437,127774.51312033401,655923.0390304709,216302.44784876908,81124.57789811968,216302.44784876908,485717.5257487758,502189.6748344818,1252478.240327333,187871.7360491
High permeability,23.1,4579908.039996817,127854.18069366821,655808.8392442606,216336.9800616452,81274.86501536748,216336.9800616452,488812.03568148153,503005.8417339572,1262530.2120843744,189379.53181265618
High permeability,23.200000000000003,4576742.4340033205,127933.88160725059,655695.6843478275,216370.43404449592,81423.49382217767,216370.43404449592,491908.71378175064,503812.0231459601,1272598.407043712,190889.76105655683
High permeability,23.3,4573576.368548486,128013.6169751408,655583.5521425906,216402.83088184253,81570.477104064,216402.83088184253,495007.5313225882,504608.33194414014,1282682.6271513582,192402.39407270376
High permeability,23.400000000000002,4570409.860505791,128093.38790086943,655472.4206722402,216434.1914264643,81715.8276200753,216434.1914264643,498108.45977500017,505394.88037519046,1292782.6755870874,193917.40133806315
High permeability,23.5,4567242.926404022,128173.19546811975,655362.2684391567,216464.53609229755,81859.55808369128,216464.53609229755,501211.4709804042,506171.77950431965,1302898.3578462207,195434.75367693315
High permeability,23.6,4564075.582255951,128253.04073067584,655253.0746324068,216493.88463649133,82001.68112424061,216493.88463649133,504316.53735048155,506939.13856416114,1313029.4830008112,196954.42245012172
High permeability,23.700000000000003,4560907.843960885,128332.9247357507,655144.8185920672,216522.25667175604,82142.20935173512,216522.25667175604,507423.63142312836,507697.06637502875,1323175.8609203843,198476.37913805764
High permeability,23.8,4557739.727142584,128412.8485146966,655037.4800249236,216549.67145995382,82281.15533586816,216549.67145995382,510532.726036242,508445.670774571,1333337.3033722618,200000.59550583927
High permeability,23.900000000000002,4554571.246880384,128492.81306733478,654931.0393623484,216576.14756989083,82418.53154799553,216576.14756989083,513643.7946389524,509185.0575768773,1343513.6260090473,201527.0439013571
High permeability,24.0,4551402.418136808,128572.81938671057,654825.477191191,216601.7034216724,82554.350436849,216601.7034216724,516756.8108130511,509915.33215275756,1353704.6453301578,203055.69679952366
High permeability,24.1,4548233.255676656,128652.86845449108,654720.7743614635,216626.35718361946,82688.62441931003,216626.35718361946,519871.7483585224,510636.59914065804,1363910.1792306502,204586.52688459752
High permeability,24.200000000000003,4545063.773726391,128732.96122118366,654616.912439756,216650.1263386344,82821.3658056728,216650.1263386344,522988.581689118,511348.96109161555,1374130.0495552006,206119.5074332801
High permeability,24.3,4541893.9863588875,128813.09862838272,654513.8731970994,216673.02817409195,82952.58687349701,216673.02817409195,526107.2853959961,512052.51995081897,1384364.0792922704,207654.6118938405
High permeability,24.400000000000002,4538723.907505537,128893.2816095335,654411.6385928609,216695.07979717964,83082.2998745835,216695.07979717964,529227.8342294109,512747.37711690494,1394612.0924588668,209191.81386882998
