ligand,site,total_l_M,free_l_M,free_u_M,target_U1_occupancy,inclusion_proxy_percent,offtarget_inclusion_proxy_percent,target_ligand_occupancy,ligand_mass_error_M,u1_mass_error_M
Flexible bis-intercalator model,WT scenario,7.356422544596422e-09,7.356019153037711e-09,9.917943577935345e-08,0.04725926136161833,4.725926136161833,2.4201523264425284,1.6004668072563946e-05,3.077111878697263e-22,9.449711317805788e-21
Flexible bis-intercalator model,WT scenario,8.576958985908947e-09,8.576488666965332e-09,9.917939920257291e-08,0.04726131817894673,4.7261318178946725,2.420260536928804,1.866001807089529e-05,4.1689902872672595e-22,9.449711317805788e-21
Flexible bis-intercalator model,WT scenario,1e-08,9.999451649844028e-09,9.917935655740594e-08,0.04726371623634211,4.726371623634211,2.420386700436118,2.1755909138416846e-05,5.67445900211377e-22,9.462946207606637e-21
Flexible bis-intercalator model,WT scenario,1.165914401179831e-08,1.165850468445762e-08,9.917930683710179e-08,0.04726651214485862,4.726651214485862,2.420533795393121,2.5365426290964793e-05,7.709323308994218e-22,9.449711317805788e-21
Flexible bis-intercalator model,WT scenario,1.3593563908785241e-08,1.3592818510554498e-08,9.917924886790485e-08,0.047269771906131984,4.726977190613199,2.4207052943078335,2.9573777852684614e-05,1.048865016717239e-21,9.462946207606637e-21
Flexible bis-intercalator model,WT scenario,1.5848931924611143e-08,1.5848062857780575e-08,9.917918128135647e-08,0.04727357246969068,4.727357246969068,2.4209052457120466,3.44803059718135e-05,1.4227506535912076e-21,9.476181097407485e-21
Flexible bis-intercalator model,WT scenario,1.8478497974222906e-08,1.8477484721720858e-08,9.917910248200553e-08,0.04727800354838859,4.727800354838859,2.421138369690526,4.020083038099753e-05,1.938911355824297e-21,9.476181097407485e-21
Flexible bis-intercalator model,WT scenario,2.1544346900318866e-08,2.154316554147394e-08,9.91790106097666e-08,0.04728316973469153,4.728316973469153,2.4214101692450023,4.687038057402311e-05,2.6370517928190522e-21,9.489415987208333e-21
Flexible bis-intercalator model,WT scenario,2.511886431509582e-08,2.5117486961102403e-08,9.917890349603983e-08,0.04728919296760746,4.728919296760746,2.4217270601148018,5.464638068219761e-05,3.580037691129504e-21,9.489415987208333e-21
Flexible bis-intercalator model,WT scenario,2.9286445646252374e-08,2.928483978203345e-08,9.917877861256024e-08,0.047296215408265084,4.729621540826509,2.4220965221091064,6.371236194143782e-05,4.870439446712227e-21,9.51588576681003e-21
Flexible bis-intercalator model,WT scenario,3.4145488738336004e-08,3.41436164552954e-08,9.917863301177309e-08,0.047304402791707646,4.7304402791707645,2.4225272755100002,7.428228998821636e-05,6.6240623453246456e-21,9.51588576681003e-21
Flexible bis-intercalator model,WT scenario,3.981071705534969e-08,3.980853415694086e-08,9.917846325733457e-08,0.047313948333595236,4.7313948333595235,2.4230294866925353,8.660560859003071e-05,8.999725064576941e-21,9.529120656610879e-21
Flexible bis-intercalator model,WT scenario,4.641588833612773e-08,4.6413343295155275e-08,9.917826534310533e-08,0.04732507728345113,4.732507728345113,2.4236150077910428,0.00010097311812904921,-1.0984958534704208e-20,9.555590436212576e-21
Flexible bis-intercalator model,WT scenario,5.411695265464637e-08,5.411398539787233e-08,9.917803459873659e-08,0.047338052231136254,4.733805223113626,2.424297656035673,0.00011772382659195372,-1.0435710607968997e-20,9.568825326013424e-21
Flexible bis-intercalator model,WT scenario,6.30957344480193e-08,6.309227493926501e-08,9.917776557963593e-08,0.04735317929072575,4.7353179290725755,2.425093539307306,0.00013725293340580063,-8.960020395174396e-21,9.582060215814273e-21
Flexible bis-intercalator model,WT scenario,7.356422544596421e-08,7.356019203461043e-08,9.917745193873706e-08,0.04737081530627775,4.737081530627775,2.426021435533325,0.00016002113270094793,-6.074814418589435e-21,9.621764885216818e-21
Flexible bis-intercalator model,WT scenario,8.576958985908945e-08,8.576488735507424e-08,9.9177086277076e-08,0.047391376247568597,4.73913762475686,2.427103234794979,0.0001865654530433452,-1.1249656330721176e-21,9.634999775017666e-21
Flexible bis-intercalator model,WT scenario,1e-07,9.999451743014304e-08,9.917665996968727e-08,0.04741534699122678,4.741534699122678,2.428364454466492,0.0002175118860196709,0.0,9.674704444420212e-21
Flexible bis-intercalator model,WT scenario,1.1659144011798311e-07,1.1658504811104463e-07,9.917616296276448e-08,0.047443292714405456,4.744329271440546,2.4298348393880396,0.00025359009702212405,0.0,9.714409113822757e-21
Flexible bis-intercalator model,WT scenario,1.3593563908785243e-07,1.3592818682705135e-07,9.917558353737263e-08,0.047475872164845306,4.747587216484531,2.4315490610247834,0.00029565055901359773,0.0,9.754113783225302e-21
Flexible bis-intercalator model,WT scenario,1.584893192461114e-07,1.5848063091782665e-07,9.917490803423563e-08,0.04751385311363378,4.751385311363378,2.433547531823076,0.0003446845049157243,-2.6469779601696886e-23,9.820288232229545e-21
Flexible bis-intercalator model,WT scenario,1.8478497974222906e-07,1.8477485039794116e-07,9.91741205332413e-08,0.04755813034599137,4.755813034599137,2.435877353588615,0.00040184715762575933,-2.6469779601696886e-23,9.873227791432938e-21
Flexible bis-intercalator model,WT scenario,2.1544346900318867e-07,2.1543165973818786e-07,9.917320248028665e-08,0.04760974660193461,4.760974660193461,2.438593421731428,0.00046848476973051546,0.0,9.952637130238029e-21
Flexible bis-intercalator model,WT scenario,2.5118864315095823e-07,2.511748754876547e-07,9.91721322529106e-08,0.04766991694368813,4.766991694368813,2.4417597107068945,0.0005461660890655979,-5.293955920339377e-23,1.0058516248644817e-20
Flexible bis-intercalator model,WT scenario,2.928644564625237e-07,2.9284840580801476e-07,9.917088465480911e-08,0.04774005710135535,4.774005710135535,2.4454507699944408,0.0006367189628017882,5.293955920339377e-23,1.0164395367051604e-20
Flexible bis-intercalator model,WT scenario,3.414548873833601e-07,3.414361754098615e-07,9.916943032777297e-08,0.047821816433776164,4.7821816433776165,2.4497534645658634,0.0007422729032626385,0.0,1.028350937525924e-20
Flexible bis-intercalator model,WT scenario,3.981071705534969e-07,3.9808535632591904e-07,9.916773506780895e-08,0.04791711623893181,4.791711623893181,2.4547689990786754,0.0008653085647916227,0.0,1.0429093163068573e-20
Flexible bis-intercalator model,WT scenario,4.6415888336127725e-07,4.641334530081373e-07,9.916575903017312e-08,0.04802819425892751,4.802819425892751,2.460615271065445,0.0010087152243109568,0.0,1.0614381620280451e-20
Flexible bis-intercalator model,WT scenario,5.411695265464637e-07,5.411398812379646e-07,9.916345580573385e-08,0.048157656349660787,4.815765634966079,2.4674296052587756,0.0011758575202952721,0.0,1.0812904967293178e-20
Flexible bis-intercalator model,WT scenario,6.30957344480193e-07,6.309227864400802e-07,9.916077134846786e-08,0.048308536425770765,4.830853642577076,2.475371928972163,0.0013706528870719328,0.0,1.105113298370845e-20
Flexible bis-intercalator model,WT scenario,7.356422544596422e-07,7.356019706947569e-07,9.915764273094899e-08,0.04848436594805118,4.8484365948051185,2.4846284572208104,0.001597661324622112,0.0,1.1342300559327115e-20
Flexible bis-intercalator model,WT scenario,8.576958985908945e-07,8.576489419735083e-07,9.915399670140421e-08,0.04868925439336532,4.868925439336532,2.495415966069158,0.0018621893687064614,0.0,1.1699642583950023e-20
Flexible bis-intercalator model,WT scenario,1e-06,9.99945267282362e-07,9.914974801227266e-08,0.04892798233556512,4.892798233556512,2.507986743561065,0.0021704103714605795,-2.117582368135751e-22,1.2109924167776325e-20
Flexible bis-intercalator model,WT scenario,1.1659144011798312e-06,1.1658506074571926e-06,9.914479748622421e-08,0.049206108968095255,4.920610896809525,2.5226343195073673,0.002529503466327311,0.0,1.2612849980208566e-20
Flexible bis-intercalator model,WT scenario,1.3593563908785242e-06,1.359282039945584e-06,9.913902978130433e-08,0.04953009611115366,4.953009611115366,2.5397000882885843,0.0029478138687720453,0.0,1.3208420021246746e-20
Flexible bis-intercalator model,WT scenario,1.584893192461114e-06,1.5848065424268198e-06,9.913231081234195e-08,0.049907450962210914,4.990745096221091,2.5595809524919204,0.003435037447873635,2.117582368135751e-22,1.394957385009426e-20
Flexible bis-intercalator model,WT scenario,1.8478497974222906e-06,1.8477488208588458e-06,9.912448478110482e-08,0.05034689005849054,5.034689005849054,2.582738129310178,0.004002432781262807,0.0,1.4849546356551953e-20
Flexible bis-intercalator model,WT scenario,2.1544346900318822e-06,2.154317027835621e-06,9.911537076310296e-08,0.050858527108867665,5.085852710886766,2.6097072756509148,0.004663064158397604,0.0,1.597451198962407e-20
Flexible bis-intercalator model,WT scenario,2.5118864315095823e-06,2.511749339544469e-06,9.910475879471357e-08,0.05145408749904278,5.145408749904278,2.641110101018969,0.005432079197737444,4.235164736271502e-22,1.735094052891231e-20
Flexible bis-intercalator model,WT scenario,2.9286445646252375e-06,2.9284848521052363e-06,9.909240540085184e-08,0.05214715234734284,5.2147152347342836,2.677667648241827,0.006327024853580035,0.0,1.9084711092823455e-20
Flexible bis-intercalator model,WT scenario,3.414548873833601e-06,3.4143628322801787e-06,9.907802850134202e-08,0.052953434946910675,5.295343494691068,2.7202154292848624,0.007368205554816318,0.0,2.1308172579365993e-20
Flexible bis-intercalator model,WT scenario,3.981071705534969e-06,3.980855027023994e-06,9.906130163428746e-08,0.053891092216019905,5.3891092216019905,2.769720604348818,0.00857908696800175,8.470329472543003e-22,2.4153673886548408e-20
Flexible bis-intercalator model,WT scenario,4.641588833612782e-06,4.641336516906592e-06,9.904184743818924e-08,0.0549810733152292,5.49810733152292,2.827301383860598,0.00998674831382403,8.470329472543003e-22,-2.2115500857217748e-20
Flexible bis-intercalator model,WT scenario,5.411695265464638e-06,5.411401508518096e-06,9.901923034329365e-08,0.05624750677800431,5.624750677800431,2.8942488104438393,0.01162238516185381,-8.470329472543003e-22,-1.7192121851302127e-20
Flexible bis-intercalator model,WT scenario,6.30957344480193e-06,6.309231522047404e-06,9.899294843689132e-08,0.05771812621056047,5.771812621056047,2.9720510355899927,0.013521863019309575,8.470329472543003e-22,-1.0548207171276209e-20
Flexible bis-intercalator model,WT scenario,7.356422544596406e-06,7.35602466736786e-06,9.896242449379898e-08,0.05942473268750301,5.942473268750301,3.062420136082009,0.01572631960955799,8.470329472543003e-22,-1.402898318889935e-21
Flexible bis-intercalator model,WT scenario,8.576958985908945e-06,8.576496144381554e-06,9.89269961990544e-08,0.06140368920171993,6.140368920171993,3.1673214084738497,0.01828281025238254,-1.6940658945086007e-21,0.0
Flexible bis-intercalator model,WT scenario,1e-05,9.999461785127752e-06,9.888590564529943e-08,0.06369643869048064,6.369643869048064,3.2890049243986814,0.021244985912706512,0.0,0.0
Flexible bis-intercalator model,WT scenario,1.165914401179831e-05,1.1658518415965557e-05,9.883828826277272e-08,0.0663500319910281,6.63500319910281,3.4300389108173923,0.024673786940300778,-1.6940658945086007e-21,0.0
Flexible bis-intercalator model,WT scenario,1.359356390878524e-05,1.3592837104296736e-05,9.878316144301826e-08,0.06941764530573274,6.941764530573274,3.593344221234197,0.028638126925331527,0.0,-1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,1.584893192461114e-05,1.5848088019787122e-05,9.871941325315769e-08,0.07295905812531646,7.295905812531646,3.782228768638933,0.033215530110395776,3.3881317890172014e-21,0.0
Flexible bis-intercalator model,WT scenario,1.8478497974222908e-05,1.8477518747811196e-05,9.864579181191879e-08,0.07704105189130603,7.704105189130603,4.000420280995335,0.03849267218673427,0.0,1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,2.1544346900318823e-05,2.1543211516263943e-05,9.856089611576337e-08,0.08173767695960214,8.173767695960214,4.252095101058099,0.044565758016563,3.3881317890172014e-21,1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,2.5118864315095822e-05,2.5117549021500687e-05,9.846316936491612e-08,0.08713032092573658,8.713032092573659,4.541899977441345,0.05154065117518784,0.0,0.0
Flexible bis-intercalator model,WT scenario,2.9286445646252374e-05,2.9284923464714246e-05,9.83508961410792e-08,0.09330749581105166,9.330749581105167,4.874962890995627,0.05953265006995826,3.3881317890172014e-21,0.0
Flexible bis-intercalator model,WT scenario,3.414548873833601e-05,3.414372915280155e-05,9.822220511881757e-08,0.10036424636440605,10.036424636440605,5.256887961512063,0.06866578546331428,0.0,0.0
Flexible bis-intercalator model,WT scenario,3.9810717055349695e-05,3.980868571324545e-05,9.807507932616076e-08,0.10840106905378225,10.840106905378224,5.693728452438903,0.07907149729721343,0.0,0.0
Flexible bis-intercalator model,WT scenario,4.641588833612782e-05,4.641354677874803e-05,9.79073762649992e-08,0.11752222450468142,11.752222450468143,6.191930953304745,0.09088653891214918,-6.776263578034403e-21,-1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,5.411695265464637e-05,5.411425809848449e-05,9.771686039540101e-08,0.12783332959216,12.783332959216,6.758243151382215,0.10424995961998818,6.776263578034403e-21,0.0
Flexible bis-intercalator model,WT scenario,6.309573444801929e-05,6.3092639643634e-05,9.750125049396125e-08,0.1394381344256692,13.94381344256692,7.399577457291333,0.1192990388636277,-1.3552527156068805e-20,0.0
Flexible bis-intercalator model,WT scenario,7.356422544596406e-05,7.356067864561035e-05,9.725828410779826e-08,0.15243442970086724,15.243442970086724,8.122823442666647,0.1361640940779678,0.0,0.0
Flexible bis-intercalator model,WT scenario,8.576958985908945e-05,8.57655349280391e-05,9.698580062465352e-08,0.16690909609964225,16.690909609964226,8.934603943823994,0.15496216609724467,0.0,1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,0.0001,9.999537670832616e-05,9.668184325617003e-08,0.18293240175751524,18.293240175751524,9.84097313438313,0.17578970363336593,0.0,0.0
Flexible bis-intercalator model,WT scenario,0.00011659144011798311,0.00011658618464851921,9.634477841666944e-08,0.20055177362821225,20.055177362821226,10.847060120247193,0.1987145191743721,0.0,2.6469779601696886e-23
Flexible bis-intercalator model,WT scenario,0.00013593563908785241,0.00013592968479093223,9.597342858701998e-08,0.21978540420804965,21.978540420804965,11.956668681879984,0.2237674611502315,0.0,7.940933880509066e-23
Flexible bis-intercalator model,WT scenario,0.00015848931924611142,0.00015848259766157308,9.556721192385241e-08,0.24061618859518236,24.061618859518237,13.17185232985846,0.2509344195200124,0.0,3.1763735522036263e-22
Flexible bis-intercalator model,WT scenario,0.00018478497974222906,0.00018477742189345548,9.512627891277139e-08,0.26298659266921326,26.298659266921327,14.49249300630409,0.2801494224387668,0.0,1.045556294267027e-21
Flexible bis-intercalator model,WT scenario,0.00021544346900318823,0.00021543500694681925,9.465163374307848e-08,0.28679510160268634,28.679510160268634,15.9159201790653,0.3112896532006965,2.710505431213761e-20,3.4543062380214436e-21
Flexible bis-intercalator model,WT scenario,0.0002511886431509582,0.00025117921174051106,9.414522639851035e-08,0.31189486178636316,31.189486178636315,17.4366129264263,0.34417318453331763,0.0,1.0971723644903359e-20
Flexible bis-intercalator model,WT scenario,0.00029286445646252375,0.0002928539952568068,9.361000133295395e-08,0.33809499247468094,33.809499247468096,19.046028940269537,0.3785600698456935,-5.421010862427522e-20,-1.581569331201389e-20
Flexible bis-intercalator model,WT scenario,0.0003414548873833601,0.0003414433426046308,9.30498905191046e-08,0.3651648089970472,36.51648089970472,20.732599543004333,0.4141571494867607,0.0,0.0
Flexible bis-intercalator model,WT scenario,0.0003981071705534969,0.0003980944969798472,9.246974280177146e-08,0.3928408932697464,39.284089326974645,22.48191803896349,0.4506265539922526,0.0,0.0
Flexible bis-intercalator model,WT scenario,0.0004641588833612782,0.0004641450460267837,9.187518759985368e-08,0.4208366161111467,42.08366161111467,24.27713055974673,0.48759747086639105,0.0,0.0
Flexible bis-intercalator model,WT scenario,0.0005411695265464637,0.0005411545021244225,9.127243833508087e-08,0.44885341684542446,44.885341684542446,26.09951610409425,0.5246803562083726,0.0,0.0
Flexible bis-intercalator model,WT scenario,0.000630957344480193,0.0006309411222408543,9.066804839563481e-08,0.4765929329286754,47.65929329286754,27.929219128359424,0.5614824846276241,0.0,0.0
Flexible bis-intercalator model,WT scenario,0.0007356422544596406,0.0007356248367234755,9.006863866529063e-08,0.5037689827401284,50.37689827401284,29.746077897430418,0.5976235884917185,-1.0842021724855044e-19,1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,0.0008576958985908946,0.0008576773006385974,8.948061949832682e-08,0.5301184493896794,53.01184493896795,31.530478676312722,0.6327503589214442,-1.0842021724855044e-19,0.0
Flexible bis-intercalator model,WT scenario,0.001,0.0009999802494459497,8.890993075029558e-08,0.5554102769711456,55.541027697114565,33.26416231920708,0.6665487528995939,0.0,0.0
Flexible bis-intercalator model,WT scenario,0.0011659144011798312,0.0011658935368605355,8.836182095096e-08,0.5794520375684173,57.945203756841735,34.93091657967723,0.6987533353762931,2.168404344971009e-19,1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,0.0013593563908785241,0.0013593344613455466,8.784068143727895e-08,0.6020938122158561,60.20938122158561,36.51710312763116,0.7291532308379011,0.0,1.3234889800848443e-23
Flexible bis-intercalator model,WT scenario,0.001584893192461114,0.001584870254194373,8.734994426667862e-08,0.6232294074792503,62.322940747925024,38.01198972787647,0.7575946122117312,-2.168404344971009e-19,6.617444900424221e-23
Flexible bis-intercalator model,WT scenario,0.0018478497974222907,0.0018478259128917652,8.689204526765959e-08,0.6427951656051705,64.27951656051705,39.40788133710061,0.7839799703215287,-2.168404344971009e-19,1.1911400820763599e-22
Flexible bis-intercalator model,WT scenario,0.002154434690031882,0.002154409925733528,8.646844686947676e-08,0.6607667973507125,66.07667973507125,40.70006511940683,0.80826465136628,-4.336808689942018e-19,2.3822801641527197e-22
Flexible bis-intercalator model,WT scenario,0.002511886431509577,0.0025118608560867305,8.607971029642598e-08,0.6771547633264298,67.71547633264298,41.886600589738684,0.8304513051560787,0.0,4.499862532288471e-22
Flexible bis-intercalator model,WT scenario,0.0029286445646252374,0.002928618247163642,8.572560378143106e-08,0.6919987546697516,69.19987546697516,42.96799569743396,0.8505829500626773,0.0,7.676236084492097e-22
Flexible bis-intercalator model,WT scenario,0.003414548873833601,0.0034145218823907484,8.540523265659613e-08,0.7053617888678337,70.53617888678338,43.94681255223144,0.8687353415063468,4.336808689942018e-19,1.2308447514789052e-21
Flexible bis-intercalator model,WT scenario,0.003981071705534969,0.003981044105936761,8.5117178161461e-08,0.7173243587189202,71.73243587189202,44.82724373701013,0.8850092480838408,0.0,1.879354351720479e-21
Flexible bis-intercalator model,WT scenario,0.004641588833612782,0.004641560688525819,8.485963401226361e-08,0.7279789706184331,72.79789706184332,45.614693488340905,0.8995231165401398,0.0,2.752857078576476e-21
Flexible bis-intercalator model,WT scenario,0.0054116952654646375,0.0054116666337327,8.46305325905869e-08,0.7374252999738679,73.74252999738678,46.315389364897264,0.9124064671980052,0.0,3.8116482626443515e-21
Flexible bis-intercalator model,WT scenario,0.00630957344480193,0.006309544381021274,8.44276555085871e-08,0.7457660903070873,74.57660903070872,46.93604103601269,0.923794225130098,-8.673617379884035e-19,5.082197683525802e-21
Flexible bis-intercalator model,WT scenario,0.007356422544596406,0.007356393098896185,8.424872590973036e-08,0.7531038374847923,75.31038374847923,47.48355471768863,0.9338220734913503,0.0,6.538035561619131e-21
Flexible bis-intercalator model,WT scenario,0.008576958985908946,0.008576929203899583,8.409148195247978e-08,0.7595382358337853,75.95382358337854,47.9648052528692,0.9426228218975452,0.0,8.112987447920095e-21
Flexible bis-intercalator model,WT scenario,0.01,0.009999969922852592,8.395373242708552e-08,0.7651643190885898,76.51643190885899,48.386463115823695,0.9503237167976795,0.0,9.807053342428696e-21
Flexible bis-intercalator model,mutant scenario,0.0,0.0,9.924116854969482e-08,0.016271068122609228,1.627106812260923,2.4209643802149414,0.0,0.0,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,1e-10,9.999492929463014e-11,9.924116588671482e-08,0.016271067709804226,1.6271067709804226,2.420973259567,1.0273050710458104e-08,3.877409121342317e-26,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1.165914401179831e-10,1.1658552810974666e-10,9.924116544488818e-08,0.01627106764131394,1.6271067641313939,2.4209747327790465,1.1977497746890436e-08,5.169878828456423e-26,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,1.3593563908785242e-10,1.359287461925522e-10,9.924116492975619e-08,0.016271067561460153,1.6271067561460153,2.420976450418068,1.396473708535435e-08,7.754818242684634e-26,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1.584893192461111e-10,1.5848128272054445e-10,9.924116432915642e-08,0.016271067468357457,1.6271067468357456,2.4209784530379763,1.6281688038654517e-08,1.2924697071141057e-25,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,1.8478497974222944e-10,1.84775609841784e-10,9.924116362890857e-08,0.016271067359807715,1.6271067359807716,2.4209807879211467,1.8983054508332903e-08,1.550963648536927e-25,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,2.1544346900318867e-10,2.1543254450193092e-10,9.92411628124796e-08,0.016271067233248004,1.6271067233248004,2.4209835101947594,2.2132616559705604e-08,2.3264454728053903e-25,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,2.511886431509582e-10,2.511759061184442e-10,9.924116186059344e-08,0.01627106708569025,1.627106708569025,2.42098668413236,2.5804736287676632e-08,2.5849394142282115e-25,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,2.928644564625237e-10,2.9284960617401313e-10,9.924116075077583e-08,0.016271066913650555,1.6271066913650556,2.420990384671361,3.0086113527208694e-08,4.1359030627651384e-25,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,3.414548873833601e-10,3.414375732196542e-10,9.92411594568237e-08,0.016271066713067037,1.6271066713067037,2.420994699182321,3.507783286121897e-08,5.686866711302065e-25,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,3.9810717055349694e-10,3.980869837227681e-10,9.92411579481866e-08,0.016271066479203875,1.6271066479203875,2.4209997295317547,4.089775025625589e-08,7.237830359838992e-25,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,4.6415888336127727e-10,4.6413534724744404e-10,9.924115618924528e-08,0.016271066206539515,1.6271066206539515,2.4210055944872084,4.768327567498547e-08,9.822769774067204e-25,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,5.411695265464626e-10,5.411420854562405e-10,9.924115413847085e-08,0.016271065888636298,1.6271065888636298,2.421012432521338,5.5594617363592846e-08,1.34416849539867e-24,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,6.309573444801942e-10,6.309253505231455e-10,9.924115174744419e-08,0.016271065517988483,1.6271065517988483,2.421020405081227,6.481856441241067e-08,1.8611563782443123e-24,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,7.356422544596422e-10,7.356049522514713e-10,9.92411489597128e-08,0.016271065085845027,1.6271065085845027,2.4210297004001116,7.557289689677487e-08,2.5849394142282115e-24,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,8.576958985908946e-10,8.576524074188478e-10,9.924114570945807e-08,0.016271064582002975,1.6271064582002976,2.421040537941498,8.811152772233141e-08,3.412120026781239e-24,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,1e-09,9.999492930293118e-10,9.924114191994122e-08,0.016271063994566588,1.6271063994566588,2.4210531735805985,1.0273049757457975e-07,4.756288522179909e-24,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1.1659144011798312e-09,1.1658552812103073e-09,9.924113750169158e-08,0.016271063309666458,1.6271063309666458,2.421067905645391,1.1977496451423646e-07,6.4106497472859645e-24,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1.3593563908785241e-09,1.3592874620789123e-09,9.924113235039429e-08,0.016271062511132098,1.6271062511132097,2.4210850819599243,1.3964735324353324e-07,8.68539643180679e-24,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1.584893192461111e-09,1.5848128274139563e-09,9.924112634442747e-08,0.016271061580110185,1.6271061580110184,2.4211051080561337,1.6281685644826593e-07,1.1580528575742387e-23,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1.847849797422287e-09,1.8477560987012746e-09,9.924111934199088e-08,0.016271060494619377,1.6271060494619376,2.421128456747989,1.8983051254267638e-07,1.5923226791645783e-23,4.513097422089319e-21
Flexible bis-intercalator model,mutant scenario,2.1544346900318866e-09,2.1543254454046074e-09,9.924111117775826e-08,0.016271059229031454,1.6271059229031455,2.4211556792940163,2.2132612136271462e-07,2.150669592637872e-23,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,2.511886431509582e-09,2.5117590617082003e-09,9.924110165897411e-08,0.016271057753466232,1.6271057753466232,2.4211874184116065,2.580473027465343e-07,2.9778502051908996e-23,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,2.9286445646252374e-09,2.9284960624521043e-09,9.924109056090325e-08,0.016271056033086147,1.6271056033086146,2.421224423450342,3.008610535336757e-07,4.011825970882184e-23,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,3.414548873833601e-09,3.414375733164366e-09,9.924107762152526e-08,0.016271054027273846,1.6271054027273846,2.4212675680824187,3.5077821750056467e-07,5.459392042849983e-23,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,3.981071705534969e-09,3.980869838543296e-09,9.924106253534888e-08,0.016271051688673314,1.6271051688673315,2.4213178709276577,4.089773515222713e-07,7.444625512977249e-23,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,4.641588833612773e-09,4.64135347426283e-09,9.924104494620044e-08,0.016271048962071967,1.6271048962071968,2.421376519599827,4.7683255143229116e-07,1.017432153440224e-22,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,5.411695265464648e-09,5.411420856993481e-09,9.924102443881584e-08,0.01627104578309727,1.6271045783097269,2.421444898741671,5.559458945362144e-07,1.373119816838026e-22,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,6.309573444801943e-09,6.309253508536117e-09,9.924100052903811e-08,0.01627104207669725,1.6271042076697249,2.4215246227100855,6.481852647281647e-07,1.8611563782443123e-22,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,7.356422544596422e-09,7.356049527006916e-09,9.924097265238902e-08,0.016271037755368863,1.6271037755368862,2.4216175736825396,7.557284532335151e-07,2.5311726744122647e-22,4.5263323118901674e-21
Flexible bis-intercalator model,mutant scenario,8.576958985908947e-09,8.576524080294966e-09,9.924094015074528e-08,0.016271032717092695,1.6271032717092695,2.4217259460835585,8.811145761567908e-07,3.441071348220595e-22,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1e-08,9.999492938593985e-09,9.924090225680497e-08,0.016271026842924984,1.6271026842924985,2.421852298379046,1.0273040227467015e-06,4.681842267050137e-22,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,1.165914401179831e-08,1.165855282338687e-08,9.924085807597824e-08,0.016271019994190426,1.6271019994190425,2.4219996134597297,1.1977483496772119e-06,6.352747104407253e-22,4.552802091491864e-21
Flexible bis-intercalator model,mutant scenario,1.3593563908785241e-08,1.3592874636127761e-08,9.924080656527495e-08,0.016271012009209496,1.6271012009209496,2.422171369037257,1.396471771436909e-06,8.65230920730467e-22,4.552802091491864e-21
Flexible bis-intercalator model,mutant scenario,1.5848931924611143e-08,1.584812829499017e-08,9.924074650869196e-08,0.016271002699483172,1.6271002699483172,2.4223716197120524,1.6281661706588515e-06,1.1745964698252993e-21,4.552802091491864e-21
Flexible bis-intercalator model,mutant scenario,1.8478497974222906e-08,1.8477561015355983e-08,9.924067648852006e-08,0.016270991845245098,1.6270991845245097,2.4226050926466467,1.8983018713681017e-06,1.5981129434524495e-21,4.539567201691016e-21
Flexible bis-intercalator model,mutant scenario,2.1544346900318866e-08,2.154325449257433e-08,9.924059485189463e-08,0.016270979190276615,1.6270979190276615,2.422877299097896,2.213256790203336e-06,2.1705219273391446e-21,4.552802091491864e-21
