ligand,site,total_l_M,free_l_M,free_u_M,target_U1_occupancy,inclusion_proxy_percent,offtarget_inclusion_proxy_percent,target_ligand_occupancy,ligand_mass_error_M,u1_mass_error_M
Risdiplam-like model,mutant scenario,0.003981071705534969,0.003981042009678443,9.676427789963057e-08,0.04969633342902606,4.969633342902606,10.454431445037917,0.5989357347377022,0.0,0.0
Risdiplam-like model,mutant scenario,0.004641588833612782,0.004641558860780367,9.674339224323881e-08,0.051733096576715196,5.17330965767152,10.5104718786925,0.6351852765653039,0.0,0.0
Risdiplam-like model,mutant scenario,0.0054116952654646375,0.005411665045338217,9.672488599723285e-08,0.05368726195954314,5.368726195954314,10.559131596160196,0.669964136536946,0.0,0.0
Risdiplam-like model,mutant scenario,0.00630957344480193,0.0063095430044368996,9.670852333869672e-08,0.055542270338870985,5.5542270338870985,10.601307068751776,0.7029780737751551,0.0,0.0
Risdiplam-like model,mutant scenario,0.007356422544596406,0.0073563919085985145,9.66940873928332e-08,0.05728539906110973,5.7285399061109725,10.637806030148614,0.7340009620129619,0.0,0.0
Risdiplam-like model,mutant scenario,0.008576958985908946,0.008576928176596771,9.668137904865401e-08,0.05890787076790829,5.890787076790828,10.669350699367275,0.7628767569006619,0.0,1.3234889800848443e-23
Risdiplam-like model,mutant scenario,0.01,0.009999969037555961,9.667021578228839e-08,0.060404708010225405,6.040470801022541,10.69658267230389,0.7895169420730808,0.0,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.0,0.0,9.917965623891151e-08,0.04724686424248754,4.7246864242487545,2.4195001087098253,0.0,0.0,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,1e-10,9.990846583335723e-11,9.917962314213253e-08,0.04724721866170164,4.724721866170164,2.41960806851164,7.404987300209738e-07,0.0,9.423241538204091e-21
Aminoglycoside-like model,WT scenario,1.165914401179831e-10,1.164847191695011e-10,9.917961765092119e-08,0.04724727746488844,4.724727746488844,2.41962598052824,8.633580038716423e-07,-2.5849394142282115e-26,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,1.3593563908785242e-10,1.3581121167133974e-10,9.91796112486463e-08,0.047247346024347464,4.724734602434746,2.4196468643814537,1.006601354030616e-06,0.0,9.423241538204091e-21
Aminoglycoside-like model,WT scenario,1.584893192461111e-10,1.583442476302023e-10,9.917960378415202e-08,0.04724742595877639,4.724742595877639,2.41967121313283,1.173610775587074e-06,0.0,9.423241538204091e-21
Aminoglycoside-like model,WT scenario,1.8478497974222944e-10,1.8461583879320452e-10,9.917959508120454e-08,0.04724751915543513,4.724751915543513,2.4196996016467134,1.368329379309969e-06,0.0,9.423241538204091e-21
Aminoglycoside-like model,WT scenario,2.1544346900318867e-10,2.1524626532134784e-10,9.917958493433162e-08,0.04724762781470318,4.724762781470318,2.419732700161351,1.595354486660206e-06,0.0,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,2.511886431509582e-10,2.5095872079179467e-10,9.9179573103972e-08,0.047247754502029005,4.7247754502029,2.4197712901112274,1.860046169829945e-06,5.169878828456423e-26,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,2.928644564625237e-10,2.925963870173638e-10,9.917955931082024e-08,0.04724790220849844,4.724790220849844,2.419816282573989,2.16865379908245e-06,0.0,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,3.414548873833601e-10,3.4114234182508593e-10,9.917954322923338e-08,0.047248074421451215,4.724807442145122,2.419868739777208,2.5284635846839237e-06,0.0,9.449711317805788e-21
Aminoglycoside-like model,WT scenario,3.9810717055349694e-10,3.9774276982273835e-10,9.917952447954409e-08,0.04724827520681299,4.724827520681299,2.419929900172388,2.9479705962171022e-06,0.0,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,4.6415888336127727e-10,4.6373402416692707e-10,9.917950261909896e-08,0.04724850930508607,4.724850930508607,2.4200012076676916,3.43707931972622e-06,0.0,9.449711317805788e-21
Aminoglycoside-like model,WT scenario,5.411695265464626e-10,5.406741782697344e-10,9.917947713181025e-08,0.04724878224326448,4.724878224326448,2.420084345708868,4.007337486578253e-06,0.0,9.449711317805788e-21
Aminoglycoside-like model,WT scenario,6.309573444801942e-10,6.303798123899474e-10,9.917944741597518e-08,0.047249100465315136,4.724910046531513,2.4201812770120883,4.672208693002924e-06,0.0,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,7.356422544596422e-10,7.349689036523357e-10,9.917941277007519e-08,0.04724947148430408,4.724947148430408,2.420294289885458,5.44739024448397e-06,-1.0339757656912846e-25,9.43647642800494e-21
Aminoglycoside-like model,WT scenario,8.576958985908946e-10,8.569108321426333e-10,9.917937237622059e-08,0.04724990405975843,4.724990405975843,2.420426052231106,6.351183726064277e-06,1.0339757656912846e-25,9.449711317805788e-21
Aminoglycoside-like model,WT scenario,1e-09,9.990846837389846e-10,9.917932528085043e-08,0.0472504084044488,4.72504084044488,2.4205796745004156,7.4049270433015945e-06,2.0679515313825692e-25,9.449711317805788e-21
Aminoglycoside-like model,WT scenario,1.1659144011798312e-09,1.164847226229817e-09,9.917927037223285e-08,0.047250996425471696,4.725099642547169,2.420758783085498,8.633498128321859e-06,0.0,9.449711317805788e-21
Aminoglycoside-like model,WT scenario,1.3593563908785241e-09,1.3581121636581836e-09,9.917920635423626e-08,0.04725168200531955,4.725168200531955,2.420967605875222,1.0065902195234305e-05,0.0,9.462946207606637e-21
Aminoglycoside-like model,WT scenario,1.584893192461111e-09,1.5834425401162069e-09,9.917913171575342e-08,0.04725248132956875,4.725248132956875,2.4212110719896827,1.1735956398784843e-05,0.0,9.462946207606637e-21
Aminoglycoside-like model,WT scenario,1.847849797422287e-09,1.846158474677446e-09,9.917904469505974e-08,0.047253413268914954,4.725341326891495,2.421494928039632,1.3683088045747906e-05,0.0,9.462946207606637e-21
Aminoglycoside-like model,WT scenario,2.1544346900318866e-09,2.152462771130119e-09,9.9178943238267e-08,0.047254499824564825,4.725449982456483,2.421825873644482,1.5953265184003874e-05,0.0,9.476181097407485e-21
Aminoglycoside-like model,WT scenario,2.511886431509582e-09,2.5095873682066496e-09,9.917882495089655e-08,0.04725576664748593,4.725576664748593,2.422211719393236,1.8600081512158193e-05,0.0,9.502650877009182e-21
Aminoglycoside-like model,WT scenario,2.9286445646252374e-09,2.925964088059885e-09,9.917868704143487e-08,0.047257243643754776,4.725724364375478,2.4226615709570303,2.168602118582818e-05,0.0,9.502650877009182e-21
Aminoglycoside-like model,WT scenario,3.414548873833601e-09,3.411423714430809e-09,9.917852625554737e-08,0.047258965680269056,4.725896568026906,2.423186043671976,2.5283933330155412e-05,4.1359030627651384e-25,9.502650877009182e-21
Aminoglycoside-like model,WT scenario,3.981071705534969e-09,3.977428100833387e-09,9.917833879940854e-08,0.047260973407450065,4.726097340745007,2.4237975126202573,2.9478751000329197e-05,0.0,9.529120656610879e-21
Aminoglycoside-like model,WT scenario,4.641588833612773e-09,4.637340788941473e-09,9.917812025035439e-08,0.04726331421831079,4.726331421831079,2.424510404061751,3.4369495077570854e-05,8.271806125530277e-25,9.542355546411727e-21
Aminoglycoside-like model,WT scenario,5.411695265464648e-09,5.406742526614976e-09,9.917786545276881e-08,0.04726604336646674,4.726604336646674,2.42534153502602,4.0071610280341205e-05,-8.271806125530277e-25,9.555590436212576e-21
Aminoglycoside-like model,WT scenario,6.309573444801943e-09,6.303799135116378e-09,9.917756839677494e-08,0.047269225269396,4.7269225269396,2.426310508986142,4.671968826417181e-05,0.0,9.582060215814273e-21
Aminoglycoside-like model,WT scenario,7.356422544596422e-09,7.3496904110763994e-09,9.91772220769068e-08,0.0472729350275957,4.7272935027595695,2.427440176825347,5.447064185797436e-05,0.0,9.60852999541597e-21
Aminoglycoside-like model,WT scenario,8.576958985908947e-09,8.569110189852784e-09,9.917681832747835e-08,0.047277260195335895,4.7277260195335895,2.4287571738020577,6.350740504805114e-05,0.0,9.634999775017666e-21
Aminoglycoside-like model,WT scenario,1e-08,9.990849377118899e-09,9.917634763083565e-08,0.04728230284459185,4.728230284459185,2.430292544949444,7.404324561438321e-05,0.0,9.674704444420212e-21
Aminoglycoside-like model,WT scenario,1.165914401179831e-08,1.164847571449164e-08,9.917579889406447e-08,0.04728818197057621,4.72881819705762,2.4320824733469135,8.632679162601359e-05,0.0,9.701174224021909e-21
Aminoglycoside-like model,WT scenario,1.3593563908785241e-08,1.3581126329020685e-08,9.917515918901561e-08,0.04729503629524781,4.729503629524781,2.43416912801213,0.00010064788963576191,0.0,9.740878893424454e-21
Aminoglycoside-like model,WT scenario,1.5848931924611143e-08,1.583443177934793e-08,9.917441344969297e-08,0.04730302753441884,4.730302753441884,2.4366016508266792,0.00011734443175091736,0.0,9.820288232229545e-21
Aminoglycoside-like model,WT scenario,1.8478497974222906e-08,1.846159341619256e-08,9.917354412010793e-08,0.04731234420482435,4.731234420482435,2.439437304974313,0.00013681031122411575,0.0,9.886462681233787e-21
Aminoglycoside-like model,WT scenario,2.1544346900318866e-08,2.1524639494847146e-08,9.917253074462301e-08,0.04732320605998938,4.732320605998938,2.442742810889887,0.00015950469229926456,0.0,9.965872020038877e-21
Aminoglycoside-like model,WT scenario,2.511886431509582e-08,2.5095889698072214e-08,9.91713494915701e-08,0.04733586925819751,4.7335869258197505,2.4465958997451698,0.00018596281032484994,0.0,1.0045281358843968e-20
Aminoglycoside-like model,WT scenario,2.9286445646252374e-08,2.9259662648837663e-08,9.916997259951707e-08,0.04735063238263922,4.735063238263923,2.4510871190926737,0.00021680855325522942,0.0,1.0151160477250756e-20
Aminoglycoside-like model,WT scenario,3.4145488738336004e-08,3.4114266729999387e-08,9.916836773395119e-08,0.04736784345324376,4.736784345324376,2.4563219305086355,0.0002527691163322697,-6.617444900424222e-24,1.0270274485458392e-20
Aminoglycoside-like model,WT scenario,3.981071705534969e-08,3.9774321217747206e-08,9.91664972403331e-08,0.04738790809216923,4.738790809216923,2.4624231449765928,0.0002946920688049004,0.0,1.0415858273267724e-20
Aminoglycoside-like model,WT scenario,4.641588833612773e-08,4.6373462535528815e-08,9.916431727743438e-08,0.0474112990308854,4.74112990308854,2.469533748381463,0.00034356522593734077,-6.617444900424222e-24,1.0587911840678754e-20
Aminoglycoside-like model,WT scenario,5.411695265464637e-08,5.406749952940317e-08,9.916177681259527e-08,0.04743856717672336,4.743856717672336,2.4778201768735424,0.00040053978232296986,0.0,1.0786435187691481e-20
Aminoglycoside-like model,WT scenario,6.30957344480193e-08,6.303809226925108e-08,9.915881645802224e-08,0.047470354491232644,4.747035449123264,2.487476110021057,0.0004669572348181755,0.0,1.1024663204106753e-20
Aminoglycoside-like model,WT scenario,7.356422544596421e-08,7.349704124350472e-08,9.915536712449628e-08,0.0475074089722737,4.75074089722737,2.498726858568341,0.0005443807065081633,0.0,1.1329065669526267e-20
Aminoglycoside-like model,WT scenario,8.576958985908945e-08,8.569128823017587e-08,9.915134846590762e-08,0.04755060207712122,4.7550602077121225,2.5118344331659976,0.0006346313783848049,1.3234889800848443e-23,1.1659937914547478e-20
Aminoglycoside-like model,WT scenario,1e-07,9.990874693464617e-08,9.914666708492108e-08,0.04760094897563338,4.760094897563338,2.527103390465769,0.000739830844305853,0.0,1.2083454388174628e-20
Aminoglycoside-like model,WT scenario,1.1659144011798311e-07,1.164851010821635e-07,9.914121446689538e-08,0.04765963208143816,4.765963208143816,2.5448875631810384,0.0008624503288089231,0.0,1.257314531080602e-20
Aminoglycoside-like model,WT scenario,1.3593563908785243e-07,1.3581173050355645e-07,9.913486460606993e-08,0.04772802837576966,4.7728028375769656,2.565597790639023,0.0010053678479502361,0.0,1.3181950241645049e-20
Aminoglycoside-like model,WT scenario,1.584893192461114e-07,1.5834495239656748e-07,9.912747128519869e-08,0.047807741113653754,4.780774111365376,2.589710775293021,0.0011719345518967318,-2.6469779601696886e-23,1.3909869180691713e-20
Aminoglycoside-like model,WT scenario,1.8478497974222906e-07,1.8461679601247321e-07,9.911886496756096e-08,0.04790063658606822,4.7900636586068215,2.6177791976056852,0.0013660516656478958,0.0,1.479660679734856e-20
Aminoglycoside-like model,WT scenario,2.1544346900318867e-07,2.1524756524310765e-07,9.910884925904205e-08,0.04800888670471953,4.800888670471953,2.6504432252147456,0.0015922596416908684,0.0,1.5921572430420677e-20
Aminoglycoside-like model,WT scenario,2.5118864315095823e-07,2.50960485823972e-07,9.909719689835646e-08,0.04813501827806397,4.813501827806397,2.688443550348992,0.001855841355579956,0.0,1.7284766079908066e-20
Aminoglycoside-like model,WT scenario,2.928644564625237e-07,2.925987831243249e-07,9.908364523629993e-08,0.048281969957464706,4.82819699574647,2.732636079347229,0.0021629414112742636,5.293955920339377e-23,1.903177153362006e-20
Aminoglycoside-like model,WT scenario,3.414548873833601e-07,3.411455939306203e-07,9.906789117126354e-08,0.04845315794942666,4.845315794942666,2.7840083761961902,0.002520703874859112,0.0,2.12552330201626e-20
Aminoglycoside-like model,WT scenario,3.981071705534969e-07,3.9774718260502586e-07,9.90495855195676e-08,0.048652551711042345,4.865255171104234,2.843697923448084,0.002937431018026269,5.293955920339377e-23,2.4113969217145863e-20
Aminoglycoside-like model,WT scenario,4.6415888336127725e-07,4.6374001010157935e-07,9.902832681728851e-08,0.048884760966854554,4.888476096685455,2.9130122025187335,0.003422765918205707,0.0,-2.2155205526620293e-20
Aminoglycoside-like model,WT scenario,5.411695265464637e-07,5.406822953981061e-07,9.90036545779573e-08,0.049155135500101296,4.91551355001013,2.9934505034177183,0.003987902017972439,0.0,-1.717888696150128e-20
Aminoglycoside-like model,WT scenario,6.30957344480193e-07,6.303908151088404e-07,9.897504206891267e-08,0.049469879269619585,4.946987926961959,3.0867272417921128,0.004645822973818879,1.0587911840678754e-22,-1.045556294267027e-20
Aminoglycoside-like model,WT scenario,7.356422544596422e-07,7.349838108954519e-07,9.894188872579672e-08,0.04983618047440539,4.983618047440539,3.1947963775110058,0.005411576297430583,0.0,-1.164670302474663e-21
Aminoglycoside-like model,WT scenario,8.576958985908945e-07,8.569310187245777e-07,9.890351239734928e-08,0.05026235921004355,5.026235921004355,3.3198762807687596,0.006302584374808495,0.0,0.0
Aminoglycoside-like model,WT scenario,1e-06,9.991120024456221e-07,9.885914171179561e-08,0.05075803431374294,5.075803431374294,3.4644740652563497,0.007338996390850975,0.0,0.0
Aminoglycoside-like model,WT scenario,1.1659144011798312e-06,1.164884170565795e-06,9.880790898128831e-08,0.051334310843675526,5.133431084367553,3.6314079900810885,0.008544084423993247,0.0,-1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,1.3593563908785242e-06,1.3581620841198847e-06,9.874884421743752e-08,0.05200398934385062,5.2003989343850625,3.8238260129159034,0.00994468642232874,2.117582368135751e-22,0.0
Aminoglycoside-like model,WT scenario,1.584893192461114e-06,1.5835099305726902e-06,9.868087101881521e-08,0.052781797555682256,5.2781797555682255,4.045217953578067,0.011571697821014304,2.117582368135751e-22,0.0
Aminoglycoside-like model,WT scenario,1.8478497974222906e-06,1.8462493500414668e-06,9.86028053079082e-08,0.05368464448820682,5.368464448820682,4.299418010384613,0.013460612075532575,0.0,0.0
Aminoglycoside-like model,WT scenario,2.1544346900318822e-06,2.1525851631015872e-06,9.851335813071991e-08,0.05473189567380638,5.473189567380638,4.590593593108228,0.01565210820159905,0.0,0.0
Aminoglycoside-like model,WT scenario,2.5118864315095823e-06,2.509751972551346e-06,9.841114396821441e-08,0.055945666925623486,5.594566692562348,4.923215659781115,0.018192680333940003,0.0,0.0
Aminoglycoside-like model,WT scenario,2.9286445646252375e-06,2.9261851046579614e-06,9.829469621319805e-08,0.05735113187517209,5.735113187517209,5.302005076838697,0.02113530011618519,4.235164736271502e-22,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,3.414548873833601e-06,3.4117199300936433e-06,9.816249159104135e-08,0.05897683589374568,5.897683589374568,5.731849123903821,0.024540097160040096,1.6940658945086007e-21,-1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,3.981071705534969e-06,3.977824274384115e-06,9.801298528200514e-08,0.060855005575499055,6.0855005575499055,6.2176823561461525,0.028475035594565844,2.541098841762901e-21,-1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,4.641588833612782e-06,4.637869407818314e-06,9.78446582548214e-08,0.06302183867500187,6.302183867500187,6.764326892762022,0.03301655559701816,4.235164736271502e-21,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,5.411695265464638e-06,5.407446013578932e-06,9.76560777549216e-08,0.06551775415674768,6.5517754156747685,7.376289122549726,0.03825013751429965,5.929230630780102e-21,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,6.30957344480193e-06,6.304732591580378e-06,9.74459709230012e-08,0.06838757577396659,6.83875757739666,8.057513084836252,0.044270732578905805,9.317362419797304e-21,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,7.356422544596406e-06,7.35092498900205e-06,9.721331010069701e-08,0.07168061535907151,7.168061535907151,8.811095561949458,0.05118298826507792,1.4399560103323106e-20,-1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,8.576958985908945e-06,8.570737185953565e-06,9.695740652912976e-08,0.07545061389674176,7.545061389674176,9.638974143589172,0.05910117823660585,2.202285662861181e-20,0.0
Aminoglycoside-like model,WT scenario,1e-05,9.992985140386727e-06,9.667800698955689e-08,0.07975548975982641,7.975548975982641,10.541606769744881,0.06814872723809536,3.049318610115481e-20,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,1.165914401179831e-05,1.1651267450576726e-05,9.637538573751665e-08,0.08465683480011252,8.465683480011252,11.51766864294375,0.0784572014697489,4.404571325722362e-20,0.0
Aminoglycoside-like model,WT scenario,1.359356390878524e-05,1.3584758873529206e-05,9.605042224767795e-08,0.09021909132211074,9.021909132211075,12.563798565592926,0.09016461726179678,5.929230630780102e-20,5.293955920339377e-23
Aminoglycoside-like model,WT scenario,1.584893192461114e-05,1.583913539886204e-05,9.570465432008834e-08,0.09650833798613308,9.650833798613307,13.67443001313183,0.10341290895790584,7.792703114739563e-20,1.5881867761018131e-22
Aminoglycoside-like model,WT scenario,1.8478497974222908e-05,1.8467652684480906e-05,9.534029650376886e-08,0.10359061288516841,10.359061288516841,14.841740901537515,0.1183443964016901,1.0164395367051604e-19,4.499862532288471e-22
Aminoglycoside-like model,WT scenario,2.1544346900318823e-05,2.1532403287351755e-05,9.496021592748465e-08,0.11152971088062807,11.152971088062808,16.05574883585106,0.1350971109353811,1.2197274440461925e-19,1.2308447514789052e-21
Aminoglycoside-like model,WT scenario,2.5118864315095822e-05,2.5105782355987097e-05,9.456786153821167e-08,0.12038441408239492,12.038441408239493,17.304565445422497,0.15379888577005543,1.4568966692773966e-19,3.2160782216061716e-21
Aminoglycoside-like model,WT scenario,2.9286445646252374e-05,2.927219639012622e-05,9.416714805819024e-08,0.13020515374655262,13.020515374655261,18.574805447748982,0.17456020191748906,1.6263032587282567e-19,8.046812998915853e-21
Aminoglycoside-like model,WT scenario,3.414548873833601e-05,3.413005543198756e-05,9.376230187077015e-08,0.1410301626034486,14.10301626034486,19.852126013473338,0.19746591252875334,1.7618285302889447e-19,1.9058241313221758e-20
Aminoglycoside-like model,WT scenario,3.9810717055349695e-05,3.979409576510512e-05,9.335768142701716e-08,0.15288125974944936,15.288125974944936,21.121853511590828,0.2225661484383069,1.8973538018496328e-19,-6.696854239229312e-21
Aminoglycoside-like model,WT scenario,4.641588833612782e-05,4.639808801586135e-05,9.295758849547934e-08,0.1657595116880582,16.57595116880582,22.36964160381511,0.2498669270401353,1.8973538018496328e-19,-1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,5.411695265464637e-05,5.4097994660749355e-05,9.256608781408235e-08,0.17964112156854525,17.964112156854526,23.58209980926849,0.27932122093393175,1.8295911660692887e-19,0.0
Aminoglycoside-like model,WT scenario,6.309573444801929e-05,6.307565155235568e-05,9.218685116068851e-08,0.19447399458987463,19.447399458987462,24.747336167105775,0.31082145022670915,1.7618285302889447e-19,0.0
Aminoglycoside-like model,WT scenario,7.356422544596406e-05,7.354306043970455e-05,9.182303789431065e-08,0.21017548462075503,21.017548462075503,25.855370454826122,0.3441944868349841,1.6263032587282567e-19,0.0
Aminoglycoside-like model,WT scenario,8.576958985908945e-05,8.574739386796398e-05,9.147721854116033e-08,0.22663181722342973,22.663181722342973,26.898392747976,0.3792002405474387,1.4907779871675686e-19,-1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.0001,9.997683064224003e-05,9.115134218133963e-08,0.24369958565820024,24.369958565820024,27.870862157813225,0.4155346881780707,1.0842021724855044e-19,0.0
Aminoglycoside-like model,WT scenario,0.00011659144011798311,0.00011656735963074953,9.084674334927576e-08,0.26120952318421986,26.120952318421985,28.769458681186,0.45283779566175597,9.486769009248164e-20,0.0
Aminoglycoside-like model,WT scenario,0.00013593563908785241,0.00013591071252975684,9.056418066994076e-08,0.2789724845807869,27.89724845807869,29.59291453632553,0.4907062049885972,8.131516293641283e-20,0.0
Aminoglycoside-like model,WT scenario,0.00015848931924611142,0.00015846361285759187,9.03038978133662e-08,0.2967872646940115,29.678726469401152,30.3417588574859,0.5287099032224919,5.421010862427522e-20,0.0
Aminoglycoside-like model,WT scenario,0.00018478497974222906,0.00018475855951726274,9.006569740633e-08,0.3144496019542436,31.44496019542436,31.018011299205018,0.5664114873743551,2.710505431213761e-20,0.0
Aminoglycoside-like model,WT scenario,0.00021544346900318823,0.00021541639949940801,8.984901982421419e-08,0.3317615224447616,33.17615224447616,31.6248571029876,0.603386220143664,2.710505431213761e-20,0.0
Aminoglycoside-like model,WT scenario,0.0002511886431509582,0.0002511609865434397,8.965302071101781e-08,0.34854012104244736,34.85401210424474,32.16633015632432,0.6392409368389603,0.0,0.0
Aminoglycoside-like model,WT scenario,0.00029286445646252375,0.0002928362718304819,8.947664310958146e-08,0.36462496492688956,36.462496492688956,32.64702320188248,0.6736300461230825,5.421010862427522e-20,-1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.0003414548873833601,0.00034142623020861046,8.931868185839228e-08,0.3798835198078421,37.98835198078421,33.071837006640074,0.7062673222952343,0.0,0.0
Aminoglycoside-like model,WT scenario,0.0003981071705534969,0.00039807809240390024,8.917783924961315e-08,0.39421429020952203,39.4214290209522,33.44577389989271,0.7369328080021215,5.421010862427522e-20,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.0004641588833612782,0.0004641294317302936,8.905277182948355e-08,0.4075476691389345,40.75476691389345,33.77377610746194,0.7654747989437843,0.0,0.0
Aminoglycoside-like model,WT scenario,0.0005411695265464637,0.0005411397448202442,8.894212873899021e-08,0.41984475227101486,41.984475227101484,34.060605854892586,0.7918074430239768,1.0842021724855044e-19,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.000630957344480193,0.0006309272720054348,8.88445822560161e-08,0.4310945496918341,43.10945496918341,34.310762148667465,0.8159048733238782,0.0,0.0
Aminoglycoside-like model,WT scenario,0.0007356422544596406,0.0007356119266879982,8.875885131561472e-08,0.4413101113128342,44.13101113128342,34.52842820586539,0.8377929780844814,0.0,0.0
Aminoglycoside-like model,WT scenario,0.0008576958985908946,0.0008576653472787527,8.868371882637026e-08,0.45052407924440585,45.05240792444059,34.71744338380307,0.8575399096160561,0.0,0.0
Aminoglycoside-like model,WT scenario,0.001,0.0009999692534454986,8.86180436082695e-08,0.4587841145344281,45.87841145344281,34.881293875538795,0.8752462960726723,0.0,0.0
Aminoglycoside-like model,WT scenario,0.0011659144011798312,0.0011658834844820842,8.856076776686128e-08,0.4661485443383521,46.61485443383521,35.02311714820674,0.8910359044130922,-2.168404344971009e-19,0.0
Aminoglycoside-like model,WT scenario,0.0013593563908785241,0.0013593253262068564,8.851092029239755e-08,0.4726824638704208,47.268246387042076,35.145715932872044,0.9050472636402703,0.0,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.001584893192461114,0.0015848619993247754,8.846761762985585e-08,0.4784544238343354,47.84544238343354,35.251578408251575,0.9174265345374316,0.0,0.0
Aminoglycoside-like model,WT scenario,0.0018478497974222907,0.001847818492933456,8.843006190609227e-08,0.48353374917245384,48.35337491724538,35.3429019852094,0.9283217290320387,0.0,0.0
Aminoglycoside-like model,WT scenario,0.002154434690031882,0.0021544032891567676,8.839753742646197e-08,0.4879884729055529,48.798847290555294,35.42161875908973,0.9378782479488039,0.0,0.0
Aminoglycoside-like model,WT scenario,0.002511886431509577,0.002511854947304199,8.836940596990471e-08,0.4918838287890299,49.18838287890299,35.489421241724116,0.9462356188407255,0.0,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.0029286445646252374,0.0029286130084537195,8.834510132449062e-08,0.4952812249991533,49.52812249991533,35.54778741837028,0.9535252684610949,0.0,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.003414548873833601,0.0034145172555680166,8.832412342020553e-08,0.4982376135500636,49.823761355006354,35.59800450898115,0.9598691475777433,0.0,0.0
Aminoglycoside-like model,WT scenario,0.003981071705534969,0.003981040033736539,8.830603233664043e-08,0.5008051721630755,50.080517216307555,35.64119106344478,0.9653790296463275,0.0,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.004641588833612782,0.004641557115694832,8.82904423930924e-08,0.5030312230719106,50.30312230719106,35.67831720254596,0.9701563211814588,0.0,0.0
Aminoglycoside-like model,WT scenario,0.0054116952654646375,0.00541166350783816,8.827701646882441e-08,0.5049583238538282,50.49583238538282,35.71022294489315,0.9742922442339204,0.0,1.3234889800848443e-23
Aminoglycoside-like model,WT scenario,0.00630957344480193,0.006309541653004844,8.826546065214312e-08,0.5066244768099392,50.662447680993914,35.737634647456645,0.9778682758288327,0.0,0.0
Aminoglycoside-like model,WT scenario,0.007356422544596406,0.007356390723407763,8.825551927798697e-08,0.5080634144044043,50.80634144044043,35.761179644014064,0.9809567527747667,0.0,0.0
Aminoglycoside-like model,WT scenario,0.008576958985908946,0.008576927139449424,8.82469703838056e-08,0.5093049281051394,50.93049281051394,35.78139919994706,0.9836215713742111,0.0,0.0
Aminoglycoside-like model,WT scenario,0.01,0.009999968131819996,8.82396215913525e-08,0.5103752163391726,51.03752163391726,35.79875991989719,0.985918929569404,0.0,0.0
Aminoglycoside-like model,mutant scenario,0.0,0.0,9.924116854969482e-08,0.01627106812260923,1.6271068122609231,2.420964380214942,0.0,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,1e-10,9.990987913178968e-11,9.92411361471451e-08,0.016271063086708313,1.6271063086708313,2.421072422286676,2.3095519811352402e-08,1.2924697071141057e-26,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,1.165914401179831e-10,1.1648636695421887e-10,9.924113077111622e-08,0.016271062251183153,1.6271062251183153,2.421090347953123,2.692739904815253e-08,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,1.3593563908785242e-10,1.3581313284689454e-10,9.924112450313418e-08,0.01627106127703354,1.6271061277033538,2.4211112477209205,3.139504219703641e-08,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,1.584893192461111e-10,1.583464875559355e-10,9.924111719521379e-08,0.016271060141260094,1.6271060141260094,2.42113561502738,3.660393163351489e-08,0.0,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,1.8478497974222944e-10,1.8461845035417659e-10,9.924110867481794e-08,0.0162710588170477,1.6271058817047699,2.421164025174956,4.267705077350385e-08,-2.5849394142282115e-26,4.5263323118901674e-21
Aminoglycoside-like model,mutant scenario,2.1544346900318867e-10,2.1524931017694614e-10,9.924109874078445e-08,0.01627105727313239,1.627105727313239,2.4211971489127038,4.9757787746250866e-08,0.0,4.5263323118901674e-21
