iteration,max_constraint_error,restraint_energy,restraint_strength,system_energy
35,0.030079165463389373,8319.86671837352,10000000.0,-2046160.734211486
36,0.09051002923178435,12618.853972665876,10000000.0,-2052099.2162603799
37,0.03688443280528513,6639.779269310449,10000000.0,-2055184.8745366812
38,0.021856687044790213,7285.396389435995,10000000.0,-2059187.579863027
39,0.028522804175354986,9855.612388068936,10000000.0,-2067074.64832802
40,0.041310139365464814,13242.939710604402,10000000.0,-2079291.064203278
41,0.07250985825652118,13464.105352643102,10000000.0,-2086030.647845477
42,0.047320846012313726,9369.098862872794,10000000.0,-2088923.9639099417
43,0.0673740663588965,6869.307212370699,10000000.0,-2089062.2210327548
44,0.024744119892188946,6651.912822231467,10000000.0,-2090946.2015976917
45,0.05231598818145119,7176.71651002042,10000000.0,-2095286.1622581126
46,0.09975647730340492,9330.502926601006,10000000.0,-2104555.7380977925
47,0.14890870091856437,10000.82204269197,10000000.0,-2113372.9657025775
48,0.056924299019914575,11362.072247647257,10000000.0,-2118536.8834057166
49,0.016861019815327026,7033.673258607658,10000000.0,-2119137.4220165117
0,0.23860316678530205,71329.70670188867,100000000.0,-1532274.7713902716
1,0.12665170632138584,31961.228529487806,100000000.0,-1533814.1909080525
2,0.014918921596499374,2878.430503871897,100000000.0,-1538016.3222235125
3,0.008564939655904654,2481.270628570314,100000000.0,-1541770.2959899427
4,0.05867500978028183,6452.456208567523,100000000.0,-1572300.7958878614
5,0.0628890490259594,8263.394181287713,100000000.0,-1605787.187507261
6,0.114553111787452,28530.538932638625,100000000.0,-1640459.5472371238
7,0.05581864725261657,8896.537609105802,100000000.0,-1652659.9606138326
8,0.038130664911091336,3739.961355641925,100000000.0,-1658351.709129785
9,0.04184766859345175,7735.645879214225,100000000.0,-1670068.7581104336
10,0.04679148865168769,3640.2112798050666,100000000.0,-1675051.6051112276
11,0.02922144651339577,4485.594447554195,100000000.0,-1690563.361108533
12,0.0443463372316323,2898.259335386926,100000000.0,-1701331.1519597503
13,0.026341560624416796,7280.448675095372,100000000.0,-1713638.9880775276
14,0.07482216635203331,8445.11547945362,100000000.0,-1719586.3605810641
15,0.024915712785319705,2011.3232311874965,100000000.0,-1721872.0723236825
16,0.01700945679412305,1796.195608059476,100000000.0,-1726199.6447506596
17,0.0343269069351408,2096.797199144259,100000000.0,-1730744.946181504
18,0.04562523275325332,2940.0527863828142,100000000.0,-1734557.3037455024
19,0.03668899411391721,6757.069930053771,100000000.0,-1743098.6720144495
20,0.020937329180647286,1816.0609620454034,100000000.0,-1745736.3652894292
21,0.025511741315420552,2081.477488189357,100000000.0,-1751169.2154309752
22,0.02045728899385414,2991.557131086162,100000000.0,-1756630.2749470836
23,0.0197443102328685,3461.478474797718,100000000.0,-1763735.8730411208
24,0.031650176060964576,2090.6044176835426,100000000.0,-1771266.2869839468
25,0.03508416252768891,4569.429759225767,100000000.0,-1778847.081383481
26,0.05117323426280999,6199.759248449401,100000000.0,-1791446.519475319
27,0.02189277541509089,1934.3265023977835,100000000.0,-1796691.3287320728
28,0.026639604768483698,4373.108734856364,100000000.0,-1802728.5206640377
29,0.018541707827200948,2189.400585297001,100000000.0,-1806497.3683237655
30,0.01692838755189494,1428.394709380091,100000000.0,-1809602.9660610773
31,0.029662214854090395,2633.497859396092,100000000.0,-1813708.943875412
32,0.032929665228656146,4089.6223884431192,100000000.0,-1817661.774878074
33,0.025424007468593364,1968.4846087576657,100000000.0,-1818085.7097380774
34,0.010458126672354304,1363.0917071464085,100000000.0,-1819398.9482253692
35,0.009196731629800291,743.6346715261577,100000000.0,-1820402.5449031603
36,0.009635038850453755,1065.0774211712105,100000000.0,-1822989.3978177581
37,0.016648609727139413,2642.2721534311763,100000000.0,-1828363.064694412
38,0.0200148160514451,3846.9041614529146,100000000.0,-1838773.8999280166
39,0.039215634354733554,7580.821672427891,100000000.0,-1850765.4180453494
40,0.09052332640124175,12640.484583084917,100000000.0,-1859624.3586891054
41,0.013211706143406582,1983.9500458226921,100000000.0,-1858408.1927201014
42,0.0187640350717499,1666.1690048865987,100000000.0,-1860599.46592339
43,0.028072686379734174,1414.829364012745,100000000.0,-1863291.1636162119
44,0.03214463141257564,1788.4667063546212,100000000.0,-1866362.2482531646
45,0.01821332816718224,2280.4102359866574,100000000.0,-1870366.5203849354
46,0.02373914349215426,1402.6993299334201,100000000.0,-1872838.077855921
47,0.015392466651208529,1138.828048117493,100000000.0,-1873534.9740499042
48,0.008468558907789196,1005.1702851996614,100000000.0,-1874674.1610507309
49,0.008424121803172792,1008.602326091507,100000000.0,-1875667.4408776322
0,0.005012161082926898,4726.746683418664,1000000000.0,-1874525.7506922774
1,0.0017868242278022705,1172.163495800985,1000000000.0,-1874759.7983684107
2,0.0007481942068010815,421.7458953025912,1000000000.0,-1874680.617138373
3,0.0002838449711911351,81.85983537654086,1000000000.0,-1874566.340190531
4,0.0001459851489070929,47.45962593365944,1000000000.0,-1874589.6304829298
5,0.00038618151814159867,37.68466040565869,1000000000.0,-1874889.9173829672
6,0.0013202285916159378,263.20586390681433,1000000000.0,-1875772.2517416272
7,0.0020214591802505113,1246.9579612656846,1000000000.0,-1878680.8218596384
8,0.004924141739554149,3932.1083973339205,1000000000.0,-1885334.386198243
9,0.011848929023523075,8893.833614469215,1000000000.0,-1894217.5618602806
10,0.003167980166828074,1992.387080348379,1000000000.0,-1896600.4883711105
11,0.004116232009559482,1086.3676044072358,1000000000.0,-1899754.202084278
12,0.009054611043958353,2837.936246593485,1000000000.0,-1902928.2675957957
13,0.002387088208707896,596.8194746092075,1000000000.0,-1902017.1316799857
14,0.003291330350511539,657.8840834528892,1000000000.0,-1902555.5467421862
15,0.003037565913916849,389.8358125469201,1000000000.0,-1902797.788784154
16,0.0024922723291118235,380.0211756110914,1000000000.0,-1903208.0724200932
17,0.002060759945038047,264.7999385926049,1000000000.0,-1903776.0292294815
18,0.002917468274376041,499.70904252363965,1000000000.0,-1904042.0666704196
19,0.0007479164577645182,68.64712256126846,1000000000.0,-1904051.1095292747
20,0.0014854010652891336,81.22921211129434,1000000000.0,-1904089.947156653
21,0.0002459996804456018,48.073239944539914,1000000000.0,-1904125.4118293591
22,0.0002649383875683773,58.711600116846476,1000000000.0,-1904160.7809017915
23,0.000651561986807456,93.47153264618936,1000000000.0,-1904331.4941518062
24,0.0007649678038394278,279.55984063583026,1000000000.0,-1904551.5712995122
25,0.0008594564013096822,235.1467679701415,1000000000.0,-1904657.9118776086
26,0.0010934288228736653,300.11489088775073,1000000000.0,-1905373.1957810165
27,0.0012990002689767044,647.4666864644552,1000000000.0,-1906955.120532711
28,0.005773993577558095,3482.5605186876064,1000000000.0,-1912867.6855526937
29,0.009525377171568348,3842.294968448167,1000000000.0,-1914891.6954992365
30,0.018292222905482197,7037.73385823903,1000000000.0,-1926456.9295040495
31,0.018851361394552055,7238.970037898385,1000000000.0,-1935247.9329875468
32,0.007564310827884391,2233.036411427487,1000000000.0,-1937550.2366429963
33,0.003401143958468319,471.5373947336542,1000000000.0,-1937901.0588052236
34,0.009166082976201905,1718.6478802906738,1000000000.0,-1942094.8805045364
35,0.00473517868495332,1031.432986979737,1000000000.0,-1943499.5243379008
36,0.0019753312034169095,296.48750811959803,1000000000.0,-1943626.0311586366
37,0.0026612045651281,343.07083780100726,1000000000.0,-1943991.144777399
38,0.002109051736715573,223.02858089294577,1000000000.0,-1944016.4504105952
39,0.0005797666200213162,94.22685209898708,1000000000.0,-1944138.786017542
40,0.0023443846593108374,249.15025683936673,1000000000.0,-1944436.18391756
41,0.0006769331178205575,109.3662589781267,1000000000.0,-1944443.223923779
42,0.0009123715020977015,52.469770567028824,1000000000.0,-1944566.6238797638
43,0.0016493076637186408,68.6055731801856,1000000000.0,-1944735.3490915508
44,0.001541052224354909,84.73129182047978,1000000000.0,-1944939.278986591
45,0.0018624369433135161,221.35559728198595,1000000000.0,-1945221.1787475357
46,0.002483649044001481,257.2490482184803,1000000000.0,-1945645.3869964266
47,0.0022144692152628732,522.8700229919355,1000000000.0,-1947429.8531574423
48,0.003967757420557828,939.9064487534777,1000000000.0,-1950378.7583598758
49,0.006834356699773343,2158.465624343007,1000000000.0,-1954895.4969764645
0,0.004227143449953035,5675.776347247857,10000000000.0,-1954549.8157992442
1,0.0009115123098843134,1013.4592002615442,10000000000.0,-1954562.7028973075
2,0.0003226868575641742,207.5971239529018,10000000000.0,-1954501.0038610683
3,8.532974962765397e-05,16.268495573551537,10000000000.0,-1954460.1747312443
4,7.800221408448872e-05,5.835386114705598,10000000000.0,-1954460.3581459785
5,2.3141833017287376e-05,4.94679530307731,10000000000.0,-1954464.9934037877
6,3.457473989207498e-05,7.510996048580634,10000000000.0,-1954475.860024119
7,0.00015507831996521855,22.831978686266915,10000000000.0,-1954517.867457265
8,0.0003258947156297449,69.42660682658493,10000000000.0,-1954627.3196347395
9,0.000602373922951247,208.79697406132763,10000000000.0,-1954933.678024864
10,0.0010067083099072928,576.9630508905864,10000000000.0,-1955720.223753996
11,0.0015347997650036137,1490.058367338854,10000000000.0,-1957673.3843249257
12,0.0024070910885603835,3466.528346999951,10000000000.0,-1961928.1475945807
13,0.004303345430275588,6216.515370874805,10000000000.0,-1968162.2998514962
14,0.0035307710166764044,4983.735379974499,10000000000.0,-1973320.4014431017
15,0.0023480494813859117,3058.7553541066445,10000000000.0,-1975887.3021065705
16,0.00348104819522763,2499.2239449265167,10000000000.0,-1976812.2296166457
17,0.0011805369345644335,1709.4889508724639,10000000000.0,-1979523.1646358508
18,0.002176466725725104,912.2306254350094,10000000000.0,-1980661.7620233104
19,0.0008084537800915621,160.35699397385432,10000000000.0,-1980706.0917767636
20,0.0012027227690037648,326.3914023192771,10000000000.0,-1982749.8583289108
21,0.001799939087298962,668.8929071083603,10000000000.0,-1983972.198784178
22,0.0006169271352969713,136.00128632764893,10000000000.0,-1984479.9914663034
23,0.0005797217910231444,140.43319285146848,10000000000.0,-1984901.2761295666
24,0.000837776003394789,155.7424248212543,10000000000.0,-1985055.2107531175
25,0.0008957511333392607,188.3038331081666,10000000000.0,-1985186.3595203294
26,0.00040547630357783143,28.956956583841862,10000000000.0,-1985143.5725771564
27,8.500583267030465e-05,7.689361029731154,10000000000.0,-1985174.1672593495
28,0.00016712878125128443,11.095619301044286,10000000000.0,-1985199.6818062174
29,0.00012958634950369771,14.239951951234538,10000000000.0,-1985208.4368953393
30,5.684793114597636e-05,6.885758321097569,10000000000.0,-1985210.4003265118
31,3.12850358630115e-05,6.695765904927575,10000000000.0,-1985212.4641649905
32,3.429842352180619e-05,6.958047957487615,10000000000.0,-1985214.3819882395
33,9.365438457475439e-05,9.533193885856733,10000000000.0,-1985223.25559726
34,0.00016842824225478989,14.446949157143706,10000000000.0,-1985243.5125104063
35,0.00023365267750286223,21.467985729571698,10000000000.0,-1985283.1992586215
36,0.0003004232872931823,26.993791076713997,10000000000.0,-1985379.5613774476
37,0.0004849739470436913,55.482683294423694,10000000000.0,-1985535.2186643744
38,0.0007342564660457166,105.32530477219497,10000000000.0,-1985982.6456262064
39,0.0009724088383106334,165.8584741038544,10000000000.0,-1986458.6793003837
40,0.0017020470265874767,341.8051363086186,10000000000.0,-1987483.4172407156
41,0.0021123462038815264,515.539398248721,10000000000.0,-1989716.0654043094
42,0.003190081522164431,2610.4373005171865,10000000000.0,-1993575.693733247
43,0.0026146352029727056,774.931659695442,10000000000.0,-1993545.5924275054
44,0.0015006974266790715,675.2973720969302,10000000000.0,-1994453.3176729253
45,0.0018902918597144677,613.5029559613653,10000000000.0,-1995358.1189533758
46,0.0011568998460027475,511.9556381460395,10000000000.0,-1995563.5858407696
47,0.001227805150576868,322.27987725393757,10000000000.0,-1996359.1549830015
48,0.0009782554881264682,176.9832853432373,10000000000.0,-1996620.5697989108
49,0.0010498955337608427,226.22527836170207,10000000000.0,-1996993.618696878
0,0.0007087293402566426,1053.8196961486367,100000000000.0,-1996988.407311389
1,6.700950506531437e-05,31.5910673422127,100000000000.0,-1996985.7842223048
2,2.1233193973965543e-05,13.7066148427735,100000000000.0,-1996984.2574441908
3,8.764232707689044e-06,3.006883055363139,100000000000.0,-1996981.5992733422
4,6.472682876682292e-06,0.7077250298570974,100000000000.0,-1996980.276311408
5,2.840176700221609e-06,0.5398354812820335,100000000000.0,-1996980.2433316566
6,5.365640069105046e-07,0.6012623485465397,100000000000.0,-1996980.3756031971
7,8.974504014553866e-07,0.6385934422041712,100000000000.0,-1996980.481519893
8,5.48343904991957e-06,0.8171570300914108,100000000000.0,-1996980.8902424304
9,1.2000304369347036e-05,1.2207782076933487,100000000000.0,-1996981.7258082116
10,2.3972410726980493e-05,2.390002651510544,100000000000.0,-1996984.248079489
11,4.359208940085577e-05,5.413268280913159,100000000000.0,-1996990.5242705443
12,7.701791782874859e-05,13.557320291111841,100000000000.0,-1997007.3626082472
13,0.00013252016249593707,34.94211289686431,100000000000.0,-1997051.1555820503
14,0.00022461704343634505,91.0574244614794,100000000000.0,-1997165.559568634
15,0.0003733461883218883,234.54984889636117,100000000000.0,-1997456.497251635
16,0.0005901408603627284,579.8233511427084,100000000000.0,-1998134.77195906
17,0.0007858039410748605,1131.5590681373326,100000000000.0,-1999213.1844852944
18,0.0008208335853129065,1157.2919302591831,100000000000.0,-2000289.709929902
19,0.0006423947817043808,1223.982877979497,100000000000.0,-2000636.8959876508
20,0.00021932621362258015,107.36991729122495,100000000000.0,-2001516.774762635
21,0.0005939867836534453,744.1653349710135,100000000000.0,-2002780.3277705135
22,0.00018753154121852177,155.30481722536038,100000000000.0,-2002890.2187113322
23,0.0002760762871901195,336.98093253802017,100000000000.0,-2003689.7444927634
24,0.00040479780874106444,491.4951495684296,100000000000.0,-2004830.488836589
25,0.000717558397343886,1014.8646575256447,100000000000.0,-2005679.7720915838
26,0.00031980092878534884,240.43922579029626,100000000000.0,-2005792.8685701482
27,0.00014675443388812082,87.21832817902424,100000000000.0,-2006181.318534355
28,0.0004402226870044093,377.083017008308,100000000000.0,-2006910.924064126
29,0.0002968261756290936,155.3201767421296,100000000000.0,-2007226.34990825
30,0.00044032679469502235,507.5589554375288,100000000000.0,-2007925.95940656
31,0.0002863546431755086,183.95059194031325,100000000000.0,-2008090.2321416119
32,0.0002528667575608819,195.24927900281787,100000000000.0,-2008584.864682389
33,0.0002058323941259129,121.34416593810131,100000000000.0,-2008756.7630654357
34,0.0003998043349670653,363.91252948069416,100000000000.0,-2009170.318437255
35,0.00010798824033724983,46.39296523179039,100000000000.0,-2009370.2869359266
36,0.000337604521282649,267.30373453525266,100000000000.0,-2009779.0972194169
37,6.56949524527812e-05,68.85624845040282,100000000000.0,-2009794.2893601463
38,0.00010621291565042399,36.81993040996609,100000000000.0,-2010021.0380094545
39,0.00023859198628085106,118.79754482878509,100000000000.0,-2010213.6774299077
40,0.00012050507548066208,118.89601608763726,100000000000.0,-2010320.0993422458
41,0.00017260230721517916,92.9966528312327,100000000000.0,-2010436.6483080273
42,5.484918916149129e-05,43.528988923819206,100000000000.0,-2010525.9266754591
43,0.00012223161805101725,67.99821478448,100000000000.0,-2010601.3467940176
44,0.00016281781433692723,58.80254523829812,100000000000.0,-2010711.56044397
45,3.7650940466034483e-05,15.335303800023317,100000000000.0,-2010758.9974994133
46,9.864076955296975e-05,28.52666131442768,100000000000.0,-2010832.3496452689
47,0.00019893606853568598,87.67509486096115,100000000000.0,-2010936.276770259
48,2.202334050257462e-05,7.244039597089473,100000000000.0,-2010923.9043916287
49,4.170634007606941e-05,7.890153400332332,100000000000.0,-2010959.2801306779
