total_BiTE_nM,KD_CD3_nM,KD_TAA_nM,free_CD3_nM,free_TAA_nM,free_BiTE_nM,CD3_BiTE_nM,TAA_BiTE_nM,trimer_nM,trimer_complexes_per_target,max_mass_balance_error_nM
0.001,10.0,0.1,8.302241717025959,16.60439665818635,3.2708823186183856e-06,2.7155655637116157e-06,0.0005431102744058794,0.0004509032777117908,0.27154030075257746,3.552713678800501e-15
0.0012115276586285877,10.0,0.1,8.302145767564449,16.604186396918315,3.962835052940816e-06,3.290003426232863e-06,0.0006579965187927096,0.0005462783013567036,0.3289764824903768,6.505213034913027e-19
0.0014677992676220691,10.0,0.1,8.302029523761403,16.603931659619267,4.801187984577248e-06,3.985960439708882e-06,0.000797185971809058,0.0006618261473887224,0.39856102182233927,1.7763568394002505e-15
0.0017782794100389228,10.0,0.1,8.30188869356169,16.60362303839848,5.816924270027468e-06,4.829145782864563e-06,0.0009658201782244733,0.0008018131617615491,0.48286317233486986,1.7763568394002505e-15
0.002154434690031882,10.0,0.1,8.301718077377041,16.603249135345482,7.047588096808373e-06,5.850708950518132e-06,0.0011701286097460472,0.0009714077832384826,0.5849954406021711,3.552713678800501e-15
0.0026101572156825357,10.0,0.1,8.301511376283909,16.602796141590215,8.538675909518297e-06,7.0883915201267495e-06,0.0014176589544483969,0.0011768711938044119,0.7087283985479408,3.552713678800501e-15
0.0031622776601683794,10.0,0.1,8.301260959727504,16.60224732732481,1.0345323503940897e-05,8.587923011901591e-06,0.001717556194936133,0.0014257882187161445,0.8586297347058288,3.552713678800501e-15
0.003831186849557285,10.0,0.1,8.300957584203015,16.601582423953914,1.253435231584106e-05,1.0404712691925346e-05,0.0020809008310231298,0.0017273469535255806,1.0402326495488226,3.552713678800501e-15
0.004641588833612777,10.0,0.1,8.300590052597505,16.600776875557067,1.5186751974351765e-05,1.2605900236956976e-05,0.002521118809906394,0.002092677371492547,1.260239769639493,2.527492104498208e-15
0.005623413251903491,10.0,0.1,8.300144801719021,16.599800932021214,1.8400693003410764e-05,1.527284163802874e-05,0.003054478408678542,0.002535261308575619,1.5267700463624172,7.890389730480507e-15
0.006812920690579608,10.0,0.1,8.299605402937452,16.598618550355173,2.229518416477559e-05,1.8504123095345702e-05,0.0037006925746102897,0.0030714288086846073,1.8496576620217815,2.459057263370923e-14
0.008254041852680182,10.0,0.1,8.29895195772659,16.59718606361572,2.7014514258723163e-05,2.2419215599446346e-05,0.004483649195702282,0.0037209589270432706,2.2408138420833144,7.645967192715375e-14
