total_BiTE_nM,effector_target_ratio,TAA_expression_multiplier,surviving_fraction_48h,lysed_fraction_48h,initial_trimer_complexes_per_target,cell_ledger_error
316.22776601683796,1.0,0.1,0.9910329101684179,0.008967089831582065,19.787985321601216,1.1102230246251565e-16
562.341325190349,1.0,0.1,0.9964149210362987,0.0035850789637013143,12.489164579645838,1.1102230246251565e-16
1000.0,1.0,0.1,0.9986929770659202,0.0013070229340798878,7.535145856323398,2.220446049250313e-16
1778.2794100389228,1.0,0.1,0.9995506602991995,0.0004493397008005886,4.416842349479872,1.1102230246251565e-16
3162.2776601683795,1.0,0.1,0.9998508948956836,0.00014910510431644143,2.5440569535600823,2.220446049250313e-16
5623.413251903491,1.0,0.1,0.9999515359445044,4.84640554957865e-05,1.4503597151808523,2.220446049250313e-16
10000.0,1.0,0.1,0.9999844339137312,1.5566086268957215e-05,0.8219601373573532,2.220446049250313e-16
0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.001,1.0,1.0,0.9999999563141678,4.368583212583401e-08,0.043544074699835206,1.1102230246251565e-16
0.0017782794100389228,1.0,1.0,0.9999998618557926,1.381442074122053e-07,0.0774328232231706,1.1102230246251565e-16
0.0031622776601683794,1.0,1.0,0.9999995631638349,4.3683616521193325e-07,0.13769495550426297,2.220446049250313e-16
0.005623413251903491,1.0,1.0,0.9999986186823159,1.3813176840742547e-06,0.24485302154458663,1.1102230246251565e-16
0.01,1.0,1.0,0.99999563233582,4.367664179999614e-06,0.435394688359284,1.1102230246251565e-16
0.01778279410038923,1.0,1.0,0.9999861907251065,1.3809274893436794e-05,0.7741825747608343,0.0
0.03162277660168379,1.0,1.0,0.9999563450985243,4.3654901475851845e-05,1.3764889047247886,2.220446049250313e-16
0.05623413251903491,1.0,1.0,0.9998620274922779,0.00013797250772212412,2.4470732800941972,2.220446049250313e-16
0.1,1.0,1.0,0.9995641071157448,0.0004358928842551262,4.3493383404842,1.1102230246251565e-16
0.1778279410038923,1.0,1.0,0.9986237659872521,0.0013762340127479713,7.727244802407049,2.220446049250313e-16
0.31622776601683794,1.0,1.0,0.9956587454068758,0.0043412545931242955,13.718737220645199,2.220446049250313e-16
0.5623413251903491,1.0,1.0,0.9863179346156838,0.013682065384316076,24.32453767315379,1.1102230246251565e-16
1.0,1.0,1.0,0.9568545806483473,0.043145419351652656,43.029569615829836,1.1102230246251565e-16
1.7782794100389228,1.0,1.0,0.8629475787660308,0.1370524212339692,75.79625234670489,0.0
3.1622776601683795,1.0,1.0,0.556333297096833,0.44366670290316695,132.4544261601434,1.1102230246251565e-16
5.623413251903491,1.0,1.0,0.10235423771522272,0.8976457622847772,227.77472940764653,2.220446049250313e-16
10.0,1.0,1.0,0.03823313305184699,0.9617668669481528,376.581278789173,2.220446049250313e-16
17.78279410038923,1.0,1.0,0.0313740839762281,0.9686259160237721,539.4646153812073,2.220446049250313e-16
31.622776601683793,1.0,1.0,0.036822181527708095,0.9631778184722919,566.1469772327594,1.1102230246251565e-16
56.23413251903491,1.0,1.0,0.05496632813084495,0.9450336718691552,501.1092480087064,2.220446049250313e-16
100.0,1.0,1.0,0.10404467704122287,0.895955322958777,401.71589585845874,2.220446049250313e-16
177.82794100389228,1.0,1.0,0.22790484962338575,0.7720951503766145,293.78107481657753,2.220446049250313e-16
316.22776601683796,1.0,1.0,0.4584709086554308,0.5415290913445694,197.84869181488605,2.220446049250313e-16
562.341325190349,1.0,1.0,0.7130204351029259,0.2869795648970742,124.8855685350481,2.220446049250313e-16
1000.0,1.0,1.0,0.8799335524581785,0.1200664475418215,75.35031387949819,1.1102230246251565e-16
1778.2794100389228,1.0,1.0,0.9563807838476172,0.043619216152382914,44.1682128319275,2.220446049250313e-16
3162.2776601683795,1.0,1.0,0.9852366053923813,0.014763394607618729,25.44053131864207,2.220446049250313e-16
5623.413251903491,1.0,1.0,0.9951692212832639,0.004830778716736135,14.503590277567659,1.1102230246251565e-16
10000.0,1.0,1.0,0.9984450063340848,0.0015549936659152077,8.219600143165488,2.220446049250313e-16
0.0,1.0,3.0,1.0,0.0,0.0,0.0
0.001,1.0,3.0,0.9999999528074952,4.7192504908118725e-08,0.045257991268461,2.220446049250313e-16
0.0017782794100389228,1.0,3.0,0.9999998507662617,1.4923373830863263e-07,0.08048079574835651,2.220446049250313e-16
0.0031622776601683794,1.0,3.0,0.9999995280930787,4.719069212970628e-07,0.14311557662367919,1.1102230246251565e-16
0.005623413251903491,1.0,3.0,0.9999985077642841,1.4922357158445833e-06,0.2544939007607001,1.1102230246251565e-16
0.01,1.0,3.0,0.999995281499777,4.718500223104801e-06,0.45254361143662725,2.220446049250313e-16
0.01778279410038923,1.0,3.0,0.9999850808152494,1.491918475059796e-05,0.8046931697627501,1.1102230246251565e-16
0.03162277660168379,1.0,3.0,0.9999528325651866,4.716743481338102e-05,1.430792814411696,1.1102230246251565e-16
0.05623413251903491,1.0,3.0,0.9998509042218859,0.0001490957781139849,2.5437914713742256,1.1102230246251565e-16
0.1,1.0,3.0,0.9995288387617012,0.0004711612382987682,4.521808512621055,1.1102230246251565e-16
0.1778279410038923,1.0,3.0,0.9985116574239228,0.0014883425760771726,8.035467102587111,1.1102230246251565e-16
0.31622776601683794,1.0,3.0,0.9953004066181393,0.004699593381860523,14.271712573761393,1.1102230246251565e-16
0.5623413251903491,1.0,3.0,0.9851574306665825,0.014842569333417611,25.323607672052965,2.220446049250313e-16
1.0,1.0,3.0,0.9529652928644557,0.04703470713554431,44.85782515750425,2.220446049250313e-16
1.7782794100389228,1.0,3.0,0.8485367232957015,0.15146327670429843,79.22216048716518,2.220446049250313e-16
3.1622776601683795,1.0,3.0,0.4825574119446901,0.5174425880553101,139.17290651425094,2.220446049250313e-16
5.623413251903491,1.0,3.0,0.03262678518402722,0.9673732148159726,242.2293038997573,2.220446049250313e-16
10.0,1.0,3.0,0.008370909931354083,0.991629090068646,414.8269173682988,2.220446049250313e-16
17.78279410038923,1.0,3.0,0.005480893069307943,0.9945191069306922,690.652217033774,2.220446049250313e-16
31.622776601683793,1.0,3.0,0.00506176629563653,0.9949382337043634,1090.2713224433412,2.220446049250313e-16
56.23413251903491,1.0,3.0,0.005587468815429734,0.9944125311845707,1408.9801209701247,4.440892098500626e-16
100.0,1.0,3.0,0.007335909583162018,0.9926640904168377,1196.1743731658828,3.3306690738754696e-16
177.82794100389228,1.0,3.0,0.012805595679688798,0.987194404320311,879.9529934561517,2.220446049250313e-16
316.22776601683796,1.0,3.0,0.03441692902611507,0.9655830709738847,593.3012361139997,2.220446049250313e-16
562.341325190349,1.0,3.0,0.1260435714898754,0.8739564285101246,374.61240699606805,1.1102230246251565e-16
1000.0,1.0,3.0,0.3762527049856567,0.6237472950143433,226.04292490819756,2.220446049250313e-16
1778.2794100389228,1.0,3.0,0.6852488971954632,0.31475110280453683,132.5031950177276,0.0
3162.2776601683795,1.0,3.0,0.8770852772908841,0.12291472270911566,76.32133523810462,2.220446049250313e-16
5623.413251903491,1.0,3.0,0.9576325722375474,0.042367427762452656,43.51072460869015,2.220446049250313e-16
10000.0,1.0,3.0,0.9861215863638463,0.013878413636153775,24.658792187089684,2.220446049250313e-16
0.0,5.0,0.1,1.0,0.0,0.0,0.0
0.001,5.0,0.1,0.9999997199737576,2.8002624243850215e-07,0.11024480460088856,1.1102230246251565e-16
0.0017782794100389228,5.0,0.1,0.999999114680971,8.85319028967754e-07,0.1960237403236307,0.0
0.0031622776601683794,5.0,0.1,0.9999972015098123,2.7984901877988284e-06,0.34851436805549274,2.220446049250313e-16
0.005623413251903491,5.0,0.1,0.9999911567776796,8.843222320385635e-06,0.6195325532301497,1.1102230246251565e-16
0.01,5.0,0.1,0.9999720711718851,2.792882811482434e-05,1.1009952112305605,0.0
0.01778279410038923,5.0,0.1,0.999911883304626,8.811669537393895e-05,1.95563981466888,1.1102230246251565e-16
0.03162277660168379,5.0,0.1,0.9997224881578305,0.00027751184216950653,3.4705862684339808,1.1102230246251565e-16
0.05623413251903491,5.0,0.1,0.9991288449910659,0.0008711550089339985,6.149187779351143,1.1102230246251565e-16
0.1,5.0,0.1,0.9972814287569137,0.0027185712430862494,10.86348384915845,1.1102230246251565e-16
0.1778279410038923,5.0,0.1,0.9916092752161518,0.008390724783848318,19.090160024274745,2.220446049250313e-16
0.31622776601683794,5.0,0.1,0.9746524697676507,0.02534753023234925,33.21563349644499,0.0
0.5623413251903491,5.0,0.1,0.9268305327677886,0.07316946723221136,56.705502791245124,0.0
1.0,5.0,0.1,0.8104013983499131,0.18959860165008702,93.25597880996303,2.220446049250313e-16
1.7782794100389228,5.0,0.1,0.6159968541728164,0.3840031458271836,142.67558872549128,1.1102230246251565e-16
3.1622776601683795,5.0,0.1,0.4436130006061233,0.5563869993938767,193.98656651355688,1.1102230246251565e-16
5.623413251903491,5.0,0.1,0.35080256152366135,0.6491974384763386,231.20133663722928,1.1102230246251565e-16
10.0,5.0,0.1,0.3124902529246342,0.6875097470753657,249.79514255136237,1.1102230246251565e-16
17.78279410038923,5.0,0.1,0.3076758879831626,0.6923241120168375,253.06014990337894,1.1102230246251565e-16
31.622776601683793,5.0,0.1,0.33179526294177436,0.6682047370582255,243.20609124010042,2.220446049250313e-16
56.23413251903491,5.0,0.1,0.39221086000023436,0.6077891399997657,220.19694687083117,0.0
100.0,5.0,0.1,0.5018028850911022,0.49819711490889784,184.3778440332765,1.1102230246251565e-16
177.82794100389228,5.0,0.1,0.6568231759232369,0.3431768240767631,140.28447085493724,0.0
316.22776601683796,5.0,0.1,0.8117493679510261,0.18825063204897374,96.91386711144645,1.1102230246251565e-16
562.341325190349,5.0,0.1,0.916607083798786,0.08339291620121407,61.946477939974876,2.220446049250313e-16
1000.0,5.0,0.1,0.9681816151112398,0.03181838488876019,37.568305602218395,1.1102230246251565e-16
1778.2794100389228,5.0,0.1,0.9888689759428868,0.011131024057113248,22.062915128375927,2.220446049250313e-16
3162.2776601683795,5.0,0.1,0.9962836891024686,0.0037163108975316,12.71625738295833,2.220446049250313e-16
5623.413251903491,5.0,0.1,0.9987895946592286,0.0012104053407715227,7.251057121859252,2.220446049250313e-16
10000.0,5.0,0.1,0.9996109712028571,0.00038902879714281695,4.109666235835252,1.1102230246251565e-16
0.0,5.0,1.0,1.0,0.0,0.0,0.0
0.001,5.0,1.0,0.9999993603142334,6.396857665475939e-07,0.1666257314618874,1.1102230246251565e-16
0.0017782794100389228,5.0,1.0,0.9999979771611196,2.022838880233207e-06,0.29630521177059116,2.220446049250313e-16
